marker	fit	sites	branches	site_rate_spearman	median_absolute_site_rate_change	branch_length_spearman	gamma_total_tree_length	freerate_total_tree_length	gamma_log_likelihood	freerate_log_likelihood	freerate_minus_gamma_log_likelihood	freerate_ll_lower_by_more_than_point_one
4613677at2759	aa	73	277	0.9994754948089414	0.09959000000000001	0.9999057103132875	21.2044059091	25.5193633933	-6172.4063	-6167.1602	5.246099999999387	False
4747214at2759	3di_af	111	233	0.9958536630568742	0.08097000000000021	0.9992825573687569	17.4297772305	15.8138077923	-4019.6947	-4010.2065	9.488200000000234	False
4747214at2759	3di_af_empirical	111	233	0.9897898741556385	0.12934	0.9642908049943766	25.7980478584	18.9655963507	-3995.8165	-3988.0331	7.783399999999801	False
4747214at2759	3di_llm	111	233	0.9931048102491334	0.11002	0.9992590776037943	15.1927319194	13.5351338014	-4045.4472	-4035.9357	9.51150000000007	False
4747214at2759	aa	111	233	0.9930409295237408	0.19729000000000008	0.9989773188678028	36.8568727145	28.1909143806	-8038.689	-8026.9222	11.76680000000033	False
4803900at2759	3di_af	101	271	0.994908749117307	0.12497999999999998	0.9964431929864759	14.8981163306	10.8381605614	-3741.1531	-3731.028	10.125100000000202	False
4803900at2759	3di_af_empirical	101	271	0.9896515080614712	0.12425000000000003	0.9892361150889142	13.0503531338	9.7182064277	-3678.0115	-3667.3038	10.707699999999932	False
4803900at2759	3di_llm	101	271	0.9840679934533905	0.09665999999999997	0.994987065193175	13.3303493614	10.3399098517	-3762.712	-3754.0706	8.641399999999976	False
4803900at2759	aa	101	271	0.9974943045527295	0.11724999999999985	0.9997805258275579	30.4440375366	31.763148767	-10541.8343	-10536.1128	5.721499999999651	False
4823929at2759	3di_af	409	21	0.9970010382438228	0.07926	0.9987012987012988	2.3199804399	2.3352325543	-4252.9954	-4249.4399	3.5554999999994834	False
4823929at2759	3di_af_empirical	409	21	0.9969007044937769	0.09000999999999992	1.0	2.3397876524	2.357388871	-4197.1056	-4193.4844	3.6211999999995896	False
4823929at2759	3di_llm	409	21	0.9958649163923423	0.07752	0.9974025974025975	2.0918338788	2.1034815151	-4360.8249	-4357.2423	3.5825999999997293	False
4823929at2759	aa	409	21	0.9891262100161928	0.09251999999999994	0.9974025974025975	6.074898973	6.3914089189	-6448.2998	-6443.5048	4.795000000000073	False
4837017at2759	3di_af	196	289	0.9966368646623582	0.221225	0.9996912658819717	29.705811551	19.4521924871	-14503.9835	-14474.1561	29.827400000000125	False
4837017at2759	3di_af_empirical	196	289	0.9953659929904318	0.3064049999999999	0.9995272043908843	33.7198170542	20.1716506301	-14520.0066	-14483.5384	36.46820000000116	False
4837017at2759	3di_llm	196	289	0.989041021771199	0.15266000000000002	0.9972049874716621	19.7101971494	18.1037632216	-14555.7142	-14552.9282	2.786000000000058	False
4837017at2759	aa	196	289	0.9970301041828785	0.12582	0.9986348085537746	43.0511119875	41.7024305325	-26916.7519	-26898.7958	17.956099999999424	False
4843824at2759	3di_af	196	245	0.997861420299097	0.09956999999999996	0.999364335898294	13.4720046023	15.1706039593	-10242.9624	-10232.2825	10.679900000000998	False
4843824at2759	3di_af_empirical	196	245	0.9989421270092174	0.08418500000000001	0.9991480958636956	19.1265444011	16.5429465306	-10274.6261	-10257.6555	16.97059999999874	False
4843824at2759	3di_llm	196	245	0.9992198408200842	0.085275	0.9996621759459484	13.6821052144	14.6003009139	-10278.3134	-10268.4957	9.817699999999604	False
4843824at2759	aa	196	245	0.9997294178035984	0.03465499999999999	0.9999877599980418	39.4753258159	40.8581956984	-21822.8291	-21822.2813	0.5478000000002794	False
4867008at2759	3di_af	177	263	0.9853829946088523	0.18229000000000006	0.9983363369860914	15.8147770259	19.6403487792	-13575.2704	-13532.5083	42.76209999999992	False
4867008at2759	3di_af_empirical	177	263	0.990961814090179	0.20976000000000006	0.9988634054825676	23.731619857200002	20.2040964745	-13625.8241	-13578.9394	46.88470000000052	False
4867008at2759	3di_llm	177	263	0.9981275946491157	0.32836	0.9995428554842828	29.3086430943	18.2125755844	-13640.4107	-13599.0264	41.38429999999971	False
4867008at2759	aa	177	263	0.9992402515900077	0.08733999999999997	0.9997559249225063	22.8563685843	24.6970507909	-16395.1887	-16380.0678	15.120899999998073	False
4896098at2759	3di_af	149	229	0.9912556837741141	0.043810000000000016	0.9949226962771104	9.5267174975	7.0819333967	-4307.8267	-4296.1342	11.6924999999992	False
4896098at2759	3di_af_empirical	149	229	0.9896611081556461	0.03677	0.9920665235874901	9.2004912281	6.4664322483	-4225.7055	-4212.3461	13.359400000000278	False
4896098at2759	3di_llm	149	229	0.9897134290629264	0.05006999999999999	0.9961525499817818	11.5894043777	6.731130067	-4357.8591	-4334.5407	23.31840000000011	False
4896098at2759	aa	149	229	0.9986357922257412	0.13515	0.9995703115241448	17.2713517294	13.8175668856	-7836.6786	-7828.8463	7.832300000000032	False
4900375at2759	3di_af	169	273	0.9998284425310973	0.12039000000000005	0.9994974967730978	22.9885800317	16.9144381785	-9773.3429	-9760.2063	13.136599999999817	False
4900375at2759	3di_af_empirical	169	273	0.9670677283770067	0.10171000000000001	0.9962996417305339	27.2456326271	20.8431119289	-9799.3434	-9775.7447	23.598700000000463	False
4900375at2759	3di_llm	169	273	0.9808127888761696	0.14603999999999995	0.9981362556373108	20.6766024422	15.8444837368	-9759.814	-9759.9945	-0.1805000000003929	True
4900375at2759	aa	169	273	0.9977411452505451	0.04155999999999993	0.999845474223095	48.2584364448	47.8433335599	-21861.5423	-21850.1642	11.378100000001723	False
4908955at2759	3di_af	275	45	0.9973056469174065	0.03205999999999999	0.9997364953886693	3.4423310548	3.4025806666	-2678.657	-2676.6614	1.995600000000195	False
4908955at2759	3di_af_empirical	275	45	0.9959662608594285	0.036029999999999784	0.9993412384716732	3.472645102	3.4428362008	-2683.6461	-2681.3825	2.2635999999997694	False
4908955at2759	3di_llm	275	45	0.9980616123357396	0.03129000000000004	0.9993412384716732	3.2972482176	3.2756642791	-2684.8042	-2683.0199	1.7843000000002576	False
4908955at2759	aa	275	45	0.995019430913286	0.03853000000000001	0.993544137022398	11.3786312407	11.6088306359	-4677.866	-4674.1454	3.7205999999996493	False
4969018at2759	3di_af	336	13	0.9999967542992702	0.05027000000000004	1.0	0.5319966125	0.5489719309	-1779.6839	-1780.1104	-0.42650000000003274	True
4969018at2759	3di_af_empirical	336	13	0.9999987333851802	0.05708000000000002	1.0	0.5626083855	0.5839082656	-1749.6132	-1750.2	-0.5868000000000393	True
4969018at2759	3di_llm	336	13	0.9999945377231598	0.05379999999999996	1.0	0.4859135124	0.5050894895	-1832.7133	-1832.9787	-0.26539999999999964	True
4969018at2759	aa	336	13	0.9996749579296815	0.013594999999999996	1.0	1.0250452552	1.0401275241	-2201.7505	-2200.9171	0.8333999999999833	False
4969636at2759	3di_af	291	23	0.9988857144353798	0.045600000000000085	0.9990118577075099	1.8957851944000002	1.9237531557	-2780.287	-2778.2757	2.0112999999996646	False
4969636at2759	3di_af_empirical	291	23	0.9979573668675117	0.06189999999999998	0.9960474308300397	2.0955422029	2.1250830065	-2694.6112	-2692.3611	2.2500999999997475	False
4969636at2759	3di_llm	291	23	0.9988300675560493	0.04346	0.9990118577075099	1.7342993702	1.7529281617999999	-2841.3824	-2839.8527	1.529700000000048	False
4969636at2759	aa	291	23	0.9970417057521158	0.03320000000000001	0.9990118577075099	2.6136088586	2.6387089915	-3221.9593	-3220.3781	1.5812000000000808	False
4969990at2759	3di_af	345	15	0.9996758010950557	0.04703999999999997	1.0	1.2824258596	1.2779363711	-2585.0011	-2584.4111	0.5900000000001455	False
4969990at2759	3di_af_empirical	345	15	0.9993214917417712	0.03347000000000011	1.0	1.4668090826	1.4610142982	-2540.4838	-2540.0522	0.4315999999998894	False
4969990at2759	3di_llm	345	15	0.9980873283585547	0.04748000000000002	1.0	1.1566787721	1.1522495642	-2622.4434	-2621.8043	0.639100000000326	False
4969990at2759	aa	345	15	0.9994432896235325	0.0529099999999999	1.0	3.9354087105	3.972200171	-3853.809	-3853.0559	0.7531000000003587	False
4970387at2759	3di_af	136	267	0.9542611080966249	0.06085499999999986	0.9968136833826401	13.0741769055	8.993144042399999	-3332.4422	-3320.9614	11.480799999999817	False
4970387at2759	3di_af_empirical	136	267	0.9482971186723963	0.08055999999999999	0.9938620524541433	22.4062747723	10.1774599602	-3506.1839	-3471.1316	35.05229999999983	False
4970387at2759	3di_llm	136	267	0.9092658379202584	0.07115	0.9978785208908951	18.1449989088	8.543033062900001	-3341.6303	-3332.9182	8.712099999999737	False
4970387at2759	aa	136	267	0.9996003108979746	0.139585	0.9998631913917754	41.7052056567	36.168692829	-15349.8254	-15334.3212	15.5041999999994	False
4971272at2759	3di_af	375	9	0.9999575062996913	0.021630000000000038	0.9833333333333333	0.5781755314	0.5749236418	-1782.6793	-1781.759	0.9202999999999975	False
4971272at2759	3di_af_empirical	375	9	0.9999995406086455	0.0019299999999999873	1.0	0.6462159295	0.6459324898000001	-1566.5428	-1566.5436	-0.0008000000000265572	False
4971272at2759	3di_llm	375	9	0.9999772601279429	0.02595000000000003	1.0	0.5117787598	0.5091835	-1796.1029	-1795.1946	0.9083000000000538	False
4971272at2759	aa	375	9	0.9999736015657001	0.005069999999999908	1.0	3.2013374774	3.206829255	-3435.4636	-3435.4474	0.016200000000026193	False
4974767at2759	3di_af	74	45	0.9969320584993895	0.09084999999999999	0.9927363972530375	2.4555916211	1.7599742589	-513.7757	-512.2143	1.5614000000000487	False
4974767at2759	3di_af_empirical	74	45	0.9623804843177555	0.08614999999999999	0.9911516111991546	2.9424473769	2.6498458714	-475.0386	-465.2561	9.78249999999997	False
4974767at2759	3di_llm	74	45	0.9672653620468828	0.092575	0.9490227152667722	2.2836071066	2.2800074642	-506.0627	-496.4551	9.60759999999999	False
4974767at2759	aa	74	45	0.9934534036376561	0.06542000000000003	0.9992031343382693	3.8932450142	3.7928530925	-928.0868	-926.6177	1.4691000000000258	False
4976279at2759	3di_af	228	19	0.9961978091017493	0.08430500000000002	1.0	2.3866215557	2.3823990953	-2243.9717	-2241.8861	2.0855999999998858	False
4976279at2759	3di_af_empirical	228	19	0.9893859644237938	0.08552500000000002	0.9912280701754386	2.9234885359000002	3.067362738	-2188.3422	-2185.3614	2.980800000000272	False
4976279at2759	3di_llm	228	19	0.9947362652467007	0.10313499999999992	0.9964912280701754	2.1477469527	2.1523016832	-2319.3545	-2316.6755	2.6790000000000873	False
4976279at2759	aa	228	19	0.998181319761986	0.03813500000000003	0.9964912280701754	5.5854942016999996	5.7655529798	-3048.7059	-3046.9616	1.7442999999998392	False
4977163at2759	3di_af	141	285	0.9989692873455296	0.22273999999999994	0.998683818326495	23.212567317	15.6465136595	-7687.3944	-7664.7456	22.648799999999937	False
4977163at2759	3di_af_empirical	141	285	0.9964796461472608	0.24172	0.9978678789983748	28.9612603974	18.2348949146	-7697.6242	-7674.9209	22.703300000000127	False
4977163at2759	3di_llm	141	285	0.9988451234704988	0.21610999999999997	0.998691594114247	21.0731428096	14.4779223037	-7666.1305	-7646.6346	19.495899999999892	False
4977163at2759	aa	141	285	0.9996392295593466	0.09062000000000003	0.9999180948233856	39.0176728318	33.7997193749	-14225.7282	-14216.1578	9.570399999998699	False
4985971at2759	3di_af	281	29	0.9897683380438465	0.05004	0.999014778325123	1.8227243615	1.8007453689	-2541.0425	-2540.1888	0.8537000000001171	False
4985971at2759	3di_af_empirical	281	29	0.978474475931178	0.05210999999999988	0.9980295566502461	2.2091749586	2.2314793961	-2409.053	-2406.4633	2.5896999999999935	False
4985971at2759	3di_llm	281	29	0.985765326852577	0.03508	0.9999999999999998	1.6202453289	1.6203083177	-2571.2001	-2570.3988	0.801300000000083	False
4985971at2759	aa	281	29	0.999408176414007	0.05029	0.9891625615763545	10.735494344400001	9.584826307	-4084.2978	-4079.8914	4.406399999999849	False
5000045at2759	3di_af	301	29	0.9966174809678133	0.056139999999999995	0.9995073891625613	1.7710212099	1.846589006	-2848.8202	-2844.8714	3.9488000000001193	False
5000045at2759	3di_af_empirical	301	29	0.9935059518476523	0.03944	0.9753694581280786	2.4533393472	2.5816508384	-2695.3614	-2690.3861	4.975299999999606	False
5000045at2759	3di_llm	301	29	0.9937491366058381	0.05746000000000001	0.9980295566502461	1.5933347031	1.6891097866	-2868.6928	-2862.6773	6.0154999999999745	False
5000045at2759	aa	301	29	0.9995943889481116	0.06465999999999994	0.9980295566502461	8.3872677367	8.5496898013	-5745.9914	-5742.2566	3.7348000000001775	False
5000371at2759	3di_af	411	27	0.9933650813874878	0.09990999999999994	0.9987789987789988	2.2161726412	2.2564218191	-4550.3126	-4545.863	4.4495999999999185	False
5000371at2759	3di_af_empirical	411	27	0.9938114976130835	0.08541000000000001	0.9993894993894993	2.4248088742	2.4567349974	-4559.1733	-4555.307	3.8663000000005923	False
5000371at2759	3di_llm	411	27	0.9937763602477804	0.10404000000000002	0.9993894993894993	2.0393020138	2.0767251126	-4651.8466	-4647.6408	4.205799999999726	False
5000371at2759	aa	411	27	0.9996727353169423	0.01937	0.9993894993894993	6.5839531078	6.5837110188	-7309.1683	-7308.724	0.44430000000011205	False
5000452at2759	3di_af	292	91	0.9992009752657252	0.09190000000000004	0.9995699609779406	7.7505604738	8.0810140657	-8188.4904	-8176.374	12.116399999999885	False
5000452at2759	3di_af_empirical	292	91	0.9936784134122614	0.07413500000000006	0.9990762124711317	10.9270899662	11.2617239055	-8080.4846	-8058.1492	22.335399999999936	False
5000452at2759	3di_llm	292	91	0.9993669010725094	0.07843	0.9997610894321892	7.0162002648	7.2955933606	-8175.6726	-8162.0771	13.595499999999447	False
5000452at2759	aa	292	91	0.9992311057894157	0.03805500000000006	0.9998407262881261	24.134965545	24.5527656682	-15105.2035	-15095.6113	9.592199999999139	False
5000476at2759	3di_af	306	17	0.9997024808969172	0.02781	0.9975490196078433	0.8934047313	0.8964670431	-2080.7512	-2079.7574	0.9938000000001921	False
5000476at2759	3di_af_empirical	306	17	0.9976918072412868	0.028155000000000013	0.9926470588235295	1.1450293511	1.1987996527	-1942.7676	-1939.4725	3.2950999999998203	False
5000476at2759	3di_llm	306	17	0.9991360583894917	0.039439999999999975	1.0	0.8025613918	0.8073507022	-2104.0332	-2102.6906	1.3425999999999476	False
5000476at2759	aa	306	17	0.9984268695373923	0.13847500000000001	1.0	4.0391117935	4.0509162417	-4123.4455	-4115.7578	7.687699999999495	False
5000743at2759	3di_af	166	313	0.9952941037753016	0.07086000000000015	0.9995515256346538	21.9915708603	19.2672225824	-10916.7018	-10889.0029	27.69890000000123	False
5000743at2759	3di_af_empirical	166	313	0.9937009815851527	0.15885	0.9971201371251464	24.3332677018	18.754681218	-10962.5502	-10931.3985	31.151700000000346	False
5000743at2759	3di_llm	166	313	0.9962982202073627	0.06956999999999997	0.9994075129239668	20.7540478082	18.1335901465	-11009.8106	-10987.1809	22.62970000000132	False
5000743at2759	aa	166	313	0.9968921219060242	0.09784999999999999	0.9996352707293019	40.067416220300004	38.0650473847	-17908.2571	-17897.5609	10.696199999998498	False
5001156at2759	3di_af	229	27	0.9951027669366808	0.07815000000000039	0.9945054945054945	3.270996073	3.2792405201	-2626.0109	-2621.3975	4.613400000000183	False
5001156at2759	3di_af_empirical	229	27	0.9949368606737193	0.07874999999999999	0.9804639804639804	4.1271662868	4.3456761215	-2618.8506	-2611.5776	7.273000000000138	False
5001156at2759	3di_llm	229	27	0.9938564710938319	0.06223000000000001	0.9975579975579975	2.689499632	2.7267337705	-2657.6549	-2653.1289	4.52599999999984	False
5001156at2759	aa	229	27	0.9977026598282744	0.04747	0.9975579975579975	5.5960983725	5.6384131014	-3543.6825	-3541.2301	2.4523999999996704	False
5001273at2759	3di_af	229	279	0.9933147265577897	0.04998	0.9988363223254546	14.5977932433	14.9705942551	-11411.9118	-11405.0152	6.896600000000035	False
5001273at2759	3di_af_empirical	229	279	0.9941020412732594	0.28342999999999996	0.9977969691887879	32.7132000924	18.0845339806	-11400.1465	-11366.658	33.488500000001295	False
5001273at2759	3di_llm	229	279	0.9902941181570464	0.10056999999999994	0.9975974967109243	13.0987215587	14.2668014783	-11356.958	-11337.9559	19.0020999999997	False
5001273at2759	aa	229	279	0.9984454064109497	0.11434	0.9999436392469759	32.2666594972	36.6573547868	-24482.0153	-24468.7618	13.253499999998894	False
5001318at2759	3di_af	261	23	0.9987124300541144	0.03320999999999996	0.9999999999999999	0.8828040475	0.8970897783	-1490.0286	-1487.6783	2.350300000000061	False
5001318at2759	3di_af_empirical	261	23	0.9988048862447968	0.028090000000000004	0.9990113692535837	0.9473356559	0.9553881012	-1438.3975	-1436.7937	1.603800000000092	False
5001318at2759	3di_llm	261	23	0.9984948615523419	0.03259999999999996	0.9990113692535837	0.8213572576	0.8379771948	-1518.6382	-1516.1093	2.5289000000000215	False
5001318at2759	aa	261	23	0.9937158518817514	0.17920999999999998	0.9950568462679188	2.0461622432	2.4839765829	-1916.8664	-1913.9898	2.876600000000053	False
5001413at2759	3di_af	251	141	0.9917772510365177	0.09172000000000013	0.9994691553576778	9.1689910271	8.4865640985	-9257.2838	-9241.268	16.015799999999217	False
5001413at2759	3di_af_empirical	251	141	0.9921735880974403	0.12494000000000005	0.9987927565392354	9.8583969374	8.7586473233	-9380.2519	-9363.2341	17.017799999999625	False
5001413at2759	3di_llm	251	141	0.991898102526336	0.08077000000000001	0.9993450062074575	8.3334477159	7.7958111573	-9330.0407	-9311.5258	18.514900000000125	False
5001413at2759	aa	251	141	0.9975575822966305	0.1038	0.9997516995736083	16.6335489839	13.8920864816	-11886.3944	-11882.7023	3.6920999999983906	False
5001473at2759	3di_af	81	239	0.9842463352061243	0.025089999999999987	0.987160513560943	5.8844000815	4.8513962976	-1649.5951	-1631.4286	18.166500000000042	False
5001473at2759	3di_af_empirical	81	239	0.9751704503219554	0.047009999999999996	0.9957573803079005	7.073672651	6.1229234909	-1699.369	-1684.1077	15.261299999999892	False
5001473at2759	3di_llm	81	239	0.9761066489899978	0.028849999999999994	0.9802827311310384	5.2289309043	4.4698380066	-1649.6804	-1634.0022	15.67820000000006	False
5001473at2759	aa	81	239	0.991920230057212	0.047599999999999996	0.9998019409784119	7.8431790784	6.5466741939	-2072.6014	-2070.1895	2.4119000000000597	False
5001734at2759	3di_af	172	237	0.9963194256092918	0.017655000000000004	0.9983511976128874	3.9133315107	3.4763798007	-1777.9026	-1771.5441	6.358499999999822	False
5001734at2759	3di_af_empirical	172	237	0.9943870686387173	0.013364999999999995	0.9965554543897446	3.3606710955	3.725192151	-1771.1887	-1761.4333	9.755400000000009	False
5001734at2759	3di_llm	172	237	0.9962064892290795	0.016444999999999932	0.9914900521955484	3.518919478	3.2857805373	-1783.8402	-1777.1026	6.737600000000157	False
5001734at2759	aa	172	237	0.9673683821581791	0.07808999999999999	0.9919980923798418	33.124228843	22.9360636262	-5666.9751	-5657.5872	9.387899999999718	False
5002334at2759	3di_af	227	35	0.9998737214942958	0.13379999999999992	0.9997198879551822	1.7198455791	1.7899737882	-2654.3497	-2651.1439	3.205800000000181	False
5002334at2759	3di_af_empirical	227	35	0.9979518242367468	0.06120999999999999	0.9997198879551822	2.3122503037	2.4099853731	-2552.2906	-2550.1032	2.1873999999997977	False
5002334at2759	3di_llm	227	35	0.9991027039513368	0.12905999999999995	0.9997198879551822	1.5105804481	1.5742738174	-2691.1414	-2687.3534	3.788000000000011	False
5002334at2759	aa	227	35	0.9992397816808931	0.10193000000000002	0.9988795518207283	6.6722354923000005	6.5548704294	-4921.0457	-4913.7525	7.29320000000007	False
5002573at2759	3di_af	357	19	0.9878751799528063	0.10670000000000002	0.9964912280701754	1.8070085919	1.9137389091	-3334.9763	-3328.8818	6.094499999999698	False
5002573at2759	3di_af_empirical	357	19	0.9926507691903802	0.09126000000000012	0.9964912280701754	1.7888246082	1.8732958722	-3316.9959	-3312.186	4.809899999999743	False
5002573at2759	3di_llm	357	19	0.982409561863365	0.10582000000000003	0.9982456140350877	1.6564005365	1.7410331618000001	-3381.9882	-3375.9675	6.020699999999579	False
5002573at2759	aa	357	19	0.9992021094745912	0.06211999999999995	1.0	5.6017599523	5.6817329215	-5352.9947	-5351.065	1.9297000000005937	False
5003856at2759	3di_af	219	67	0.9971459876448001	0.04926000000000008	0.9885064351990422	5.0091446869	5.3110270202	-3732.0092	-3727.0466	4.9625999999998385	False
5003856at2759	3di_af_empirical	219	67	0.9962445401875331	0.04847000000000001	0.9976454155442483	5.9656418781	6.0500984907	-3769.1481	-3765.9037	3.2444000000000415	False
5003856at2759	3di_llm	219	67	0.9978040785641737	0.04549000000000003	0.9876284545545247	4.5957869728	4.801664782	-3789.7139	-3786.0873	3.626600000000053	False
5003856at2759	aa	219	67	0.9966427387301731	0.06786000000000003	0.998643120822109	12.5970664395	10.8421635791	-5965.0967	-5954.239	10.857700000000477	False
5003972at2759	3di_af	201	153	0.9951565924349677	0.09755000000000003	0.9976914210660339	14.1865888197	11.1085412253	-7926.3625	-7902.6567	23.705800000000636	False
5003972at2759	3di_af_empirical	201	153	0.9879501157914403	0.11907000000000001	0.9911778108372535	17.6181167626	13.3673027655	-7907.8217	-7889.1067	18.715000000000146	False
5003972at2759	3di_llm	201	153	0.9966347430917497	0.08144000000000007	0.9938784126090626	12.335408300200001	10.319945695	-8020.4686	-8005.6786	14.789999999999964	False
5003972at2759	aa	201	153	0.9976019115480096	0.13980000000000004	0.9996749896130701	20.7634318686	15.3012756382	-9566.7465	-9564.6552	2.0913000000000466	False
5004118at2759	3di_af	81	31	0.9737619639740357	0.08366	0.997177419354839	2.4294648418	1.8695903681	-377.5451	-373.5935	3.951599999999985	False
5004118at2759	3di_af_empirical	81	31	0.9423817381406594	0.11755000000000002	0.8657258064516129	14.9615415865	4.6317602944	-293.5823	-294.6016	-1.0193000000000438	True
5004118at2759	3di_llm	81	31	0.8201439669628903	0.042940000000000034	0.8532258064516131	1.4381014357	1.5813567783	-363.7611	-358.2581	5.502999999999986	False
