marker	taxon_a	taxon_b	domain_1	domain_2	domain_1_name	domain_2_name	domain_1_residues	domain_2_residues	domain_1_own_fit_rmsd	domain_2_own_fit_rmsd	domain_1_pae10_local_fraction	domain_2_pae10_local_fraction	pae_cutoff_angstrom	interdomain_residue_pairs	confident_interdomain_pairs	confident_interdomain_fraction	interdomain_mean_absolute_distance_change_angstrom	confident_interdomain_mean_absolute_distance_change_angstrom
319730at2759	F101028	F470096	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	166	85	1.1674199184203233	3.106803769092141	0.9988073941562313	1.0	15	14110	13338	0.9452870304748405	1.2628886716012564	1.249122356248867
319730at2759	F101028	F4918	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	165	91	0.7769900677439592	3.486082731858556	0.9988038277511961	1.0	5	15015	8168	0.543989343989344	1.5055500451398935	0.5656287474360152
319730at2759	F101028	F4918	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	165	91	0.7769900677439592	3.486082731858556	0.9988038277511961	1.0	10	15015	12961	0.8632034632034632	1.5055500451398935	1.4284691243979213
319730at2759	F101028	F4918	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	165	91	0.7769900677439592	3.486082731858556	0.9988038277511961	1.0	15	15015	14582	0.9711621711621712	1.5055500451398935	1.499445090353871
319730at2759	F101028	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	166	91	0.5303669522156088	2.446885358907499	0.9979148048853143	1.0	5	15106	8308	0.5499801403415862	0.9760186143932839	0.3694612177642486
319730at2759	F101028	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	166	91	0.5303669522156088	2.446885358907499	0.9979148048853143	1.0	10	15106	12946	0.857010459420098	0.9760186143932839	0.9419044439747958
319730at2759	F101028	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	166	91	0.5303669522156088	2.446885358907499	0.9979148048853143	1.0	15	15106	14547	0.9629948364888123	0.9760186143932839	0.9685099469910728
319730at2759	F470096	F4918	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	170	85	0.8473940101171751	0.8893025503818064	0.9988273233655819	1.0	5	14450	8389	0.580553633217993	0.3815564890867825	0.3304680763156543
319730at2759	F470096	F4918	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	170	85	0.8473940101171751	0.8893025503818064	0.9988273233655819	1.0	10	14450	12469	0.8629065743944637	0.3815564890867825	0.3655695104036552
319730at2759	F470096	F4918	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	170	85	0.8473940101171751	0.8893025503818064	0.9988273233655819	1.0	15	14450	13710	0.9487889273356401	0.3815564890867825	0.3783870182015588
319730at2759	F470096	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	171	85	1.084460216722271	2.0934094001347194	0.9985350131848814	1.0	5	14535	8541	0.5876160990712074	0.6739091673306632	0.16347296831173957
319730at2759	F470096	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	171	85	1.084460216722271	2.0934094001347194	0.9985350131848814	1.0	10	14535	12462	0.8573787409700723	0.6739091673306632	0.5875977266982284
319730at2759	F470096	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	171	85	1.084460216722271	2.0934094001347194	0.9985350131848814	1.0	15	14535	13793	0.9489508083935329	0.6739091673306632	0.659902020158658
319730at2759	F4918	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	170	91	0.7148240351076877	2.6186098602601993	0.9982430453879941	1.0	5	15470	8348	0.5396250808015514	0.9287266147848803	0.330398781013715
319730at2759	F4918	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	170	91	0.7148240351076877	2.6186098602601993	0.9982430453879941	1.0	10	15470	13255	0.856819650937298	0.9287266147848803	0.8450801173967212
319730at2759	F4918	F578093	PF00587.31	PF02403.28	tRNA-synt_2b	Seryl_tRNA_N	170	91	0.7148240351076877	2.6186098602601993	0.9982430453879941	1.0	15	15470	14960	0.967032967032967	0.9287266147848803	0.9179481817955681
340246at2759	F114524	F470096	PF00270.36	PF00271.38	DEAD	Helicase_C	165	82	0.6599850969612384	1.8067086605502223	1.0	1.0	5	13530	0	0.0	0.9936730332902749	
340246at2759	F114524	F470096	PF00270.36	PF00271.38	DEAD	Helicase_C	165	82	0.6599850969612384	1.8067086605502223	1.0	1.0	10	13530	815	0.06023651145602365	0.9936730332902749	0.609204892360813
340246at2759	F114524	F470096	PF00270.36	PF00271.38	DEAD	Helicase_C	165	82	0.6599850969612384	1.8067086605502223	1.0	1.0	15	13530	11376	0.8407982261640798	0.9936730332902749	0.9716703631064173
340246at2759	F114524	F4918	PF00270.36	PF00271.38	DEAD	Helicase_C	163	81	0.4247770666208182	0.24498470950044487	0.9991845610220168	1.0	5	13203	0	0.0	0.5871587492382789	
340246at2759	F114524	F4918	PF00270.36	PF00271.38	DEAD	Helicase_C	163	81	0.4247770666208182	0.24498470950044487	0.9991845610220168	1.0	10	13203	659	0.04991289858365523	0.5871587492382789	0.6683305162104691
340246at2759	F114524	F4918	PF00270.36	PF00271.38	DEAD	Helicase_C	163	81	0.4247770666208182	0.24498470950044487	0.9991845610220168	1.0	15	13203	11054	0.8372339619783382	0.5871587492382789	0.5996790852763199
340246at2759	F470096	F4918	PF00270.36	PF00271.38	DEAD	Helicase_C	163	87	0.4558748879385606	1.745602316154584	1.0	1.0	5	14181	0	0.0	1.0844718736974395	
340246at2759	F470096	F4918	PF00270.36	PF00271.38	DEAD	Helicase_C	163	87	0.4558748879385606	1.745602316154584	1.0	1.0	10	14181	1005	0.0708694732388407	1.0844718736974395	0.7905562244218585
340246at2759	F470096	F4918	PF00270.36	PF00271.38	DEAD	Helicase_C	163	87	0.4558748879385606	1.745602316154584	1.0	1.0	15	14181	12132	0.8555108948593189	1.0844718736974395	1.0902116804451687
3643464at2759	F1341166	F470096	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	236	233	0.2528585563708696	0.45769109570162425	0.9997843898231996	0.9995770776062592	5	54988	1394	0.025350985669600642	0.46243426795186166	0.2920106545216706
3643464at2759	F1341166	F470096	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	236	233	0.2528585563708696	0.45769109570162425	0.9997843898231996	0.9995770776062592	10	54988	10894	0.19811595257147013	0.46243426795186166	0.31117260809330005
3643464at2759	F1341166	F470096	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	236	233	0.2528585563708696	0.45769109570162425	0.9997843898231996	0.9995770776062592	15	54988	25132	0.4570451734923983	0.46243426795186166	0.3692717907691904
3643464at2759	F1341166	F563466	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	225	233	0.8945995596200756	0.8361446349427216	0.9991164126352993	0.998104864181933	5	52425	1285	0.024511206485455413	0.5334701344986057	0.2120644608736414
3643464at2759	F1341166	F563466	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	225	233	0.8945995596200756	0.8361446349427216	0.9991164126352993	0.998104864181933	10	52425	10009	0.19092036242250834	0.5334701344986057	0.23241501431136488
3643464at2759	F1341166	F563466	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	225	233	0.8945995596200756	0.8361446349427216	0.9991164126352993	0.998104864181933	15	52425	23826	0.4544778254649499	0.5334701344986057	0.3156849595851415
3643464at2759	F470096	F563466	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	227	237	1.0895461633863823	0.8018585396702153	0.9993458351504579	0.99774312679524	5	53799	1504	0.027955909961151694	0.4033213984417063	0.1995271676541638
3643464at2759	F470096	F563466	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	227	237	1.0895461633863823	0.8018585396702153	0.9993458351504579	0.99774312679524	10	53799	10645	0.19786613134073125	0.4033213984417063	0.2308176677343185
3643464at2759	F470096	F563466	PF04130.19	PF17681.7	GCP_C_terminal	GCP_N_terminal	227	237	1.0895461633863823	0.8018585396702153	0.9993458351504579	0.99774312679524	15	53799	24492	0.455250097585457	0.4033213984417063	0.2729237462288518
4813267at2759	F470096	F4918	PF23037.2	PF23042.3	KOWx_SPT5	KOW1_SPT5	42	91	0.8461730138861019	1.5872389654693222	1.0	0.9987228607918263	5	3822	0	0.0	0.9667647047647439	
4813267at2759	F470096	F4918	PF23037.2	PF23042.3	KOWx_SPT5	KOW1_SPT5	42	91	0.8461730138861019	1.5872389654693222	1.0	0.9987228607918263	10	3822	0	0.0	0.9667647047647439	
4813267at2759	F470096	F4918	PF23037.2	PF23042.3	KOWx_SPT5	KOW1_SPT5	42	91	0.8461730138861019	1.5872389654693222	1.0	0.9987228607918263	15	3822	3	0.0007849293563579278	0.9667647047647439	0.1963462182907847
4813267at2759	F470096	F4918	PF23037.2	PF23284.3	KOWx_SPT5	KOW2_Spt5	42	39	0.8461730138861019	1.8274061624134168	1.0	0.9962825278810409	5	1638	0	0.0	1.0126096409165932	
4813267at2759	F470096	F4918	PF23037.2	PF23284.3	KOWx_SPT5	KOW2_Spt5	42	39	0.8461730138861019	1.8274061624134168	1.0	0.9962825278810409	10	1638	0	0.0	1.0126096409165932	
4813267at2759	F470096	F4918	PF23037.2	PF23284.3	KOWx_SPT5	KOW2_Spt5	42	39	0.8461730138861019	1.8274061624134168	1.0	0.9962825278810409	15	1638	265	0.1617826617826618	1.0126096409165932	0.7925796437823792
4813267at2759	F470096	F4918	PF23037.2	PF23291.2	KOWx_SPT5	KOW4_SPT5	42	46	0.8461730138861019	1.0551571046999046	1.0	0.996742671009772	5	1932	953	0.4932712215320911	0.6522238608399126	0.6219271984773653
4813267at2759	F470096	F4918	PF23037.2	PF23291.2	KOWx_SPT5	KOW4_SPT5	42	46	0.8461730138861019	1.0551571046999046	1.0	0.996742671009772	10	1932	1850	0.9575569358178054	0.6522238608399126	0.6475395163661253
4813267at2759	F470096	F4918	PF23037.2	PF23291.2	KOWx_SPT5	KOW4_SPT5	42	46	0.8461730138861019	1.0551571046999046	1.0	0.996742671009772	15	1932	1925	0.9963768115942029	0.6522238608399126	0.6491983801215118
4813267at2759	F470096	F4918	PF23042.3	PF23284.3	KOW1_SPT5	KOW2_Spt5	91	39	1.5872389654693222	1.8274061624134168	0.9987228607918263	0.9962825278810409	5	3549	0	0.0	1.6035939564237636	
4813267at2759	F470096	F4918	PF23042.3	PF23284.3	KOW1_SPT5	KOW2_Spt5	91	39	1.5872389654693222	1.8274061624134168	0.9987228607918263	0.9962825278810409	10	3549	0	0.0	1.6035939564237636	
4813267at2759	F470096	F4918	PF23042.3	PF23284.3	KOW1_SPT5	KOW2_Spt5	91	39	1.5872389654693222	1.8274061624134168	0.9987228607918263	0.9962825278810409	15	3549	122	0.034375880529726684	1.6035939564237636	0.726964123844587
4813267at2759	F470096	F4918	PF23042.3	PF23291.2	KOW1_SPT5	KOW4_SPT5	91	46	1.5872389654693222	1.0551571046999046	0.9987228607918263	0.996742671009772	5	4186	0	0.0	1.050361192126489	
4813267at2759	F470096	F4918	PF23042.3	PF23291.2	KOW1_SPT5	KOW4_SPT5	91	46	1.5872389654693222	1.0551571046999046	0.9987228607918263	0.996742671009772	10	4186	0	0.0	1.050361192126489	
4813267at2759	F470096	F4918	PF23042.3	PF23291.2	KOW1_SPT5	KOW4_SPT5	91	46	1.5872389654693222	1.0551571046999046	0.9987228607918263	0.996742671009772	15	4186	0	0.0	1.050361192126489	
4813267at2759	F470096	F4918	PF23284.3	PF23291.2	KOW2_Spt5	KOW4_SPT5	39	46	1.8274061624134168	1.0551571046999046	0.9962825278810409	0.996742671009772	5	1794	0	0.0	0.9684492182424755	
4813267at2759	F470096	F4918	PF23284.3	PF23291.2	KOW2_Spt5	KOW4_SPT5	39	46	1.8274061624134168	1.0551571046999046	0.9962825278810409	0.996742671009772	10	1794	0	0.0	0.9684492182424755	
4813267at2759	F470096	F4918	PF23284.3	PF23291.2	KOW2_Spt5	KOW4_SPT5	39	46	1.8274061624134168	1.0551571046999046	0.9962825278810409	0.996742671009772	15	1794	84	0.046822742474916385	0.9684492182424755	0.5441748094230484
4843824at2759	F1005962	F1209916	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	56	97	0.4908289010243277	0.7446422737940536	1.0	1.0	5	5432	982	0.18078055964653902	0.3425564974858911	0.21306655854538673
4843824at2759	F1005962	F1209916	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	56	97	0.4908289010243277	0.7446422737940536	1.0	1.0	10	5432	3211	0.5911266568483063	0.3425564974858911	0.26258472748988654
4843824at2759	F1005962	F1209916	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	56	97	0.4908289010243277	0.7446422737940536	1.0	1.0	15	5432	4829	0.8889911634756995	0.3425564974858911	0.30068873484269254
4843824at2759	F1005962	F1209934	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	56	97	0.4908289010243277	0.7446422737940536	1.0	1.0	5	5432	982	0.18078055964653902	0.3425564974858911	0.21306655854538673
4843824at2759	F1005962	F1209934	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	56	97	0.4908289010243277	0.7446422737940536	1.0	1.0	10	5432	3211	0.5911266568483063	0.3425564974858911	0.26258472748988654
4843824at2759	F1005962	F1209934	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	56	97	0.4908289010243277	0.7446422737940536	1.0	1.0	15	5432	4829	0.8889911634756995	0.3425564974858911	0.30068873484269254
4843824at2759	F1005962	F230603	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	57	96	0.29297956370307104	0.5602335910417298	1.0	0.9982708933717579	5	5472	685	0.1251827485380117	0.28037361380779124	0.17343134882448435
4843824at2759	F1005962	F230603	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	57	96	0.29297956370307104	0.5602335910417298	1.0	0.9982708933717579	10	5472	2941	0.5374634502923976	0.28037361380779124	0.22461030979697935
4843824at2759	F1005962	F230603	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	57	96	0.29297956370307104	0.5602335910417298	1.0	0.9982708933717579	15	5472	4655	0.8506944444444444	0.28037361380779124	0.2632698891634243
4843824at2759	F1005962	F4918	PF03876.23	PF08292.19	SHS2_Rpb7-N	RNA_pol_Rbc25	56	98	0.2413414118067672	0.4706782716605873	1.0	1.0	5	5488	1000	0.18221574344023322	0.1658230688888119	0.14225388139264292
