taxon_id	marker	busco_status	raw_hit_proteins	distinct_resolved_gene_ids	unresolved_hit_proteins	hit_proteins_retained_as_representatives	duplicate_annotation_category	protein_ids_json	resolved_gene_ids_json
F1243177	4896098at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3646767.1"", ""KAI3647126.1""]"	"[""gene-MP228_007347"", ""gene-MP228_009695""]"
F1243177	4900375at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3650703.1"", ""KAI3654660.1""]"	"[""gene-MP228_000040"", ""gene-MP228_004184""]"
F1243177	4908955at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643225.1"", ""KAI3644338.1""]"	"[""gene-MP228_010502"", ""gene-MP228_012780""]"
F1243177	4911644at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645554.1"", ""KAI3642603.1""]"	"[""gene-MP228_008482"", ""gene-MP228_012158""]"
F1243177	4940884at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3654993.1"", ""KAI3650372.1""]"	"[""gene-MP228_000373"", ""gene-MP228_003853""]"
F1243177	4969018at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643710.1"", ""KAI3646227.1""]"	"[""gene-MP228_009155"", ""gene-MP228_009874""]"
F1243177	4969636at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645870.1"", ""KAI3648383.1""]"	"[""gene-MP228_006237"", ""gene-MP228_008798""]"
F1243177	4969990at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3650094.1"", ""KAI3646128.1""]"	"[""gene-MP228_005726"", ""gene-MP228_009056""]"
F1243177	4970387at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645026.1"", ""KAI3643953.1""]"	"[""gene-MP228_010117"", ""gene-MP228_011190""]"
F1243177	4970538at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653160.1"", ""KAI3653837.1""]"	"[""gene-MP228_001784"", ""gene-MP228_002585""]"
F1243177	4971272at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3646297.1"", ""KAI3643778.1""]"	"[""gene-MP228_009225"", ""gene-MP228_009942""]"
F1243177	4974767at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642594.1"", ""KAI3645563.1""]"	"[""gene-MP228_008491"", ""gene-MP228_012149""]"
F1243177	4975094at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643083.1"", ""KAI3653327.1""]"	"[""gene-MP228_001274"", ""gene-MP228_012638""]"
F1243177	4976279at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3652048.1"", ""KAI3651045.1""]"	"[""gene-MP228_003351"", ""gene-MP228_004526""]"
F1243177	4977163at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653062.1"", ""KAI3651794.1""]"	"[""gene-MP228_002487"", ""gene-MP228_003097""]"
F1243177	4977863at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648537.1"", ""KAI3648064.1""]"	"[""gene-MP228_005918"", ""gene-MP228_006391""]"
F1243177	4983000at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3644780.1"", ""KAI3644199.1""]"	"[""gene-MP228_010363"", ""gene-MP228_010944""]"
F1243177	4985971at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3654887.1"", ""KAI3650477.1""]"	"[""gene-MP228_000267"", ""gene-MP228_003958""]"
F1243177	4986044at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3647261.1"", ""KAI3642019.1""]"	"[""gene-MP228_007482"", ""gene-MP228_011574""]"
F1243177	4987397at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645951.1"", ""KAI3649918.1""]"	"[""gene-MP228_005550"", ""gene-MP228_008879""]"
F1243177	4988239at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643579.1"", ""KAI3644696.1""]"	"[""gene-MP228_010860"", ""gene-MP228_013134""]"
F1243177	4999134at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3652022.1"", ""KAI3649049.1""]"	"[""gene-MP228_003325"", ""gene-MP228_006903""]"
F1243177	5000045at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3647268.1"", ""KAI3642024.1""]"	"[""gene-MP228_007489"", ""gene-MP228_011579""]"
F1243177	5000152at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642868.1"", ""KAI3654555.1""]"	"[""gene-MP228_000609"", ""gene-MP228_012423""]"
F1243177	5000362at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651275.1"", ""KAI3654148.1""]"	"[""gene-MP228_000867"", ""gene-MP228_004756""]"
F1243177	5000371at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642557.1"", ""KAI3645601.1""]"	"[""gene-MP228_008529"", ""gene-MP228_012112""]"
F1243177	5000476at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642189.1"", ""KAI3647434.1""]"	"[""gene-MP228_007655"", ""gene-MP228_011744""]"
F1243177	5000743at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643061.1"", ""KAI3653306.1""]"	"[""gene-MP228_001253"", ""gene-MP228_012616""]"
F1243177	5000823at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645028.1"", ""KAI3643951.1""]"	"[""gene-MP228_010115"", ""gene-MP228_011192""]"
F1243177	5000870at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3650953.1"", ""KAI3652137.1""]"	"[""gene-MP228_003440"", ""gene-MP228_004434""]"
F1243177	5000986at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645824.1"", ""KAI3648429.1""]"	"[""gene-MP228_006283"", ""gene-MP228_008752""]"
F1243177	5001156at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3649211.1"", ""KAI3645771.1""]"	"[""gene-MP228_007065"", ""gene-MP228_008699""]"
F1243177	5001273at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651424.1"", ""KAI3648339.1""]"	"[""gene-MP228_003695"", ""gene-MP228_006193""]"
F1243177	5001280at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3652027.1"", ""KAI3649055.1""]"	"[""gene-MP228_003330"", ""gene-MP228_006909""]"
F1243177	5001318at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3650432.1"", ""KAI3654932.1""]"	"[""gene-MP228_000312"", ""gene-MP228_003913""]"
F1243177	5001413at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648127.1"", ""KAI3649777.1""]"	"[""gene-MP228_005409"", ""gene-MP228_005981""]"
F1243177	5001473at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3654065.1"", ""KAI3651191.1""]"	"[""gene-MP228_000784"", ""gene-MP228_004672""]"
F1243177	5001660at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648350.1"", ""KAI3645905.1""]"	"[""gene-MP228_006204"", ""gene-MP228_008833""]"
F1243177	5002573at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3649032.1"", ""KAI3652006.1""]"	"[""gene-MP228_003309"", ""gene-MP228_006886""]"
F1243177	5003022at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643705.1"", ""KAI3646222.1""]"	"[""gene-MP228_009150"", ""gene-MP228_009869""]"
F1243177	5003192at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3652444.1"", ""KAI3654263.1""]"	"[""gene-MP228_000982"", ""gene-MP228_002769""]"
F1243177	5003205at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651177.1"", ""KAI3654051.1""]"	"[""gene-MP228_000770"", ""gene-MP228_004658""]"
F1243177	5003856at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651724.1"", ""KAI3652995.1""]"	"[""gene-MP228_002420"", ""gene-MP228_003027""]"
F1243177	5003972at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3652900.1"", ""KAI3651629.1""]"	"[""gene-MP228_002325"", ""gene-MP228_002932""]"
F1243177	5004118at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653523.1"", ""KAI3647822.1""]"	"[""gene-MP228_001470"", ""gene-MP228_008043""]"
F1243177	5004265at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648989.1"", ""KAI3651964.1""]"	"[""gene-MP228_003267"", ""gene-MP228_006843""]"
F1243177	5004327at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3652694.1"", ""KAI3645289.1""]"	"[""gene-MP228_002119"", ""gene-MP228_011453""]"
F1243177	5004391at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648296.1"", ""KAI3649609.1""]"	"[""gene-MP228_005241"", ""gene-MP228_006150""]"
F1243177	5004478at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3647209.1"", ""KAI3646855.1""]"	"[""gene-MP228_007430"", ""gene-MP228_009783""]"
F1243177	5004599at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651849.1"", ""KAI3648867.1""]"	"[""gene-MP228_003152"", ""gene-MP228_006721""]"
F1243177	5005010at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3649766.1"", ""KAI3648140.1""]"	"[""gene-MP228_005398"", ""gene-MP228_005994""]"
F1243177	5005174at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3646732.1"", ""KAI3647091.1""]"	"[""gene-MP228_007312"", ""gene-MP228_009660""]"
F1243177	5005196at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3647293.1"", ""KAI3642050.1""]"	"[""gene-MP228_007514"", ""gene-MP228_011605""]"
F1243177	5005215at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651318.1"", ""KAI3654190.1""]"	"[""gene-MP228_000909"", ""gene-MP228_004799""]"
F1243177	5005217at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3654349.1"", ""KAI3653915.1""]"	"[""gene-MP228_001068"", ""gene-MP228_001862""]"
F1243177	5005274at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3649643.1"", ""KAI3648263.1""]"	"[""gene-MP228_005275"", ""gene-MP228_006117""]"
F1243177	5005697at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651630.1"", ""KAI3652901.1""]"	"[""gene-MP228_002326"", ""gene-MP228_002933""]"
F1243177	5005750at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651155.1"", ""KAI3653268.1""]"	"[""gene-MP228_001215"", ""gene-MP228_004636""]"
F1243177	5005892at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651981.1"", ""KAI3649006.1""]"	"[""gene-MP228_003284"", ""gene-MP228_006860""]"
F1243177	5006326at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648582.1"", ""KAI3649827.1""]"	"[""gene-MP228_005459"", ""gene-MP228_006436""]"
F1243177	5006412at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642673.1"", ""KAI3645482.1""]"	"[""gene-MP228_008410"", ""gene-MP228_012228""]"
F1243177	5011777at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645533.1"", ""KAI3642621.1""]"	"[""gene-MP228_008461"", ""gene-MP228_012176""]"
F1243177	5013067at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653301.1"", ""KAI3643056.1""]"	"[""gene-MP228_001248"", ""gene-MP228_012611""]"
F1243177	5013259at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653274.1"", ""KAI3643034.1""]"	"[""gene-MP228_001221"", ""gene-MP228_012589""]"
F1243177	5013539at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645801.1"", ""KAI3649183.1""]"	"[""gene-MP228_007037"", ""gene-MP228_008729""]"
F1243177	5013726at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642456.1"", ""KAI3647706.1""]"	"[""gene-MP228_007927"", ""gene-MP228_012011""]"
F1243177	5013738at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648655.1"", ""KAI3649580.1""]"	"[""gene-MP228_005212"", ""gene-MP228_006509""]"
F1243177	5013992at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643534.1"", ""KAI3644650.1""]"	"[""gene-MP228_010814"", ""gene-MP228_013089""]"
F1243177	5014007at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3643586.1"", ""KAI3644702.1""]"	"[""gene-MP228_010866"", ""gene-MP228_013141""]"
F1243177	5015403at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3646793.1"", ""KAI3647151.1""]"	"[""gene-MP228_007372"", ""gene-MP228_009721""]"
F1243177	5015647at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651118.1"", ""KAI3652353.1""]"	"[""gene-MP228_002678"", ""gene-MP228_004599""]"
F1243177	5015712at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653396.1"", ""KAI3643149.1""]"	"[""gene-MP228_001343"", ""gene-MP228_012704""]"
F1243177	5015742at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645308.1"", ""KAI3652715.1""]"	"[""gene-MP228_002140"", ""gene-MP228_011472""]"
F1243177	5015876at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3649727.1"", ""KAI3648178.1""]"	"[""gene-MP228_005359"", ""gene-MP228_006032""]"
F1243177	5017019at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3647774.1"", ""KAI3653474.1""]"	"[""gene-MP228_001421"", ""gene-MP228_007995""]"
F1243177	5018803at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653093.1"", ""KAI3651820.1""]"	"[""gene-MP228_002518"", ""gene-MP228_003123""]"
F1243177	529759at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3647906.1"", ""KAI3653604.1""]"	"[""gene-MP228_001551"", ""gene-MP228_008127""]"
F1243177	530014at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653369.1"", ""KAI3643125.1""]"	"[""gene-MP228_001316"", ""gene-MP228_012680""]"
F1243177	530740at2759	Duplicated	3	3	0	3	multiple_annotated_genes	"[""KAI3643544.1"", ""KAI3652953.1"", ""KAI3651683.1""]"	"[""gene-MP228_002378"", ""gene-MP228_002986"", ""gene-MP228_013099""]"
F1243177	538728at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3653910.1"", ""KAI3654344.1""]"	"[""gene-MP228_001063"", ""gene-MP228_001857""]"
F1243177	538952at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3654418.1"", ""KAI3650278.1""]"	"[""gene-MP228_001137"", ""gene-MP228_004865""]"
F1243177	539632at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645746.1"", ""KAI3650324.1""]"	"[""gene-MP228_003805"", ""gene-MP228_008674""]"
F1243177	540946at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3644861.1"", ""KAI3644117.1""]"	"[""gene-MP228_010281"", ""gene-MP228_011025""]"
F1243177	541070at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3645600.1"", ""KAI3642558.1""]"	"[""gene-MP228_008528"", ""gene-MP228_012113""]"
F1243177	554735at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3648957.1"", ""KAI3651935.1""]"	"[""gene-MP228_003238"", ""gene-MP228_006811""]"
F1243177	649304at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3655129.1"", ""KAI3648496.1""]"	"[""gene-MP228_000509"", ""gene-MP228_006350""]"
F1243177	707076at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3651227.1"", ""KAI3654101.1""]"	"[""gene-MP228_000820"", ""gene-MP228_004708""]"
F1243177	707202at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3654828.1"", ""KAI3650538.1""]"	"[""gene-MP228_000208"", ""gene-MP228_004019""]"
F1243177	727964at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642618.1"", ""KAI3645536.1""]"	"[""gene-MP228_008464"", ""gene-MP228_012173""]"
F1243177	730114at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3652017.1"", ""KAI3649043.1""]"	"[""gene-MP228_003320"", ""gene-MP228_006897""]"
F1243177	760428at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3650093.1"", ""KAI3646129.1""]"	"[""gene-MP228_005725"", ""gene-MP228_009057""]"
F1243177	776280at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3642281.1"", ""KAI3647530.1""]"	"[""gene-MP228_007751"", ""gene-MP228_011836""]"
F1243177	801816at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI3649083.1"", ""KAI3645722.1""]"	"[""gene-MP228_006937"", ""gene-MP228_008650""]"
F2871812	760428at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1364264.1"", ""MCJ1367884.1""]"	"[""gene-MMC16_003373"", ""gene-MMC16_007020""]"
F318763	207567at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9876662.1"", ""KAI9876713.1""]"	"[""gene-M1830_005893"", ""gene-M1830_006014""]"
F318763	340246at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9871012.1"", ""KAI9870906.1""]"	"[""gene-M1830_003534"", ""gene-M1830_003648""]"
F318763	4803900at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9874810.1"", ""KAI9880088.1""]"	"[""gene-M1830_005621"", ""gene-M1830_009249""]"
F318763	4900375at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9872023.1"", ""KAI9874702.1""]"	"[""gene-M1830_002153"", ""gene-M1830_009388""]"
F318763	4970538at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9878185.1"", ""KAI9878034.1""]"	"[""gene-M1830_001620"", ""gene-M1830_002115""]"
F318763	4976279at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9874153.1"", ""KAI9873500.1""]"	"[""gene-M1830_000340"", ""gene-M1830_010133""]"
F318763	5001156at2759	Duplicated	3	3	0	3	multiple_annotated_genes	"[""KAI9869878.1"", ""KAI9869883.1"", ""KAI9871070.1""]"	"[""gene-M1830_003476"", ""gene-M1830_004969"", ""gene-M1830_004973""]"
F318763	5001280at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9874403.1"", ""KAI9874406.1""]"	"[""gene-M1830_009774"", ""gene-M1830_009791""]"
F318763	5004327at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9875808.1"", ""KAI9875851.1""]"	"[""gene-M1830_007906"", ""gene-M1830_007964""]"
F318763	5004478at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9869923.1"", ""KAI9869629.1""]"	"[""gene-M1830_004921"", ""gene-M1830_005273""]"
F318763	5013539at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9874678.1"", ""KAI9874538.1""]"	"[""gene-M1830_009420"", ""gene-M1830_009638""]"
F318763	539632at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9872919.1"", ""KAI9873540.1""]"	"[""gene-M1830_000296"", ""gene-M1830_001059""]"
F318763	554735at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9875230.1"", ""KAI9875059.1""]"	"[""gene-M1830_008725"", ""gene-M1830_008977""]"
F318763	649304at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9877620.1"", ""KAI9879073.1""]"	"[""gene-M1830_003268"", ""gene-M1830_009656""]"
F318763	707076at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9873364.1"", ""KAI9850945.1""]"	"[""gene-M1830_000486"", ""gene-M1830_006937""]"
F318763	776280at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9879993.1"", ""KAI9879541.1""]"	"[""gene-M1830_006110"", ""gene-M1830_008168""]"
F470096	4695236at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_033604796.1"", ""XP_033596688.1""]"	"[""gene-EJ05DRAFT_153406"", ""gene-EJ05DRAFT_433955""]"
F4918	5001318at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""ODV96405.1"", ""ODV96683.1""]"	"[""gene-PACTADRAFT_48507"", ""gene-PACTADRAFT_49758""]"
F393283	4976279at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_007830138.1"", ""XP_007837625.1""]"	"[""gene-PFICI_03366"", ""gene-PFICI_10853""]"
F54195	5006412at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_020046518.1"", ""XP_020044238.1""]"	"[""gene-ASCRUDRAFT_157508"", ""gene-ASCRUDRAFT_78297""]"
F43959	5000452at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_064851471.1"", ""XP_064851479.1""]"	"[""gene-DASC09_017960"", ""gene-DASC09_018040""]"
F462254	352891at2759	Duplicated	3	3	0	3	multiple_annotated_genes	"[""XP_033391616.1"", ""XP_033397896.1"", ""XP_033403075.1""]"	"[""gene-K452DRAFT_280845"", ""gene-K452DRAFT_282375"", ""gene-K452DRAFT_287403""]"
F462254	5015876at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_033393272.1"", ""XP_033394356.1""]"	"[""gene-K452DRAFT_328481"", ""gene-K452DRAFT_353533""]"
F236234	352891at2759	Duplicated	5	5	0	5	multiple_annotated_genes	"[""XP_020130287.1"", ""XP_020125792.1"", ""XP_020129754.1"", ""XP_020129603.1"", ""XP_020130864.1""]"	"[""gene-BKCO1_2200067"", ""gene-BKCO1_2600094"", ""gene-BKCO1_3000040"", ""gene-BKCO1_3100017"", ""gene-BKCO1_7800018""]"
F116794	5001318at2759	Duplicated	3	3	0	3	multiple_annotated_genes	"[""CAF9933533.1"", ""CAF9903990.1"", ""CAF9924556.1""]"	"[""gene-HETSPECPRED_003297"", ""gene-HETSPECPRED_005594"", ""gene-HETSPECPRED_008690""]"
