model_id	residues	heavy_atoms	total_sasa_angstrom_squared	entry_receipt_sha256
ESM-Se7c5faeae88a7d0a47991f5dc7ef42cad08392db2a2a2f0a7a5d880d438a590d-d662a12b8ced	201	1555	10893.073333307093	f6d8b3ce1a58e8cc78c96e455905e0f0589f3b97e9d19de5f0f7314aa649637c
ESM-S8de8554b7670691bbfa7c1c1efc17b7f415a80a0a648c0f308826ed3540cf5c5-d662a12b8ced	212	1617	12214.94832948734	063161acc4834ef2b6daaa424eb5c6ceaeb14713868589f1df75743aba0869a8
ESM-S524ee81281e845abc08e51beffa3fce12752348c1c4b7a8a060759cd2f160430-d662a12b8ced	216	1664	12715.30484603415	04816a773f212af346686fadfb3a85f870a1512a48c867348a3b22eba023d426
ESM-Sbee9728f8c01a1e80a4b054680b5cdffe3b887dfa14aa7963230afd04b36391a-d662a12b8ced	200	1538	10260.262666742701	845eb17947bc0711b61520e22a7dac6f3f18c3359ecb8fc8361e9c4659260a8b
ESM-S2dfdbf6552c4e34108726ec9ab1e2d61fafcbe2569f28f8a99554e08970fded2-d662a12b8ced	203	1550	10421.8009615989	0515f1d7e15b024486f2b30bdf05aa96333da54cf1f220b2df356af18cedc097
ESM-S708bc1f43e645e2bfd16f28f1b799ac6f855417e1df958e61bb1856a01ae6b8f-d662a12b8ced	226	1708	14270.133839671618	4ab6538814e76464e7c9f778ea2513ad88c51f54e5bd0a445efdb501733d96d2
ESM-Sd109da0f708a97a90805250b518f66bc41bc034d459e9fd0dce91a15af951a16-d662a12b8ced	200	1521	10313.652951349992	38e17d112c318384f3f46c30fda9a74972e58ace3e10a5d5779dd01a043b42cf
ESM-S769c0287c99223a8a8de8e8c077ee3b7fb4e20a94ca9d0c88af54defe9ddd307-d662a12b8ced	207	1574	10995.605089571245	1cc7edb9fa722ab0348847305b798a58bcc39b1b6fdfa6b0dc30dcf7af2b9552
ESM-Sa88141c0a438e244d25fcd36ef7fcff3a6f2a10cbc133299c99c685e3cba3ada-d662a12b8ced	183	1434	8928.93055252331	cd373493d6d04e6f78a5baffbb12c619c4715a883cebc0bd3ef541e858ec51c8
ESM-S10832c1f7885050c169a2bc43504e5b2001520742d84d329e6bf3cc62eaa5693-d662a12b8ced	206	1597	11127.168015567895	e20c9decfc9fc785a3afed746d7646d01b5b3bafb7befbd41804692acc69da45
ESM-S1dd782d854f712ea56a8687d931fae898b4022371dc4302e7532a43f031ed85d-d662a12b8ced	234	1732	13221.93747537768	b26982b39f1134a88ca1a5bdd0c4c858ad023d5ce225a1e6a21ae16baa6e0f89
ESM-Saa5800a2abf48692a464ea87076cb51effbb064490cdb852f42de160e5f1deb7-d662a12b8ced	214	1658	12710.715421608222	7274470dfa86e7b06180a25f630bc1564f2c8efde5f43a88a7844a08bcfcfca4
ESM-Sa1122656518f0332a7ae2a5086f443838c7808a87d683d6bc8321042bb3aad34-d662a12b8ced	219	1691	12635.631904348145	0821f16c220b75354af7ce7dd31883caaf841929c850fb340ee23e9b5f6c74cf
ESM-Sd353f3c2bda9689fc7a4d9044a917b60187a8946d3d6ae613bf4bab138546ad1-d662a12b8ced	227	1753	13124.09981878868	52b321794eb3ec80ccc34db59f3598d76394e348b95f77d5ea022c014109be88
ESM-S8b020b63a051e880c46ef0bfdcfc5b196862b5cc246f1304b99e346f5269e8ce-d662a12b8ced	200	1517	10258.184552944236	45a205c8a1a8c33de36e9adfaf44357fc12605c6846fcd32e49994c3dbe44b9c
ESM-Sda515da21f7c6be8061a9c53a7eaa14a303fba5d1c25dda1dd56b303108c9605-d662a12b8ced	214	1641	12580.441471442386	459f8f271cb3162c9daef56e3bf7bbdb99b01d505b51e6e92c7594e8f2b86227
ESM-S1657978b2b6822d5dee3f3731d30a0021ce317c8e2bea83a202b57653a3fb772-d662a12b8ced	202	1562	10558.312067503552	b73e186d3c14bbcaca70cd2c29b0013c91b10b9269c940089b0e45aacf4422e9
ESM-S5a6e3f195e8c7c607dc38d698d53560ba45e6db8be5ab5ae16654c45dd385655-d662a12b8ced	201	1552	10626.068060754567	4636de5e293a083fd4caaaaf584b3fa9184a978e5f227e2637d4df28f9b8d305
ESM-See3d04af9a7e001155973499ce5efc916b5998fe83650e5135d4cd5091d2b1fb-d662a12b8ced	221	1733	12770.107001649872	d9ac40658c9be6c6df6eeb1124859b73773366fc5cd44df1d079bf98d5c893d0
ESM-S97f7181b9208bb0d97b5af96185b80b4d9e103ae84b25dc53e90293914cf8adb-d662a12b8ced	200	1538	10266.705404377779	7888bcdc235af70a9fa591bc19e9641d5abd81871b00f3ea2d191e43f2027e8e
ESM-S9f3ef45d4fe0a08e9241ce3691f5a55d70bbf2eb04487d8d7493438b2926eab5-d662a12b8ced	200	1545	10343.377755942469	7a7a49ce510de7f1879bfae3fe0d9f336563c71c480d9b1b7bea631308b5fb9e
ESM-S574d561cd8400433e0a9557c7fc592d244ad1c50f180bbd8166bda3dac7015c1-d662a12b8ced	200	1544	11246.54514479324	ead9e0fb8ba0ec8aa69ecc2e0a757ec3f504a25ca253e16bf9120db3e65df99e
ESM-Scaaafe72f397c1d370147d2ed3657a62015549b5c47abec0cec60f5d13ce222f-d662a12b8ced	237	1813	15509.056121177397	0741b47d6616f8816979d8478f4c035c5a0fd2c1d3802fc8abdf3573184ca90b
ESM-S4bfb54baad64ad64aec68623347d59b219e3894c78381fcdec402269e1fe57ec-d662a12b8ced	220	1650	12258.628368772408	24f0ad15a6882bc62743e2647bf4795348b90e6d1de6271900fa3cdb008bd4c0
ESM-S695c7ac9cd1cc8788cc5fef290f624e5da525f44c2279223b39330ddf0032677-d662a12b8ced	193	1478	10289.276151926553	02dec207b2195f0e0ab908d44981bee32947ebb9fe620c888ba8f7d358555405
ESM-S8e0d07b3422b68f3e2d8ebc56488621d990872f8d199ec474970d99724e8f6c5-d662a12b8ced	187	1434	10698.218495483465	f81d1394b267c97c0d74876e08c259e9e672ab785182cec47f08c8ec514c4122
ESM-Scad33b74536d4d82a9ab9747e5266b2c599a3e23f535209ecbcfd80b7b1b40d1-d662a12b8ced	223	1702	16583.47182636811	60a40c479f0aa62b9a7ecf5427686e225105407a5a2f9bd4e860d94b9d80033f
ESM-S5b5cc47f1d490791eccf67e2e35d7535fcfc53badc65312d4c4e2ea47437be98-d662a12b8ced	233	1752	12984.510079056212	be97e84db8f6d0cd086627da963eb3c8c92e271a7d840b3ecf11958220d4c8fc
ESM-Se8b276936fd01a9151728aba993ed4e3216920ac7097542222e7e7fb9d8739bd-d662a12b8ced	216	1673	12162.174760461901	f81b8ccf4bd2d467e5135f037fc41ebf371e82e3f6ca2bfe477ab7d2ad423c91
ESM-S645939282de7f1efa9ce9fa07ab72349cdde9847c5cd6fc2efdc574c09aa2fae-d662a12b8ced	201	1569	10831.221867891723	1c734c020723dc8cf5a9139abac6b6dd617023f6b5532f2d792169cdc97c93d1
ESM-S877ba9fe3c8ec80645dca5ca58948e272e988818bebb1bb17e26e322befca197-d662a12b8ced	361	2790	31300.150203306355	ff33342ce23a29ad97e11979f980e091b4b15720a264f2d1dcf4e12135c97192
ESM-S98e8f4571a306cefc1259db3ed99c4ff73c0e7a3382ea57777f819940b32f131-d662a12b8ced	215	1663	12736.7413411903	361800b906f029c6956c837f3a6fbbb3f33df384c8becd2233882bf427cbe2f8
ESM-S77fb3b61a755c441c9995ee6fac0bb85eb4ed24f71eb7dff49d8213e91848571-d662a12b8ced	209	1590	11015.271581319434	09bf3d76c008efd3cbd91c97bf1977aea87dc70a02d854be9755b80c31e86395
ESM-S6bc3eb3085e59a64555c446048a0b525b83d1da30350ea811c3501a2dec4c1e8-d662a12b8ced	200	1550	10845.860124097113	c71bfa7956e61cf5b4228e1e3d13399d2f3a73725a0fe9e8d0e8deee31fd4b1d
ESM-Sab6149e914edc9e6bb71589ccb00d769bb66c5ceb28aae4c674537e26a8843e7-d662a12b8ced	203	1550	10769.161373991155	acc8b55ad21fca485c867fa705e7efd73c412e4d729055be34db7f72a0911518
ESM-Sf5994bf08ba052a8e1f945e5ac740fb1d1e0347aa6246e8a5a90833bf80e2405-d662a12b8ced	185	1435	9083.08559675276	4002102b7e03825b046ffe83d2d18f9ce667cfe8382f95bb58400bdf37b682c0
ESM-S2dcc33df441bcf5e91da42d180f4f60eb0dc9d1876a2fbc095da8d9f82b442bc-d662a12b8ced	200	1551	10814.588784127109	c5f1a963203127d979ef5a3c6c5a10c6322f00663968a731ff492adc51a4e1af
ESM-S84c44e93d5c049f44d7f7e0f1ae3c2d9c593751f5ecb422d81ba0130e8937e71-d662a12b8ced	278	2149	20734.41905923883	836d81add505984d4b6556502ae92e29995c572b7a329c0753e812f47329664e
ESM-S2768e4317f3335d0c8db3e0629d80dc56e5ac1cf34fe48e77e4cbb707cbc553d-d662a12b8ced	181	1395	10770.574375972941	70f3884608faf527f9619ffb8132396a342059f9831652731d54bee8237af7a0
ESM-S47ef279f8eb6c71671288d33493e39b09295a7c4f2311609802589ce7242c3e4-d662a12b8ced	213	1625	12483.54543002048	9990f32fec4e5022f98fb4ab86ad0913a7a80817ebf1ad90f9c72f7848d7edfb
ESM-S1e91a598d1de92cb9ba7ac64c743f23cff4bac51dcf5440759001ca731e94750-d662a12b8ced	146	1127	8025.679160102977	d15b6876fa2f915575d806bd6d8af33f5f501a28b6d4efb970c3e20e38ccf503
ESM-S56e4bd50ca3b051181a508d14305d632731af3e5f771f3c12e93a4943114e936-d662a12b8ced	213	1658	12682.024530866005	dbf7014b1bf35821193253f0c7e0bb6e048ab2bab0ace4e8508f71ccad6998c9
ESM-S983ef2d559817c6a6678fd831debd13bba77ae43cfefc1543a92615277ccc2a6-d662a12b8ced	203	1564	11008.268310251127	c3077fd7105d868e784b05e057e6d81caddcfae876712b71c02374e41c9b0bae
ESM-S61948171697606ac3a7fd1fd60f84694d477c851c539c7ff796a201de5668be3-d662a12b8ced	230	1745	12596.381534266586	948d914e427f9f409dc8250bc44997d752f5c62cb2bd2a89518e825b75ac2084
ESM-S847e5a7b109d876cd6ffc890162d3349167547ea89e7c6040d177f7e6ab2ba92-d662a12b8ced	200	1527	10228.448155874868	82f8fd28c3dabf1afbfe331037b73ab5085190bd042aa0cb7955196883fabb6b
ESM-S1eb3d213bb8cd02fc0ac2d1596e820b148f33d28df409475b8a7a85e8a9d470b-d662a12b8ced	199	1529	10555.4622777566	40eb91d0ecae096002ae1cd1fcd9f8140cccc9749138cc165cc07216cc464deb
ESM-S8895726ff1202a6cf9aa5eb7d6854cfea30606685019b2b874a7ef3a92760b9e-d662a12b8ced	280	2165	20801.881947131253	473e28970e2b9a609dde29e75aa6dbeced289d150187fdbdaa0871247b71bbb1
ESM-S5428b572acfa0cf243bdb9da61501556c518652f06fe057c55278c390424674c-d662a12b8ced	198	1511	10632.49773983618	fe7f220cdff9107588f01cbe7b4fed61b380de90b7447cbbefa9c6bb072ab752
ESM-S482413c049d57dabd0f711d70190e7a814595dea7e9908d0dc56217df4a31e16-d662a12b8ced	237	1841	14625.081466666665	bbe15154733c7e167c3e81fd9d67f82f3d71717d830f9f414d558921e5f1d741
ESM-S09cda36e97b108e703f9c274d380c8e2f6ef5c92b678b370208c13cb811409e2-d662a12b8ced	227	1733	13854.751650053868	d3b9990acb135d8add5bba106fe34fb97a03807b06787ac189accf895cf2eca5
ESM-Sd3b61f2e0c6baa02d900bada4ef8b2c5e8b76b8a234530620ed465a3b4efd8f5-d662a12b8ced	223	1687	11587.694333985035	7acb6484a4ec7b8c85878591a870673c2c4c45e55b478503db8c8b07ce19f2fc
ESM-Sdfbc7812a1f37da071742b51041c6ef5a18355e369f157732ed1404467c5dc78-d662a12b8ced	200	1545	10286.63954803908	0bf8dd21358f1a0f102c97e807b5ef3acd6b966c9ab9cc01626b60759205531c
ESM-S3526fcf593345c393527ff60da2c3e5382527cb681c7871cad94e630b577bfe7-d662a12b8ced	193	1490	10259.65668100876	4f36a8a2a3d73f1ec4094b69b05a517a5cd058b87e6c466c05baf7501ba220e4
ESM-Seceab157c6e5f3cd874d2c83c252fce500f15dc94d69a1bbf23a0e363bfd8819-d662a12b8ced	187	1409	8815.547808537487	655b20e06f21608e969461cd1d4846db059f164f7b55f802c1bb7d9a033fd1a6
ESM-S95d30a091ff29a025a9eb47a5a70313f83cfd322e56c0e268d89bbb992d0e2d8-d662a12b8ced	202	1508	10347.339713994686	a6646a398d35d6001977de84a5842e0a42ab35c7b7a4637fdaa21de9a404213b
ESM-S264a7bed76815881ff9466fd11f25f1e659d3ff2f69c3f0b4f4473d051ea2837-d662a12b8ced	210	1604	11330.021629721905	e22d6729ed434c7e07e39737b9937beb440f6b6ed32f7d7c9d7ec759409469ed
ESM-Sb10b4ddf3dcc99c6f49a0d30393a2c6ea7b204bf96d37b8709903a7843a238de-d662a12b8ced	200	1533	10601.462482700112	992d0d2f3b3e6ac9ef989818427c92d93e3adae072de30a2d611bbbd09568208
ESM-Sc175c3475d336673e77ad461fecda48cb155716d189c17b43ea00f2a9a5ba12e-d662a12b8ced	212	1626	11404.156082313306	4c9874b2ff8971c0dcd1d3422d62a97c1cf45a1c67826803edbda72500c82031
ESM-Sc427cc111755e09be26e07cf6399dde75886c6a94d4a0d3f61cef4c50bb4bca1-d662a12b8ced	200	1522	10321.658832915758	a515d18b4f74b178400287d183cb41152be313eb423293e8685070c2722e86f7
ESM-S6959ce59caa967c3a638917d6692f96c7be55d9d04e8ebc0bb4550c5e53ce851-d662a12b8ced	200	1529	10505.454352227884	3049cb1a6daf27ced6609452cda53ca3be9daafaad4f02d16294afb108605f50
ESM-S57793ecc6c105cb9f24fe6ba5fbc5567fdfc1a9225c761e81e09e9d162862ab1-d662a12b8ced	198	1489	10556.54655919108	5ef7f1536a8440c1e2dd373fff033ea6adb172b344d3c60ae2a21f946395ec59
ESM-S76d5c6c54e3bc2b9bf1eb44c63cb1ba82c0ff3bd994ad55f1728178298ea2f44-d662a12b8ced	199	1532	10314.37032879645	ad125e972dcd80c0b58a7f5847f814e1bb71d0ffdd74fa403cfec50c9ee232c6
ESM-S7ed73c89876f4bd25f6f302e9bd97f968cd7e44ad00703846e9dc0ed2ca3099e-d662a12b8ced	203	1533	10793.80452025776	f4ae7633074360f1333f25a937c3b325c062c01183b0279664b6a33a2e42a1c1
ESM-S7b2cdc948e3bfa938eea9e5b9985179ba056f317d89fa02b92e3f010f0ec0fb0-d662a12b8ced	211	1564	11300.1450259904	c5cc1b6e1cf8ac3d51fece2626999dbe5d708708921af28b46274cbb97f7bb24
ESM-S2a0b7a0241c747faf390a7bc2493f327f23618fb49d03c84f7d0cf15129fc674-d662a12b8ced	324	2536	26080.921662106033	4caf87fd8b546fa96c86a98e6db09b3debd2ba112ca025485fb9233a024cb2b6
ESM-S1900dbd3b09e544ed3c72e5026712f9ba50b4cd69b1bb9d541b438f3bebc3456-d662a12b8ced	235	1777	14967.371505595658	f03d1d823f1e2619490ede7bc7f59dee65fbbf72e0bd11a41830424e050e7a87
ESM-S63fc5426657721ec0255dca69c22d5cb6dfe169650d08bc463408044d0566245-d662a12b8ced	213	1623	12640.350055533056	f7c22420a282827b829620b0ab92751b915ea04b57a16e277a2f8d532b2ddf55
ESM-Sd317522d36e3ea07392840e0ae41c5b6a371ef37d600d686a693f17331b5531b-d662a12b8ced	195	1504	10516.767311149264	099ebe864b4b3d0968c948d34aca274b30eaeb0c8a04d87de2adc679fd4a9abf
ESM-S04eecda2fd107294ec0ab7b245edf95650c05a2af2b1289b5cc443a7fc44958f-d662a12b8ced	169	1263	9022.573787602692	13042a9d4709a9b53c9fe98a436f97170fabde129db44b33ee4483a1752d97a0
ESM-S1aac854a0bf7e09d7929a66e01dd256457ee8fe03f01c5f85d85687d8d0406e3-d662a12b8ced	200	1527	10191.308765886917	63a8cbcc8c8f9d17702ca86bd24fb08bbd8f027387f102e88c7c2ca301182b2a
ESM-Sde970caa7853b12ae195b48dbfb0251dacbf33182aa074d206de092a49f1de1c-d662a12b8ced	200	1525	10267.396439569839	aeb47a2ea70dbe9820155d6af4284ba4c04519e32179b2b5b38bc78fb78df071
ESM-S1d6911c8d863090945f06cb54dd4bc2fe9db0cf61fd965de654aac26a796fdc9-d662a12b8ced	182	1392	10340.165760197511	12057dd70be5840bfea2a6927febd43dedb0d7f9c97c6aa46cbf23b31e19fad2
ESM-S31463bc4f3dc536e2a7db07e63896e25b6ce1c98ca4d2a21ccf880cd417799c4-d662a12b8ced	246	1820	14057.038857305382	0089a8c466593e8a5a53fa2cf1886f8013843e2bc47efd68e7d3da24171d4ab9
ESM-S80f3a3cc53febc582ea60149ad7f383dbca4cdd2a0e1a0875cdcd9ce54667031-d662a12b8ced	201	1558	10791.97927325198	349cfe57e4d2dfb8407c072acf5acfd56e29cf8ac56bf012793b8f17d53b561e
ESM-S77c10d24afaa3dee463a4551ee04be2acf845fe13de446956b025108b93a3e8d-d662a12b8ced	201	1557	10630.404986215948	edc0d11c483be319f30956d83895cf8170bab71a70c3e132d1e7b68a5051df27
ESM-Sfa84cc1742cb42146337c966f928c182dbd95498d7eda8d00d62165d35e9d13a-d662a12b8ced	200	1532	10205.163961797442	29b7f37cdb0b1b56d1fb21638433a837c8c6d8c815597f124679fca71567ea9b
ESM-Se34bfdc194a2e09ed3f30f2a407137e3476171e170ea2daafc88dfafef6c8b26-d662a12b8ced	183	1449	8797.657588983602	feddedec10edb01d03fb7aef0fa2d01860fec662994391eb2cb04855af25ed23
ESM-S2a406593b076ca0d2dae3ed7c7b233df9348b4bb1c5dd652c6bd6e2b4eff84be-d662a12b8ced	261	2071	22573.28869013273	c0970b17e1b86b0fbac52fbbcacedadaf6f259d29a4fa6083a07a016e93c4ab3
ESM-S1c8a96ca3f2f8c009001a72207cbd02bff8ea579ed1aa07e03351c84f41d13d4-d662a12b8ced	202	1568	11049.148813490727	287bc439c95a57e6654f885cbeaeb6a4ec81b089a88d0ae7043baba7d3c8cce8
ESM-Sa802525495d9dbba6379d3e2ff129a7882b0bf2dba7347aa0dbe9af26d5c339d-d662a12b8ced	195	1497	10590.292432210548	89d458a1406792a2c7be7a276d6e5241d754ed6170ab6fe05ce015c293f9275c
ESM-S7bab2b6f5252801e2898cc5adf1ca0efb796db967a3af225899d7e7a018aa335-d662a12b8ced	214	1674	12730.269490154304	f1fcb1292cf99a841f9761845924b83670297609acaf743e5063408f268b8b1d
ESM-Sb17b50014481009b473bc1ee3e6b68e0adf71c691b7f988a4021825ecc0b6fa9-d662a12b8ced	211	1631	12392.25071347324	26019a4b64c3d6400578a655d9b4a3e2f7a43504fc6bae82dff95bb1a8db554c
ESM-S517947510c9ab95fb786466aba74c67cf4d9b980b47bde59abbbfd54d14a032a-d662a12b8ced	187	1453	9013.269162470953	9e2cf102f76b419d4f6b6f753b8cfcd6abb43c15c8389adeadefbea0f20bac2a
ESM-S23617e78ae59ffc39e88022e245eacc8c181a7c5b291f7acb611d09c0aec7a58-d662a12b8ced	176	1343	10565.918113336309	91cb838efbd174510b460c5c42af019388b7c41153248830bc5dd2058a730af7
ESM-Sce61f01b7c970c71a4831cf53460d14433427cbe7a4ebae36db9fd880ce3e56f-d662a12b8ced	227	1716	13286.772153979999	26d0130ef773f1215909833e0eeda421abd78ed174ee082a24e6b6e85f663384
