sequence_sha256	joint_predicted_plddt_cutoff	contributing_units	af_experiment_rmsd_angstrom	af_experiment_local_mean_absolute_difference_angstrom	af_experiment_local_rms_difference_angstrom	esm_experiment_rmsd_angstrom	esm_experiment_local_mean_absolute_difference_angstrom	esm_experiment_local_rms_difference_angstrom	af_esm_rmsd_angstrom	af_esm_local_mean_absolute_difference_angstrom	af_esm_local_rms_difference_angstrom	paired_delta_rmsd_angstrom	paired_delta_local_mean_absolute_difference_angstrom	paired_delta_local_rms_difference_angstrom	fraction_full_sequence	source_tier
83d3a4bb2b77f2d447e2e34483b92f4a0abd024d20c78f29b9187d33c13f070a	70	152	0.8489215815118243	0.3748735111965147	0.4951806562330994	1.2409359907625608	0.4817676504322941	0.6754358245790204	0.9068422556941654	0.27313711423866016	0.47567121730428574	0.34549000941586655	0.10351281001150028	0.17916711772253702	1.0	predictor-controls-summary-v1
84d2c25c65d615286c613fa6cb43c3a6ded04bf3ea656def6fecf3a43dcb69c6	0	42	1.2276037400856792	0.4688019352834636	0.7138414036600289	1.487786485144742	0.5545659602844368	0.8563106527674643	0.7024404624907054	0.2645898937694167	0.3896847438499147	0.2353869252232894	0.0713322875445459	0.0986818083958449	0.6642335766423357	predictor-controls-summary-v1
84d2c25c65d615286c613fa6cb43c3a6ded04bf3ea656def6fecf3a43dcb69c6	70	42	0.9318464705316818	0.4123456909511043	0.5708803602857316	1.2110661446210764	0.4691723219871029	0.6487411045392102	0.6981132346323644	0.26102191178917944	0.3832283899369556	0.2593355212401714	0.058590179115872554	0.08333838990448897	0.6605839416058394	predictor-controls-summary-v1
85dcd5871dfdeb57dcae53d0446978c992ec78de47a5bc1c3e5476b17ce02de9	0	17	2.025247530216139	0.6355754836573523	1.4812952289573877	14.61287911296239	4.803696683042738	7.5143297405760325	14.69550493738755	4.778819614927185	7.7575293824255125	12.55394822565033	4.078910497134727	6.057380249695321	1.0	predictor-controls-summary-v1
85fc271b1d6b5812d61cfbb942b4fdd1dd7974c91c1550dcda620f88377454a0	0	49	1.305407945891288	0.37522314773601045	0.6004413244119535	1.7477683981123455	0.4500484398434789	0.7133706659601413	1.1414453332626133	0.24166893770089917	0.4475203733637268	0.43100656992847375	0.07588487748048178	0.15008707561376655	0.96045197740113	predictor-controls-summary-v1
85fc271b1d6b5812d61cfbb942b4fdd1dd7974c91c1550dcda620f88377454a0	70	49	1.1930691352955098	0.33211626251700366	0.4945450940887126	1.61301142565206	0.3950524924815469	0.6073162339398619	1.1145401870729463	0.22566732519461705	0.38912571740438956	0.43864586401528194	0.06353595173979076	0.11322193298269534	0.9491525423728814	predictor-controls-summary-v1
85fc271b1d6b5812d61cfbb942b4fdd1dd7974c91c1550dcda620f88377454a0	90	49	1.0551352783802246	0.24232321290327832	0.341481502769346	1.479287318204602	0.2826438039003728	0.38982327368988573	1.073253379421458	0.15568696929729925	0.21465629716385853	0.43430231044304923	0.041046111983574524	0.050083641622482244	0.6299435028248588	predictor-controls-summary-v1
9290d7c5d79158df0e0dcb67b0c05aa7e2a325310393e00f30c9a05ae73b9018	0	4	9.456474304813588	1.1727445787446653	3.050256497512933	10.569250300138382	1.367416455889249	3.242309840057337	2.489205930477927	0.4572785420630025	1.057575290697919	1.1056585030369135	0.17528914238602267	0.19205334254440387	0.9585492227979275	predictor-controls-summary-v1
9290d7c5d79158df0e0dcb67b0c05aa7e2a325310393e00f30c9a05ae73b9018	70	4	9.506021872625936	1.0644436548288287	2.938657686656503	10.570836599996369	1.188547010086905	3.0438683678875753	1.9367028441928171	0.2925750316234774	0.5277611395216316	1.0363821286085213	0.10101176723155747	0.10521068123107236	0.8886010362694301	predictor-controls-summary-v1
9290d7c5d79158df0e0dcb67b0c05aa7e2a325310393e00f30c9a05ae73b9018	90	4	8.497691474210193	0.39062872520450687	0.6638029642261605	9.68528801583227	0.4178082307853488	0.7062090515252628	1.7556347569432953	0.14025724436650688	0.2620016597273266	1.146564153299801	0.027328928687210596	0.04837294591253494	0.5142487046632125	predictor-controls-summary-v1
96d19daa18e83769d4a23f65b801e1dec1a3c4176e1b4edb640a3ceeb7ed20f1	0	6	4.132260063260496	1.354122783397151	3.082265599139715	3.8752464625922385	1.3094357309803297	2.302873113956154	3.5663767845763026	0.9419463558118613	2.5719883885805546	-0.5682292308250276	-0.25150518058235516	-1.0038158006386904	0.6552941176470588	predictor-controls-summary-v1
96d19daa18e83769d4a23f65b801e1dec1a3c4176e1b4edb640a3ceeb7ed20f1	70	5	2.4177203637848375	0.815074452869202	1.0971865505605958	2.996066365458242	0.9229528625091995	1.2762701319844982	0.9180374697794607	0.26230062805958304	0.3681633308501728	0.559305454506311	0.10105212601107949	0.16416024599351853	0.5811764705882353	predictor-controls-summary-v1
9c6a83a9da179422c01547e108ce6567394cb22d09cd08dfff98fa7fd2cf807e	0	14	1.5756536343504477	0.3757753953135455	0.6683883728703574	2.5750724884768115	0.6285950785646789	1.0796535065362851	1.8318172202478649	0.4509821078039187	0.8557129650554978	0.9925226893288872	0.24204667959824758	0.3956478705807886	0.7938144329896908	predictor-controls-summary-v1
9c6a83a9da179422c01547e108ce6567394cb22d09cd08dfff98fa7fd2cf807e	70	14	1.238253446770091	0.322250672208132	0.5374824199446672	1.571381614378034	0.5042134871285229	0.8206966437939802	1.2811526491597474	0.36962306916283993	0.6621516504163779	0.46191186237328685	0.18196281492039085	0.3317833974998577	0.7542955326460481	predictor-controls-summary-v1
9c6a83a9da179422c01547e108ce6567394cb22d09cd08dfff98fa7fd2cf807e	90	10	1.2716998913127884	0.2022352587166867	0.2834234272569708	1.7802760481734874	0.27944254426989473	0.41001204903765137	1.2529250477606175	0.2253680816502454	0.3699815508711056	0.6585484461448238	0.07287872003162607	0.12449389197641844	0.5859106529209622	predictor-controls-summary-v1
9e04036772422792dba04f1ee5510efa70bab5493b0a62a87dd0300b26fc7f86	0	44	0.905365093259975	0.3249473401853489	0.5258341907386752	1.4064001979634777	0.44869456580315414	0.7245047452001945	1.1508634390263297	0.28181822870355977	0.6058967109144955	0.45680513727509076	0.11610100283729843	0.18922705545854346	0.9809264305177112	predictor-controls-summary-v1
9e04036772422792dba04f1ee5510efa70bab5493b0a62a87dd0300b26fc7f86	70	44	0.6747047445673535	0.3001299080753878	0.40991137363125923	1.2047993123138694	0.4061390910637728	0.6372762992392202	0.8633043094309997	0.23585876377236834	0.45013144015843387	0.4802880164385928	0.10873604758436634	0.19865730275250204	0.9536784741144414	predictor-controls-summary-v1
9e04036772422792dba04f1ee5510efa70bab5493b0a62a87dd0300b26fc7f86	90	44	0.6503802594122785	0.2779684519379402	0.3707292947940339	0.9024473463830412	0.33323646764716325	0.4539587625979262	0.4849850802088418	0.1627213127070564	0.23995920549692262	0.24446802551788632	0.05527119330075142	0.08306228490291734	0.8337874659400545	predictor-controls-summary-v1
9fb69cb67e3079fd58481686b3e32f9badf14994da061a3c837e6c9b88b2ab82	0	29	1.4797038047724924	0.47608430676410807	0.6978050888985644	3.782161423274424	1.1102897037626795	2.2545336028181957	3.8242444250073624	0.8943639526281222	2.1069036743154594	2.410265411524504	0.6483362954271417	1.5899711221578836	0.8873239436619719	predictor-controls-summary-v1
9fb69cb67e3079fd58481686b3e32f9badf14994da061a3c837e6c9b88b2ab82	70	29	0.9688825699245189	0.4162891894664588	0.5361433362825724	1.907343678856131	0.6632785569815194	1.1734164651140877	1.445408646363732	0.4072037111964908	0.9226513305355664	0.9217952991292496	0.2517874573163579	0.6280268999146389	0.7652582159624414	predictor-controls-summary-v1
9fb69cb67e3079fd58481686b3e32f9badf14994da061a3c837e6c9b88b2ab82	90	29	0.8650350557627762	0.3809783955938708	0.48519165612304843	1.4025599729692504	0.42182936579450225	0.5385440223363864	0.8545757673921659	0.19800951873230577	0.27067246940104783	0.5332256917256514	0.0841225146049418	0.1081636545015866	0.5023474178403756	predictor-controls-summary-v1
a1522f5f794bdfcd1daf2f6cc27f18008a39cec9d87ee10935e6e31b5feae501	0	38	0.8268139607932434	0.3455479490075546	0.49619828318199877	1.45915883094218	0.49328128984863046	0.8937896360917043	0.9707989359740108	0.2615862588320672	0.5825728414752542	0.49659533847923215	0.106986304251744	0.2830065464139764	0.7186544342507646	predictor-controls-summary-v1
a1522f5f794bdfcd1daf2f6cc27f18008a39cec9d87ee10935e6e31b5feae501	70	38	0.7600132202565816	0.3382804722161995	0.4824070233663178	0.9026406108014658	0.40225098177627894	0.5594136954433045	0.5304034328898135	0.21589937388607366	0.3169466273814169	0.15149170982495874	0.07005626185464119	0.0830859005191196	0.6987767584097859	predictor-controls-summary-v1
a1522f5f794bdfcd1daf2f6cc27f18008a39cec9d87ee10935e6e31b5feae501	90	38	0.5637769903891802	0.29642835287918307	0.413410896138662	0.6514941614665337	0.3506622241221342	0.4769631026050453	0.4183173648054716	0.1821201174856908	0.27505318987708044	0.13281819057192806	0.06924175754131766	0.09205079674747398	0.5382262996941896	predictor-controls-summary-v1
a6b32a264dc4356f9e3046c543340e02100714d88b1b4a3842cb39bcaf4bff97	0	10	1.9219417155896485	0.5867138713740868	0.9051697570177142	1.7819491689699598	0.6666679998882645	1.004155282141531	1.9382146751369875	0.34624009455700655	0.6632714714073729	-0.11263629109485879	0.07813525475588429	0.13115566022440234	0.9507772020725389	predictor-controls-summary-v1
a6b32a264dc4356f9e3046c543340e02100714d88b1b4a3842cb39bcaf4bff97	70	10	1.15411973451395	0.5514028262445523	0.7781496505357108	1.3254227055887096	0.6257148798148369	0.8882112952535955	0.7406905677851836	0.29159566751504074	0.4799691015615774	0.16519836330319057	0.07431056059291963	0.10897381068854758	0.9119170984455959	predictor-controls-summary-v1
a6b32a264dc4356f9e3046c543340e02100714d88b1b4a3842cb39bcaf4bff97	90	10	0.7813673724820899	0.4683923645053518	0.6062979346643101	0.9997664763949785	0.5447911744269435	0.7490343151862066	0.5688511950395658	0.23414123282949778	0.3829920414992124	0.2188533095472079	0.07392924114533153	0.14020177150739582	0.6632124352331606	predictor-controls-summary-v1
a9c859214bc288900788ea22094f6779f5e80a857b1a76ad3d655a47854cced8	0	62	1.0456082459018294	0.5236938076924009	0.7365324141491123	1.1113770328797794	0.5423546798417109	0.7582752252499503	0.29968492679309594	0.14420917505975345	0.20042829031164844	0.07519513732537325	0.01952686848849683	0.032935321541105844	0.9183673469387755	predictor-controls-summary-v1
a9c859214bc288900788ea22094f6779f5e80a857b1a76ad3d655a47854cced8	70	62	0.877034828636535	0.41855893277457235	0.6132449309370418	0.948264043540283	0.4375580741764382	0.634984138771971	0.29968492679309594	0.14408279495372167	0.2002565031618684	0.06480759037834344	0.014612278957424174	0.025997242016812028	0.9183673469387755	predictor-controls-summary-v1
a9c859214bc288900788ea22094f6779f5e80a857b1a76ad3d655a47854cced8	90	62	0.7637127137880351	0.3835797902716426	0.5037713728620115	0.8298935924055059	0.40207341948087244	0.5344944438048911	0.296836108455981	0.14011634544655144	0.19586367778361843	0.06913348470336211	0.013389584014849326	0.023136838039795854	0.8408163265306122	predictor-controls-summary-v1
b35ac6750b96213d2e2f4608750f185b2daf71c690e6c7ef0382f39de2ec7d1c	0	331	0.7686582761763207	0.3165639883987857	0.5128798042008316	1.2977794487549648	0.4782972735587871	0.7826004870983684	0.9882585638512722	0.32925951501814354	0.5710204587938551	0.4704135496244106	0.13425410247727526	0.23868811155958747	0.5483870967741935	predictor-controls-summary-v1
b35ac6750b96213d2e2f4608750f185b2daf71c690e6c7ef0382f39de2ec7d1c	70	331	0.5516850009839921	0.24959324150973286	0.3426674977462618	0.8727714472829312	0.3705828334552479	0.5373942515339142	0.6585713049698869	0.2637611325403331	0.4131340498685761	0.3701846918213625	0.11592256941130707	0.1939785060312853	0.5161290322580645	predictor-controls-summary-v1
c23ebf76afa06aa1be095f20e72e07bc9da9e0a2d92d4a1370bc697d290b748b	0	12	7.019175176556159	0.570775633260524	0.9537717225689171	17.869804955346083	6.150975389006311	10.082235491877466	16.93582548523282	5.9334340877680765	9.828258100829899	10.889576301432859	5.581069793266862	9.166152882962294	0.565359477124183	predictor-controls-summary-v1
c6aefbc99f7f43afb83ce630b7d6a0e3a45e1678cbca2b0dab88f0c807f377be	0	25	1.7842992735953875	0.8036757241944779	1.1761864466920773	2.308888185479682	0.8947640744946916	1.2837255108067211	1.8588393320220686	0.22833499180343156	0.38066522366899314	0.4621820825887273	0.0849009130265902	0.10666415518552519	0.9009433962264151	predictor-controls-summary-v1
c6aefbc99f7f43afb83ce630b7d6a0e3a45e1678cbca2b0dab88f0c807f377be	70	25	1.7667870710116522	0.7876303375326851	1.1521464339668892	2.2818643718021185	0.8770852874303318	1.2566363247473316	1.8619318440107695	0.2207162200716897	0.36666437038237026	0.47576283129161556	0.08252669093674936	0.10708479973972063	0.8915094339622641	predictor-controls-summary-v1
ccce9788f3915b66b10c95984805423f74edfc35c20dbe56dbd8840477ad22bc	0	5	8.50930369209448	1.1755587809781882	4.537528861902472	7.584968396077233	1.1943789565557015	3.7782110863422984	2.7242403755374545	0.44281478809008	1.2495311269206781	-0.9243442370938704	0.018808324493123196	-0.7593202698938084	0.8161559888579387	predictor-controls-summary-v1
ccce9788f3915b66b10c95984805423f74edfc35c20dbe56dbd8840477ad22bc	70	5	1.136138140370477	0.49786709932089307	0.6412438896647548	1.7796132796850481	0.5789574080154745	0.770727927650959	1.1994079903703612	0.2328280826511034	0.3699446545135157	0.6434676376945194	0.08107707691198446	0.12948197032595765	0.7075208913649025	predictor-controls-summary-v1
ccce9788f3915b66b10c95984805423f74edfc35c20dbe56dbd8840477ad22bc	90	5	1.0953736145240154	0.48580556624170457	0.61997752672718	1.7931213356060676	0.550090035072129	0.7338125016441244	1.161236776117428	0.18962297998323938	0.2947136655839958	0.6977420046782419	0.0642657668369524	0.11382281219669643	0.5571030640668524	predictor-controls-summary-v1
cd4149ad98b80658ca48d1b1c160820504480c2e79c00295f239251b3c5dee20	0	10	0.9690215610329741	0.40772900711915716	0.5859759223131201	1.5574627018560863	0.5166136556142064	0.8173937506458552	1.263423967110937	0.31059570968037475	0.6170625326580265	0.6154078827104688	0.12552883501411824	0.234223457868255	0.9723756906077348	predictor-controls-summary-v1
cd4149ad98b80658ca48d1b1c160820504480c2e79c00295f239251b3c5dee20	70	10	0.7154675474650698	0.3687171396333936	0.4813024862675939	0.8463043644978642	0.41374330584242147	0.5433005749184152	0.6025689909697584	0.2124162865262631	0.305409418985563	0.150882093927365	0.05893175043304044	0.06546295351307793	0.8342541436464088	predictor-controls-summary-v1
ce7cd70250d0b569e39e2cf28c28578cac6ef076795fe9e170de624038c4019d	0	333	1.7170042287218166	0.7629895696550477	1.3071711379954747	2.1106592813999354	0.870545254899516	1.4201417547829065	1.392958324514813	0.34624296917810904	0.6895404764806445	0.4082070269064244	0.10697545999973346	0.11674576997217634	0.9178082191780822	predictor-controls-summary-v1
ce7cd70250d0b569e39e2cf28c28578cac6ef076795fe9e170de624038c4019d	70	333	1.373065926949349	0.6248159901774266	1.1353668425352377	1.4389157968439334	0.671327264058001	1.1532812166328512	0.509068367247263	0.2020250771187726	0.30652543041331154	0.0855804108865228	0.04615929122570783	0.029392512550900696	0.773972602739726	predictor-controls-summary-v1
cf91b4c59edaf90cca66b436e170d980254b8459f21b45789691b88e2ac340a6	0	6	10.901041408288302	0.5592023456299401	0.9804710773620458	10.050642988480575	0.6220154675883305	1.3838249813392363	6.217616679124073	0.2902838065606964	1.1415681473594614	-0.8085841872070816	0.07704699411341737	0.43543158074752686	0.9225806451612903	predictor-controls-summary-v1
cf91b4c59edaf90cca66b436e170d980254b8459f21b45789691b88e2ac340a6	70	6	9.703541012554535	0.467391342200972	0.7159208337273943	8.3752005177741	0.4981937960072296	0.8334057052916992	4.489700966140642	0.16562580178714614	0.31864838584334254	-1.3024391346869795	0.023049264282501564	0.10265074799738111	0.8623655913978494	predictor-controls-summary-v1
cf91b4c59edaf90cca66b436e170d980254b8459f21b45789691b88e2ac340a6	90	6	2.699924942562628	0.3726257045692059	0.5012628234480938	2.4221454991251115	0.3846232725283994	0.5201836243853715	0.9693833110375559	0.11408977530604013	0.15169054255045353	-0.27458889450012447	0.012136716297684647	0.015955194843157272	0.5225806451612903	predictor-controls-summary-v1
