case_id	translation_table	taxa	codons	branches	reported_log_likelihood	reevaluated_log_likelihood	likelihood_difference	reported_omega	saved_omega	omega_profile_lower	omega_profile_upper	maximum_component_additivity_error	numerical_review_flags	warning_lines	marker_copy_caveat	selection_eligibility
Amanita__4977163at2759__code1	1	6	182	9	-2405.966495370715	-2405.966495370715	0.0	0.09496485899265876	0.09496485899265876	0.08051916467280892	0.1106664877613589	1.5265566588595902e-16		0	none_recorded	not_established
Amanita__4977863at2759__code1	1	6	575	9	-7535.991677168042	-7535.991677168042	0.0	0.1046324407520932	0.1046324407520932	0.09564344535802932	0.114001224612909	2.914335439641036e-16		0	none_recorded	not_established
Amanita__4983000at2759__code1	1	7	484	11	-6748.141800737399	-6748.141800737399	0.0	0.06821087366689647	0.06821087366689647	0.0611663594130549	0.0755181360978137	5.898059818321144e-16		0	none_recorded	not_established
Amanita__4985971at2759__code1	1	6	334	9	-3933.178484872283	-3933.1784848722828	4.547473508864641e-13	0.0675270261947027	0.0675270261947027	0.05838326801993407	0.07750750533512508	2.0122792321330962e-16		0	none_recorded	not_established
Amanita__4986044at2759__code1	1	6	502	9	-5984.928622778185	-5984.928622778185	0.0	0.0484248849605443	0.0484248849605443	0.0427134592605769	0.05458191840786655	2.7755575615628914e-16		0	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	not_established
Amanita__4987397at2759__code1	1	5	868	7	-8953.404419940845	-8953.404419940845	0.0	0.04868106188572403	0.04868106188572403	0.04353303901806038	0.05413294979982174	2.3245294578089215e-16		0	none_recorded	not_established
Amanita__4988239at2759__code1	1	5	1014	7	-10935.67526544564	-10935.675265445643	-3.637978807091713e-12	0.05331780275753121	0.05331780275753121	0.04865966464393337	0.05836133537701525	1.942890293094024e-16		0	none_recorded	not_established
Amanita__4999134at2759__code1	1	6	2333	9	-22408.90106963652	-22408.901069636522	-3.637978807091713e-12	0.01321292953649832	0.01321292953649832	0.01165348979433667	0.01487498087276695	2.454633718507182e-16		0	none_recorded	not_established
Amanita__5000045at2759__code1	1	6	378	9	-4266.926665442948	-4266.9266654429475	9.094947017729282e-13	0.06484780144027	0.06484780144027	0.05537296723251808	0.07510505686066633	1.700029006457271e-16		0	none_recorded	not_established
Amanita__5000152at2759__code1	1	7	1191	11	-14114.57965830295	-14114.579658302951	-1.8189894035458565e-12	0.03384079436364291	0.03384079436364291	0.03051175593724352	0.03742455056930168	2.498001805406602e-16		0	none_recorded	not_established
Amanita__5000362at2759__code1	1	5	897	7	-9346.089796281913	-9346.089796281913	0.0	0.04051485280631295	0.04051485280631295	0.03648901017347982	0.04485225097851221	3.5041414214731503e-16		0	none_recorded	not_established
Amanita__5000371at2759__code1	1	6	400	9	-4799.233507240022	-4799.233507240022	0.0	0.0583769407762576	0.0583769407762576	0.05117206030419165	0.06615043800161649	3.5388358909926865e-16		0	none_recorded	not_established
Amanita__5000452at2759__code1	1	7	279	11	-4204.954654632324	-4204.954654632324	0.0	0.09125994229943248	0.09125994229943248	0.08066020048261362	0.1026596527963076	2.8449465006019636e-16		0	none_recorded	not_established
Amanita__5000476at2759__code1	1	7	382	11	-4959.473332228903	-4959.473332228903	0.0	0.05148777182650512	0.05148777182650512	0.04459428261835065	0.0590648501150268	1.1796119636642288e-16		0	none_recorded	not_established
Amanita__5000743at2759__code1	1	7	176	11	-2407.463434090558	-2407.4634340905577	4.547473508864641e-13	0.05300968269970065	0.05300968269970065	0.04499639688842144	0.06225112113156386	7.771561172376096e-16		0	none_recorded	not_established
Amanita__5000823at2759__code1	1	7	930	11	-12826.2232441398	-12826.223244139795	3.637978807091713e-12	0.08454967218404723	0.08454967218404723	0.07838319430139691	0.09109349601393406	2.1510571102112408e-16		0	none_recorded	not_established
Amanita__5000870at2759__code1	1	7	750	11	-9721.08962667272	-9721.08962667272	0.0	0.06230162403556331	0.06230162403556331	0.05672935793200829	0.06839997812623004	3.0531133177191805e-16		0	none_recorded	not_established
Amanita__5000986at2759__code1	1	7	503	11	-7511.182410701563	-7511.182410701563	0.0	0.08665143610942032	0.08665143610942032	0.07883587405797057	0.09457168834084748	2.914335439641036e-16		0	none_recorded	not_established
Amanita__5001156at2759__code1	1	7	255	11	-3620.71573799569	-3620.7157379956902	-4.547473508864641e-13	0.1176610790449087	0.1176610790449087	0.103034209399032	0.1334018863349639	3.8163916471489756e-16		0	none_recorded	not_established
Amanita__5001273at2759__code1	1	7	238	11	-3032.746368403599	-3032.7463684035984	4.547473508864641e-13	0.05799540834986048	0.05799540834986048	0.04860313630465461	0.06826398837389476	1.97758476261356e-16		0	none_recorded	not_established
Amanita__5001280at2759__code1	1	7	708	11	-9731.6295345827	-9731.629534582698	1.8189894035458565e-12	0.09096773153333522	0.09096773153333522	0.08379746960234964	0.09857395927889522	2.1510571102112408e-16		0	none_recorded	not_established
Amanita__5001318at2759__code1	1	6	382	9	-4425.291586209598	-4425.291586209598	0.0	0.05747310082100487	0.05747310082100487	0.04964692652535151	0.06596217427467174	1.6479873021779667e-16		0	none_recorded	not_established
Amanita__5001413at2759__code1	1	6	281	9	-3667.885022035064	-3667.885022035064	0.0	0.07234202638887885	0.07234202638887885	0.0628091131779856	0.08259916439731924	1.942890293094024e-16		0	none_recorded	not_established
Amanita__5001473at2759__code1	1	7	115	11	-1321.970634617881	-1321.9706346178812	-2.2737367544323206e-13	0.02597444712002772	0.02597444712002772	0.0182490451319069	0.03559439994050852	2e-10		0	none_recorded	not_established
Amanita__5001660at2759__code1	1	6	639	9	-7652.123886533438	-7652.123886533439	-9.094947017729282e-13	0.06010988958445413	0.06010988958445413	0.05427206042434767	0.06642453607991558	4.3021142204224816e-16		0	none_recorded	not_established
Amanita__5001734at2759__code1	1	5	216	7	-2057.230477050436	-2057.2304770504356	4.547473508864641e-13	0.04428216877100129	0.04428216877100129	0.03439638715545116	0.05577476189437131	1.8041124150158794e-16		0	none_recorded	not_established
Amanita__5001941at2759__code1	1	5	735	7	-7533.514478255901	-7533.514478255901	0.0	0.05425885756907	0.05425885756907	0.04814341868194003	0.06095263445572749	2.220446049250313e-16		0	none_recorded	not_established
Amanita__5002334at2759__code1	1	6	270	9	-3592.506881335984	-3592.506881335984	0.0	0.06629896172639259	0.06629896172639259	0.05738014500054342	0.07604663057806212	3.7470027081099033e-16		0	none_recorded	not_established
Amanita__5002573at2759__code1	1	7	384	11	-5175.391309072341	-5175.391309072341	0.0	0.07282826937912515	0.07282826937912515	0.06440394783428188	0.08201055868241222	2.185751579730777e-16		0	none_recorded	not_established
Amanita__5003022at2759__code1	1	7	853	11	-10123.89690459643	-10123.89690459643	0.0	0.03614991350760895	0.03614991350760895	0.03206833443389728	0.04055596913997207	3.452099717193846e-16		0	none_recorded	not_established
Amanita__5003192at2759__code1	1	6	433	9	-6010.12233326844	-6010.12233326844	0.0	0.09216457626234664	0.09216457626234664	0.08372990718557391	0.1009538631194729	2.8449465006019636e-16		0	none_recorded	not_established
Amanita__5003205at2759__code1	1	6	1307	9	-16004.54600753073	-16004.54600753073	0.0	0.08215075879413093	0.08215075879413093	0.07689815930018536	0.08757568892442205	2.0122792321330962e-16		0	none_recorded	not_established
Amanita__5003856at2759__code1	1	6	299	9	-3616.466065496189	-3616.466065496189	0.0	0.05969004337544665	0.05969004337544665	0.05103366674785388	0.06914922384402095	2.914335439641036e-16		0	none_recorded	not_established
Amanita__5003972at2759__code1	1	7	242	11	-3196.771635329208	-3196.7716353292076	4.547473508864641e-13	0.0665998919304338	0.0665998919304338	0.05678597378910855	0.0771488143676933	3.0878077872387166e-16		0	none_recorded	not_established
Amanita__5004118at2759__code1	1	7	218	11	-3162.357378396093	-3162.3573783960937	-9.094947017729282e-13	0.1276817094633519	0.1276817094633519	0.1113812869581827	0.1452025511799392	1.3183898417423734e-16		0	none_recorded	not_established
Amanita__5004265at2759__code1	1	6	269	9	-3333.356363110881	-3333.3563631108814	-4.547473508864641e-13	0.08745244583110057	0.08745244583110057	0.07628654036396078	0.09976830513632817	5.134781488891349e-16		0	none_recorded	not_established
Amanita__5004327at2759__code1	1	7	785	11	-13110.76368617556	-13110.763686175558	1.8189894035458565e-12	0.1088635477859487	0.1088635477859487	0.102343956697204	0.1156295094597453	9.992007221626409e-16		0	none_recorded	not_established
Amanita__5004391at2759__code1	1	6	986	9	-11415.55063964981	-11415.550639649813	-3.637978807091713e-12	0.07903445802164938	0.07903445802164938	0.07258823816600776	0.08592327358078103	2.42861286636753e-16		0	none_recorded	not_established
Amanita__5004478at2759__code1	1	7	410	11	-5674.010392956156	-5674.010392956156	0.0	0.07797282514887227	0.07797282514887227	0.06940789636668673	0.08698076265395614	3.8163916471489756e-16		0	none_recorded	not_established
Amanita__5004599at2759__code1	1	7	688	11	-10168.39292375094	-10168.392923750942	-1.8189894035458565e-12	0.1085978273110165	0.1085978273110165	0.100422230172862	0.1167182705799081	2.0816681711721685e-16		0	none_recorded	not_established
Amanita__5005010at2759__code1	1	6	112	9	-1591.280592672002	-1591.2805926720016	4.547473508864641e-13	0.06767353268904348	0.06767353268904348	0.05585924935183436	0.08222277307934465	2.9976021664879227e-15		0	none_recorded	not_established
Amanita__5005174at2759__code1	1	6	223	9	-2722.426319330255	-2722.426319330255	0.0	0.09015639927861288	0.09015639927861288	0.07652438595929174	0.1050350030787469	2.914335439641036e-16		0	none_recorded	not_established
Amanita__5005196at2759__code1	1	6	424	9	-4893.090995537055	-4893.090995537055	0.0	0.05187881379678208	0.05187881379678208	0.04484285329169918	0.05964138123381092	4.3368086899420177e-16		0	none_recorded	not_established
Amanita__5005215at2759__code1	1	7	552	11	-8087.253205030392	-8087.253205030393	-9.094947017729282e-13	0.09384476212308024	0.09384476212308024	0.08606417258002279	0.1020669579756449	5.551115123125783e-16		0	none_recorded	not_established
Amanita__5005217at2759__code1	1	7	460	11	-7099.966072138894	-7099.966072138894	0.0	0.1099212577362366	0.1099212577362366	0.100697955432694	0.1196537768922624	3.3306690738754696e-16		0	none_recorded	not_established
Amanita__5005274at2759__code1	1	7	293	11	-4171.06502787353	-4171.06502787353	0.0	0.1169443727978384	0.1169443727978384	0.1037781646343127	0.1307832623874954	3.8163916471489756e-16		0	none_recorded	not_established
Amanita__5005697at2759__code1	1	7	574	11	-8154.129538744245	-8154.129538744245	0.0	0.06933120353046783	0.06933120353046783	0.06346239238792831	0.07573933440945188	3.677613769070831e-16		0	none_recorded	not_established
Amanita__5005750at2759__code1	1	4	116	5	-1084.081776717978	-1084.081776717978	0.0	0.06048300120071733	0.06048300120071733	0.04599647431716636	0.07755522571371391	1.942890293094024e-16		0	none_recorded	not_established
Amanita__5005892at2759__code1	1	7	301	11	-4381.982604249737	-4381.982604249737	0.0	0.1067602389510374	0.1067602389510374	0.09504389003131104	0.1191670705077797	5.065392549852277e-16		0	none_recorded	not_established
Amanita__5006326at2759__code1	1	7	588	11	-7739.895364856991	-7739.895364856991	0.0	0.06741579603073439	0.06741579603073439	0.06068600628135165	0.07431950150351313	2.2898349882893854e-16		0	none_recorded	not_established
Amanita__5006412at2759__code1	1	6	507	9	-6883.325875831843	-6883.325875831843	0.0	0.1378031594734899	0.1378031594734899	0.1265329269642707	0.149605392496696	3.0531133177191805e-16		0	none_recorded	not_established
Amanita__5011777at2759__code1	1	7	667	11	-10462.15076888253	-10462.15076888253	0.0	0.1217131198624413	0.1217131198624413	0.1131320663584323	0.1304386868114079	2.5673907444456745e-16		0	none_recorded	not_established
Amanita__5013042at2759__code1	1	7	400	11	-5081.099168439766	-5081.099168439766	0.0	0.05824834800192442	0.05824834800192442	0.0506496677845333	0.06672525090044626	3.2959746043559335e-16		0	none_recorded	not_established
Amanita__5013067at2759__code1	1	7	326	11	-3983.912888074372	-3983.912888074372	0.0	0.05043475256519607	0.05043475256519607	0.04276996178516085	0.05910266570197737	2.255140518769849e-16		0	none_recorded	not_established
Amanita__5013259at2759__code1	1	6	143	9	-1937.406693662647	-1937.4066936626468	2.2737367544323206e-13	0.07980098918616797	0.07980098918616797	0.06770806144409233	0.09374059373750816	2.1094237467877974e-15		0	none_recorded	not_established
Amanita__5013539at2759__code1	1	7	279	11	-3246.83374304325	-3246.83374304325	0.0	0.05407348102178113	0.05407348102178113	0.04470963240829925	0.064841312843654	1.2836953722228372e-16		0	none_recorded	not_established
Amanita__5013726at2759__code1	1	7	183	11	-2504.457803018271	-2504.4578030182706	4.547473508864641e-13	0.04797309848667262	0.04797309848667262	0.04007302589236171	0.05667191412192091	5.134781488891349e-16		0	none_recorded	not_established
Amanita__5013738at2759__code1	1	6	227	9	-2751.559494653925	-2751.559494653924	9.094947017729282e-13	0.07125099323404231	0.07125099323404231	0.06077910541976814	0.08298135772850665	3.0531133177191805e-16		0	none_recorded	not_established
Amanita__5013992at2759__code1	1	6	800	9	-9510.511039162708	-9510.511039162708	0.0	0.05914637724513613	0.05914637724513613	0.05378574363570473	0.06489125367835365	1.0408340855860843e-16		0	none_recorded	not_established
Amanita__5014007at2759__code1	1	7	592	11	-8379.736998116741	-8379.736998116741	0.0	0.09938774900153759	0.09938774900153759	0.09081272709689332	0.1083674764500818	4.440892098500626e-16		0	none_recorded	not_established
Amanita__5015403at2759__code1	1	7	410	11	-5454.132187445317	-5454.132187445316	9.094947017729282e-13	0.07911377719101206	0.07911377719101206	0.07020150160573507	0.08841410979359554	2.706168622523819e-16		0	none_recorded	not_established
Amanita__5015647at2759__code1	1	7	867	11	-10293.24676208433	-10293.246762084329	1.8189894035458565e-12	0.04174487273183633	0.04174487273183633	0.03731831492294024	0.04639896629342297	1.734723475976807e-16		0	none_recorded	not_established
Amanita__5015712at2759__code1	1	6	484	9	-5721.060915347134	-5721.060915347134	0.0	0.1185621685352932	0.1185621685352932	0.1062259720491424	0.1320380651254255	1.942890293094024e-16		0	none_recorded	not_established
Amanita__5015742at2759__code1	1	7	469	11	-6923.619491730731	-6923.61949173073	9.094947017729282e-13	0.05611498877622247	0.05611498877622247	0.05073281964250115	0.06194690714127031	2.1094237467877974e-15		0	none_recorded	not_established
Amanita__5015876at2759__code1	1	7	505	11	-6980.090508872054	-6980.090508872055	-9.094947017729282e-13	0.06650417946416785	0.06650417946416785	0.05985916689978465	0.07339479952263467	1.1102230246251565e-16		0	none_recorded	not_established
Amanita__5017019at2759__code1	1	7	396	11	-5687.831859038944	-5687.8318590389445	-9.094947017729282e-13	0.08873511848805651	0.08873511848805651	0.0797086125977651	0.09835134241231312	4.85722573273506e-16		0	none_recorded	not_established
Amanita__5018803at2759__code1	1	6	690	9	-9132.7681468536	-9132.7681468536	0.0	0.08707850721273168	0.08707850721273168	0.080245686650208	0.09431122139220594	2.914335439641036e-16		0	none_recorded	not_established
Amanita__529759at2759__code1	1	7	245	11	-2831.931707995257	-2831.931707995257	0.0	0.03060059438109997	0.03060059438109997	0.02395676973038661	0.03838010455965937	2.2898349882893854e-16		0	none_recorded	not_established
Amanita__530014at2759__code1	1	6	852	9	-9571.343162746414	-9571.343162746414	0.0	0.0464744897810662	0.0464744897810662	0.04172662045806769	0.05163553858462559	4.683753385137379e-16		0	none_recorded	not_established
Amanita__530740at2759__code1	1	7	283	11	-4002.391136765768	-4002.3911367657684	-4.547473508864641e-13	0.08895468449214138	0.08895468449214138	0.0781806753388302	0.1006715684005112	2.2898349882893854e-16		0	none_recorded	not_established
Amanita__538728at2759__code1	1	5	517	7	-5118.193172238137	-5118.193172238137	0.0	0.05165600360184468	0.05165600360184468	0.04466802598992194	0.05936345145645568	1.6306400674181987e-16		0	none_recorded	not_established
Amanita__538952at2759__code1	1	7	485	11	-7291.777081337216	-7291.777081337216	0.0	0.106606743233952	0.106606743233952	0.09757063767324402	0.1160628779186153	3.95516952522712e-16		0	none_recorded	not_established
Amanita__539632at2759__code1	1	6	297	9	-3324.045295213851	-3324.045295213851	0.0	0.0309442557537294	0.0309442557537294	0.02512437302044814	0.03758670418750312	2e-10		0	none_recorded	not_established
Amanita__540946at2759__code1	1	6	395	9	-5373.24553681833	-5373.24553681833	0.0	0.09756162591413664	0.09756162591413664	0.08793334595998113	0.1079562068071649	1.0685896612017132e-15		0	none_recorded	not_established
Amanita__541070at2759__code1	1	6	241	9	-3371.156698593518	-3371.1566985935183	-4.547473508864641e-13	0.08991638553957063	0.08991638553957063	0.07868026742108872	0.1023108297372868	2.220446049250313e-16		0	none_recorded	not_established
Amanita__554735at2759__code1	1	7	257	11	-3319.70426409926	-3319.7042640992604	-4.547473508864641e-13	0.04257995280525969	0.04257995280525969	0.03546003974103573	0.05078697831349267	2.0643209364124004e-16		0	none_recorded	not_established
Amanita__649304at2759__code1	1	7	305	11	-4353.17907915295	-4353.17907915295	0.0	0.08792613196271337	0.08792613196271337	0.07772342143628563	0.09918027168393266	3.469446951953614e-16		0	none_recorded	not_established
Amanita__707076at2759__code1	1	7	269	11	-3283.491504439922	-3283.491504439922	0.0	0.04462547665163694	0.04462547665163694	0.03690222342382359	0.05341817810630146	3.0878077872387166e-16		0	none_recorded	not_established
Amanita__707202at2759__code1	1	7	359	11	-4679.541793830671	-4679.541793830671	0.0	0.05950125790605643	0.05950125790605643	0.05141730664770553	0.06827033259953186	1.8041124150158794e-16		0	none_recorded	not_established
Amanita__727964at2759__code1	1	6	302	9	-3375.177454802619	-3375.177454802619	0.0	0.04322225584088038	0.04322225584088038	0.03578578385316503	0.05165083501197008	2.3592239273284576e-16		0	none_recorded	not_established
Amanita__730114at2759__code1	1	7	532	11	-7107.176930650245	-7107.176930650244	9.094947017729282e-13	0.07323729776762385	0.07323729776762385	0.0655556968530558	0.08141650422360004	2.636779683484747e-16		0	none_recorded	not_established
Amanita__760428at2759__code1	1	6	383	9	-5367.407805318504	-5367.407805318505	-9.094947017729282e-13	0.09369787320258832	0.09369787320258832	0.08434735982067919	0.103742439015567	2.914335439641036e-16		0	none_recorded	not_established
Amanita__776280at2759__code1	1	7	425	11	-6680.012834963812	-6680.012834963812	0.0	0.1039959731381225	0.1039959731381225	0.09480775878481189	0.1135015845652563	4.85722573273506e-16		0	none_recorded	not_established
Amanita__801816at2759__code1	1	7	185	11	-2184.515741741206	-2184.515741741206	0.0	0.03906233016046684	0.03906233016046684	0.03039793407389255	0.04908547363220401	2.2898349882893854e-16		0	none_recorded	not_established
Aspergillus__115730at2759__code1	1	10	330	17	-4288.418817583502	-4288.4188175835025	-9.094947017729282e-13	0.04157125603851869	0.04157125603851869	0.03491781820385181	0.04900492089433393	2e-10		1	none_recorded	not_established
Aspergillus__129234at2759__code1	1	10	189	17	-2579.526935154889	-2579.5269351548895	-4.547473508864641e-13	0.02621974627660525	0.02621974627660525	0.02011904986169645	0.03346973211773793	2e-10		0	none_recorded	not_established
