sequence_sha256	joint_predicted_plddt_cutoff	contributing_units	af_experiment_rmsd_angstrom	af_experiment_local_mean_absolute_difference_angstrom	af_experiment_local_rms_difference_angstrom	esm_experiment_rmsd_angstrom	esm_experiment_local_mean_absolute_difference_angstrom	esm_experiment_local_rms_difference_angstrom	af_esm_rmsd_angstrom	af_esm_local_mean_absolute_difference_angstrom	af_esm_local_rms_difference_angstrom	paired_delta_rmsd_angstrom	paired_delta_local_mean_absolute_difference_angstrom	paired_delta_local_rms_difference_angstrom	fraction_full_sequence
6c6238ce3df8a0730a750c002381624b18a9118d769139354008a70ca5ac7ee5	70	36	2.3597412851676474	0.3348928634347555	0.5364820790233502	32.44890188439816	0.8252386217923683	5.478114507388405	31.769874727845473	0.6972230660936284	5.243614249329079	30.156328279930268	0.48230841162489846	4.903004944678925	0.6043771043771043
6e7fd9e10994e26e9895de924a49c0063dfda2ba87b7f91ecbfd6f3df4dfa650	0	12	8.069402686497243	1.405819672467826	4.389363368857952	13.927622463170785	2.4814597653117403	6.8503012014609475	11.629111255328244	1.6219419748549981	4.035714109088467	5.970933292652447	1.2642825773302528	2.4000272564073257	0.5424328147100425
89d2fdfca2ef088a14904ec0666b8ad3b69f7e91ab028ebe763777e0acf6c69c	0	3	2.532983881499872	0.9302041718430092	1.4961108651362969	7.306382615447078	2.1693166010456983	4.537582682567269	7.215188372226449	1.7532756388208208	4.287197106716733	4.773396066042823	1.2391124292026892	3.0414718174309723	0.8068965517241379
89d2fdfca2ef088a14904ec0666b8ad3b69f7e91ab028ebe763777e0acf6c69c	70	3	2.315840501448215	0.8190158898130606	1.189951113194286	2.115297912152926	0.8493843024221409	1.2094554121553138	1.017582302760861	0.26277410383618965	0.41415997125815224	-0.20053739087920786	0.030372076585470587	0.01950607282787442	0.5344827586206896
8ffdab9ad3bb166a8856b225168506babb0f843c04a03ac7585f9214c3993f79	0	6	20.695904800317685	0.37485623026505893	1.4588839605644288	25.162347318615748	1.829969190976977	4.930321742909566	21.161112371335417	1.5956632265475443	4.176630884083384	3.8530417094299594	1.455068621745042	3.471437782345138	0.8716981132075472
8ffdab9ad3bb166a8856b225168506babb0f843c04a03ac7585f9214c3993f79	70	6	20.96206772972914	0.24060644056137823	0.5066716780295109	24.37962490405692	0.6493450663504023	1.1337937021228073	20.32926179841908	0.5128730881139504	0.9923795592763585	3.097081827999297	0.40846531173181816	0.6271220240932964	0.7264150943396226
9b034068144dc1c8f367dcc1d0940877c694565a6c15b2ee590634a8d512edac	0	39	5.251617133280345	1.7592018863240628	3.5720205180654543	41.04186607202006	7.377836338093527	23.007710310472927	38.62282767149598	5.844059999196799	20.44212532276017	35.52414664583757	5.6336209789889775	19.539890051727305	0.7758887171561051
9b034068144dc1c8f367dcc1d0940877c694565a6c15b2ee590634a8d512edac	70	13	3.6072378322274385	0.8137132213768711	1.8953278418636441	26.534595882968777	3.8938293024829225	16.982935296829023	24.205309880975157	3.1869080831588277	15.373650067157874	22.949335900549464	3.0595509173435156	15.168881117071178	0.5023183925811437
bf05158060be9cb3c113f731b4fb731d0cd45873415da4d31b30f3e292b21589	0	5	3.0652846358592147	0.7988837911670148	1.12584862778028	22.093919130654164	1.3145601642405886	3.7140454656125264	21.44122277848514	0.7484197583603477	3.4786368474651637	19.035811191572993	0.5185213515610853	2.5778795236209913	0.5654362416107382
c4214baeff24b16caa93f67de339df82dfa7e06f3ef726aae3a8eba8ef80e8c0	0	35	1.63305510735903	0.455896125107113	0.8439715452692522	24.086126793638925	2.216618622091988	8.826411803838967	24.21191704283307	2.03045441196745	8.586174381369274	22.461145568166863	1.7607224969848752	7.949194833279762	0.9610136452241715
c4214baeff24b16caa93f67de339df82dfa7e06f3ef726aae3a8eba8ef80e8c0	70	35	1.386457602061525	0.37605163260026137	0.644879976413735	22.87817830515762	1.260988794497945	6.17369018364225	23.128323112955673	1.1220267547798861	6.157714495311457	21.584792599661494	0.8848103730637668	5.466335244598694	0.8615984405458089
c4214baeff24b16caa93f67de339df82dfa7e06f3ef726aae3a8eba8ef80e8c0	90	35	1.1345583593622606	0.30004411812942844	0.38589968415403597	22.03627413721388	0.4077257482490882	1.590589737788411	22.296889611481557	0.23430978749745707	1.5809338761700051	20.898718841958466	0.10202182793807102	1.195811692377475	0.5497076023391813
