case_id	target_node	original_dS_review_label	original_t	unconstrained_t	unconstrained_ll_gain	best_grid_exceeds_unconstrained_by	factor_0p1_ll_deficit_from_best	factor_10_ll_deficit_from_best	maximum_nuisance_reoptimization_gain	marker_copy_caveat	fcs_exposed_taxa	fcs_exposed_case
Amanita__352891at2759__code1	F235537	0.9467679330940734	2.14241698674809	2.1604043185498525	0.004954853640811052	-0.0011913340849787346	39.16831382156124	69.14712444164843	89.58635725160593	none_recorded		False
Amanita__3643464at2759__code1	F235537	1.718410020953683	3.959290590345987	4.008321485697488	0.009823072199651506	-0.00499549747837591	136.3794024000581	140.2827729560795	352.4399495645048	none_recorded		False
Amanita__4613677at2759__code1	F235537	1.6040171529360718	3.219673966061697	3.2298150550598153	0.00036817620980400534	-7.913209765320062e-05	37.96966481858067	28.294875704682	77.94863075597391	none_recorded		False
Amanita__4695236at2759__code1	F235537	1.0177598183843173	2.04721474979231	2.056047001711418	0.00545205900016299	-0.0014198026274243603	240.76916496235208	325.1015541545057	582.3027009002399	none_recorded		False
Amanita__4747214at2759__code1	F235537	1.4688677588318608	3.671133651443386	3.7034825085160445	0.0013473542624069523	-0.0005230174463122239	26.008361930965066	23.88081328321664	56.44232362214984	none_recorded		False
Amanita__4764044at2759__code1	F235537	0.9247984483679196	1.735497017037107	1.7464996008196152	0.007891145611210959	-0.001620597449800698	118.68833124880803	180.23368005041812	271.87263337520017	none_recorded		False
Amanita__4803900at2759__code1	F235537	0.95224863540228	1.452646869543976	1.4577757155907183	0.0005401330872700782	-9.890405863188789e-05	24.76433619051545	27.145624643755127	46.622375545865225	none_recorded		False
Amanita__4810093at2759__code1	F235537	1.2750897986276428	2.805532652659038	2.8281561252584586	0.011140872768010013	-0.003337224470669753	176.28275129568647	224.82327821763465	496.23824939797487	none_recorded		False
Amanita__4813267at2759__code1	F235537	1.1687855474017894	2.635981163857748	2.648853314753163	0.0032117562295752577	-0.0009893169935821788	113.22063691239782	165.2909154546178	304.17722364476685	none_recorded		False
Amanita__4823929at2759__code1	F41956	0.9259131908394355	2.059270768183325	2.075936693373942	0.007177424618930672	-0.0020917725341860205	93.46912791481827	129.01254215796598	208.16835247111248	none_recorded		False
Amanita__4837017at2759__code1	F933333	0.9574195622262767	1.84630667962306	1.8566760255696662	0.0016316261635438423	-0.0004746528511532233	39.88283801098578	67.18908760208342	106.54422348788194	none_recorded		False
Amanita__4838864at2759__code1	F41956	0.9829402631701907	2.046604842374216	2.0550337634792446	0.002270918999784044	-0.000797142581177468	154.77075812057046	156.41719342844317	376.8923247826442	none_recorded		False
Amanita__4843240at2759__code1	F235537	1.4333229861418537	3.270053146137835	3.314379699998143	0.0066550748042573105	-0.0041716952619026415	124.90662431091914	75.57734200292907	448.713239561871	none_recorded		False
Amanita__4843824at2759__code1	F41956	1.2371304063645792	2.678270761979588	2.6942851659726847	0.0008201590285352722	-0.00033967951549129793	36.226886621308495	29.176226832415068	76.98164756895994	none_recorded		False
Amanita__4867008at2759__code1	F933333	15.135982640507315	29.96560735331768	30.5255207717314	0.003928369842469692	-0.0030430459264607634	58.420451188319475	28.719308265282052	171.6634188853045	none_recorded		False
Amanita__4888252at2759__code1	F235537	1.315101922202251	2.583199676105834	2.6063153830816836	0.0059696931566577405	-0.003275338107414427	194.10162966496682	96.80593541333656	709.2118109805542	none_recorded		False
Amanita__4896098at2759__code1	F41956	1.0766922542609247	2.633784503083165	2.6589002543803275	0.0024633710386297025	-0.0008155040072779229	24.46932788049571	25.405600823446548	66.49194767491554	none_recorded		False
Amanita__4900375at2759__code1	F933333	30.814622615823613	65.46847642575153	66.31440489199014	0.0036345837575026962	-0.001567692801472731	69.61266220417701	22.15119970080832	148.91861428936272	none_recorded		False
Amanita__4908955at2759__code1	F235537	1.9136617971437488	4.569229857772091	4.623330577275589	0.0024371462022827473	-0.0015087228862284974	67.52378500779514	41.1723703371822	198.13947005841874	none_recorded		False
Amanita__4911644at2759__code1	F235537	1.2475813817464596	2.436842263703427	2.449557405671214	0.002813494700603769	-0.0011241439715377055	149.2821669147379	123.50646714917639	418.5015997710925	none_recorded		False
Amanita__4940884at2759__code1	F235537	1.0471082748127953	2.090878268287048	2.0977213601972142	0.0018363130529905902	-0.00044796824477089103	91.13788766865764	155.18842062361728	258.6918090544368	none_recorded		False
Amanita__4969018at2759__code1	F235537	1.4131977766144928	3.034435445221455	3.0632644551044454	0.005442285840217664	-0.0023580568167744786	95.69768920853676	105.77260082832709	224.4948460905971	none_recorded		False
Amanita__4969636at2759__code1	F235537	1.7990364516629611	4.395865097398553	4.4407782530584425	0.005205542243857053	-0.00228184865500225	115.36701487290793	80.91239297708762	294.91227371302193	none_recorded		False
Amanita__4969990at2759__code1	F41956	1.0122721616949812	1.977228604051597	1.9888816864272352	0.001970191849522962	-0.0005980867513244448	42.15199652359388	53.21342861512994	129.43586752188594	none_recorded		False
Amanita__4970387at2759__code1	F41956	1.3396689687118049	2.55058693698419	2.5634350681236437	0.0009047051087236468	-0.0002911599353865313	39.815965394653404	42.70099734885548	88.05326222494432	none_recorded		False
Amanita__4970538at2759__code1	F235537	1.5920201682901438	4.162629710594782	4.193724168916633	0.007152241270887316	-0.003204010083209141	302.87018213034935	195.74490736836924	746.0714877999253	none_recorded		False
Amanita__4971272at2759__code1	F235537	1.3291749522903797	2.648260605819515	2.662520513291932	0.0018855492962757125	-0.0007937859209050657	86.60234213785043	105.51504701038812	193.92409616626628	none_recorded		False
Amanita__4974767at2759__code1	F235537	1.0261355737767213	1.983780574549911	1.9891552833845059	0.00035607594850262103	-4.878640356764663e-05	13.28450048703121	21.292760172703538	33.4154413340932	none_recorded		False
Amanita__4975094at2759__code1	F235537	1.1178490158480623	2.352432581139086	2.3657663110727083	0.005767091271991376	-0.0016931672889768379	160.6687815252826	212.7831104417146	462.05204765409326	none_recorded		False
Amanita__4976279at2759__code1	F235537	1.1930455298241045	2.913383230974441	2.9500388760243403	0.009819196242460748	-0.003583924410122563	68.11084134517478	101.23472150503403	251.21100824503537	none_recorded		False
Amanita__4977163at2759__code1	F235537	1.2938206791377518	2.531024232931634	2.5529898723175237	0.002641749319536757	-0.0010445850566611625	54.48345370401603	50.073800247783765	137.888628737825	none_recorded		False
Amanita__4977863at2759__code1	F235537	1.2959161491988602	2.994159843990693	3.011935298865581	0.00349000764072116	-0.0013532595294236671	164.7339835909197	146.19463462375643	427.462824521489	none_recorded		False
Amanita__4983000at2759__code1	F235537	1.3978353157075198	3.689527565510578	3.718640334756013	0.007228370086522773	-0.0016918537594392546	95.91709302711388	112.45707088139807	287.6874411787958	none_recorded		False
Amanita__4985971at2759__code1	F1004511	1.0071407453361376	1.889177554153282	1.8947762753196509	0.0012972082367923576	-0.000165783773354633	66.78367229748937	66.23097256774781	143.3904980264092	none_recorded		False
Amanita__4986044at2759__code1	F235537	1.1826821781930372	2.167866162903867	2.177197075722625	0.0031182195561996195	-0.00043609449039649917	67.73114780209562	88.70091224643511	220.5700695355199	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis		False
Amanita__4987397at2759__code1	F235537	1.2110804987517032	2.458550353620045	2.47292251815883	0.0032611408314551227	-0.0014322761871881085	166.85748495056396	134.01588085531512	445.1582805407161	none_recorded		False
Amanita__4988239at2759__code1	F41956	1.1619075437090018	2.556545607554304	2.5734112627747963	0.004233608064168948	-0.0019792566545220325	166.3782207352615	152.55529735607342	526.7342142435191	none_recorded		False
Amanita__4999134at2759__code1	F235537	0.9175161883802982	2.098109943226456	2.1081092470169547	0.00682500738548697	-0.001886772759462474	183.00477308301924	251.09672230638898	265.129941068044	none_recorded		False
Amanita__5000045at2759__code1	F933333	0.6855355975121012	1.206519395197121	1.212962312167592	0.0030199042630556505	-0.0006578310012628208	53.99733565822498	97.59679358221365	131.7465528844541	none_recorded		False
Amanita__5000152at2759__code1	F235537	1.0207616480148292	2.057653152112664	2.0682487221775063	0.008818362788588274	-0.0015666518465877743	139.3023137881446	245.33446259062475	299.3134634694343	none_recorded		False
Amanita__5000362at2759__code1	F41956	2.237664475482875	3.858364776607687	3.8822444833321335	0.002383154867857229	-0.001477928379244986	242.21427609545754	125.76631116098724	657.4918612816527	none_recorded		False
Amanita__5000371at2759__code1	F235537	1.3733390249984374	3.206949294106955	3.234410518975411	0.003483123275145772	-0.0013156417007849086	72.18749803959327	72.53067187710622	224.1008591375621	none_recorded		False
Amanita__5000452at2759__code1	F235537	1.4712993131533048	3.254623835675583	3.2976514668792944	0.006379312644639867	-0.003410053726838669	79.58403672862914	76.29021240961265	196.0104802217602	none_recorded		False
Amanita__5000476at2759__code1	F235537	1.1474257712434195	2.182768289618989	2.1959153575824555	0.004221028802021465	-0.0008215544730774127	59.835837722062934	88.06954115584267	167.00420270258928	none_recorded		False
Amanita__5000743at2759__code1	F933333	19.268482921166733	49.63857345529163	50.17373967402862	0.003582652480872639	-0.0010216128998763452	57.96550193234907	36.9786136535663	129.09999415536504	none_recorded		False
Amanita__5000823at2759__code1	F235537	1.0304261256587146	1.983851322330695	1.9912397526090106	0.002930897866463056	-0.00102681057069276	208.56488189532683	308.95992838559687	489.347896786554	none_recorded		False
Amanita__5000870at2759__code1	F235537	1.2818729944604785	2.940171301970274	2.9771077832003394	0.01731456297056866	-0.007156867861340288	148.50691716964866	193.36080288595804	398.13420406093246	none_recorded		False
Amanita__5000986at2759__code1	F235537	1.6415771270375161	3.568347418860856	3.594505167168207	0.005745147809648188	-0.0019203854244551621	152.34317750702758	147.02699061500334	360.4593793433096	none_recorded		False
Amanita__5001156at2759__code1	F235537	0.9400495886711004	1.847573620341497	1.8594197757559814	0.0027020670868296293	-0.000827346927508188	60.152783892162915	90.99437594320125	154.96970543962198	none_recorded		False
Amanita__5001273at2759__code1	F235537	1.4610285298848753	3.704369783197133	3.744873583250038	0.003947874924051575	-0.0013870643747395661	53.306801932409144	45.67936681010906	137.50886429490038	none_recorded		False
Amanita__5001280at2759__code1	F235537	1.1283612204198166	2.547935465862322	2.564985494370672	0.009994464555347804	-0.0019235609433962964	145.46098187369535	192.76913821235576	341.9340065661181	none_recorded		False
Amanita__5001318at2759__code1	F235537	1.1237061115803844	2.426084974586096	2.437590993863185	0.001878364249932929	-0.00046275354452518513	65.37893929404345	74.22512955077764	190.67243936046816	none_recorded		False
Amanita__5001413at2759__code1	F235537	1.337814466527653	2.955453622534691	2.9918491569800745	0.0038989787040009105	-0.00224568527255542	71.68970678035112	51.63882599865519	196.54545888170333	none_recorded		False
Amanita__5001473at2759__code1	F41956	1.38076112084457	3.541449988813242	3.5713078304349377	0.001068084057123997	-0.00042121858018617786	19.96615455375718	21.26107126386478	36.71877258290465	none_recorded		False
Amanita__5001660at2759__code1	F67723	1.8090970536766655	3.85434314573987	3.879857021840998	0.004315479205615702	-0.0017531162302475423	218.3550576092057	135.0405046840633	409.0653283368365	none_recorded		False
Amanita__5001734at2759__code1	F235537	1.3072600221589565	1.748710139334798	1.7566328294231868	0.0007930453793960623	-0.00022630035027759732	32.09133186799818	40.680726416365815	92.93277399254475	none_recorded		False
Amanita__5001941at2759__code1	F235537	0.8457668161544137	1.864750584183215	1.8777370983646862	0.003985536306572612	-0.0016829615788083174	99.61750332786323	98.22140542065517	324.84124827600954	none_recorded		False
Amanita__5002334at2759__code1	F235537	1.5290359696491485	4.025771069401458	4.08220964593865	0.0037842695041945262	-0.002179855667236552	60.165742925603354	44.235063549456754	196.8676820997016	none_recorded		False
Amanita__5002573at2759__code1	F235537	1.139915188172311	2.559965370645178	2.5735213702430535	0.0034734905739242095	-0.0007242595156640164	69.4296232611232	109.45407350500136	201.35534468279093	none_recorded		False
Amanita__5003022at2759__code1	F235537	1.0859145623475872	2.193421951467657	2.202128048493219	0.0031710811217635637	-0.0006873837046441622	121.0865042030855	165.62970159912038	236.91725980419687	none_recorded		False
Amanita__5003192at2759__code1	F41956	1.5674740217334022	3.688493151760848	3.7248470563236102	0.0057213695590689895	-0.002445327701025235	128.48418605532243	93.43758209307543	350.7691632451979	none_recorded		False
Amanita__5003205at2759__code1	F235537	1.2635341500679915	2.724538776802657	2.7295169601927434	0.0016250132393906824	-0.0002786351487884531	317.1157234372731	314.2218357328311	875.2408994774942	none_recorded		False
Amanita__5003856at2759__code1	F235537	1.4988265959488047	3.175664469153808	3.1997637373534507	0.0020690605997515377	-0.0008725435131964332	63.23901431098375	61.46293406670384	171.84724032382383	none_recorded		False
Amanita__5003972at2759__code1	F235537	1.4026856762317215	3.802931700051962	3.849621291171329	0.006733276248269249	-0.0022291018003670615	50.881706906233376	59.79864700204462	144.13005053848383	none_recorded		False
Amanita__5004118at2759__code1	F235537	1.3643647770111165	2.516030903957911	2.5221460908272504	0.002818399751049583	-0.0001281326813113992	90.9698515190953	80.2689975827152	139.42971582617565	none_recorded		False
Amanita__5004265at2759__code1	F235537	1.6481113870503246	3.393927697550322	3.4282641802064955	0.0036203802824275044	-0.0018754364405140223	93.84873786018125	67.38278818819845	201.5480943012276	none_recorded		False
Amanita__5004327at2759__code1	F235537	1.4446278224276015	3.363401352558574	3.394177321609948	0.011547497224455583	-0.0040714427195780445	172.04661717195086	223.53362342699256	541.9740406019009	none_recorded		False
Amanita__5004391at2759__code1	F235537	0.8796617196198151	1.584524914087393	1.5899945798838933	0.0020221629292791476	-0.000752954083509394	167.80597157562624	276.32013201053815	438.6728931443995	none_recorded		False
Amanita__5004478at2759__code1	F235537	1.0884235461990321	2.44736937905628	2.46196591872989	0.0026700609196268488	-0.0008966241757661919	73.64371216376367	105.43486721981208	231.031394399065	none_recorded		False
Amanita__5004599at2759__code1	F235537	1.0326340417495383	2.178927662737048	2.198396458899651	0.014917672169758589	-0.003990269166024518	141.7318304553355	227.31150255979082	381.16751642462077	none_recorded		False
Amanita__5005010at2759__code1	F933333	21.453561877275863	45.12712661449395	47.547307064907976	0.01550912151446937	-0.014192450589689543	43.15888488831956	13.524100765298954	98.45652127606309	none_recorded		False
Amanita__5005174at2759__code1	F235537	1.270006893640138	2.323552873573746	2.3406034502313213	0.0025383345991940587	-0.0008926579716899141	65.62020752232866	63.20059835260463	145.64972968740676	none_recorded		False
Amanita__5005196at2759__code1	F235537	1.0439423371511087	1.980086109441606	1.9882876944494727	0.0019420818298385711	-0.0004258897497493308	84.33776510392636	88.18283422395143	168.89444182026182	none_recorded		False
Amanita__5005215at2759__code1	F235537	1.3921431320179987	3.11455687977464	3.1527526964051478	0.012959776079696894	-0.005557895639867638	144.8096202650322	148.742965426718	371.1233597159371	none_recorded		False
Amanita__5005217at2759__code1	F235537	1.2873400040642988	3.369739280420208	3.3953919320022816	0.0039986046194826486	-0.001988584747778077	148.0774728742863	139.0418047691128	368.53388072010694	none_recorded		False
Amanita__5005274at2759__code1	F235537	1.1493501408002562	2.031645828278173	2.050015636373628	0.006162968868011376	-0.0019311117684992496	77.31283423568584	100.25487689737838	170.97756853708051	none_recorded		False
Amanita__5005697at2759__code1	F933333	13.644608546865992	27.09454148852823	27.034992876639684	0.004273480632036808	-0.00015846338646952063	189.71111661087434	79.36586122499557	179.86179057629124	none_recorded		False
Amanita__5005750at2759__code1	F933333	1.8711157056548613	5.505879424544592	5.589995269852381	0.0013334954771835328	-0.0009622394536563661	29.160550915145905	14.268802980907822	100.14671892163983	none_recorded		False
Amanita__5005892at2759__code1	F235537	1.1027909206868622	2.286342247860671	2.2989426632539427	0.0020286220806156052	-0.0006694084831906366	69.37850156904278	84.59387170564787	200.69393165515794	none_recorded		False
Amanita__5006326at2759__code1	F235537	1.1606460068934743	3.105925151099617	3.1339472550388274	0.007354315962402325	-0.0029102318203513278	128.2132963534823	144.34165402450162	318.29231143612833	none_recorded		False
Amanita__5006412at2759__code1	F933333	1.0596686269692832	2.195567154525226	2.2062577654176643	0.0032607255525363144	-0.0006916940401424654	64.00181441870791	118.66523815798337	355.60687297343156	none_recorded		False
Amanita__5011777at2759__code1	F235537	1.1477781179755822	2.721216083038132	2.7425848429868824	0.0125371646900021	-0.0031545309047942283	168.3753723549271	223.33477180634145	455.0277358355688	none_recorded		False
Amanita__5013042at2759__code1	F41956	1.21498580139176	2.600832313971603	2.61440461008155	0.0022745674395991955	-0.0007861395652071224	104.62274534271819	109.59377153996138	185.80255088955346	none_recorded		False
Amanita__5013067at2759__code1	F41956	0.8727727920794737	1.678003256738624	1.680337528392892	0.001276525455978117	-4.1526492168486584e-05	49.076577613943755	85.20722370998965	101.95859553292257	none_recorded		False
Amanita__5013259at2759__code1	F1004511	11.297004405017187	22.59306362466459	22.96075330423445	0.003487030185851836	-0.002390460924061699	62.99642345671464	47.02412580339865	117.93103994869261	none_recorded		False
Amanita__5013539at2759__code1	F235537	1.0225632705235055	1.790042460173099	1.7985691119832585	0.0015978316323526087	-0.0004568253734760219	66.73273501819813	73.5229008198412	97.96723065231527	none_recorded		False
Amanita__5013726at2759__code1	F67723	2.1768331824991343	4.510947911007979	4.555873588276031	0.0021240552237031807	-0.0009216365901920653	59.51760171492879	24.981321604058394	144.21041941273552	none_recorded		False
Amanita__5013738at2759__code1	F41956	3.510576891390096	6.599800523829023	6.648982555008696	0.0012844781408603012	-0.0006172619005155866	76.99557933388951	51.76374377070806	144.26824175946922	none_recorded		False
Amanita__5013992at2759__code1	F235537	1.2978801735779726	2.960883420066835	2.9748728019522144	0.003342778943988378	-0.0010390070019639097	158.44376479818857	165.12412611495165	456.13962568239367	none_recorded		False
Amanita__5014007at2759__code1	F235537	0.9566462538377755	1.987900112134231	2.003912130983143	0.0076968422981735785	-0.0028064620400982676	131.96592931815576	186.40892876232647	342.2114975929235	none_recorded		False
Amanita__5015403at2759__code1	F235537	0.991603711315765	2.311751799863039	2.336162174913478	0.009214523440277844	-0.0027779123856817023	63.46930432078716	108.89429130873759	223.27669191716814	none_recorded		False
Amanita__5015647at2759__code1	F235537	1.1672757258884003	2.477473674612998	2.4942975561357037	0.005298657088133041	-0.0023312904449994676	156.4095170806304	200.037375071719	313.51259654870773	none_recorded		False
Amanita__5015712at2759__code1	F235537	0.9958943831256017	1.880342296025324	1.8906941913855788	0.003167976616168744	-0.0011606339521677	127.89456243217228	167.18893474365996	313.453938747125	none_recorded		False
Amanita__5015742at2759__code1	F87326	23.69047239146575	46.61702898797195	47.33782402449174	0.010921355346908967	-0.006266332981795131	171.7107291474431	57.958514130919866	369.66072243659346	none_recorded		False
Amanita__5015876at2759__code1	F235537	2.4698261005016175	4.698069795960892	4.765849640678488	0.015448479301085172	-0.00653939848052687	192.71774385368644	131.20498140032305	424.8559538564823	none_recorded		False
Amanita__5017019at2759__code1	F235537	1.1847408192362632	2.585564495442145	2.620766947559509	0.008107161012958386	-0.00474274474709091	94.06623259893695	103.8107394050403	265.4856873002009	none_recorded		False
Amanita__5018803at2759__code1	F235537	1.398029339710897	3.453876841507016	3.490790326283963	0.007298434844415169	-0.004555866400551167	187.53422327385488	159.33062246303962	523.7719358208451	none_recorded		False
Amanita__529759at2759__code1	F933333	0.8414118786151025	1.952424325115832	1.9713516720246709	0.004182660291917273	-0.0010646077571436763	31.12828985301485	41.27172984353501	52.37139548149116	none_recorded		False
Amanita__530014at2759__code1	F235537	1.2921829181808382	3.24100355736684	3.262338350598707	0.0037896753110544523	-0.0017687500458123395	165.88444081429043	142.33077311576744	430.4273494736717	none_recorded		False
Amanita__530740at2759__code1	F41956	0.9454904705208537	1.598114049068837	1.6051147177878784	0.0017207923128808034	-0.00039070972070476273	61.44901335768509	87.53611882144469	150.2652480426027	none_recorded		False
Amanita__538728at2759__code1	F235537	0.9340725270056499	1.76713090003359	1.7720205470059067	0.0008156661360771977	-0.00020248773216735572	74.8551699651789	80.04958848301703	225.32645568925454	none_recorded		False
Amanita__538952at2759__code1	F41956	0.9720587320426463	2.081826832008477	2.090346551144782	0.0023288258744287305	-0.0005779350149168749	91.42400893809918	159.11734865614017	275.0940171238799	none_recorded		False
Amanita__539632at2759__code1	F67723	1.2307999834028243	2.050646527545021	2.0552856174723315	0.00040591504011899815	-7.596958948852262e-05	49.44593806885587	45.86331724141655	101.47965101290947	none_recorded		False
Amanita__540946at2759__code1	F235537	1.3994623637684558	3.422602950000656	3.4530112482263102	0.0039357489067697315	-0.0019757665950237424	116.10878851457983	88.97827381773186	327.3497394072665	none_recorded		False
Amanita__541070at2759__code1	F235537	1.7086417207695308	3.994640023300544	4.038718657048956	0.0032736523980929633	-0.0018430917657497048	76.23128787522228	60.02580181295616	189.44521132951195	none_recorded		False
Amanita__554735at2759__code1	F235537	1.0074125208942784	2.428657944891095	2.434926483671933	0.0009391161001985893	-8.751805034989957e-05	39.579199956519005	47.03869404772786	85.79116535193953	none_recorded		False
Amanita__649304at2759__code1	F41956	0.8861666105361224	2.198151646478364	2.2182284622934687	0.004009173109807307	-0.001663464805460535	65.13760780191024	80.18448188300317	173.0795354456941	none_recorded		False
Amanita__707076at2759__code1	F235537	1.2535847638551814	2.635125045027573	2.6472758577350355	0.0021144768161320826	-0.000332821250140114	43.08066246832959	57.95235633144193	114.81864336602848	none_recorded		False
Amanita__707202at2759__code1	F235537	1.2676346806014875	2.789048122503577	2.808188975435019	0.002787388427350379	-0.0010995648208336206	87.01690886958477	92.02129868974953	188.10554682330985	none_recorded		False
Amanita__727964at2759__code1	F41956	1.04464668941219	2.439608295526432	2.45814023337623	0.0021087760292175517	-0.0007189366374404926	40.49782232224061	47.95468952699366	115.73099316745402	none_recorded		False
Amanita__730114at2759__code1	F235537	0.9716709224599355	2.254253669221278	2.2661291364298055	0.0032600843187537976	-0.0010579277914075647	107.41285345770393	164.5996986951286	249.18985234319462	none_recorded		False
Amanita__760428at2759__code1	F235537	1.0367601079772566	2.334111035872969	2.358831532961714	0.005721004322367662	-0.0024756760385571397	73.4791893442598	84.40759180579607	251.56894230456874	none_recorded		False
Amanita__776280at2759__code1	F235537	1.460978993100977	3.357505607484012	3.3971631548731365	0.008041802467232628	-0.004199781776151212	120.03150576678308	125.06054589542418	298.29345798080703	none_recorded		False
Amanita__801816at2759__code1	F235537	1.1592480255267446	2.064866124287188	2.071959738338541	0.0008107177882266114	-0.00012150702013968839	30.420828159071334	38.91707995066736	56.54187533775803	none_recorded		False
Aspergillus__115730at2759__code1	F746128	0.6772597677165824	1.153299329771777	1.1582125308151128	0.0019010381975022028	-0.0003676585020002676	48.00016128871357	87.74933044703994	68.97152921729776	none_recorded		False
Aspergillus__129234at2759__code1	F182096	1.128105787227519	3.0960270744952	3.1098662967963406	0.0010192420327257423	-0.000174573261574551	25.514158448434046	33.29399386967725	43.21737884652748	none_recorded		False
Aspergillus__160487at2759__code1	F746128	1.1091809640286658	2.389565697391344	2.395005498766478	0.008546892233425751	-0.00027564029551285785	180.61033740571656	191.55171217016505	241.67269897255028	none_recorded		False
Aspergillus__201273at2759__code1	InternalNode7	0.578304082039685	1.154694739964464	1.1633775542116733	0.0023599819483024476	-0.0008071597767411731	42.229604659135475	61.618539754146695	52.99641143737699	none_recorded		False
Aspergillus__207567at2759__code1	InternalNode4	3.307480182158039	6.332599353893484	6.442235599556855	0.004828322535558982	-0.0030835875431876048	58.24125439066938	43.22515218527451	157.19401917462392	none_recorded		False
Aspergillus__260326at2759__code1	F746128	1.2525161970308551	2.9474605264813	2.97238370750217	0.0017163218562927796	-0.0004770559035023325	14.634804733649162	24.040910072132647	25.21540451185274	none_recorded		False
Aspergillus__2852757at2759__code1	F1069201	0.726747523997981	1.776183597395092	1.7898953717184003	0.006381445719853218	-0.0016132086484503816	68.6680629940729	123.44054981392219	112.56203816700872	none_recorded		False
Aspergillus__288615at2759__code1	F182096	1.176457889515127	3.202155773715598	3.2269794391546487	0.006665167722530896	-0.001928635732838302	111.0000551297453	123.85021312192839	202.53204840089165	none_recorded		False
Aspergillus__319730at2759__code1	InternalNode2	1.2297187265516039	2.777736039615879	2.815273398022618	0.011940760963625507	-0.0038354081352736102	72.23670068696902	94.38833105201957	141.16560968333488	none_recorded		False
Aspergillus__340246at2759__code1	InternalNode7	0.7855150797093363	1.50086323477667	1.5082324430671676	0.004106192793187802	-0.0010254829066980164	97.80563027017342	206.2318598214788	240.0248817549491	none_recorded		False
Aspergillus__345792at2759__code1	InternalNode7	0.4656389011063628	1.15588165423082	1.1783999209339766	0.008215888140512106	-0.004813376561742189	51.25537016919316	72.06672187979711	84.35189647600009	none_recorded		False
Aspergillus__352891at2759__code1	InternalNode1	1.361266558345882	2.755470749140131	2.7791977409501096	0.0024718677746022877	-0.0006786143499084574	34.15210439448765	39.58962863465467	59.44162847675352	none_recorded		False
Aspergillus__3643464at2759__code1	F182096	1.554404858506342	3.50298753636451	3.536323960181527	0.011311613092402695	-0.003861609535306343	162.69028062544567	175.49120878217218	359.66945307635433	none_recorded		False
Aspergillus__4613677at2759__code1	F746128	2.859944012474831	4.829582663936726	4.858971144656398	0.0008017172767722514	-0.00028124206551183306	19.62296601816638	33.43138093070729	77.27861795960939	none_recorded		False
Aspergillus__4695236at2759__code1	F746128	0.6997496312074675	1.563185614994158	1.5784952780028787	0.01851949144656828	-0.006206922595083597	192.03649992743158	306.2956369004205	441.35602229407414	none_recorded		False
Aspergillus__4747214at2759__code1	F746128	0.74243471402749	1.359347436706948	1.373545819851796	0.0026972242301326332	-0.0007781986143982067	20.286232522331147	33.297544755535	37.57626518873349	none_recorded		False
