marker	genus_label	translation_table	policy	taxa	pairs	pairs_at_least_100_codons	minimum_shared_codons	median_codon_difference_fraction	maximum_codon_difference_fraction	median_amino_acid_difference_fraction	maximum_amino_acid_difference_fraction	median_third_position_difference_fraction	maximum_third_position_difference_fraction
115730at2759	Malassezia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	314	0.5628930817610063	0.6030769230769231	0.11666998407643311	0.153125	0.5222329046989544	0.571875
115730at2759	Microbotryum	1	all_aligned	4	6	6	223	0.2680777828060504	0.3991031390134529	0.07104263518053784	0.07623318385650224	0.22190452681669204	0.3542600896860987
115730at2759	Microbotryum	1	exclude_recorded_annotation_gene_label_flags	4	6	6	223	0.2680777828060504	0.3991031390134529	0.07104263518053784	0.07623318385650224	0.22190452681669204	0.3542600896860987
115730at2759	Serendipita	1	all_aligned	5	10	10	245	0.6163265306122448	0.6612244897959184	0.08163265306122448	0.15384615384615385	0.5857142857142857	0.6204081632653061
115730at2759	Tilletia	1	all_aligned	5	10	10	326	0.36809815950920244	0.44785276073619634	0.06134969325153374	0.08588957055214724	0.3067484662576687	0.3987730061349693
115730at2759	Tilletia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	326	0.36809815950920244	0.44785276073619634	0.06134969325153374	0.08588957055214724	0.3067484662576687	0.3987730061349693
115730at2759	Cryptococcus	1	all_aligned	10	45	45	312	0.515527950310559	0.6571428571428571	0.11801242236024845	0.16025641025641027	0.453416149068323	0.6126984126984127
115730at2759	Cryptococcus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	312	0.515527950310559	0.6571428571428571	0.11801242236024845	0.16025641025641027	0.453416149068323	0.6126984126984127
115730at2759	Wallemia	1	all_aligned	4	6	6	327	0.5642201834862386	0.5932721712538226	0.1162079510703364	0.1529051987767584	0.5198776758409787	0.5596330275229358
115730at2759	Wallemia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	327	0.5642201834862386	0.5932721712538226	0.1162079510703364	0.1529051987767584	0.5198776758409787	0.5596330275229358
115730at2759	Umbelopsis	1	all_aligned	4	6	6	287	0.4659486854608806	0.5064516129032258	0.08239973844812554	0.12258064516129032	0.4178727076119843	0.4645161290322581
129234at2759	Aspergillus	1	all_aligned	10	45	45	184	0.5555555555555556	0.625	0.06878306878306878	0.10326086956521739	0.5185185185185185	0.5978835978835979
129234at2759	Aspergillus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	184	0.5555555555555556	0.625	0.06878306878306878	0.10326086956521739	0.5185185185185185	0.5978835978835979
129234at2759	Colletotrichum	1	all_aligned	10	45	45	189	0.30687830687830686	0.42328042328042326	0.015873015873015872	0.031746031746031744	0.2962962962962963	0.38095238095238093
129234at2759	Colletotrichum	1	exclude_recorded_annotation_gene_label_flags	10	45	45	189	0.30687830687830686	0.42328042328042326	0.015873015873015872	0.031746031746031744	0.2962962962962963	0.38095238095238093
129234at2759	Fusarium	1	all_aligned	10	45	45	190	0.30526315789473685	0.4473684210526316	0.031578947368421054	0.07368421052631578	0.29473684210526313	0.4
129234at2759	Fusarium	1	exclude_recorded_annotation_gene_label_flags	10	45	45	190	0.30526315789473685	0.4473684210526316	0.031578947368421054	0.07368421052631578	0.29473684210526313	0.4
129234at2759	Trichoderma	1	all_aligned	10	45	45	190	0.3157894736842105	0.37894736842105264	0.021052631578947368	0.042105263157894736	0.2789473684210526	0.3526315789473684
129234at2759	Trichoderma	1	exclude_recorded_annotation_gene_label_flags	10	45	45	190	0.3157894736842105	0.37894736842105264	0.021052631578947368	0.042105263157894736	0.2789473684210526	0.3526315789473684
129234at2759	Saccharomyces	1	all_aligned	8	28	28	115	0.363689776733255	0.40869565217391307	0.034782608695652174	0.06086956521739131	0.32790834312573447	0.3826086956521739
129234at2759	Saccharomyces	1	exclude_recorded_annotation_gene_label_flags	7	21	21	115	0.3652173913043478	0.40869565217391307	0.03783783783783784	0.06086956521739131	0.3391304347826087	0.3826086956521739
129234at2759	Amanita	1	all_aligned	7	21	21	191	0.581151832460733	0.7277486910994765	0.13612565445026178	0.18848167539267016	0.518324607329843	0.675392670157068
129234at2759	Amanita	1	exclude_recorded_annotation_gene_label_flags	7	21	21	191	0.581151832460733	0.7277486910994765	0.13612565445026178	0.18848167539267016	0.518324607329843	0.675392670157068
129234at2759	Suillus	1	all_aligned	9	36	36	191	0.14397905759162305	0.27225130890052357	0.015706806282722512	0.03664921465968586	0.13612565445026178	0.2513089005235602
129234at2759	Suillus	1	exclude_recorded_annotation_gene_label_flags	9	36	36	191	0.14397905759162305	0.27225130890052357	0.015706806282722512	0.03664921465968586	0.13612565445026178	0.2513089005235602
129234at2759	Naganishia	1	all_aligned	4	6	6	179	0.7122018267269663	0.8938547486033519	0.2782950548313676	0.5418994413407822	0.62076202299666	0.6983240223463687
129234at2759	Naganishia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	179	0.7122018267269663	0.8938547486033519	0.2782950548313676	0.5418994413407822	0.62076202299666	0.6983240223463687
129234at2759	Microbotryum	1	all_aligned	4	6	6	186	0.23387096774193547	0.3924731182795699	0.013440860215053764	0.026881720430107527	0.21774193548387097	0.3655913978494624
129234at2759	Microbotryum	1	exclude_recorded_annotation_gene_label_flags	4	6	6	186	0.23387096774193547	0.3924731182795699	0.013440860215053764	0.026881720430107527	0.21774193548387097	0.3655913978494624
129234at2759	Tilletia	1	all_aligned	5	10	10	192	0.421875	0.5104166666666666	0.0	0.052083333333333336	0.4114583333333333	0.4947916666666667
129234at2759	Tilletia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	192	0.421875	0.5104166666666666	0.0	0.052083333333333336	0.4114583333333333	0.4947916666666667
129234at2759	Cryptococcus	1	all_aligned	8	28	28	186	0.21774193548387097	0.6397849462365591	0.021505376344086023	0.10752688172043011	0.19623655913978494	0.5860215053763441
129234at2759	Cryptococcus	1	exclude_recorded_annotation_gene_label_flags	8	28	28	186	0.21774193548387097	0.6397849462365591	0.021505376344086023	0.10752688172043011	0.19623655913978494	0.5860215053763441
129234at2759	Wallemia	1	all_aligned	4	6	6	159	0.6383647798742138	0.6918238993710691	0.19811320754716982	0.22641509433962265	0.5660377358490566	0.6289308176100629
129234at2759	Wallemia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	159	0.6383647798742138	0.6918238993710691	0.19811320754716982	0.22641509433962265	0.5660377358490566	0.6289308176100629
129234at2759	Umbelopsis	1	all_aligned	4	6	6	179	0.4972972972972973	0.5698324022346368	0.08784538728672807	0.0972972972972973	0.4513513513513514	0.5363128491620112
129234at2759	Umbelopsis	1	exclude_recorded_annotation_gene_label_flags	4	6	6	179	0.4972972972972973	0.5698324022346368	0.08784538728672807	0.0972972972972973	0.4513513513513514	0.5363128491620112
160487at2759	Aspergillus	1	all_aligned	10	45	45	881	0.5458663646659117	0.5845629965947786	0.08720271800679502	0.14269535673839184	0.49150622876557193	0.5322763306908267
160487at2759	Aspergillus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	881	0.5458663646659117	0.5845629965947786	0.08720271800679502	0.14269535673839184	0.49150622876557193	0.5322763306908267
160487at2759	Colletotrichum	1	all_aligned	10	45	45	874	0.3826879271070615	0.39635535307517084	0.03185437997724687	0.04691075514874142	0.34015927189988626	0.35469107551487417
160487at2759	Colletotrichum	1	exclude_recorded_annotation_gene_label_flags	10	45	45	874	0.3826879271070615	0.39635535307517084	0.03185437997724687	0.04691075514874142	0.34015927189988626	0.35469107551487417
160487at2759	Fusarium	1	all_aligned	10	45	45	879	0.459613196814562	0.5142207053469852	0.07167235494880546	0.11149032992036405	0.41751990898748575	0.46075085324232085
160487at2759	Fusarium	1	exclude_recorded_annotation_gene_label_flags	10	45	45	879	0.459613196814562	0.5142207053469852	0.07167235494880546	0.11149032992036405	0.41751990898748575	0.46075085324232085
160487at2759	Trichoderma	1	all_aligned	10	45	45	847	0.4118316268486917	0.4628099173553719	0.07167235494880546	0.11570247933884298	0.34812286689419797	0.3981797497155859
160487at2759	Trichoderma	1	exclude_recorded_annotation_gene_label_flags	10	45	45	847	0.4118316268486917	0.4628099173553719	0.07167235494880546	0.11570247933884298	0.34812286689419797	0.3981797497155859
160487at2759	Saccharomyces	1	all_aligned	8	28	28	853	0.35976722616162526	0.40373395565927656	0.033918314248154294	0.045454545454545456	0.3245920745920746	0.3605600933488915
160487at2759	Saccharomyces	1	exclude_recorded_annotation_gene_label_flags	7	21	21	857	0.3605600933488915	0.40373395565927656	0.03496503496503497	0.045454545454545456	0.32400932400932403	0.3605600933488915
160487at2759	Candida	12	all_aligned	4	6	6	870	0.3885057471264368	0.39425287356321836	0.05114942528735632	0.054022988505747126	0.3614942528735632	0.3701149425287356
160487at2759	Candida	12	exclude_recorded_annotation_gene_label_flags	4	6	6	870	0.3885057471264368	0.39425287356321836	0.05114942528735632	0.054022988505747126	0.3614942528735632	0.3701149425287356
160487at2759	Amanita	1	all_aligned	6	15	15	872	0.5797266514806378	0.6395881006864989	0.1004566210045662	0.12128146453089245	0.5344036697247706	0.5949656750572082
160487at2759	Amanita	1	exclude_recorded_annotation_gene_label_flags	6	15	15	872	0.5797266514806378	0.6395881006864989	0.1004566210045662	0.12128146453089245	0.5344036697247706	0.5949656750572082
160487at2759	Suillus	1	all_aligned	8	28	28	871	0.23880597014925373	0.3165137614678899	0.016073478760045924	0.021814006888633754	0.21928817451205512	0.30045871559633025
160487at2759	Suillus	1	exclude_recorded_annotation_gene_label_flags	8	28	28	871	0.23880597014925373	0.3165137614678899	0.016073478760045924	0.021814006888633754	0.21928817451205512	0.30045871559633025
160487at2759	Malassezia	1	all_aligned	5	10	10	853	0.6251423307874922	0.6728110599078341	0.2307967937866094	0.26036866359447003	0.5453203726399602	0.5841013824884793
160487at2759	Malassezia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	853	0.6251423307874922	0.6728110599078341	0.2307967937866094	0.26036866359447003	0.5453203726399602	0.5841013824884793
160487at2759	Microbotryum	1	all_aligned	4	6	6	867	0.1835733282599476	0.28143021914648214	0.025844540363143438	0.03344867358708189	0.1571719045410766	0.24682814302191464
160487at2759	Microbotryum	1	exclude_recorded_annotation_gene_label_flags	4	6	6	867	0.1835733282599476	0.28143021914648214	0.025844540363143438	0.03344867358708189	0.1571719045410766	0.24682814302191464
160487at2759	Serendipita	1	all_aligned	4	6	6	589	0.5936717732064596	0.6186440677966102	0.10095194166658489	0.10697674418604651	0.553299129145967	0.5745762711864407
160487at2759	Tilletia	1	all_aligned	5	10	10	875	0.37942857142857145	0.47434435575826683	0.036571428571428574	0.08893956670467502	0.352	0.4207525655644242
160487at2759	Tilletia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	875	0.37942857142857145	0.47434435575826683	0.036571428571428574	0.08893956670467502	0.352	0.4207525655644242
160487at2759	Cryptococcus	1	all_aligned	9	36	36	836	0.2355209347082044	0.6275862068965518	0.02870264064293915	0.13709677419354838	0.21158256880733944	0.5827586206896552
160487at2759	Cryptococcus	1	exclude_recorded_annotation_gene_label_flags	9	36	36	836	0.2355209347082044	0.6275862068965518	0.02870264064293915	0.13709677419354838	0.21158256880733944	0.5827586206896552
160487at2759	Wallemia	1	all_aligned	4	6	6	860	0.5203252032520325	0.5534883720930233	0.0755813953488372	0.08362369337979095	0.48664343786295006	0.513953488372093
160487at2759	Wallemia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	860	0.5203252032520325	0.5534883720930233	0.0755813953488372	0.08362369337979095	0.48664343786295006	0.513953488372093
160487at2759	Umbelopsis	1	all_aligned	4	6	6	877	0.48232611174458384	0.5222348916761688	0.06499429874572406	0.07867730900798175	0.4418472063854048	0.48004561003420754
160487at2759	Umbelopsis	1	exclude_recorded_annotation_gene_label_flags	4	6	6	877	0.48232611174458384	0.5222348916761688	0.06499429874572406	0.07867730900798175	0.4418472063854048	0.48004561003420754
201273at2759	Aspergillus	1	all_aligned	10	45	45	255	0.4362934362934363	0.49034749034749037	0.08235294117647059	0.13127413127413126	0.3938223938223938	0.444015444015444
201273at2759	Aspergillus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	255	0.4362934362934363	0.49034749034749037	0.08235294117647059	0.13127413127413126	0.3938223938223938	0.444015444015444
201273at2759	Colletotrichum	1	all_aligned	8	28	28	225	0.5111111111111111	0.61003861003861	0.08108108108108109	0.2625482625482625	0.46692406692406696	0.5212355212355212
201273at2759	Colletotrichum	1	exclude_recorded_annotation_gene_label_flags	8	28	28	225	0.5111111111111111	0.61003861003861	0.08108108108108109	0.2625482625482625	0.46692406692406696	0.5212355212355212
201273at2759	Fusarium	1	all_aligned	10	45	45	259	0.30115830115830117	0.3745173745173745	0.011583011583011582	0.023166023166023165	0.28957528957528955	0.3590733590733591
201273at2759	Fusarium	1	exclude_recorded_annotation_gene_label_flags	10	45	45	259	0.30115830115830117	0.3745173745173745	0.011583011583011582	0.023166023166023165	0.28957528957528955	0.3590733590733591
201273at2759	Trichoderma	1	all_aligned	10	45	45	259	0.2548262548262548	0.3281853281853282	0.015444015444015444	0.02702702702702703	0.23166023166023167	0.305019305019305
201273at2759	Trichoderma	1	exclude_recorded_annotation_gene_label_flags	10	45	45	259	0.2548262548262548	0.3281853281853282	0.015444015444015444	0.02702702702702703	0.23166023166023167	0.305019305019305
201273at2759	Saccharomyces	1	all_aligned	7	21	21	257	0.29571984435797666	0.33852140077821014	0.011673151750972763	0.027237354085603113	0.27626459143968873	0.3151750972762646
201273at2759	Saccharomyces	1	exclude_recorded_annotation_gene_label_flags	7	21	21	257	0.29571984435797666	0.33852140077821014	0.011673151750972763	0.027237354085603113	0.27626459143968873	0.3151750972762646
201273at2759	Amanita	1	all_aligned	7	21	21	218	0.5525114155251142	0.622568093385214	0.05394190871369295	0.08298755186721991	0.5251141552511416	0.5914396887159533
201273at2759	Amanita	1	exclude_recorded_annotation_gene_label_flags	6	15	15	218	0.536697247706422	0.5769230769230769	0.05394190871369295	0.08298755186721991	0.49377593360995853	0.5388127853881278
201273at2759	Suillus	1	all_aligned	9	36	36	255	0.1826923076923077	0.2230769230769231	0.0058069381598793365	0.019455252918287938	0.17601017659383417	0.21923076923076923
201273at2759	Suillus	1	exclude_recorded_annotation_gene_label_flags	7	21	21	260	0.18076923076923077	0.2230769230769231	0.0038461538461538464	0.011538461538461539	0.17307692307692307	0.21923076923076923
201273at2759	Naganishia	1	all_aligned	4	6	6	258	0.36627906976744184	0.41923076923076924	0.036821705426356585	0.057692307692307696	0.34108527131782945	0.4
201273at2759	Naganishia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	258	0.36627906976744184	0.41923076923076924	0.036821705426356585	0.057692307692307696	0.34108527131782945	0.4
201273at2759	Malassezia	1	all_aligned	5	10	10	260	0.5153846153846153	0.55	0.05576923076923077	0.08076923076923077	0.4865384615384616	0.5153846153846153
201273at2759	Malassezia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	260	0.5153846153846153	0.55	0.05576923076923077	0.08076923076923077	0.4865384615384616	0.5153846153846153
201273at2759	Microbotryum	1	all_aligned	4	6	6	260	0.1923076923076923	0.3384615384615385	0.011538461538461539	0.023076923076923078	0.17307692307692307	0.3038461538461538
201273at2759	Microbotryum	1	exclude_recorded_annotation_gene_label_flags	4	6	6	260	0.1923076923076923	0.3384615384615385	0.011538461538461539	0.023076923076923078	0.17307692307692307	0.3038461538461538
201273at2759	Serendipita	1	all_aligned	5	10	10	219	0.5662100456621004	0.596078431372549	0.04371396837150261	0.1062992125984252	0.5208917332205003	0.5753424657534246
201273at2759	Tilletia	1	all_aligned	5	10	10	260	0.3038461538461538	0.4269230769230769	0.015384615384615385	0.057692307692307696	0.2923076923076923	0.4076923076923077
201273at2759	Tilletia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	260	0.3038461538461538	0.4269230769230769	0.015384615384615385	0.057692307692307696	0.2923076923076923	0.4076923076923077
201273at2759	Cryptococcus	1	all_aligned	10	45	45	254	0.4	0.515748031496063	0.046153846153846156	0.06923076923076923	0.38076923076923075	0.4881889763779528
201273at2759	Cryptococcus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	254	0.4	0.515748031496063	0.046153846153846156	0.06923076923076923	0.38076923076923075	0.4881889763779528
201273at2759	Wallemia	1	all_aligned	4	6	6	254	0.49033918837068446	0.5039370078740157	0.017534827377347063	0.031496062992125984	0.48841611144760755	0.5039370078740157
201273at2759	Wallemia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	254	0.49033918837068446	0.5039370078740157	0.017534827377347063	0.031496062992125984	0.48841611144760755	0.5039370078740157
201273at2759	Umbelopsis	1	all_aligned	4	6	6	260	0.3980769230769231	0.5230769230769231	0.08653846153846154	0.1576923076923077	0.3596153846153846	0.46923076923076923
201273at2759	Umbelopsis	1	exclude_recorded_annotation_gene_label_flags	4	6	6	260	0.3980769230769231	0.5230769230769231	0.08653846153846154	0.1576923076923077	0.3596153846153846	0.46923076923076923
207567at2759	Aspergillus	1	all_aligned	9	36	36	175	0.7025391628145865	0.7828571428571428	0.29545454545454547	0.37640449438202245	0.5965909090909091	0.702247191011236
207567at2759	Aspergillus	1	exclude_recorded_annotation_gene_label_flags	9	36	36	175	0.7025391628145865	0.7828571428571428	0.29545454545454547	0.37640449438202245	0.5965909090909091	0.702247191011236
207567at2759	Colletotrichum	1	all_aligned	10	45	45	179	0.2346368715083799	0.30726256983240224	0.0335195530726257	0.055865921787709494	0.21787709497206703	0.27932960893854747
207567at2759	Colletotrichum	1	exclude_recorded_annotation_gene_label_flags	10	45	45	179	0.2346368715083799	0.30726256983240224	0.0335195530726257	0.055865921787709494	0.21787709497206703	0.27932960893854747
207567at2759	Fusarium	1	all_aligned	10	45	45	179	0.35195530726256985	0.4581005586592179	0.0223463687150838	0.0335195530726257	0.3407821229050279	0.441340782122905
207567at2759	Fusarium	1	exclude_recorded_annotation_gene_label_flags	10	45	45	179	0.35195530726256985	0.4581005586592179	0.0223463687150838	0.0335195530726257	0.3407821229050279	0.441340782122905
207567at2759	Trichoderma	1	all_aligned	10	45	45	179	0.29608938547486036	0.3407821229050279	0.0111731843575419	0.0223463687150838	0.27932960893854747	0.329608938547486
207567at2759	Trichoderma	1	exclude_recorded_annotation_gene_label_flags	10	45	45	179	0.29608938547486036	0.3407821229050279	0.0111731843575419	0.0223463687150838	0.27932960893854747	0.329608938547486
207567at2759	Saccharomyces	1	all_aligned	7	21	21	180	0.3111111111111111	0.36666666666666664	0.022222222222222223	0.044444444444444446	0.3	0.3333333333333333
207567at2759	Saccharomyces	1	exclude_recorded_annotation_gene_label_flags	7	21	21	180	0.3111111111111111	0.36666666666666664	0.022222222222222223	0.044444444444444446	0.3	0.3333333333333333
207567at2759	Candida	12	all_aligned	4	6	6	180	0.39722222222222225	0.5666666666666667	0.08055555555555555	0.1111111111111111	0.35555555555555557	0.5277777777777778
207567at2759	Candida	12	exclude_recorded_annotation_gene_label_flags	4	6	6	180	0.39722222222222225	0.5666666666666667	0.08055555555555555	0.1111111111111111	0.35555555555555557	0.5277777777777778
207567at2759	Amanita	1	all_aligned	7	21	21	119	0.5611111111111111	0.6111111111111112	0.09444444444444444	0.11764705882352941	0.4888888888888889	0.5714285714285714
207567at2759	Amanita	1	exclude_recorded_annotation_gene_label_flags	7	21	21	119	0.5611111111111111	0.6111111111111112	0.09444444444444444	0.11764705882352941	0.4888888888888889	0.5714285714285714
207567at2759	Suillus	1	all_aligned	10	45	45	180	0.16111111111111112	0.2611111111111111	0.011111111111111112	0.016666666666666666	0.14444444444444443	0.25555555555555554
207567at2759	Suillus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	180	0.16111111111111112	0.2611111111111111	0.011111111111111112	0.016666666666666666	0.14444444444444443	0.25555555555555554
207567at2759	Naganishia	1	all_aligned	4	6	6	140	0.45508982035928147	0.6013071895424836	0.03592814371257485	0.058823529411764705	0.39520958083832336	0.5620915032679739
207567at2759	Naganishia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	140	0.45508982035928147	0.6013071895424836	0.03592814371257485	0.058823529411764705	0.39520958083832336	0.5620915032679739
207567at2759	Malassezia	1	all_aligned	5	10	10	180	0.5583333333333333	0.5944444444444444	0.04166666666666667	0.08333333333333333	0.5305555555555556	0.5611111111111111
207567at2759	Malassezia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	180	0.5583333333333333	0.5944444444444444	0.04166666666666667	0.08333333333333333	0.5305555555555556	0.5611111111111111
207567at2759	Serendipita	1	all_aligned	5	10	10	180	0.55	0.5722222222222222	0.06111111111111111	0.06666666666666667	0.49722222222222223	0.5222222222222223
207567at2759	Tilletia	1	all_aligned	5	10	10	171	0.2833333333333333	0.40555555555555556	0.016666666666666666	0.04093567251461988	0.2564327485380117	0.35555555555555557
207567at2759	Tilletia	1	exclude_recorded_annotation_gene_label_flags	5	10	10	171	0.2833333333333333	0.40555555555555556	0.016666666666666666	0.04093567251461988	0.2564327485380117	0.35555555555555557
207567at2759	Cryptococcus	1	all_aligned	10	45	45	180	0.4388888888888889	0.6166666666666667	0.022222222222222223	0.05	0.4222222222222222	0.6111111111111112
207567at2759	Cryptococcus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	180	0.4388888888888889	0.6166666666666667	0.022222222222222223	0.05	0.4222222222222222	0.6111111111111112
207567at2759	Wallemia	1	all_aligned	4	6	6	151	0.5497066995986416	0.6026490066225165	0.06107656275238249	0.10126582278481013	0.5152439024390244	0.5629139072847682
207567at2759	Wallemia	1	exclude_recorded_annotation_gene_label_flags	4	6	6	151	0.5497066995986416	0.6026490066225165	0.06107656275238249	0.10126582278481013	0.5152439024390244	0.5629139072847682
207567at2759	Umbelopsis	1	all_aligned	4	6	6	180	0.4083333333333333	0.49444444444444446	0.022222222222222223	0.027777777777777776	0.3888888888888889	0.4666666666666667
207567at2759	Umbelopsis	1	exclude_recorded_annotation_gene_label_flags	4	6	6	180	0.4083333333333333	0.49444444444444446	0.022222222222222223	0.027777777777777776	0.3888888888888889	0.4666666666666667
260326at2759	Aspergillus	1	all_aligned	10	45	45	166	0.5301204819277109	0.6204819277108434	0.030120481927710843	0.05421686746987952	0.5	0.5963855421686747
260326at2759	Aspergillus	1	exclude_recorded_annotation_gene_label_flags	10	45	45	166	0.5301204819277109	0.6204819277108434	0.030120481927710843	0.05421686746987952	0.5	0.5963855421686747
260326at2759	Colletotrichum	1	all_aligned	10	45	45	160	0.37037037037037035	0.4691358024691358	0.00625	0.023809523809523808	0.34523809523809523	0.4523809523809524
260326at2759	Colletotrichum	1	exclude_recorded_annotation_gene_label_flags	10	45	45	160	0.37037037037037035	0.4691358024691358	0.00625	0.023809523809523808	0.34523809523809523	0.4523809523809524
260326at2759	Fusarium	1	all_aligned	10	45	45	141	0.4166666666666667	0.5714285714285714	0.03571428571428571	0.09219858156028368	0.38095238095238093	0.5297619047619048
260326at2759	Fusarium	1	exclude_recorded_annotation_gene_label_flags	10	45	45	141	0.4166666666666667	0.5714285714285714	0.03571428571428571	0.09219858156028368	0.38095238095238093	0.5297619047619048
260326at2759	Trichoderma	1	all_aligned	10	45	45	163	0.30357142857142855	0.5276073619631901	0.005952380952380952	0.2085889570552147	0.2857142857142857	0.4723926380368098
260326at2759	Trichoderma	1	exclude_recorded_annotation_gene_label_flags	10	45	45	163	0.30357142857142855	0.5276073619631901	0.005952380952380952	0.2085889570552147	0.2857142857142857	0.4723926380368098
260326at2759	Saccharomyces	1	all_aligned	7	21	21	169	0.3136094674556213	0.39644970414201186	0.005917159763313609	0.011834319526627219	0.30177514792899407	0.378698224852071
260326at2759	Saccharomyces	1	exclude_recorded_annotation_gene_label_flags	7	21	21	169	0.3136094674556213	0.39644970414201186	0.005917159763313609	0.011834319526627219	0.30177514792899407	0.378698224852071
260326at2759	Candida	12	all_aligned	4	6	6	170	0.4441176470588235	0.49411764705882355	0.05	0.07647058823529412	0.4235294117647059	0.4823529411764706
260326at2759	Candida	12	exclude_recorded_annotation_gene_label_flags	4	6	6	170	0.4441176470588235	0.49411764705882355	0.05	0.07647058823529412	0.4235294117647059	0.4823529411764706
260326at2759	Amanita	1	all_aligned	6	15	15	170	0.5529411764705883	0.6058823529411764	0.03529411764705882	0.041176470588235294	0.5294117647058824	0.5705882352941176
