marker	taxon_id	model_name	alignment_columns	observed_features	shared_coordinate_feature_pairs	overlap_components	largest_overlap_component	median_partner_sequence_separation	max_partner_sequence_separation	overlap_pairs_beyond_circular_block_10	fraction_overlap_pairs_beyond_circular_block_10	overlap_pairs_beyond_circular_block_30	fraction_overlap_pairs_beyond_circular_block_30
115730at2759	F148304	AF-A0A0C4DL70-F1-v6	235	222	1172	2	188	3.0	61	426	0.363481228668942	245	0.2090443686006826
115730at2759	F148305	AF-A0A6P8BJ18-F1-v6	235	225	1192	2	188	3.0	61	434	0.3640939597315436	247	0.20721476510067113
115730at2759	F1504668	AF-A0A9P4I6B9-F1-v6	235	223	1146	2	186	3.0	60	420	0.36649214659685864	241	0.21029668411867364
115730at2759	F158046	AF-A0A0G2GY18-F1-v6	235	212	1108	2	180	3.0	60	409	0.36913357400722024	226	0.20397111913357402
115730at2759	F162425	AF-C8UZX9-F1-v6	235	223	1155	2	189	3.0	60	415	0.3593073593073593	227	0.19653679653679654
115730at2759	F1658444	AF-A0A9P9WY36-F1-v6	235	222	1185	2	190	3.0	63	453	0.3822784810126582	259	0.21856540084388185
115730at2759	F1670608	AF-A0A9P8L574-F1-v6	235	224	1151	2	190	3.0	60	416	0.36142484795829716	231	0.20069504778453517
115730at2759	F1671311	AF-A0AAI9YQN3-F1-v6	235	223	1169	2	190	3.0	63	431	0.3686911890504705	243	0.20786997433704021
115730at2759	F1690604	AF-A0AAN7SU59-F1-v6	235	227	1192	2	190	3.0	60	429	0.3598993288590604	237	0.1988255033557047
115730at2759	F1690608	AF-A0AAV9P348-F1-v6	235	220	1146	2	188	3.0	60	410	0.35776614310645727	231	0.20157068062827224
115730at2759	F173216	AF-A0AAE1IFW0-F1-v6	235	225	1179	2	192	3.0	63	433	0.3672603901611535	248	0.21034775233248515
115730at2759	F1754191	AF-A0A1Y1UYI0-F1-v6	235	222	1153	3	189	3.0	61	423	0.3668690372940156	244	0.21162185602775369
115730at2759	F177197	AF-A0A1J7JL70-F1-v6	235	224	1183	2	190	3.0	61	443	0.37447168216398985	246	0.20794590025359255
115730at2759	F177199	AF-A0A420YIC7-F1-v6	235	220	1175	2	188	3.0	61	448	0.38127659574468087	248	0.21106382978723404
115730at2759	F1806994	AF-A0A507BS93-F1-v6	235	201	1076	2	187	3.0	60	419	0.38940520446096655	248	0.23048327137546468
115730at2759	F182096	AF-A0A7R7VNX6-F1-v6	235	226	1165	2	189	3.0	63	412	0.3536480686695279	232	0.19914163090128756
115730at2759	F1825666	AF-A0AAD9I5V5-F1-v6	235	225	1179	2	188	3.0	61	427	0.3621713316369805	242	0.20525869380831213
115730at2759	F1940652	AF-A0A8H3FWZ2-F1-v6	235	222	1178	2	189	3.0	60	440	0.3735144312393888	245	0.20797962648556875
115730at2759	F2034170	AF-A0A9W9EES1-F1-v6	235	221	1163	2	188	3.0	63	425	0.3654342218400688	246	0.2115219260533104
115730at2759	F2082308	AF-A0A2K1QMC1-F1-v6	235	223	1145	2	189	3.0	60	420	0.36681222707423583	231	0.2017467248908297
115730at2759	F208348	AF-A0A0C4ELF3-F1-v6	235	209	1095	2	187	3.0	60	395	0.3607305936073059	224	0.2045662100456621
115730at2759	F209136	AF-A0AAD9ZHM2-F1-v6	235	225	1150	2	190	3.0	60	411	0.35739130434782607	229	0.1991304347826087
115730at2759	F215637	AF-A0A4P9ZPS8-F1-v6	235	224	1216	2	189	3.5	63	454	0.37335526315789475	253	0.2080592105263158
115730at2759	F226899	AF-F0XFM4-F1-v6	235	229	1187	2	192	3.0	60	441	0.37152485256950296	247	0.2080876158382477
115730at2759	F236234	AF-A0A1J9QIH6-F1-v6	235	221	1154	2	187	3.0	60	413	0.3578856152512998	233	0.2019064124783362
115730at2759	F2486360	AF-A0AAN6E0H2-F1-v6	235	224	1150	2	190	3.0	60	422	0.36695652173913046	243	0.21130434782608695
115730at2759	F2601811	AF-A0A8K0PMI2-F1-v6	235	224	1146	2	187	3.0	60	404	0.3525305410122164	224	0.19546247818499127
115730at2759	F2606893	AF-A0A5E8BW46-F1-v6	235	225	1184	3	186	3.0	60	426	0.3597972972972973	253	0.21368243243243243
115730at2759	F263815	AF-M7P9U4-F1-v6	235	235	1182	2	199	3.0	61	407	0.344331641285956	223	0.188663282571912
115730at2759	F2656787	AF-A0A370TJL0-F1-v6	235	221	1152	2	188	3.0	60	406	0.3524305555555556	223	0.1935763888888889
115730at2759	F27292	AF-A0A6C1E5N2-F1-v6	235	223	1137	3	188	3.0	60	412	0.3623570800351803	244	0.21459982409850484
115730at2759	F2813651	AF-G1XTK6-F1-v6	235	231	1200	2	194	3.0	60	442	0.36833333333333335	245	0.20416666666666666
115730at2759	F293227	AF-W2S1C3-F1-v6	235	227	1232	2	190	3.0	61	468	0.37987012987012986	277	0.22483766233766234
115730at2759	F29908	AF-U7Q334-F1-v6	235	222	1158	2	188	3.0	60	428	0.3696027633851468	242	0.20898100172711573
115730at2759	F339359	AF-A0AAD5WQ75-F1-v6	235	222	1159	2	190	3.0	63	429	0.3701466781708369	247	0.21311475409836064
115730at2759	F34406	AF-H1V3A5-F1-v6	235	221	1153	2	188	3.0	60	414	0.3590633130962706	231	0.20034692107545535
115730at2759	F36035	AF-A0A376B2I0-F1-v6	235	224	1160	3	187	3.0	60	422	0.36379310344827587	248	0.21379310344827587
115730at2759	F36050	AF-A0A1B8AN74-F1-v6	235	222	1163	2	188	3.0	63	434	0.37317282889079967	253	0.2175408426483233
115730at2759	F36779	AF-J3NS48-F1-v6	235	221	1163	2	188	3.0	63	428	0.36801375752364573	247	0.2123817712811694
115730at2759	F390894	AF-A0A6A6QWL3-F1-v6	235	223	1160	2	189	3.0	60	421	0.3629310344827586	229	0.19741379310344828
115730at2759	F393283	AF-W3XBS1-F1-v6	235	220	1154	2	188	3.0	63	425	0.3682842287694974	245	0.2123050259965338
115730at2759	F39416	AF-D5GHR8-F1-v6	235	225	1145	2	190	3.0	60	399	0.34847161572052404	232	0.20262008733624454
115730at2759	F398673	AF-A0A2P4ZB57-F1-v6	235	222	1177	2	190	3.0	63	438	0.3721325403568394	248	0.2107051826677995
115730at2759	F40559	AF-A0A384JNS9-F1-v6	235	222	1133	2	188	3.0	60	399	0.35216240070609	226	0.1994704324801412
115730at2759	F41990	AF-A0AA38VIJ5-F1-v6	235	223	1146	3	187	3.0	60	406	0.3542757417102967	226	0.19720767888307156
115730at2759	F42068	AF-A0A0W4ZFR2-F1-v6	235	235	1186	2	201	3.0	61	404	0.3406408094435076	221	0.18634064080944351
115730at2759	F43959	AF-A0AAV5QFJ0-F1-v6	235	220	1154	3	187	3.0	60	420	0.36395147313691506	247	0.21403812824956672
115730at2759	F462254	AF-A0A6A6B752-F1-v6	235	224	1165	2	190	3.0	63	417	0.3579399141630901	233	0.2
115730at2759	F470096	AF-A0A6A6WLI5-F1-v6	235	227	1159	3	191	3.0	60	404	0.3485763589301122	222	0.1915444348576359
115730at2759	F474922	AF-A0A8H4FT88-F1-v6	235	223	1161	2	190	3.0	63	426	0.3669250645994832	241	0.20757967269595176
115730at2759	F4754	AF-A0A0W4ZB66-F1-v6	235	227	1151	3	187	3.0	61	404	0.3509991311902693	225	0.19548218940052128
115730at2759	F48691	AF-A0A1U7LGI3-F1-v6	235	227	1186	3	187	3.0	60	433	0.3650927487352445	245	0.20657672849915684
115730at2759	F4874	AF-A0A8H3X1I9-F1-v6	235	226	1138	2	187	3.0	61	391	0.343585237258348	231	0.20298769771529
115730at2759	F4903	AF-A0A0H5C1E8-F1-v6	235	217	1152	2	184	3.0	60	428	0.3715277777777778	245	0.2126736111111111
115730at2759	F4909	AF-A0A099NZK6-F1-v6	235	226	1161	3	189	3.0	63	425	0.3660637381567614	245	0.21102497846683893
115730at2759	F4918	AF-A0A1E4U1V3-F1-v6	235	220	1137	3	187	3.0	60	404	0.35532102022867196	238	0.20932277924362358
115730at2759	F4927	AF-A0A1E3P7T0-F1-v6	235	219	1147	2	187	3.0	60	427	0.3722755013077594	249	0.21708805579773321
115730at2759	F4932	AF-C8Z430-F1-v6	235	231	1200	2	199	3.0	63	454	0.37833333333333335	270	0.225
115730at2759	F5022	AF-E4ZMN7-F1-v6	235	222	1195	2	188	3.0	63	458	0.3832635983263598	262	0.2192468619246862
115730at2759	F5059	AF-B8NG83-F1-v6	235	224	1159	2	190	3.0	63	420	0.362381363244176	233	0.20103537532355478
115730at2759	F5062	AF-Q2UER8-F1-v6	235	220	1143	2	187	3.0	63	414	0.36220472440944884	233	0.20384951881014873
115730at2759	F5101	AF-A0A2T3BBV8-F1-v6	235	222	1149	2	188	3.0	60	413	0.35944299390774587	240	0.20887728459530025
115730at2759	F5116	AF-A0A9P5CRC6-F1-v6	235	224	1181	2	187	3.0	63	440	0.37256562235393736	255	0.21591871295512277
115730at2759	F5127	AF-S0DRK5-F1-v6	235	227	1173	2	190	3.0	63	429	0.3657289002557545	248	0.21142369991474852
115730at2759	F54195	AF-A0A1D2VRM6-F1-v6	235	223	1147	3	190	3.0	63	419	0.3653007846556234	236	0.2057541412380122
115730at2759	F5507	AF-X0DE01-F1-v6	235	224	1166	2	190	3.0	63	426	0.3653516295025729	246	0.2109777015437393
115730at2759	F5518	AF-I1RQ65-F1-v6	235	223	1152	2	190	3.0	61	420	0.3645833333333333	237	0.20572916666666666
115730at2759	F5544	AF-A0A9W9EES1-F1-v6	235	221	1163	2	188	3.0	63	425	0.3654342218400688	246	0.2115219260533104
115730at2759	F5580	AF-A0A074XI46-F1-v6	235	222	1158	2	189	3.0	60	426	0.36787564766839376	238	0.20552677029360966
115730at2759	F560253	AF-A0A8H6CJM9-F1-v6	235	224	1160	2	190	3.0	60	417	0.3594827586206897	230	0.19827586206896552
115730at2759	F574656	AF-A0AAE0WH44-F1-v6	235	220	1174	2	190	3.0	60	431	0.36712095400340716	245	0.20868824531516184
115730at2759	F574774	AF-A0A8E2JWX7-F1-v6	235	223	1148	2	189	3.0	60	404	0.3519163763066202	224	0.1951219512195122
115730at2759	F574789	AF-A0A6A6Y3W4-F1-v6	235	220	1135	2	187	3.0	60	403	0.35506607929515416	226	0.19911894273127753
115730at2759	F578093	AF-A0A6A6NUF7-F1-v6	235	235	1204	2	200	3.0	60	433	0.3596345514950166	240	0.19933554817275748
115730at2759	F58853	AF-A0A2T4BM26-F1-v6	235	223	1177	2	190	3.0	63	439	0.372982158028887	248	0.2107051826677995
115730at2759	F599730	AF-A0A9P8Q1Q0-F1-v6	235	224	1158	3	188	3.0	60	422	0.3644214162348877	247	0.21329879101899826
115730at2759	F61273	AF-S3D8T0-F1-v6	235	222	1161	2	188	3.0	60	428	0.3686477174849268	238	0.2049956933677864
115730at2759	F63402	AF-E4UPT9-F1-v6	235	224	1162	2	190	3.0	60	418	0.35972461273666095	236	0.20309810671256454
115730at2759	F63577	AF-G9P355-F1-v6	235	220	1156	2	188	3.0	63	426	0.3685121107266436	245	0.21193771626297578
115730at2759	F703497	AF-A0A6A6TUD8-F1-v6	235	224	1150	2	190	3.0	63	416	0.3617391304347826	232	0.20173913043478262
115730at2759	F703506	AF-A0A9P4S4R4-F1-v6	235	225	1162	2	190	3.0	60	416	0.35800344234079173	230	0.19793459552495696
115730at2759	F703511	AF-A0A6G1I514-F1-v6	235	221	1137	2	188	3.0	63	404	0.35532102022867196	230	0.2022867194371152
115730at2759	F705562	AF-A0A9P4QJ92-F1-v6	235	222	1160	2	189	3.0	60	422	0.36379310344827587	234	0.20172413793103447
115730at2759	F706196	AF-J8Q7J0-F1-v6	235	223	1139	3	187	3.0	60	416	0.3652326602282704	248	0.2177348551360843
115730at2759	F710243	AF-A0AAI9YQN3-F1-v6	235	223	1169	2	190	3.0	63	431	0.3686911890504705	243	0.20786997433704021
115730at2759	F741139	AF-A0A8E2EDG4-F1-v6	235	220	1182	2	187	3.5	63	447	0.37817258883248733	248	0.2098138747884941
115730at2759	F746128	AF-B0XSG8-F1-v6	235	227	1156	2	190	3.0	60	414	0.35813148788927335	229	0.1980968858131488
115730at2759	F796027	AF-A0A167EIW5-F1-v6	235	222	1148	3	187	3.0	60	412	0.3588850174216028	248	0.21602787456445993
115730at2759	F80884	AF-H1V3A5-F1-v6	235	221	1153	2	188	3.0	60	414	0.3590633130962706	231	0.20034692107545535
115730at2759	F97331	AF-A0A437ACM0-F1-v6	235	228	1179	2	191	3.0	60	433	0.3672603901611535	245	0.20780322307039864
115730at2759	F979761	AF-A0A9P6FLH7-F1-v6	235	221	1148	2	187	3.0	61	410	0.35714285714285715	238	0.2073170731707317
115730at2759	O1890364	AF-A0A2P6MM95-F1-v6	235	213	1136	2	187	4.0	62	429	0.37764084507042256	246	0.21654929577464788
115730at2759	O5755	AF-L8GFE1-F1-v6	235	234	1181	2	198	3.0	60	398	0.3370025402201524	233	0.19729043183742592
129234at2759	F1005962	AF-W1QEY0-F1-v6	166	133	723	1	133	11.0	221	318	0.43983402489626555	110	0.15214384508990317
129234at2759	F101028	AF-K3VU05-F1-v6	166	151	830	1	151	11.0	154	385	0.463855421686747	113	0.13614457831325302
129234at2759	F101201	AF-A0A2T3Z5F6-F1-v6	166	157	877	1	157	12.0	154	413	0.4709236031927024	130	0.14823261117445838
129234at2759	F1042133	AF-S0DK87-F1-v6	166	154	850	1	154	11.0	154	395	0.4647058823529412	120	0.1411764705882353
129234at2759	F1048829	AF-C1GYI3-F1-v6	166	156	870	1	156	12.0	158	409	0.47011494252873565	117	0.13448275862068965
129234at2759	F1052096	AF-A0AB34KUK3-F1-v6	166	149	788	1	149	12.0	187	362	0.4593908629441624	112	0.14213197969543148
129234at2759	F1069201	AF-A0A7R7W750-F1-v6	166	104	513	1	104	11.0	203	210	0.4093567251461988	50	0.09746588693957114
129234at2759	F1093897	AF-A0AAJ0FRT5-F1-v6	166	159	884	1	159	11.0	151	406	0.4592760180995475	123	0.13914027149321267
129234at2759	F1095194	AF-A0A9P6HUN1-F1-v6	166	154	839	1	154	11.0	154	382	0.45530393325387364	116	0.13825983313468415
129234at2759	F109876	AF-A0A1Y2H493-F1-v6	166	140	756	1	140	11.5	165	342	0.4523809523809524	105	0.1388888888888889
129234at2759	F1141098	AF-A0A1Y2DYW8-F1-v6	166	160	874	1	160	11.0	154	391	0.4473684210526316	118	0.13501144164759726
129234at2759	F114524	AF-J5PLG6-F1-v6	166	67	325	1	67	3.0	156	102	0.31384615384615383	19	0.05846153846153846
129234at2759	F116794	AF-A0A8H3EKH0-F1-v6	166	162	883	1	162	11.0	155	394	0.44620611551528877	122	0.13816534541336353
129234at2759	F117187	AF-S0DK87-F1-v6	166	154	850	1	154	11.0	154	395	0.4647058823529412	120	0.1411764705882353
129234at2759	F1176130	AF-A0A6G1H4L9-F1-v6	166	152	796	1	152	11.0	155	352	0.44221105527638194	108	0.135678391959799
129234at2759	F1209916	AF-A0AAI9YK58-F1-v6	166	147	801	1	147	11.0	154	375	0.4681647940074906	101	0.12609238451935081
129234at2759	F1209934	AF-A0AAI9YK58-F1-v6	166	147	801	1	147	11.0	154	375	0.4681647940074906	101	0.12609238451935081
129234at2759	F1213189	AF-A0A1R1PI62-F1-v6	166	71	361	1	71	11.0	62	152	0.42105263157894735	20	0.055401662049861494
129234at2759	F1214568	AF-A0AAD9SGN7-F1-v6	166	156	848	1	156	11.0	157	389	0.45872641509433965	123	0.14504716981132076
129234at2759	F1220207	AF-A0A7R7XQ44-F1-v6	166	147	786	1	147	11.0	155	358	0.455470737913486	114	0.1450381679389313
129234at2759	F122368	AF-A0A2G5HK34-F1-v6	166	149	779	1	149	11.0	178	351	0.45057766367137353	115	0.14762516046213095
129234at2759	F13290	AF-A0A9N8L8C0-F1-v6	166	133	723	1	133	10.0	308	310	0.4287690179806362	95	0.1313969571230982
129234at2759	F13291	AF-A0A9N8L8C0-F1-v6	166	133	723	1	133	10.0	308	310	0.4287690179806362	95	0.1313969571230982
129234at2759	F133385	AF-A0A2T9Y7J8-F1-v6	166	104	576	1	104	7.5	80	242	0.4201388888888889	43	0.07465277777777778
129234at2759	F1341166	AF-A0A6G1G9B7-F1-v6	166	158	847	1	158	11.0	155	378	0.4462809917355372	113	0.1334120425029516
129234at2759	F13502	AF-A0A875S670-F1-v6	166	132	714	1	132	8.0	267	301	0.4215686274509804	95	0.1330532212885154
129234at2759	F139363	AF-A0A9P6ALR4-F1-v6	166	165	938	1	165	10.0	151	418	0.44562899786780386	118	0.1257995735607676
129234at2759	F145971	AF-A0AAI9YK58-F1-v6	166	147	801	1	147	11.0	154	375	0.4681647940074906	101	0.12609238451935081
129234at2759	F147570	AF-A0A9P4MJV1-F1-v6	166	147	772	1	147	11.0	211	343	0.44430051813471505	110	0.14248704663212436
129234at2759	F147573	AF-A0A6A7CC56-F1-v6	166	144	791	1	144	14.0	171	378	0.4778761061946903	114	0.14412136536030343
129234at2759	F148304	AF-J3NZU8-F1-v6	166	158	858	1	158	11.0	153	389	0.4533799533799534	119	0.1386946386946387
129234at2759	F148305	AF-A0A6P8B4X1-F1-v6	166	156	838	1	156	11.0	153	381	0.45465393794749404	112	0.13365155131264916
129234at2759	F1504668	AF-A0A9P4IK84-F1-v6	166	149	784	1	149	11.0	155	357	0.45535714285714285	107	0.1364795918367347
129234at2759	F157183	AF-A0A9N8L8C0-F1-v6	166	133	723	1	133	10.0	308	310	0.4287690179806362	95	0.1313969571230982
129234at2759	F162425	AF-Q5BDN9-F1-v6	166	157	857	1	157	11.0	155	390	0.45507584597432904	120	0.14002333722287047
129234at2759	F1658444	AF-A0A9P9WL95-F1-v6	166	158	860	1	158	11.0	162	397	0.46162790697674416	117	0.13604651162790699
129234at2759	F1670608	AF-A0A9P8IDX6-F1-v6	166	152	803	1	152	11.0	155	361	0.44956413449564137	114	0.14196762141967623
129234at2759	F1671311	AF-A0AAI9YK58-F1-v6	166	147	801	1	147	11.0	154	375	0.4681647940074906	101	0.12609238451935081
129234at2759	F1690604	AF-A0AAN7T705-F1-v6	166	150	784	1	150	11.0	155	348	0.44387755102040816	111	0.14158163265306123
129234at2759	F1690608	AF-A0AAV9PFL0-F1-v6	166	146	776	1	146	11.5	191	356	0.4587628865979381	112	0.14432989690721648
129234at2759	F173216	AF-A0A2T4A0H2-F1-v6	166	158	887	1	158	11.0	154	401	0.45208568207440814	128	0.14430665163472378
129234at2759	F1738374	AF-A0A2T4A0H2-F1-v6	166	158	887	1	158	11.0	154	401	0.45208568207440814	128	0.14430665163472378
129234at2759	F1759441	AF-A0A166ARV5-F1-v6	166	166	938	1	166	10.0	151	417	0.4445628997867804	113	0.12046908315565032
129234at2759	F177197	AF-A0A1J7IJ45-F1-v6	166	158	862	1	158	11.0	154	392	0.4547563805104408	123	0.14269141531322505
129234at2759	F177199	AF-A0A420YHQ4-F1-v6	166	157	881	1	157	11.0	154	405	0.45970488081725314	129	0.14642451759364358
129234at2759	F182096	AF-A0A7R7VN22-F1-v6	166	160	899	1	160	11.0	155	425	0.4727474972191324	129	0.14349276974416017
129234at2759	F1825666	AF-A0AAD9ME86-F1-v6	166	113	538	1	113	7.0	82	215	0.3996282527881041	49	0.09107806691449814
129234at2759	F1938954	AF-A0A261XT76-F1-v6	166	108	542	1	108	9.0	165	236	0.4354243542435424	61	0.11254612546125461
129234at2759	F1940652	AF-A0A8H3ESM9-F1-v6	166	101	460	1	101	8.0	180	204	0.4434782608695652	61	0.13260869565217392
129234at2759	F195108	AF-A0A9W8R4P8-F1-v6	166	150	810	1	150	11.0	154	365	0.4506172839506173	109	0.1345679012345679
129234at2759	F202697	AF-A0A067PFV2-F1-v6	166	163	931	1	163	10.0	151	418	0.4489795918367347	119	0.12781954887218044
129234at2759	F2034170	AF-A0A2T4A0H2-F1-v6	166	158	887	1	158	11.0	154	401	0.45208568207440814	128	0.14430665163472378
129234at2759	F2082308	AF-A0A2K1QY99-F1-v6	166	82	396	1	82	11.0	112	165	0.4166666666666667	39	0.09848484848484848
129234at2759	F209136	AF-A0AAD9Z6Z7-F1-v6	166	160	871	1	160	11.0	155	393	0.45120551090700345	121	0.13892078071182548
129234at2759	F215250	AF-A0A316YE02-F1-v6	166	140	776	1	140	11.0	261	338	0.43556701030927836	100	0.12886597938144329
129234at2759	F226899	AF-F0XTJ7-F1-v6	166	153	821	1	153	11.0	158	365	0.4445797807551766	110	0.13398294762484775
129234at2759	F236234	AF-A0A1J9S0L4-F1-v6	166	107	518	1	107	11.0	150	227	0.43822393822393824	62	0.11969111969111969
129234at2759	F2601811	AF-A0A8K0LBD3-F1-v6	166	78	341	1	78	7.5	110	142	0.41642228739002934	40	0.11730205278592376
129234at2759	F2606893	AF-A0A5E8B686-F1-v6	166	71	366	1	71	11.0	233	141	0.38524590163934425	24	0.06557377049180328
129234at2759	F263815	AF-M7NKF9-F1-v6	166	164	979	1	164	11.0	152	459	0.46884576098059244	142	0.14504596527068436
129234at2759	F2650707	AF-A0A9W8I2U6-F1-v6	166	71	353	1	71	12.0	80	158	0.4475920679886686	35	0.09915014164305949
129234at2759	F2656787	AF-A0A370TUD7-F1-v6	166	99	518	1	99	4.0	49	211	0.40733590733590735	38	0.07335907335907337
129234at2759	F27292	AF-A0A6C1E8B7-F1-v6	166	115	582	2	112	6.0	145	224	0.3848797250859107	40	0.06872852233676977
129234at2759	F2754530	AF-A0A1Y2ETI6-F1-v6	166	160	904	1	160	11.0	154	412	0.4557522123893805	128	0.1415929203539823
129234at2759	F2813651	AF-G1XQ78-F1-v6	166	150	817	1	150	11.0	154	378	0.46266829865361075	120	0.14687882496940025
129234at2759	F293227	AF-W2RL73-F1-v6	166	154	859	1	154	12.0	155	409	0.47613504074505236	125	0.14551804423748546
129234at2759	F29908	AF-U7PKU6-F1-v6	166	154	845	1	154	11.0	158	386	0.45680473372781066	116	0.13727810650887573
129234at2759	F332112	AF-H0GH36-F1-v6	166	71	359	1	71	7.0	160	134	0.3732590529247911	23	0.06406685236768803
129234at2759	F339359	AF-A0AAD5RQL5-F1-v6	166	155	856	1	155	11.0	168	397	0.463785046728972	117	0.1366822429906542
129234at2759	F34406	AF-A0AAX4IEN9-F1-v6	166	157	874	1	157	11.0	154	399	0.45652173913043476	128	0.14645308924485126
129234at2759	F36779	AF-J3NZU8-F1-v6	166	158	858	1	158	11.0	153	389	0.4533799533799534	119	0.1386946386946387
129234at2759	F38799	AF-A0A165MDE0-F1-v6	166	166	951	1	166	9.0	151	426	0.4479495268138801	116	0.12197686645636173
129234at2759	F390894	AF-A0A6A6QGC8-F1-v6	166	158	874	1	158	11.0	155	400	0.4576659038901602	124	0.14187643020594964
129234at2759	F393283	AF-W3X0D4-F1-v6	166	158	859	1	158	11.0	160	399	0.46449359720605354	120	0.13969732246798602
129234at2759	F39416	AF-D5GP94-F1-v6	166	153	829	1	153	11.0	155	384	0.4632086851628468	111	0.1338962605548854
129234at2759	F398673	AF-A0A2K0T699-F1-v6	166	158	880	1	158	12.0	154	414	0.47045454545454546	130	0.14772727272727273
129234at2759	F41990	AF-A0AA38RMQ2-F1-v6	166	157	851	1	157	11.0	155	385	0.45240893066980026	119	0.1398354876615746
129234at2759	F42068	AF-A0A0W4ZUC1-F1-v6	166	162	954	1	162	11.0	153	448	0.469601677148847	129	0.13522012578616352
129234at2759	F42374	AF-B9W6I4-F1-v6	166	132	724	1	132	14.0	246	309	0.42679558011049723	96	0.13259668508287292
129234at2759	F43959	AF-A0AAV5QPC5-F1-v6	166	132	750	1	132	11.0	228	334	0.44533333333333336	105	0.14
129234at2759	F462254	AF-A0A6A6BGT2-F1-v6	166	159	853	1	159	11.0	155	390	0.45720984759671746	117	0.13716295427901523
129234at2759	F470096	AF-A0A6A6WD28-F1-v6	166	153	811	1	153	11.0	155	365	0.45006165228113443	114	0.1405672009864365
129234at2759	F474922	AF-A0A8H4CB66-F1-v6	166	154	851	1	154	11.0	154	388	0.45593419506462984	122	0.14336075205640422
