marker	taxon_set_sha256	split_taxa	split_taxon_count	aa_branch_length	3di_af_branch_length	3di_af_empirical_branch_length	3di_llm_branch_length
207567at2759	da10eaf9cae187d679b77046ef195d84ff7d89fa4fac5e06cb40649591e37237	F4918	1	0.4145044118	0.0742938488	0.0780468354	0.0692155501
207567at2759	da10eaf9cae187d679b77046ef195d84ff7d89fa4fac5e06cb40649591e37237	F549676	1	1e-06	1e-06	1e-06	1e-06
207567at2759	da10eaf9cae187d679b77046ef195d84ff7d89fa4fac5e06cb40649591e37237	F63577	1	1e-06	1e-06	1e-06	1e-06
319730at2759	1a57b1c5fb913384d896dcb780957d1bc87a1406b7f335de52703eb25ffc1d2a	F101028	1	0.1691521229	0.0728854434	0.0760692296	0.0666639066
319730at2759	1a57b1c5fb913384d896dcb780957d1bc87a1406b7f335de52703eb25ffc1d2a	F101028,F4918	2	0.112362449	0.0367264697	0.0380506187	0.0336589051
319730at2759	1a57b1c5fb913384d896dcb780957d1bc87a1406b7f335de52703eb25ffc1d2a	F470096	1	0.0763941384	0.0197119912	0.0200746716	0.0189180923
319730at2759	1a57b1c5fb913384d896dcb780957d1bc87a1406b7f335de52703eb25ffc1d2a	F4918	1	0.4623622168	0.091685607	0.095899016	0.083200731
319730at2759	1a57b1c5fb913384d896dcb780957d1bc87a1406b7f335de52703eb25ffc1d2a	F578093	1	0.0904865314	0.0442008875	0.0462814842	0.0399022834
340246at2759	37d66ca543bbc88563ca85add653df8819529c9b27aab4c7697bfac508117d1c	F1052096	1	0.1937525979	0.0991826365	0.1068688928	0.091334782
340246at2759	37d66ca543bbc88563ca85add653df8819529c9b27aab4c7697bfac508117d1c	F1052096,F470096	2	0.5124685543	0.133909713	0.1457926278	0.122091184
340246at2759	37d66ca543bbc88563ca85add653df8819529c9b27aab4c7697bfac508117d1c	F114524	1	0.1376481617	0.0661209551	0.0688979065	0.0601358296
340246at2759	37d66ca543bbc88563ca85add653df8819529c9b27aab4c7697bfac508117d1c	F470096	1	0.186281083	0.0542225855	0.0601174049	0.0509437195
340246at2759	37d66ca543bbc88563ca85add653df8819529c9b27aab4c7697bfac508117d1c	F4918	1	0.1803899573	0.0484719827	0.0540682485	0.045172565
4747214at2759	08a3f7b0377140030b2a0e33af4cf530cb87d503b282d789fefd34439e840755	F1328300	1	1e-06	1e-06	1e-06	1e-06
4747214at2759	08a3f7b0377140030b2a0e33af4cf530cb87d503b282d789fefd34439e840755	F1328300,F195108	2	0.032980185	0.0190424083	0.011287746	0.0183544654
4747214at2759	08a3f7b0377140030b2a0e33af4cf530cb87d503b282d789fefd34439e840755	F195108	1	1e-06	1e-06	1e-06	1e-06
4747214at2759	08a3f7b0377140030b2a0e33af4cf530cb87d503b282d789fefd34439e840755	F398673	1	0.1146054598	0.0538883828	0.0597212479	0.0505174648
4747214at2759	08a3f7b0377140030b2a0e33af4cf530cb87d503b282d789fefd34439e840755	F4918	1	0.6948947697	0.2079094496	0.253001912	0.1890644307
4823929at2759	4c6e9a472cf2050abd0f2f28a42f37c4be5957826deedc56ac491996a90e2ec2	F470096	1	0.3711914003	0.1559661286	0.154621505	0.1405238009
4823929at2759	4c6e9a472cf2050abd0f2f28a42f37c4be5957826deedc56ac491996a90e2ec2	F470096,F703511	2	0.2480193411	0.0648558718	0.0640046387	0.0606111623
4823929at2759	4c6e9a472cf2050abd0f2f28a42f37c4be5957826deedc56ac491996a90e2ec2	F4918	1	0.8777107289	0.2481265629	0.2686970852	0.2158130327
4823929at2759	4c6e9a472cf2050abd0f2f28a42f37c4be5957826deedc56ac491996a90e2ec2	F4918,F4932	2	0.6284855457	0.1393769056	0.1511664638	0.1184835667
4823929at2759	4c6e9a472cf2050abd0f2f28a42f37c4be5957826deedc56ac491996a90e2ec2	F4932	1	1.0235931545	0.3213093215	0.3478716561	0.2741011142
4823929at2759	4c6e9a472cf2050abd0f2f28a42f37c4be5957826deedc56ac491996a90e2ec2	F703511	1	0.4159137344	0.1595686484	0.1759462975	0.1376653366
4823929at2759	4c6e9a472cf2050abd0f2f28a42f37c4be5957826deedc56ac491996a90e2ec2	F80884	1	0.5432056403	0.296251317	0.3073870455	0.2614465195
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F1005962	1	0.2115869445	0.0673346238	0.0650110673	0.0646926064
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F1005962,F230603,F4918,F599730	4	0.8934257134	0.077915491	0.0817312787	0.0748887107
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F1005962,F4918	2	0.1389685909	0.0209440373	0.0210375505	0.0207717978
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F1005962,F4918,F599730	3	0.1312155772	0.0328365722	0.0324627685	0.0309308912
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F1209916	1	1e-06	1e-06	1e-06	1e-06
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F1209916,F1209934	2	0.4019821449	0.0539049759	0.0528972983	0.0512018675
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F1209934	1	1e-06	1e-06	1e-06	1e-06
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F230603	1	0.2520603417	0.0879597691	0.08468667	0.0844317351
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F4918	1	0.232406735	0.0482569392	0.0504986316	0.0464556084
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F5059	1	1e-06	1e-06	1e-06	1e-06
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F5059,F5062	2	0.2759762374	0.0734793149	0.0729550802	0.0705833767
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F5062	1	1e-06	1e-06	1e-06	1e-06
4843824at2759	3ac0930f84926d61be69a1608144b4dd5d3ea16b79b96bbabfeeb517a9b336aa	F599730	1	0.2738909833	0.0576127511	0.0546598483	0.0544400713
4867008at2759	91a20aa2076fa177ccb32e4a81f6e289794b2391e6a26b8a59b15abd02103a0a	F1042133	1	1e-06	1e-06	1e-06	1e-06
4867008at2759	91a20aa2076fa177ccb32e4a81f6e289794b2391e6a26b8a59b15abd02103a0a	F1042133,F117187	2	0.4606401324	0.2331935361	0.2530651461	0.2035077097
4867008at2759	91a20aa2076fa177ccb32e4a81f6e289794b2391e6a26b8a59b15abd02103a0a	F117187	1	1e-06	1e-06	1e-06	1e-06
4867008at2759	91a20aa2076fa177ccb32e4a81f6e289794b2391e6a26b8a59b15abd02103a0a	F4918	1	0.7870361533	0.3584326473	0.3895319683	0.3096497224
4867008at2759	91a20aa2076fa177ccb32e4a81f6e289794b2391e6a26b8a59b15abd02103a0a	F5454	1	0.3485690142	0.1183108795	0.1259539917	0.1098946752
4900375at2759	aa6336d08af41a20d3faf77d1cea26e7e0dca7d7f4c3e244dc3b1bb77809f20b	F2656787	1	0.5379716251	0.1224570348	0.1292327521	0.1096530722
4900375at2759	aa6336d08af41a20d3faf77d1cea26e7e0dca7d7f4c3e244dc3b1bb77809f20b	F2656787,F5059	2	0.2280679821	0.0265423222	0.0242022417	0.0252823906
4900375at2759	aa6336d08af41a20d3faf77d1cea26e7e0dca7d7f4c3e244dc3b1bb77809f20b	F470096	1	0.2690305202	0.1357443663	0.1493644188	0.1222232958
4900375at2759	aa6336d08af41a20d3faf77d1cea26e7e0dca7d7f4c3e244dc3b1bb77809f20b	F4918	1	1.2614219446	0.0865163974	0.0962247641	0.0805580957
4900375at2759	aa6336d08af41a20d3faf77d1cea26e7e0dca7d7f4c3e244dc3b1bb77809f20b	F5059	1	0.6501392732	0.1456986287	0.1792801113	0.1318716011
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F101028	1	0.0687696954	0.0407961227	0.0471032796	0.036973059
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F101028,F1093897,F393283	3	0.1221898053	0.0183765775	0.0227765764	0.0163058747
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F101028,F393283	2	0.0274282718	0.0092108178	0.0111287603	0.0083235693
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F1093897	1	0.0931486381	0.0365179188	0.0435212282	0.0332757904
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F2813651	1	0.3280618573	0.0561922033	0.0775785834	0.0493579828
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F2813651,F4918	2	0.1447806138	0.0318428349	0.0379592098	0.027298837
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F393283	1	0.1103893303	0.0614352244	0.0784245983	0.0542923855
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F470096	1	0.1496237015	0.0602606899	0.0733384106	0.0532414569
4911644at2759	3681a36604f3634897a12ea0c4800c57dbad8a21d9530aeef1bb4b8210970b93	F4918	1	0.6139105557	0.1363420602	0.1817722489	0.1180664292
4976279at2759	65566177c651ebf2a8e8f7ea09589ce12d7c80263f612a952f06302ecf80159d	F1005962	1	0.5253357807	0.2413726938	0.3074967514	0.2195677409
4976279at2759	65566177c651ebf2a8e8f7ea09589ce12d7c80263f612a952f06302ecf80159d	F1005962,F4918	2	0.5507800679	0.0697349827	0.087607644	0.0621816954
4976279at2759	65566177c651ebf2a8e8f7ea09589ce12d7c80263f612a952f06302ecf80159d	F1504668	1	0.1402725361	0.1067025454	0.1282879333	0.0945936135
4976279at2759	65566177c651ebf2a8e8f7ea09589ce12d7c80263f612a952f06302ecf80159d	F177199	1	0.1508128063	0.0628218967	0.0652643166	0.0572528847
4976279at2759	65566177c651ebf2a8e8f7ea09589ce12d7c80263f612a952f06302ecf80159d	F177199,F226899	2	0.1911498393	0.0418583127	0.0529889815	0.0375547625
4976279at2759	65566177c651ebf2a8e8f7ea09589ce12d7c80263f612a952f06302ecf80159d	F226899	1	0.1794146697	0.0985814829	0.1189120647	0.0895472522
4976279at2759	65566177c651ebf2a8e8f7ea09589ce12d7c80263f612a952f06302ecf80159d	F4918	1	0.1978767521	0.1154082914	0.121017152	0.1024926612
4977163at2759	1d96faa88f089dd1b66f7a6eae2844af82f73fe13c2a6f843c7ecfc0ca3bedd0	F114524	1	0.621294853	0.1238305962	0.1338541234	0.1135189656
4977163at2759	1d96faa88f089dd1b66f7a6eae2844af82f73fe13c2a6f843c7ecfc0ca3bedd0	F2034170	1	0.4566298212	0.2422716534	0.2688384241	0.2186215226
4977163at2759	1d96faa88f089dd1b66f7a6eae2844af82f73fe13c2a6f843c7ecfc0ca3bedd0	F2034170,F2082308	2	0.6221281356	0.2228562825	0.2648695108	0.2057022326
4977163at2759	1d96faa88f089dd1b66f7a6eae2844af82f73fe13c2a6f843c7ecfc0ca3bedd0	F2082308	1	0.4344865438	2.6574e-06	2.6574e-06	2.6574e-06
4977163at2759	1d96faa88f089dd1b66f7a6eae2844af82f73fe13c2a6f843c7ecfc0ca3bedd0	F4918	1	0.3857765295	0.0342732068	0.0351185801	0.0320307998
4977163at2759	1d96faa88f089dd1b66f7a6eae2844af82f73fe13c2a6f843c7ecfc0ca3bedd0	F4918,F54195	2	0.1427254681	2.0889e-06	2.0889e-06	2.0889e-06
4977163at2759	1d96faa88f089dd1b66f7a6eae2844af82f73fe13c2a6f843c7ecfc0ca3bedd0	F54195	1	0.5471102446	0.1689777012	0.1876779116	0.1539164277
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F1042133	1	1e-06	1e-06	1e-06	1e-06
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F1042133,F117187	2	0.1169406561	0.025294193	0.0316417407	0.0232658887
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F1042133,F117187,F393283	3	2.1675e-06	0.0068891712	0.0007482336	0.008377988
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F117187	1	1e-06	1e-06	1e-06	1e-06
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F148304	1	0.0604931433	0.0080367992	0.0088187838	0.0075587826
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F148304,F148305	2	0.0312093336	0.0181951999	0.0188741418	0.0173064508
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F148304,F148305,F1825666	3	0.0388794443	0.0174392312	0.021257441	0.0168268929
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F148305	1	0.0310182917	0.0073078638	0.0078549187	0.0066872974
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F1825666	1	0.2037327562	0.0277324266	0.0308022899	0.0231591303
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F393283	1	0.0942178455	0.0450510078	0.0436089711	0.039627235
4985971at2759	6afdecf5a170a1703cb7282f6592452cf356b393b696640442f89663bbc98035	F4918	1	0.6437418089	0.0894754406	0.1120674161	0.0770264554
4988239at2759	a05270101558434edb931f06af5fe0f3f575a2a3169332415ca8ba73a988ba5e	F117187	1	0.1232145788	0.0242245713	0.0255890033	0.0217803746
4988239at2759	a05270101558434edb931f06af5fe0f3f575a2a3169332415ca8ba73a988ba5e	F117187,F177197	2	0.0891750742	0.0181073021	0.0193646036	0.0173714862
4988239at2759	a05270101558434edb931f06af5fe0f3f575a2a3169332415ca8ba73a988ba5e	F177197	1	0.0925848907	0.0370748234	0.0399284101	0.0347677368
4988239at2759	a05270101558434edb931f06af5fe0f3f575a2a3169332415ca8ba73a988ba5e	F470096	1	0.1416734831	0.0523081651	0.0558688749	0.0469478655
4988239at2759	a05270101558434edb931f06af5fe0f3f575a2a3169332415ca8ba73a988ba5e	F470096,F578093	2	0.0616665281	0.0131213493	0.0121663847	0.0129439679
4988239at2759	a05270101558434edb931f06af5fe0f3f575a2a3169332415ca8ba73a988ba5e	F4918	1	0.3633860991	0.1003035646	0.1121314001	0.0877065824
4988239at2759	a05270101558434edb931f06af5fe0f3f575a2a3169332415ca8ba73a988ba5e	F578093	1	0.1088862236	0.0182941695	0.0202879479	0.0164378448
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F13502	1	0.6321771046	0.1964831011	0.1968957863	0.1810256098
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F13502,F4918	2	0.6712045019	0.1549489717	0.1606653371	0.1418385236
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F147570	1	0.2387008214	0.0844940895	0.0864065661	0.0793959505
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F147570,F5580	2	0.4411079224	0.0910823767	0.0925891159	0.0837831926
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F182096	1	0.1809077323	0.0608463752	0.0606175457	0.0574637875
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F182096,F470096	2	0.0830730858	0.0680780387	0.072490893	0.0621930738
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F470096	1	0.3073599615	0.0889135327	0.0920283111	0.0821594392
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F4918	1	0.3396396553	0.0998494951	0.0969497633	0.0926638415
5000152at2759	6da234d68433f89b5ef0a91af23a37b326ff96a24033bbdd1bfb59b1de9280ac	F5580	1	0.2768608789	0.13159242	0.1335403972	0.121070948
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1176130	1	0.1205093459	0.0319246225	0.0385420218	0.0285608417
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1176130,F1940652,F4918	3	0.108882947	0.0145109521	0.0132534396	0.012559694
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1176130,F4918	2	0.0506264753	0.0094979423	0.0095149228	0.008598569
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1209916	1	1e-06	1e-06	1e-06	1e-06
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1209916,F1209934	2	1e-06	1e-06	1e-06	1e-06
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1209934	1	1e-06	1e-06	1e-06	1e-06
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F145971	1	1e-06	1e-06	1e-06	1e-06
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F145971,F1671311	2	1e-06	1e-06	1e-06	1e-06
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1671311	1	1e-06	1e-06	1e-06	1e-06
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F1940652	1	0.1413000692	0.0315334635	0.0372112093	0.0283951432
5000476at2759	50f98aa4dbff98d16418c442e52599252ad55f6f455057cda4265cc3c47312ed	F4918	1	1.1625486739	0.1340339968	0.1662208753	0.1177517458
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F116794	1	0.2981899529	0.0586455151	0.0658945135	0.0560288701
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F116794,F1504668,F4918	3	0.7397045476	0.168148823	0.1738880464	0.1531095684
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F1209916	1	1e-06	1e-06	1e-06	1e-06
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F1209916,F1671311	2	1e-06	1e-06	1e-06	1e-06
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F1209916,F1671311,F710243	3	1e-06	1e-06	1e-06	1e-06
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F1209934	1	1e-06	1e-06	1e-06	1e-06
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F1504668	1	0.3375860368	0.1265716172	0.1315904107	0.115244234
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F1504668,F4918	2	0.1732977063	0.0207012246	0.0202591955	0.0218329226
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F1671311	1	1e-06	1e-06	1e-06	1e-06
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F4918	1	0.7589937336	0.4094580251	0.4371105056	0.3633050806
5000743at2759	42e56e58c9bdcf8658d7d4bc187b0e3c5c8b5668fe4b8f2718e79bc18f1effb5	F710243	1	1e-06	1e-06	1e-06	1e-06
5000823at2759	45768a8e1d7ab035e819148d9071ee87ac4f457caa9cb76ec1533dced1c49f7a	F116794	1	0.1974265236	0.0548822295	0.0583818477	0.0508412713
5000823at2759	45768a8e1d7ab035e819148d9071ee87ac4f457caa9cb76ec1533dced1c49f7a	F116794,F1690608	2	0.052156599	0.0077687487	0.0064249521	0.0072765293
5000823at2759	45768a8e1d7ab035e819148d9071ee87ac4f457caa9cb76ec1533dced1c49f7a	F1690608	1	0.2502555168	0.031592655	0.0327120743	0.0288282773
5000823at2759	45768a8e1d7ab035e819148d9071ee87ac4f457caa9cb76ec1533dced1c49f7a	F332112	1	1.2324147028	0.1935778782	0.2430302676	0.1755115795
5000823at2759	45768a8e1d7ab035e819148d9071ee87ac4f457caa9cb76ec1533dced1c49f7a	F332112,F4918	2	0.7297648084	0.0810945915	0.0933152357	0.0725491471
5000823at2759	45768a8e1d7ab035e819148d9071ee87ac4f457caa9cb76ec1533dced1c49f7a	F470096	1	0.1346176497	0.0233143403	0.0242864274	0.0236808282
5000823at2759	45768a8e1d7ab035e819148d9071ee87ac4f457caa9cb76ec1533dced1c49f7a	F4918	1	0.4243325479	0.0575200982	0.0634794068	0.0524665286
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F1214568	1	0.0879799196	0.0256179773	0.0246801172	0.0227595744
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F1214568,F34406,F80884	3	0.4787394072	0.0861722299	0.0854095739	0.0798824588
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F2606893	1	0.3988146643	0.1366530331	0.1705342501	0.1248464416
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F34406	1	1e-06	1e-06	1e-06	1e-06
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F34406,F80884	2	0.0929328902	0.0414979002	0.0453709298	0.0397716541
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F4918	1	0.382233687	0.1434785467	0.1760643463	0.1437129321
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F4918,F706196	2	0.3948854372	0.0174074125	2.8174e-06	0.0143309005
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F706196	1	0.7051344726	0.2704584538	0.359292005	0.2410908379
5001273at2759	c75bacc908823292b7814c93ddd36f45f23b565637cba46b89b6f15f2d9c22c5	F80884	1	1e-06	1e-06	1e-06	1e-06
5001734at2759	36c8255f2b52116879c3587ac3a82c9647bbea50752fbd32c22248fee8b217dd	F1042133	1	1e-06	1e-06	1e-06	1e-06
5001734at2759	36c8255f2b52116879c3587ac3a82c9647bbea50752fbd32c22248fee8b217dd	F1042133,F117187	2	1e-06	0.0082589304	0.0079591744	0.0077327456
5001734at2759	36c8255f2b52116879c3587ac3a82c9647bbea50752fbd32c22248fee8b217dd	F117187	1	1e-06	1e-06	1e-06	1e-06
5001734at2759	36c8255f2b52116879c3587ac3a82c9647bbea50752fbd32c22248fee8b217dd	F1214568	1	0.0427458318	0.0170921041	0.0167027954	0.0160397862
5001734at2759	36c8255f2b52116879c3587ac3a82c9647bbea50752fbd32c22248fee8b217dd	F1214568,F147570	2	0.1448960895	0.0084857642	0.0080769887	0.0079084334
5001734at2759	36c8255f2b52116879c3587ac3a82c9647bbea50752fbd32c22248fee8b217dd	F147570	1	0.4475935985	0.0442826637	0.0431563859	0.041262276
5001734at2759	36c8255f2b52116879c3587ac3a82c9647bbea50752fbd32c22248fee8b217dd	F5518	1	0.0339806888	0.0082495932	0.0080028892	0.0077223969
5001941at2759	3a7a20ec6d4d2a5bffd57e0d6e98985e6f1a39db0c94a833e832630d301c8fe4	F162425	1	0.1848947502	0.0522659221	0.0602555716	0.0481963932
5001941at2759	3a7a20ec6d4d2a5bffd57e0d6e98985e6f1a39db0c94a833e832630d301c8fe4	F162425,F470096	2	0.0679699271	2.0371e-06	2.9721e-06	2.0371e-06
5001941at2759	3a7a20ec6d4d2a5bffd57e0d6e98985e6f1a39db0c94a833e832630d301c8fe4	F1658444	1	0.1089777853	0.0354121584	0.0420830735	0.0321308862
