representative_input_id	member_input_id	forward_alignment_returned	reverse_alignment_returned	forward_passes	reverse_passes	status
M000193	M000015	True	True	True	True	both_directions_pass
M000193	M000022	True	True	True	True	both_directions_pass
M000193	M000053	True	True	True	True	both_directions_pass
M000193	M000166	True	True	True	True	both_directions_pass
M000193	M000239	True	True	True	True	both_directions_pass
M000193	M000403	True	True	True	True	both_directions_pass
M000193	M000549	True	True	True	True	both_directions_pass
M000193	M000661	True	True	True	True	both_directions_pass
M000193	M000729	True	True	True	True	both_directions_pass
M000193	M000780	True	True	True	True	both_directions_pass
M000193	M000907	True	True	True	True	both_directions_pass
M000193	M001024	True	True	True	True	both_directions_pass
M000193	M001069	True	True	True	True	both_directions_pass
M000193	M001105	True	True	True	True	both_directions_pass
M000193	M001399	True	True	True	True	both_directions_pass
M000193	M001469	True	True	True	True	both_directions_pass
M000193	M001528	True	True	True	True	both_directions_pass
M000193	M001725	True	True	True	True	both_directions_pass
M000193	M001934	True	True	True	True	both_directions_pass
M000193	M001965	True	True	True	True	both_directions_pass
M000193	M002155	True	True	True	True	both_directions_pass
M000193	M002289	True	True	True	True	both_directions_pass
M000193	M002423	True	True	True	True	both_directions_pass
M000193	M002649	True	True	True	True	both_directions_pass
M000193	M002840	True	True	True	True	both_directions_pass
M000193	M002935	True	True	True	True	both_directions_pass
M000193	M002953	True	True	True	True	both_directions_pass
M000193	M003097	True	True	True	True	both_directions_pass
M000193	M003197	True	True	True	True	both_directions_pass
M000193	M003334	True	True	True	True	both_directions_pass
M000193	M003445	True	True	True	True	both_directions_pass
M000193	M003468	True	True	True	True	both_directions_pass
M000193	M003542	True	True	True	True	both_directions_pass
M000193	M003682	True	True	True	True	both_directions_pass
M000193	M003768	True	True	True	True	both_directions_pass
M000193	M003814	True	True	True	True	both_directions_pass
M000193	M003945	True	True	True	True	both_directions_pass
M000193	M004135	True	True	True	True	both_directions_pass
M000193	M004154	True	True	True	True	both_directions_pass
M000193	M004221	True	True	True	True	both_directions_pass
M000193	M004383	True	True	True	True	both_directions_pass
M000193	M004406	True	True	True	True	both_directions_pass
M000193	M004613	True	True	True	True	both_directions_pass
M000193	M004741	True	True	True	True	both_directions_pass
M000193	M004782	True	True	True	True	both_directions_pass
M000193	M004931	True	True	True	True	both_directions_pass
M000193	M005025	True	True	True	True	both_directions_pass
M000193	M005203	True	True	True	True	both_directions_pass
M000193	M005381	True	True	True	True	both_directions_pass
M000193	M005477	True	True	True	True	both_directions_pass
M000193	M005512	True	True	True	True	both_directions_pass
M000193	M005646	True	True	True	True	both_directions_pass
M000193	M005769	True	True	True	True	both_directions_pass
M000193	M006092	True	True	True	True	both_directions_pass
M000193	M006125	True	True	True	True	both_directions_pass
M000193	M006205	True	True	True	True	both_directions_pass
M000193	M006485	True	True	True	True	both_directions_pass
M000193	M006536	True	True	True	True	both_directions_pass
M000193	M006647	True	True	True	True	both_directions_pass
M000193	M006822	True	True	True	True	both_directions_pass
M000193	M006957	True	True	True	True	both_directions_pass
M000193	M007074	True	True	True	True	both_directions_pass
M000193	M007149	True	True	True	True	both_directions_pass
M000193	M007337	True	True	True	True	both_directions_pass
M000193	M007523	True	True	True	True	both_directions_pass
M000193	M007560	True	True	True	True	both_directions_pass
M000193	M007708	True	True	True	True	both_directions_pass
M000193	M007826	True	True	True	True	both_directions_pass
M000193	M007906	True	True	True	True	both_directions_pass
M000193	M007969	True	True	True	True	both_directions_pass
M000193	M008112	True	True	True	True	both_directions_pass
M000193	M008361	True	True	True	True	both_directions_pass
M000193	M008570	True	True	True	True	both_directions_pass
M000193	M008630	True	True	True	True	both_directions_pass
M000193	M008759	True	True	True	True	both_directions_pass
M000193	M008828	True	True	True	True	both_directions_pass
M000193	M009185	True	True	True	True	both_directions_pass
M000193	M009405	True	True	True	True	both_directions_pass
M000193	M009412	True	True	True	True	both_directions_pass
M000193	M009532	True	True	True	True	both_directions_pass
M000193	M009592	True	True	True	True	both_directions_pass
M000193	M009792	True	True	True	True	both_directions_pass
M000193	M009956	True	True	True	True	both_directions_pass
M000193	M010090	True	True	True	True	both_directions_pass
M000193	M010179	True	True	True	True	both_directions_pass
M000193	M010434	True	True	True	True	both_directions_pass
M000193	M010700	True	True	True	True	both_directions_pass
M000193	M010890	True	True	True	True	both_directions_pass
M000193	M011015	True	True	True	True	both_directions_pass
M000193	M011258	True	True	True	True	both_directions_pass
M000193	M011436	True	True	True	True	both_directions_pass
M000193	M011601	True	True	True	True	both_directions_pass
M000193	M011735	True	True	True	True	both_directions_pass
M000193	M011873	True	True	True	True	both_directions_pass
M000193	M012035	True	True	True	True	both_directions_pass
M000193	M012128	True	True	True	True	both_directions_pass
M000193	M012194	True	True	True	True	both_directions_pass
M000193	M012321	True	True	True	True	both_directions_pass
M000193	M012396	True	True	True	True	both_directions_pass
M000193	M012550	True	True	True	True	both_directions_pass
M000193	M012691	True	True	True	True	both_directions_pass
M000193	M012797	True	True	True	True	both_directions_pass
M000193	M013039	True	True	True	True	both_directions_pass
M000227	M009022	True	True	True	True	both_directions_pass
M000284	M002445	True	True	True	True	both_directions_pass
M000284	M009907	True	True	True	True	both_directions_pass
M000287	M001992	True	True	True	True	both_directions_pass
M000287	M009367	True	True	True	True	both_directions_pass
M000287	M009566	True	True	True	True	both_directions_pass
M000287	M014548	True	True	True	True	both_directions_pass
M000287	M014819	True	True	True	True	both_directions_pass
M000313	M013172	True	True	True	True	both_directions_pass
M000313	M015232	True	True	True	True	both_directions_pass
M000371	M008989	True	True	True	True	both_directions_pass
M000372	M003906	True	True	True	True	both_directions_pass
M000395	M007691	True	True	True	True	both_directions_pass
M000395	M010242	True	True	True	True	both_directions_pass
M000395	M016154	True	True	False	False	neither_direction_passes
M000396	M000733	True	True	False	False	neither_direction_passes
M000396	M002206	True	True	True	True	both_directions_pass
M000398	M004408	True	True	True	True	both_directions_pass
M000398	M011449	True	True	True	True	both_directions_pass
M000398	M015216	True	True	True	True	both_directions_pass
M000433	M002651	True	True	True	True	both_directions_pass
M000433	M005349	True	True	True	True	both_directions_pass
M000433	M005433	True	True	True	True	both_directions_pass
M000433	M005594	True	True	True	True	both_directions_pass
M000433	M006130	True	True	True	True	both_directions_pass
M000433	M006194	True	True	True	True	both_directions_pass
M000433	M006831	True	True	True	True	both_directions_pass
M000433	M006890	True	True	True	True	both_directions_pass
M000433	M007320	True	True	True	True	both_directions_pass
M000433	M008748	True	True	True	True	both_directions_pass
M000433	M010163	True	True	True	True	both_directions_pass
M000433	M011361	True	True	True	True	both_directions_pass
M000433	M013231	True	True	True	True	both_directions_pass
M000433	M015423	True	True	True	True	both_directions_pass
M000433	M017116	True	True	True	True	both_directions_pass
M000433	M018082	True	True	True	True	both_directions_pass
M000444	M000014	True	True	True	True	both_directions_pass
M000444	M000545	True	True	True	True	both_directions_pass
M000444	M000997	True	True	True	True	both_directions_pass
M000444	M002477	True	True	True	True	both_directions_pass
M000444	M003227	True	True	True	True	both_directions_pass
M000444	M003308	True	True	True	True	both_directions_pass
M000444	M005598	True	True	True	True	both_directions_pass
M000444	M007709	True	True	True	True	both_directions_pass
M000444	M008004	True	True	True	True	both_directions_pass
M000444	M008574	True	True	True	True	both_directions_pass
M000444	M011422	True	True	True	True	both_directions_pass
M000444	M012927	True	True	True	True	both_directions_pass
M000444	M013654	True	True	True	True	both_directions_pass
M000444	M013915	True	True	True	True	both_directions_pass
M000444	M014344	True	True	True	True	both_directions_pass
M000444	M015260	True	True	True	True	both_directions_pass
M000444	M016137	True	True	True	True	both_directions_pass
M000444	M017712	True	True	True	True	both_directions_pass
M000444	M018257	True	True	True	True	both_directions_pass
M000459	M010882	True	True	True	True	both_directions_pass
M000470	M000685	True	True	True	True	both_directions_pass
M000470	M001633	True	True	True	True	both_directions_pass
M000470	M003514	True	True	True	True	both_directions_pass
M000470	M003900	True	True	True	True	both_directions_pass
M000470	M004086	True	True	True	True	both_directions_pass
M000470	M007827	True	True	True	True	both_directions_pass
M000470	M007833	True	True	True	True	both_directions_pass
M000470	M008816	True	True	True	True	both_directions_pass
M000484	M000038	True	True	True	True	both_directions_pass
M000484	M007159	True	True	True	True	both_directions_pass
M000488	M000848	True	True	True	True	both_directions_pass
M000488	M002365	True	True	True	True	both_directions_pass
M000493	M001657	True	True	True	True	both_directions_pass
M000493	M014262	True	True	True	True	both_directions_pass
M000494	M000483	True	True	True	True	both_directions_pass
M000494	M000830	True	True	True	True	both_directions_pass
M000494	M003428	True	True	True	True	both_directions_pass
M000494	M004095	True	True	True	True	both_directions_pass
M000494	M004229	True	True	True	True	both_directions_pass
M000494	M005015	True	True	True	True	both_directions_pass
M000494	M010478	True	True	True	True	both_directions_pass
M000494	M012125	True	True	True	True	both_directions_pass
M000494	M014352	True	True	True	True	both_directions_pass
M000494	M014835	True	True	True	True	both_directions_pass
M000494	M015096	True	True	True	True	both_directions_pass
M000494	M015933	True	True	True	True	both_directions_pass
M000494	M017938	True	True	True	True	both_directions_pass
M000507	M007554	True	True	True	True	both_directions_pass
M000523	M000155	True	True	True	True	both_directions_pass
M000523	M000435	True	True	True	True	both_directions_pass
M000523	M000770	True	True	True	True	both_directions_pass
M000523	M000897	True	True	True	True	both_directions_pass
M000523	M001047	True	True	True	True	both_directions_pass
M000523	M001870	True	True	True	True	both_directions_pass
M000523	M002133	True	True	True	True	both_directions_pass
M000523	M003033	True	True	True	True	both_directions_pass
M000523	M003982	True	True	True	True	both_directions_pass
M000523	M004432	True	True	True	True	both_directions_pass
M000523	M004577	True	True	True	True	both_directions_pass
M000523	M004651	True	True	True	True	both_directions_pass
M000523	M004940	True	True	True	True	both_directions_pass
M000523	M005306	True	True	True	True	both_directions_pass
M000523	M005460	True	True	True	True	both_directions_pass
M000523	M005933	True	True	True	True	both_directions_pass
M000523	M006296	True	True	True	True	both_directions_pass
M000523	M006379	True	True	True	True	both_directions_pass
M000523	M006465	True	True	True	True	both_directions_pass
M000523	M006776	True	True	True	True	both_directions_pass
M000523	M006918	True	True	True	True	both_directions_pass
M000523	M007183	True	True	True	True	both_directions_pass
M000523	M008030	True	True	True	True	both_directions_pass
M000523	M008383	True	True	True	True	both_directions_pass
M000523	M009118	True	True	True	True	both_directions_pass
M000523	M009203	True	True	True	True	both_directions_pass
M000523	M009414	True	True	True	True	both_directions_pass
M000523	M009444	True	True	True	True	both_directions_pass
M000523	M009944	True	True	True	True	both_directions_pass
M000523	M010218	True	True	True	True	both_directions_pass
M000523	M010282	True	True	True	True	both_directions_pass
M000523	M010311	True	True	True	True	both_directions_pass
M000523	M011252	True	True	True	True	both_directions_pass
M000523	M011843	True	True	True	True	both_directions_pass
M000523	M012143	True	True	True	True	both_directions_pass
M000523	M013022	True	True	True	True	both_directions_pass
M000550	M000813	True	True	True	True	both_directions_pass
M000550	M001032	True	True	True	True	both_directions_pass
M000550	M001273	True	True	True	True	both_directions_pass
M000550	M001458	True	True	True	True	both_directions_pass
M000550	M002156	True	True	True	True	both_directions_pass
M000550	M002506	True	True	True	True	both_directions_pass
M000550	M002803	True	True	True	True	both_directions_pass
M000550	M003835	True	True	True	True	both_directions_pass
M000550	M004218	True	True	True	True	both_directions_pass
M000550	M004353	True	True	True	True	both_directions_pass
M000550	M004946	True	True	True	True	both_directions_pass
M000550	M005364	True	True	True	True	both_directions_pass
M000550	M005440	True	True	True	True	both_directions_pass
M000550	M005546	True	True	True	True	both_directions_pass
M000550	M005832	True	True	True	True	both_directions_pass
M000550	M005864	True	True	True	True	both_directions_pass
M000550	M006113	True	True	True	True	both_directions_pass
M000550	M007596	True	True	True	True	both_directions_pass
M000550	M008023	True	True	True	True	both_directions_pass
M000550	M008388	True	True	True	True	both_directions_pass
M000550	M008747	True	True	True	True	both_directions_pass
M000550	M008856	True	True	True	True	both_directions_pass
M000550	M009046	True	True	True	True	both_directions_pass
M000550	M009542	True	True	True	True	both_directions_pass
M000550	M009575	True	True	True	True	both_directions_pass
M000550	M009665	True	True	True	True	both_directions_pass
M000550	M010411	True	True	True	True	both_directions_pass
M000550	M010921	True	True	True	True	both_directions_pass
M000550	M011249	True	True	True	True	both_directions_pass
M000550	M011453	True	True	True	True	both_directions_pass
M000550	M011662	True	True	True	True	both_directions_pass
M000550	M011881	True	True	True	True	both_directions_pass
M000550	M012078	True	True	True	True	both_directions_pass
M000550	M012223	True	True	True	True	both_directions_pass
M000550	M012281	True	True	True	True	both_directions_pass
M000550	M012393	True	True	True	True	both_directions_pass
M000550	M012561	True	True	True	True	both_directions_pass
M000550	M012848	True	True	True	True	both_directions_pass
M000550	M013003	True	True	True	True	both_directions_pass
M000550	M013038	True	True	True	True	both_directions_pass
M000582	M006584	True	True	True	True	both_directions_pass
M000582	M007264	True	True	True	True	both_directions_pass
M000582	M010453	True	True	True	True	both_directions_pass
M000582	M010728	True	True	True	True	both_directions_pass
M000582	M012810	True	True	True	True	both_directions_pass
M000598	M002792	True	True	True	True	both_directions_pass
M000598	M006183	True	True	True	True	both_directions_pass
M000598	M007288	True	True	True	True	both_directions_pass
M000598	M007317	True	True	True	True	both_directions_pass
M000598	M009269	True	True	True	True	both_directions_pass
M000612	M000389	True	True	True	True	both_directions_pass
M000612	M003246	True	True	True	True	both_directions_pass
M000612	M005121	True	True	True	True	both_directions_pass
M000612	M006228	True	True	True	True	both_directions_pass
M000612	M006284	True	True	True	True	both_directions_pass
M000612	M010692	True	True	True	True	both_directions_pass
M000612	M011374	True	True	True	True	both_directions_pass
M000612	M013242	True	True	True	True	both_directions_pass
M000612	M014146	True	True	True	True	both_directions_pass
M000620	M002257	True	True	True	True	both_directions_pass
M000636	M000356	True	True	True	True	both_directions_pass
M000636	M001256	True	True	True	True	both_directions_pass
M000636	M001268	True	True	True	True	both_directions_pass
M000636	M002546	True	True	True	True	both_directions_pass
M000636	M006597	True	True	True	True	both_directions_pass
M000636	M010526	True	True	True	True	both_directions_pass
M000636	M013323	True	True	True	True	both_directions_pass
M000636	M015439	True	True	True	True	both_directions_pass
M000636	M015909	True	True	True	True	both_directions_pass
M000665	M008626	True	True	True	True	both_directions_pass
M000665	M011545	True	True	True	True	both_directions_pass
M000675	M001340	True	True	True	True	both_directions_pass
M000698	M000084	True	True	True	True	both_directions_pass
M000698	M000651	True	True	True	True	both_directions_pass
M000698	M002707	True	True	True	True	both_directions_pass
M000698	M003462	True	True	True	True	both_directions_pass
M000698	M004369	True	True	True	True	both_directions_pass
M000698	M004688	True	True	True	True	both_directions_pass
M000698	M007158	True	True	True	True	both_directions_pass
M000698	M008100	True	True	True	True	both_directions_pass
M000698	M010186	True	True	True	True	both_directions_pass
M000698	M010736	True	True	True	True	both_directions_pass
M000698	M011766	True	True	True	True	both_directions_pass
M000698	M012391	True	True	True	True	both_directions_pass
M000698	M013445	True	True	True	True	both_directions_pass
M000698	M013994	True	True	True	True	both_directions_pass
M000698	M013996	True	True	True	True	both_directions_pass
M000698	M014236	True	True	True	True	both_directions_pass
M000698	M014477	True	True	True	True	both_directions_pass
M000698	M014822	True	True	True	True	both_directions_pass
M000698	M015258	True	True	True	True	both_directions_pass
M000698	M015369	True	True	True	True	both_directions_pass
M000698	M015647	True	True	True	True	both_directions_pass
M000698	M015719	True	True	True	True	both_directions_pass
M000698	M015948	True	True	True	True	both_directions_pass
M000698	M016339	True	True	False	False	neither_direction_passes
M000698	M016368	True	True	True	True	both_directions_pass
M000698	M016370	True	True	True	True	both_directions_pass
M000698	M016455	True	True	True	True	both_directions_pass
M000698	M016621	True	True	True	True	both_directions_pass
M000698	M017040	True	True	True	True	both_directions_pass
M000698	M017547	True	True	True	True	both_directions_pass
M000698	M018064	True	True	True	True	both_directions_pass
M000701	M001619	True	True	True	True	both_directions_pass
M000701	M001728	True	True	True	True	both_directions_pass
M000701	M002390	True	True	True	True	both_directions_pass
M000701	M007663	True	True	True	True	both_directions_pass
M000712	M000270	True	True	True	True	both_directions_pass
M000712	M000823	True	True	True	True	both_directions_pass
M000712	M001582	True	True	True	True	both_directions_pass
M000712	M002426	True	True	True	True	both_directions_pass
M000712	M002876	True	True	True	True	both_directions_pass
M000712	M003670	True	True	True	True	both_directions_pass
M000712	M003825	True	True	True	True	both_directions_pass
M000712	M004265	True	True	True	True	both_directions_pass
M000712	M004736	True	True	True	True	both_directions_pass
M000712	M005118	True	True	True	True	both_directions_pass
M000712	M006461	True	True	True	True	both_directions_pass
M000712	M006691	True	True	True	True	both_directions_pass
M000712	M007667	True	True	True	True	both_directions_pass
M000712	M008435	True	True	True	True	both_directions_pass
M000712	M008982	True	True	True	True	both_directions_pass
M000712	M010223	True	True	True	True	both_directions_pass
M000712	M011259	True	True	True	True	both_directions_pass
M000712	M011728	True	True	True	True	both_directions_pass
M000712	M011911	True	True	True	True	both_directions_pass
M000712	M012364	True	True	True	True	both_directions_pass
M000712	M012385	True	True	True	True	both_directions_pass
M000712	M012494	True	True	True	True	both_directions_pass
M000712	M012742	True	True	True	True	both_directions_pass
M000712	M013065	True	True	True	True	both_directions_pass
M000712	M013615	True	True	True	True	both_directions_pass
M000712	M014696	True	True	True	True	both_directions_pass
M000712	M015250	True	True	True	True	both_directions_pass
M000712	M015253	True	True	True	True	both_directions_pass
M000712	M015407	True	True	True	True	both_directions_pass
M000712	M015446	True	True	True	True	both_directions_pass
M000712	M016121	True	True	True	True	both_directions_pass
M000712	M016995	True	True	True	True	both_directions_pass
M000712	M017146	True	True	True	True	both_directions_pass
M000712	M017394	True	True	True	True	both_directions_pass
M000712	M017716	True	True	True	True	both_directions_pass
M000712	M017827	True	True	True	True	both_directions_pass
M000712	M017942	True	True	True	True	both_directions_pass
M000719	M004516	True	True	True	True	both_directions_pass
M000719	M004845	True	True	True	True	both_directions_pass
M000731	M015503	True	True	True	True	both_directions_pass
M000732	M004452	True	True	True	True	both_directions_pass
M000732	M016063	True	True	True	True	both_directions_pass
M000735	M002592	True	True	True	True	both_directions_pass
M000735	M003391	True	True	True	True	both_directions_pass
M000735	M004243	True	True	True	True	both_directions_pass
M000735	M008407	True	True	False	False	neither_direction_passes
M000735	M008646	True	True	True	True	both_directions_pass
M000735	M011604	True	True	True	True	both_directions_pass
M000735	M012040	True	True	True	True	both_directions_pass
M000735	M013295	True	True	True	True	both_directions_pass
M000735	M013484	True	True	True	True	both_directions_pass
M000735	M013548	True	True	True	True	both_directions_pass
M000735	M014224	True	True	True	True	both_directions_pass
M000735	M015624	True	True	True	True	both_directions_pass
M000735	M015835	True	True	False	False	neither_direction_passes
M000735	M016102	True	True	True	True	both_directions_pass
M000735	M017072	True	True	True	True	both_directions_pass
M000735	M018148	True	True	False	False	neither_direction_passes
M000735	M018180	True	True	True	True	both_directions_pass
M000752	M000904	True	True	True	True	both_directions_pass
M000752	M011923	True	True	True	True	both_directions_pass
M000776	M000011	True	True	True	True	both_directions_pass
M000776	M000669	True	True	True	True	both_directions_pass
M000776	M000902	True	True	True	True	both_directions_pass
M000776	M000976	True	True	True	True	both_directions_pass
M000776	M001600	True	True	True	True	both_directions_pass
M000776	M001929	True	True	True	True	both_directions_pass
M000776	M002262	True	True	True	True	both_directions_pass
M000776	M003377	True	True	True	True	both_directions_pass
M000776	M003434	True	True	True	True	both_directions_pass
M000776	M004386	True	True	True	True	both_directions_pass
M000776	M004455	True	True	True	True	both_directions_pass
M000776	M005485	True	True	True	True	both_directions_pass
M000776	M006689	True	True	True	True	both_directions_pass
M000776	M006841	True	True	True	True	both_directions_pass
M000776	M006949	True	True	True	True	both_directions_pass
M000776	M007312	True	True	True	True	both_directions_pass
M000776	M007711	True	True	True	True	both_directions_pass
M000776	M008309	True	True	True	True	both_directions_pass
M000776	M009582	True	True	True	True	both_directions_pass
M000776	M009807	True	True	True	True	both_directions_pass
M000776	M011477	True	True	True	True	both_directions_pass
M000776	M011531	True	True	True	True	both_directions_pass
M000776	M012373	True	True	True	True	both_directions_pass
M000776	M015371	True	True	True	True	both_directions_pass
M000776	M016950	True	True	True	True	both_directions_pass
M000807	M000850	True	True	True	True	both_directions_pass
M000807	M011921	True	True	True	True	both_directions_pass
M000809	M000915	True	True	True	True	both_directions_pass
M000809	M011827	True	True	True	True	both_directions_pass
M000821	M011879	True	True	True	True	both_directions_pass
M000831	M000910	True	True	True	True	both_directions_pass
M000859	M011677	True	True	True	True	both_directions_pass
M000869	M000826	True	True	True	True	both_directions_pass
M000869	M001711	True	True	True	True	both_directions_pass
M000869	M001768	True	True	True	True	both_directions_pass
M000869	M007016	True	True	True	True	both_directions_pass
M000869	M011910	True	True	True	True	both_directions_pass
M000890	M000784	True	True	True	True	both_directions_pass
M000890	M004087	True	True	True	True	both_directions_pass
M000890	M006005	True	True	True	True	both_directions_pass
M000890	M011850	True	True	True	True	both_directions_pass
M000893	M011842	True	True	True	True	both_directions_pass
M000895	M011919	True	True	True	True	both_directions_pass
M000906	M000946	True	True	True	True	both_directions_pass
M000906	M011875	True	True	True	True	both_directions_pass
M000916	M000317	True	True	True	True	both_directions_pass
M000916	M000810	True	True	True	True	both_directions_pass
M000916	M002220	True	True	True	True	both_directions_pass
M000916	M002414	True	True	True	True	both_directions_pass
M000916	M006019	True	True	True	True	both_directions_pass
M000916	M011902	True	True	True	True	both_directions_pass
M000916	M015993	True	True	True	True	both_directions_pass
M000926	M011904	True	True	True	True	both_directions_pass
M000936	M000746	True	True	True	True	both_directions_pass
M000936	M007031	True	True	True	True	both_directions_pass
M000936	M011883	True	True	True	True	both_directions_pass
M000962	M001658	True	True	True	True	both_directions_pass
M000962	M001791	True	True	True	True	both_directions_pass
M000962	M003918	True	True	True	True	both_directions_pass
M000962	M008105	True	True	True	True	both_directions_pass
M000962	M010996	True	True	True	True	both_directions_pass
M000962	M012360	True	True	True	True	both_directions_pass
M000969	M000885	True	True	True	True	both_directions_pass
M000969	M003908	True	True	True	True	both_directions_pass
M000969	M005128	True	True	True	True	both_directions_pass
M000969	M007545	True	True	True	True	both_directions_pass
M000969	M007843	True	True	True	True	both_directions_pass
M000969	M011058	True	True	True	True	both_directions_pass
M000969	M011914	True	True	True	True	both_directions_pass
M000980	M000796	True	True	True	True	both_directions_pass
M000980	M000908	True	True	True	True	both_directions_pass
M000980	M001454	True	True	True	True	both_directions_pass
M000980	M002624	True	True	True	True	both_directions_pass
M000980	M003372	True	True	True	True	both_directions_pass
M000980	M003843	True	True	True	True	both_directions_pass
M000980	M005497	True	True	True	True	both_directions_pass
