representative_input_id	member_input_id	approximate_status	exact_status	forward_exact_passes	reverse_exact_passes	any_exact_score_out_of_bounds
M000055	M007064	both_directions_pass	both_directions_pass	True	True	False
M000055	M007153	both_directions_pass	both_directions_pass	True	True	False
M000055	M007370	both_directions_pass	both_directions_pass	True	True	False
M000055	M007402	both_directions_pass	both_directions_pass	True	True	False
M000055	M007581	both_directions_pass	both_directions_pass	True	True	False
M000055	M007686	both_directions_pass	both_directions_pass	True	True	False
M000055	M007866	both_directions_pass	both_directions_pass	True	True	False
M000055	M008048	both_directions_pass	both_directions_pass	True	True	False
M000055	M008147	both_directions_pass	both_directions_pass	True	True	False
M000055	M008259	both_directions_pass	both_directions_pass	True	True	False
M000055	M008432	both_directions_pass	both_directions_pass	True	True	False
M000055	M008539	both_directions_pass	both_directions_pass	True	True	False
M000055	M008611	both_directions_pass	both_directions_pass	True	True	False
M000055	M008660	both_directions_pass	both_directions_pass	True	True	False
M000055	M008703	both_directions_pass	both_directions_pass	True	True	False
M000055	M008861	both_directions_pass	both_directions_pass	True	True	False
M000055	M009075	both_directions_pass	both_directions_pass	True	True	False
M000055	M009373	both_directions_pass	both_directions_pass	True	True	False
M000055	M009523	both_directions_pass	both_directions_pass	True	True	False
M000055	M009825	both_directions_pass	both_directions_pass	True	True	False
M000055	M009937	both_directions_pass	both_directions_pass	True	True	False
M000055	M010014	both_directions_pass	both_directions_pass	True	True	False
M000055	M010203	both_directions_pass	both_directions_pass	True	True	False
M000055	M010319	both_directions_pass	both_directions_pass	True	True	False
M000055	M010378	both_directions_pass	both_directions_pass	True	True	False
M000055	M010519	both_directions_pass	both_directions_pass	True	True	False
M000055	M010774	both_directions_pass	both_directions_pass	True	True	False
M000055	M010791	both_directions_pass	both_directions_pass	True	True	False
M000055	M010870	both_directions_pass	both_directions_pass	True	True	False
M000055	M010963	both_directions_pass	both_directions_pass	True	True	False
M000055	M011274	both_directions_pass	both_directions_pass	True	True	False
M000055	M011418	both_directions_pass	both_directions_pass	True	True	False
M000055	M011561	both_directions_pass	both_directions_pass	True	True	False
M000055	M011686	both_directions_pass	both_directions_pass	True	True	False
M000055	M011996	both_directions_pass	both_directions_pass	True	True	False
M000055	M012132	both_directions_pass	both_directions_pass	True	True	False
M000055	M012230	both_directions_pass	both_directions_pass	True	True	False
M000055	M012277	both_directions_pass	both_directions_pass	True	True	False
M000055	M012367	both_directions_pass	both_directions_pass	True	True	False
M000055	M012465	both_directions_pass	both_directions_pass	True	True	False
M000055	M012573	both_directions_pass	both_directions_pass	True	True	False
M000055	M012724	both_directions_pass	both_directions_pass	True	True	False
M000055	M012882	both_directions_pass	both_directions_pass	True	True	False
M000055	M013016	both_directions_pass	both_directions_pass	True	True	False
M000055	M013104	both_directions_pass	both_directions_pass	True	True	False
M000074	M004846	both_directions_pass	neither_direction_passes	False	False	False
M000074	M009883	both_directions_pass	both_directions_pass	True	True	False
M000074	M010152	both_directions_pass	both_directions_pass	True	True	False
M000079	M002019	both_directions_pass	neither_direction_passes	False	False	True
M000079	M003552	both_directions_pass	neither_direction_passes	False	False	True
M000079	M003654	both_directions_pass	neither_direction_passes	False	False	True
M000079	M006524	both_directions_pass	both_directions_pass	True	True	False
M000079	M007948	both_directions_pass	neither_direction_passes	False	False	True
M000079	M013570	both_directions_pass	both_directions_pass	True	True	False
M000081	M000664	both_directions_pass	both_directions_pass	True	True	False
M000081	M004457	both_directions_pass	both_directions_pass	True	True	False
M000081	M004624	both_directions_pass	both_directions_pass	True	True	False
M000081	M004980	both_directions_pass	both_directions_pass	True	True	False
M000081	M007576	both_directions_pass	both_directions_pass	True	True	False
M000081	M015443	both_directions_pass	both_directions_pass	True	True	False
M000096	M005439	both_directions_pass	both_directions_pass	True	True	False
M000180	M001809	both_directions_pass	both_directions_pass	True	True	False
M000180	M010195	both_directions_pass	both_directions_pass	True	True	False
M000180	M010568	both_directions_pass	both_directions_pass	True	True	False
M000186	M001020	both_directions_pass	both_directions_pass	True	True	False
M000193	M000015	both_directions_pass	both_directions_pass	True	True	False
M000193	M000022	both_directions_pass	both_directions_pass	True	True	False
M000193	M000053	both_directions_pass	both_directions_pass	True	True	False
M000193	M000166	both_directions_pass	both_directions_pass	True	True	False
M000193	M000239	both_directions_pass	both_directions_pass	True	True	False
M000193	M000403	both_directions_pass	both_directions_pass	True	True	False
M000193	M000549	both_directions_pass	both_directions_pass	True	True	False
M000193	M000661	both_directions_pass	both_directions_pass	True	True	False
M000193	M000729	both_directions_pass	both_directions_pass	True	True	False
M000193	M000780	both_directions_pass	both_directions_pass	True	True	False
M000193	M000907	both_directions_pass	both_directions_pass	True	True	False
M000193	M001024	both_directions_pass	both_directions_pass	True	True	False
M000193	M001069	both_directions_pass	both_directions_pass	True	True	False
M000193	M001105	both_directions_pass	both_directions_pass	True	True	False
M000193	M001399	both_directions_pass	both_directions_pass	True	True	False
M000193	M001469	both_directions_pass	both_directions_pass	True	True	False
M000193	M001528	both_directions_pass	both_directions_pass	True	True	False
M000193	M001725	both_directions_pass	both_directions_pass	True	True	False
M000193	M001934	both_directions_pass	both_directions_pass	True	True	False
M000193	M001965	both_directions_pass	both_directions_pass	True	True	False
M000193	M002155	both_directions_pass	both_directions_pass	True	True	False
M000193	M002289	both_directions_pass	both_directions_pass	True	True	False
M000193	M002423	both_directions_pass	both_directions_pass	True	True	False
M000193	M002649	both_directions_pass	both_directions_pass	True	True	False
M000193	M002840	both_directions_pass	both_directions_pass	True	True	False
M000193	M002935	both_directions_pass	both_directions_pass	True	True	False
M000193	M002953	both_directions_pass	both_directions_pass	True	True	False
M000193	M003097	both_directions_pass	both_directions_pass	True	True	False
M000193	M003197	both_directions_pass	both_directions_pass	True	True	False
M000193	M003334	both_directions_pass	both_directions_pass	True	True	False
M000193	M003445	both_directions_pass	both_directions_pass	True	True	False
M000193	M003468	both_directions_pass	both_directions_pass	True	True	False
M000193	M003542	both_directions_pass	both_directions_pass	True	True	False
M000193	M003682	both_directions_pass	both_directions_pass	True	True	False
M000193	M003768	both_directions_pass	both_directions_pass	True	True	False
M000193	M003814	both_directions_pass	both_directions_pass	True	True	False
M000193	M003945	both_directions_pass	both_directions_pass	True	True	False
M000193	M004135	both_directions_pass	both_directions_pass	True	True	False
M000193	M004154	both_directions_pass	both_directions_pass	True	True	False
M000193	M004221	both_directions_pass	both_directions_pass	True	True	False
M000193	M004383	both_directions_pass	both_directions_pass	True	True	False
M000193	M004406	both_directions_pass	both_directions_pass	True	True	False
M000193	M004613	both_directions_pass	both_directions_pass	True	True	False
M000193	M004741	both_directions_pass	both_directions_pass	True	True	False
M000193	M004782	both_directions_pass	both_directions_pass	True	True	False
M000193	M004931	both_directions_pass	both_directions_pass	True	True	False
M000193	M005025	both_directions_pass	both_directions_pass	True	True	False
M000193	M005203	both_directions_pass	both_directions_pass	True	True	False
M000193	M005381	both_directions_pass	both_directions_pass	True	True	False
M000193	M005477	both_directions_pass	both_directions_pass	True	True	False
M000193	M005512	both_directions_pass	both_directions_pass	True	True	False
M000193	M005646	both_directions_pass	both_directions_pass	True	True	False
M000193	M005769	both_directions_pass	both_directions_pass	True	True	False
M000193	M006092	both_directions_pass	both_directions_pass	True	True	False
M000193	M006125	both_directions_pass	both_directions_pass	True	True	False
M000193	M006205	both_directions_pass	both_directions_pass	True	True	False
M000193	M006485	both_directions_pass	both_directions_pass	True	True	False
M000193	M006536	both_directions_pass	both_directions_pass	True	True	False
M000193	M006647	both_directions_pass	both_directions_pass	True	True	False
M000193	M006822	both_directions_pass	both_directions_pass	True	True	False
M000193	M006957	both_directions_pass	both_directions_pass	True	True	False
M000193	M007074	both_directions_pass	both_directions_pass	True	True	False
M000193	M007149	both_directions_pass	both_directions_pass	True	True	False
M000193	M007337	both_directions_pass	both_directions_pass	True	True	False
M000193	M007523	both_directions_pass	both_directions_pass	True	True	False
M000193	M007560	both_directions_pass	both_directions_pass	True	True	False
M000193	M007708	both_directions_pass	both_directions_pass	True	True	False
M000193	M007826	both_directions_pass	both_directions_pass	True	True	False
M000193	M007906	both_directions_pass	both_directions_pass	True	True	False
M000193	M007969	both_directions_pass	both_directions_pass	True	True	False
M000193	M008112	both_directions_pass	both_directions_pass	True	True	False
M000193	M008361	both_directions_pass	both_directions_pass	True	True	False
M000193	M008570	both_directions_pass	both_directions_pass	True	True	False
M000193	M008630	both_directions_pass	both_directions_pass	True	True	False
M000193	M008759	both_directions_pass	both_directions_pass	True	True	False
M000193	M008828	both_directions_pass	both_directions_pass	True	True	False
M000193	M009185	both_directions_pass	both_directions_pass	True	True	False
M000193	M009405	both_directions_pass	both_directions_pass	True	True	False
M000193	M009412	both_directions_pass	both_directions_pass	True	True	False
M000193	M009532	both_directions_pass	both_directions_pass	True	True	False
M000193	M009592	both_directions_pass	both_directions_pass	True	True	False
M000193	M009792	both_directions_pass	both_directions_pass	True	True	False
M000193	M009956	both_directions_pass	both_directions_pass	True	True	False
M000193	M010090	both_directions_pass	both_directions_pass	True	True	False
M000193	M010179	both_directions_pass	both_directions_pass	True	True	False
M000193	M010434	both_directions_pass	both_directions_pass	True	True	False
M000193	M010700	both_directions_pass	both_directions_pass	True	True	False
M000193	M010890	both_directions_pass	both_directions_pass	True	True	False
M000193	M011015	both_directions_pass	both_directions_pass	True	True	False
M000193	M011258	both_directions_pass	both_directions_pass	True	True	False
M000193	M011436	both_directions_pass	both_directions_pass	True	True	False
M000193	M011601	both_directions_pass	both_directions_pass	True	True	False
M000193	M011735	both_directions_pass	both_directions_pass	True	True	False
M000193	M011873	both_directions_pass	both_directions_pass	True	True	False
M000193	M012035	both_directions_pass	both_directions_pass	True	True	False
M000193	M012128	both_directions_pass	both_directions_pass	True	True	False
M000193	M012194	both_directions_pass	both_directions_pass	True	True	False
M000193	M012321	both_directions_pass	both_directions_pass	True	True	False
M000193	M012396	both_directions_pass	both_directions_pass	True	True	False
M000193	M012550	both_directions_pass	both_directions_pass	True	True	False
M000193	M012691	both_directions_pass	both_directions_pass	True	True	False
M000193	M012797	both_directions_pass	both_directions_pass	True	True	False
M000193	M013039	both_directions_pass	both_directions_pass	True	True	False
M000227	M009022	both_directions_pass	both_directions_pass	True	True	False
M000284	M002445	both_directions_pass	both_directions_pass	True	True	False
M000284	M009907	both_directions_pass	both_directions_pass	True	True	False
M000287	M001992	both_directions_pass	both_directions_pass	True	True	False
M000287	M009367	both_directions_pass	both_directions_pass	True	True	False
M000287	M009566	both_directions_pass	both_directions_pass	True	True	False
M000287	M014548	both_directions_pass	both_directions_pass	True	True	False
M000287	M014819	both_directions_pass	both_directions_pass	True	True	False
M000313	M013172	both_directions_pass	both_directions_pass	True	True	False
M000313	M015232	both_directions_pass	both_directions_pass	True	True	False
M000371	M008989	both_directions_pass	both_directions_pass	True	True	False
M000372	M003906	both_directions_pass	both_directions_pass	True	True	False
M000395	M007691	both_directions_pass	both_directions_pass	True	True	False
M000395	M010242	both_directions_pass	both_directions_pass	True	True	False
M000395	M016154	neither_direction_passes	neither_direction_passes	False	False	False
M000396	M000733	neither_direction_passes	neither_direction_passes	False	False	False
M000396	M002206	both_directions_pass	both_directions_pass	True	True	False
M000398	M004408	both_directions_pass	both_directions_pass	True	True	False
M000398	M011449	both_directions_pass	both_directions_pass	True	True	False
M000398	M015216	both_directions_pass	both_directions_pass	True	True	False
M000433	M002651	both_directions_pass	both_directions_pass	True	True	False
M000433	M005349	both_directions_pass	neither_direction_passes	False	False	True
M000433	M005433	both_directions_pass	neither_direction_passes	False	False	True
M000433	M005594	both_directions_pass	neither_direction_passes	False	False	True
M000433	M006130	both_directions_pass	neither_direction_passes	False	False	True
M000433	M006194	both_directions_pass	neither_direction_passes	False	False	True
M000433	M006831	both_directions_pass	neither_direction_passes	False	False	True
M000433	M006890	both_directions_pass	neither_direction_passes	False	False	True
M000433	M007320	both_directions_pass	neither_direction_passes	False	False	True
M000433	M008748	both_directions_pass	both_directions_pass	True	True	False
M000433	M010163	both_directions_pass	both_directions_pass	True	True	False
M000433	M011361	both_directions_pass	neither_direction_passes	False	False	True
M000433	M013231	both_directions_pass	both_directions_pass	True	True	False
M000433	M015423	both_directions_pass	both_directions_pass	True	True	False
M000433	M017116	both_directions_pass	both_directions_pass	True	True	False
M000433	M018082	both_directions_pass	both_directions_pass	True	True	False
M000444	M000014	both_directions_pass	both_directions_pass	True	True	False
M000444	M000545	both_directions_pass	both_directions_pass	True	True	False
M000444	M000997	both_directions_pass	both_directions_pass	True	True	False
M000444	M002477	both_directions_pass	both_directions_pass	True	True	False
M000444	M003227	both_directions_pass	both_directions_pass	True	True	False
M000444	M003308	both_directions_pass	both_directions_pass	True	True	False
M000444	M005598	both_directions_pass	both_directions_pass	True	True	False
M000444	M007709	both_directions_pass	both_directions_pass	True	True	False
M000444	M008004	both_directions_pass	both_directions_pass	True	True	False
M000444	M008574	both_directions_pass	both_directions_pass	True	True	False
M000444	M011422	both_directions_pass	both_directions_pass	True	True	False
M000444	M012927	both_directions_pass	both_directions_pass	True	True	False
M000444	M013654	both_directions_pass	both_directions_pass	True	True	False
M000444	M013915	both_directions_pass	both_directions_pass	True	True	False
M000444	M014344	both_directions_pass	both_directions_pass	True	True	False
M000444	M015260	both_directions_pass	both_directions_pass	True	True	False
M000444	M016137	both_directions_pass	both_directions_pass	True	True	False
M000444	M017712	both_directions_pass	both_directions_pass	True	True	False
M000444	M018257	both_directions_pass	both_directions_pass	True	True	False
M000459	M010882	both_directions_pass	both_directions_pass	True	True	False
M000470	M000685	both_directions_pass	both_directions_pass	True	True	False
M000470	M001633	both_directions_pass	both_directions_pass	True	True	False
M000470	M003514	both_directions_pass	both_directions_pass	True	True	False
M000470	M003900	both_directions_pass	both_directions_pass	True	True	False
M000470	M004086	both_directions_pass	both_directions_pass	True	True	False
M000470	M007827	both_directions_pass	both_directions_pass	True	True	False
M000470	M007833	both_directions_pass	both_directions_pass	True	True	False
M000470	M008816	both_directions_pass	both_directions_pass	True	True	False
M000484	M000038	both_directions_pass	both_directions_pass	True	True	False
M000484	M007159	both_directions_pass	both_directions_pass	True	True	False
M000488	M000848	both_directions_pass	both_directions_pass	True	True	False
M000488	M002365	both_directions_pass	both_directions_pass	True	True	False
M000493	M001657	both_directions_pass	both_directions_pass	True	True	False
M000493	M014262	both_directions_pass	both_directions_pass	True	True	False
M000494	M000483	both_directions_pass	both_directions_pass	True	True	False
M000494	M000830	both_directions_pass	both_directions_pass	True	True	False
M000494	M003428	both_directions_pass	both_directions_pass	True	True	False
M000494	M004095	both_directions_pass	both_directions_pass	True	True	False
M000494	M004229	both_directions_pass	both_directions_pass	True	True	False
M000494	M005015	both_directions_pass	both_directions_pass	True	True	False
M000494	M010478	both_directions_pass	both_directions_pass	True	True	False
M000494	M012125	both_directions_pass	both_directions_pass	True	True	False
M000494	M014352	both_directions_pass	both_directions_pass	True	True	False
M000494	M014835	both_directions_pass	both_directions_pass	True	True	False
M000494	M015096	both_directions_pass	both_directions_pass	True	True	False
M000494	M015933	both_directions_pass	both_directions_pass	True	True	False
M000494	M017938	both_directions_pass	both_directions_pass	True	True	False
M000507	M007554	both_directions_pass	both_directions_pass	True	True	False
M000523	M000155	both_directions_pass	both_directions_pass	True	True	False
M000523	M000435	both_directions_pass	both_directions_pass	True	True	False
M000523	M000770	both_directions_pass	both_directions_pass	True	True	False
M000523	M000897	both_directions_pass	both_directions_pass	True	True	False
M000523	M001047	both_directions_pass	both_directions_pass	True	True	False
M000523	M001870	both_directions_pass	both_directions_pass	True	True	False
M000523	M002133	both_directions_pass	both_directions_pass	True	True	False
M000523	M003033	both_directions_pass	both_directions_pass	True	True	False
M000523	M003982	both_directions_pass	both_directions_pass	True	True	False
M000523	M004432	both_directions_pass	both_directions_pass	True	True	False
M000523	M004577	both_directions_pass	both_directions_pass	True	True	False
M000523	M004651	both_directions_pass	both_directions_pass	True	True	False
M000523	M004940	both_directions_pass	both_directions_pass	True	True	False
M000523	M005306	both_directions_pass	both_directions_pass	True	True	False
M000523	M005460	both_directions_pass	both_directions_pass	True	True	False
M000523	M005933	both_directions_pass	both_directions_pass	True	True	False
M000523	M006296	both_directions_pass	both_directions_pass	True	True	False
M000523	M006379	both_directions_pass	both_directions_pass	True	True	False
M000523	M006465	both_directions_pass	both_directions_pass	True	True	False
M000523	M006776	both_directions_pass	both_directions_pass	True	True	False
M000523	M006918	both_directions_pass	both_directions_pass	True	True	False
M000523	M007183	both_directions_pass	both_directions_pass	True	True	False
M000523	M008030	both_directions_pass	both_directions_pass	True	True	False
M000523	M008383	both_directions_pass	both_directions_pass	True	True	False
M000523	M009118	both_directions_pass	both_directions_pass	True	True	False
M000523	M009203	both_directions_pass	both_directions_pass	True	True	False
M000523	M009414	both_directions_pass	both_directions_pass	True	True	False
M000523	M009444	both_directions_pass	both_directions_pass	True	True	False
M000523	M009944	both_directions_pass	both_directions_pass	True	True	False
M000523	M010218	both_directions_pass	both_directions_pass	True	True	False
M000523	M010282	both_directions_pass	both_directions_pass	True	True	False
M000523	M010311	both_directions_pass	both_directions_pass	True	True	False
M000523	M011252	both_directions_pass	both_directions_pass	True	True	False
M000523	M011843	both_directions_pass	both_directions_pass	True	True	False
M000523	M012143	both_directions_pass	both_directions_pass	True	True	False
M000523	M013022	both_directions_pass	both_directions_pass	True	True	False
M000550	M000813	both_directions_pass	both_directions_pass	True	True	False
M000550	M001032	both_directions_pass	both_directions_pass	True	True	False
M000550	M001273	both_directions_pass	both_directions_pass	True	True	False
M000550	M001458	both_directions_pass	both_directions_pass	True	True	False
M000550	M002156	both_directions_pass	both_directions_pass	True	True	False
M000550	M002506	both_directions_pass	both_directions_pass	True	True	False
M000550	M002803	both_directions_pass	both_directions_pass	True	True	False
M000550	M003835	both_directions_pass	both_directions_pass	True	True	False
M000550	M004218	both_directions_pass	both_directions_pass	True	True	False
M000550	M004353	both_directions_pass	both_directions_pass	True	True	False
M000550	M004946	both_directions_pass	both_directions_pass	True	True	False
M000550	M005364	both_directions_pass	both_directions_pass	True	True	False
M000550	M005440	both_directions_pass	both_directions_pass	True	True	False
M000550	M005546	both_directions_pass	both_directions_pass	True	True	False
M000550	M005832	both_directions_pass	both_directions_pass	True	True	False
M000550	M005864	both_directions_pass	both_directions_pass	True	True	False
M000550	M006113	both_directions_pass	both_directions_pass	True	True	False
M000550	M007596	both_directions_pass	both_directions_pass	True	True	False
M000550	M008023	both_directions_pass	both_directions_pass	True	True	False
M000550	M008388	both_directions_pass	both_directions_pass	True	True	False
M000550	M008747	both_directions_pass	both_directions_pass	True	True	False
M000550	M008856	both_directions_pass	both_directions_pass	True	True	False
M000550	M009046	both_directions_pass	both_directions_pass	True	True	False
M000550	M009542	both_directions_pass	both_directions_pass	True	True	False
M000550	M009575	both_directions_pass	both_directions_pass	True	True	False
M000550	M009665	both_directions_pass	both_directions_pass	True	True	False
M000550	M010411	both_directions_pass	both_directions_pass	True	True	False
M000550	M010921	both_directions_pass	both_directions_pass	True	True	False
M000550	M011249	both_directions_pass	both_directions_pass	True	True	False
M000550	M011453	both_directions_pass	both_directions_pass	True	True	False
M000550	M011662	both_directions_pass	both_directions_pass	True	True	False
M000550	M011881	both_directions_pass	both_directions_pass	True	True	False
M000550	M012078	both_directions_pass	both_directions_pass	True	True	False
M000550	M012223	both_directions_pass	both_directions_pass	True	True	False
M000550	M012281	both_directions_pass	both_directions_pass	True	True	False
M000550	M012393	both_directions_pass	both_directions_pass	True	True	False
M000550	M012561	both_directions_pass	both_directions_pass	True	True	False
M000550	M012848	both_directions_pass	both_directions_pass	True	True	False
M000550	M013003	both_directions_pass	both_directions_pass	True	True	False
M000550	M013038	both_directions_pass	both_directions_pass	True	True	False
M000582	M006584	both_directions_pass	both_directions_pass	True	True	False
M000582	M007264	both_directions_pass	both_directions_pass	True	True	False
M000582	M010453	both_directions_pass	both_directions_pass	True	True	False
M000582	M010728	both_directions_pass	both_directions_pass	True	True	False
M000582	M012810	both_directions_pass	both_directions_pass	True	True	False
M000598	M002792	both_directions_pass	both_directions_pass	True	True	False
M000598	M006183	both_directions_pass	both_directions_pass	True	True	False
M000598	M007288	both_directions_pass	both_directions_pass	True	True	False
M000598	M007317	both_directions_pass	both_directions_pass	True	True	False
M000598	M009269	both_directions_pass	both_directions_pass	True	True	False
M000612	M000389	both_directions_pass	both_directions_pass	True	True	False
M000612	M003246	both_directions_pass	both_directions_pass	True	True	False
M000612	M005121	both_directions_pass	both_directions_pass	True	True	False
M000612	M006228	both_directions_pass	both_directions_pass	True	True	False
M000612	M006284	both_directions_pass	both_directions_pass	True	True	False
M000612	M010692	both_directions_pass	both_directions_pass	True	True	False
M000612	M011374	both_directions_pass	both_directions_pass	True	True	False
M000612	M013242	both_directions_pass	both_directions_pass	True	True	False
M000612	M014146	both_directions_pass	both_directions_pass	True	True	False
M000620	M002257	both_directions_pass	both_directions_pass	True	True	False
M000636	M000356	both_directions_pass	both_directions_pass	True	True	False
M000636	M001256	both_directions_pass	both_directions_pass	True	True	False
M000636	M001268	both_directions_pass	both_directions_pass	True	True	False
M000636	M002546	both_directions_pass	both_directions_pass	True	True	False
M000636	M006597	both_directions_pass	both_directions_pass	True	True	False
M000636	M010526	both_directions_pass	both_directions_pass	True	True	False
M000636	M013323	both_directions_pass	both_directions_pass	True	True	False
M000636	M015439	both_directions_pass	both_directions_pass	True	True	False
M000636	M015909	both_directions_pass	both_directions_pass	True	True	False
M000665	M008626	both_directions_pass	both_directions_pass	True	True	False
M000665	M011545	both_directions_pass	both_directions_pass	True	True	False
M000675	M001340	both_directions_pass	both_directions_pass	True	True	False
M000698	M000084	both_directions_pass	both_directions_pass	True	True	False
M000698	M000651	both_directions_pass	both_directions_pass	True	True	False
M000698	M002707	both_directions_pass	both_directions_pass	True	True	False
M000698	M003462	both_directions_pass	both_directions_pass	True	True	False
M000698	M004369	both_directions_pass	both_directions_pass	True	True	False
M000698	M004688	both_directions_pass	both_directions_pass	True	True	False
M000698	M007158	both_directions_pass	both_directions_pass	True	True	False
M000698	M008100	both_directions_pass	both_directions_pass	True	True	False
M000698	M010186	both_directions_pass	both_directions_pass	True	True	False
M000698	M010736	both_directions_pass	both_directions_pass	True	True	False
M000698	M011766	both_directions_pass	both_directions_pass	True	True	False
M000698	M012391	both_directions_pass	both_directions_pass	True	True	False
M000698	M013445	both_directions_pass	both_directions_pass	True	True	False
M000698	M013994	both_directions_pass	both_directions_pass	True	True	False
M000698	M013996	both_directions_pass	both_directions_pass	True	True	False
M000698	M014236	both_directions_pass	both_directions_pass	True	True	False
M000698	M014477	both_directions_pass	both_directions_pass	True	True	False
M000698	M014822	both_directions_pass	both_directions_pass	True	True	False
M000698	M015258	both_directions_pass	both_directions_pass	True	True	False
M000698	M015369	both_directions_pass	both_directions_pass	True	True	False
M000698	M015647	both_directions_pass	both_directions_pass	True	True	False
M000698	M015719	both_directions_pass	both_directions_pass	True	True	False
M000698	M015948	both_directions_pass	both_directions_pass	True	True	False
M000698	M016339	neither_direction_passes	neither_direction_passes	False	False	False
M000698	M016368	both_directions_pass	both_directions_pass	True	True	False
M000698	M016370	both_directions_pass	both_directions_pass	True	True	False
M000698	M016455	both_directions_pass	both_directions_pass	True	True	False
M000698	M016621	both_directions_pass	both_directions_pass	True	True	False
M000698	M017040	both_directions_pass	both_directions_pass	True	True	False
M000698	M017547	both_directions_pass	both_directions_pass	True	True	False
M000698	M018064	both_directions_pass	both_directions_pass	True	True	False
M000701	M001619	both_directions_pass	both_directions_pass	True	True	False
M000701	M001728	both_directions_pass	both_directions_pass	True	True	False
M000701	M002390	both_directions_pass	both_directions_pass	True	True	False
M000701	M007663	both_directions_pass	both_directions_pass	True	True	False
M000712	M000270	both_directions_pass	both_directions_pass	True	True	False
M000712	M000823	both_directions_pass	both_directions_pass	True	True	False
M000712	M001582	both_directions_pass	both_directions_pass	True	True	False
M000712	M002426	both_directions_pass	both_directions_pass	True	True	False
M000712	M002876	both_directions_pass	both_directions_pass	True	True	False
M000712	M003670	both_directions_pass	both_directions_pass	True	True	False
M000712	M003825	both_directions_pass	both_directions_pass	True	True	False
M000712	M004265	both_directions_pass	both_directions_pass	True	True	False
M000712	M004736	both_directions_pass	both_directions_pass	True	True	False
M000712	M005118	both_directions_pass	both_directions_pass	True	True	False
M000712	M006461	both_directions_pass	both_directions_pass	True	True	False
M000712	M006691	both_directions_pass	both_directions_pass	True	True	False
M000712	M007667	both_directions_pass	both_directions_pass	True	True	False
M000712	M008435	both_directions_pass	both_directions_pass	True	True	False
M000712	M008982	both_directions_pass	both_directions_pass	True	True	False
M000712	M010223	both_directions_pass	both_directions_pass	True	True	False
M000712	M011259	both_directions_pass	both_directions_pass	True	True	False
M000712	M011728	both_directions_pass	both_directions_pass	True	True	False
M000712	M011911	both_directions_pass	both_directions_pass	True	True	False
M000712	M012364	both_directions_pass	both_directions_pass	True	True	False
