marker	taxon_a	taxon_b	tree_taxa	tree_alignment_columns	observed_a	observed_b	geometry_matched_residues	fraction_of_tree_columns	same_model_coordinates	aa_path_distance	3di_af_path_distance	3di_af_empirical_path_distance	3di_llm_path_distance	aa_path_block30_p2_5	aa_path_block30_median	aa_path_block30_p97_5	3di_path_block30_p2_5	3di_path_block30_median	3di_path_block30_p97_5	estimable_block30_draws	ca_superposition_rmsd_angstrom	local_distance_pairs	local_distance_mean_absolute_change_angstrom	local_distance_rms_change_angstrom	uncorrected_aa_difference	uncorrected_3di_difference	pae10_local_pairs	pae10_local_retained_fraction	pae10_local_mean_absolute_change_angstrom
115730at2759	F162425	F48691	8	230	223	227	220	0.9565217391304348	False	0.4261702902	0.1064304602	0.1330034885	0.09862690750000001	0.2940956067225	0.4368494827	0.5602694658649999	0.057035637855	0.112294654	0.18564024037000001	200	0.6892351045154675	3846	0.15391477297249595	0.37116636506249506	0.24545454545454545	0.07272727272727272	3846	1.0	0.15391477297249595
115730at2759	F162425	F4918	8	230	223	220	218	0.9478260869565217	False	0.42172578150000006	0.1403947981	0.16099243400000002	0.1331167902	0.2896343388175	0.42696709065000005	0.5765489198924999	0.07116192599	0.14170074695	0.23219114372999997	200	0.5864839078734632	3837	0.13930005697450792	0.38262112599141884	0.22477064220183487	0.06880733944954129	3837	1.0	0.13930005697450792
115730at2759	F162425	F703497	8	230	223	224	223	0.9695652173913043	False	0.2529923683	0.059422402900000004	0.0734541142	0.057244885100000004	0.1706693460175	0.2519789869	0.34471207809250004	0.022268015915	0.06276461430000001	0.10414890444250001	200	0.8236145414916899	3900	0.10937452335039927	0.33947185079071424	0.17040358744394618	0.04932735426008968	3899	0.9997435897435898	0.10939483587800544
115730at2759	F1690604	F236234	8	230	227	221	221	0.9608695652173913	False	0.2387178409	0.1587914268	0.1589599714	0.1460922395	0.1618749066775	0.2498614386	0.3365356470025	0.07116375600750001	0.15502539555	0.21248884576750002	200	0.8227158970493955	3877	0.09647684111932106	0.2581232466285542	0.16289592760180996	0.08144796380090498	3877	1.0	0.09647684111932106
115730at2759	F1690604	F4754	8	230	227	227	224	0.9739130434782609	False	0.5018358963	0.1650758201	0.1689015421	0.1549820648	0.3633272846025	0.5138254554499999	0.6798436121025001	0.077312370325	0.15740089969999999	0.25756995909	200	1.2958035625877755	3892	0.1886379715056658	0.541747940981038	0.28125	0.10267857142857142	3889	0.9992291880781089	0.17928015152054189
115730at2759	F1690604	F48691	8	230	227	227	224	0.9739130434782609	False	0.5281837732	0.129002606	0.1453165389	0.1179280863	0.4028289407275	0.5410108354000001	0.6904485434400001	0.08200243008250001	0.1311161755	0.19261787164500002	200	1.2310203093699557	3895	0.17800806793755042	0.5367795115351645	0.3080357142857143	0.10267857142857142	3893	0.9994865211810012	0.1710207622425369
115730at2759	F1690604	F4918	8	230	227	220	219	0.9521739130434783	False	0.5237392645000001	0.1629669439	0.1733054844	0.152417969	0.4206319765725	0.53680520215	0.660869214665	0.09827816867000001	0.15905647950000001	0.23127966347	200	0.6945801181472069	3876	0.17576532954336968	0.41448461512120377	0.2328767123287671	0.0867579908675799	3876	1.0	0.17576532954336968
115730at2759	F1690604	F703497	8	230	227	224	224	0.9739130434782609	False	0.2524385215	0.0819894187	0.08576203460000001	0.0765409339	0.193763350895	0.2533228016	0.31968846778250004	0.042838689945	0.0782241468	0.110291185005	200	1.063489217157292	3933	0.10151580754860531	0.2659416742737467	0.17857142857142858	0.0625	3931	0.999491482329011	0.10148821602659562
115730at2759	F236234	F4754	8	230	221	227	220	0.9565217391304348	False	0.3541763912	0.2144791649	0.2094974965	0.20042955969999998	0.24666091434	0.35701722874999997	0.4955946250275	0.0782632040675	0.1950564972	0.3289339446250001	200	1.367925216808376	3856	0.14481548554094878	0.2724926659540756	0.20909090909090908	0.10454545454545454	3856	1.0	0.14481548554094878
115730at2759	F236234	F48691	8	230	221	227	220	0.9565217391304348	False	0.3805242681	0.1784059508	0.1859124933	0.1633755812	0.25365986956500003	0.38957115405	0.51395300179	0.1005775017825	0.17076390084999998	0.2631562293075	200	0.7238444763627412	3864	0.13782599177633076	0.19057520442692252	0.22727272727272727	0.11363636363636363	3864	1.0	0.13782599177633076
115730at2759	F236234	F4918	8	230	221	220	218	0.9478260869565217	False	0.3760797594	0.2123702887	0.2139014388	0.19786546389999998	0.25073902505	0.37836770735	0.5081941476524999	0.10104536049749999	0.1962210936	0.30633033638	200	0.7176944747261405	3860	0.16048588447972145	0.3546281695893011	0.22477064220183487	0.11467889908256881	3860	1.0	0.16048588447972145
115730at2759	F236234	F703497	8	230	221	224	221	0.9608695652173913	False	0.2237093566	0.1314035431	0.1459777874	0.1219981102	0.144652888585	0.22521951645	0.32120483988000004	0.0586514834225	0.1337868892	0.1954669048875	200	0.4131801174933469	3880	0.09586596872183044	0.13921401510856818	0.14027149321266968	0.09049773755656108	3880	1.0	0.09586596872183044
115730at2759	F4754	F48691	8	230	227	227	227	0.9869565217391304	False	0.4361228489	0.09511400589999999	0.103139152	0.0892792671	0.3135860711925	0.44928055764999997	0.6599852379475	0.0430318896425	0.09162998755	0.15563167566750002	200	0.9660327157985509	3867	0.12792746851535947	0.252796788469231	0.2511013215859031	0.07488986784140969	3867	1.0	0.12792746851535947
115730at2759	F4754	F4918	8	230	227	220	220	0.9565217391304348	False	0.43167834020000007	0.1290783438	0.13112809749999998	0.1237691498	0.337516745225	0.44951933419999995	0.57289121619	0.05272101298	0.1205348054	0.20674178108	200	1.068316460335721	3856	0.13176810457604496	0.298038862992538	0.2636363636363636	0.08181818181818182	3856	1.0	0.13176810457604496
115730at2759	F4754	F703497	8	230	227	224	221	0.9608695652173913	False	0.486827412	0.1376879364	0.15591935810000002	0.1308879355	0.3563114924025	0.4913182358	0.6247439795924999	0.051094636655	0.13202973434999998	0.24772734716000003	200	1.5188519864918244	3876	0.1450211813223287	0.28255904265878673	0.27601809954751133	0.07692307692307693	3876	1.0	0.1450211813223287
115730at2759	F48691	F4918	8	230	227	220	220	0.9565217391304348	False	0.3394655967	0.09299951149999999	0.1002749939	0.0867095531	0.27397350464250003	0.34943009115	0.44539619314	0.047717162585	0.09287746045	0.163179882965	200	0.6091236883952386	3854	0.12000470096932865	0.3368088090496673	0.21363636363636362	0.06818181818181818	3854	1.0	0.12000470096932865
115730at2759	F48691	F703497	8	230	227	224	221	0.9608695652173913	False	0.5131752889000001	0.1016147223	0.1323343549	0.09383395700000001	0.38344472848249994	0.521733528	0.6421073867875	0.050630549857500005	0.10947749055	0.18062763018000003	200	0.8474257237499014	3879	0.12584813713329063	0.1953227532678268	0.2986425339366516	0.058823529411764705	3879	1.0	0.12584813713329063
115730at2759	F4918	F703497	8	230	220	224	219	0.9521739130434783	False	0.5087307802000001	0.1355790602	0.16032330039999998	0.1283238397	0.335536353225	0.51948364985	0.6901587509525001	0.062785957115	0.1365016404	0.23046829208249997	200	0.871123852864949	3871	0.1454895279986086	0.34533638511913234	0.2374429223744292	0.0730593607305936	3871	1.0	0.1454895279986086
207567at2759	F101201	F2486360	6	171	170	156	155	0.9064327485380117	False	0.3239037228	0.08842792049999999	0.09392244779999999	0.0826722925	0.2244764420025	0.32041133255	0.46432264523250005	0.0544795458825	0.0884604144	0.1404810856	200	0.4018577355908586	3153	0.1561916088289726	0.3468547953515428	0.23870967741935484	0.07741935483870968	3153	1.0	0.1561916088289726
207567at2759	F101201	F398673	6	171	170	170	170	0.9941520467836257	True	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	200	5.9167267141433255e-15	3475	0.0	0.0	0.0	0.0	3474	0.9997122302158273	0.0
207567at2759	F101201	F4918	6	171	170	165	164	0.9590643274853801	False	0.635311468	0.13865354600000002	0.1466506435	0.12910063	0.46480624603000004	0.6487625464	0.9789461493650001	0.08304007181	0.13855813025	0.2173803537525	200	1.1180454777269229	3385	0.23744037717214794	0.6705525406416437	0.39634146341463417	0.1402439024390244	3378	0.9979320531757755	0.2273505233602023
207567at2759	F101201	F549676	6	171	170	170	170	0.9941520467836257	True	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	200	5.9167267141433255e-15	3475	0.0	0.0	0.0	0.0	3474	0.9997122302158273	0.0
207567at2759	F101201	F63577	6	171	170	170	170	0.9941520467836257	True	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	200	5.9167267141433255e-15	3475	0.0	0.0	0.0	0.0	3474	0.9997122302158273	0.0
207567at2759	F2486360	F398673	6	171	156	170	155	0.9064327485380117	False	0.32390472279999993	0.0884289205	0.0939234478	0.0826732925	0.22447744200250003	0.32041233254999996	0.46432364523249997	0.0544805458825	0.08846141440000001	0.1404820856	200	0.4018577355908583	3153	0.1561916088289726	0.3468547953515428	0.23870967741935484	0.07741935483870968	3153	1.0	0.1561916088289726
207567at2759	F2486360	F4918	6	171	156	165	156	0.9122807017543859	False	0.5176010784	0.0983620721	0.10336547509999999	0.09200276269999999	0.40151333704250003	0.52045752355	0.7076077476075001	0.0609905564325	0.09851556354999999	0.16698764472500002	200	0.48807426763933576	3203	0.16141231770264186	0.41435892329631624	0.33974358974358976	0.08333333333333333	3203	1.0	0.16141231770264186
207567at2759	F2486360	F549676	6	171	156	170	155	0.9064327485380117	False	0.32390272279999993	0.08842692049999999	0.0939214478	0.0826712925	0.2244754420025	0.32041033254999995	0.4643216452325	0.0544785458825	0.0884594144	0.1404800856	200	0.4018577355908583	3153	0.1561916088289726	0.3468547953515428	0.23870967741935484	0.07741935483870968	3153	1.0	0.1561916088289726
207567at2759	F2486360	F63577	6	171	156	170	155	0.9064327485380117	False	0.32390472279999993	0.0884289205	0.0939234478	0.0826732925	0.22447744200250003	0.32041233254999996	0.46432364523249997	0.0544805458825	0.08846141440000001	0.1404820856	200	0.4018577355908583	3153	0.1561916088289726	0.3468547953515428	0.23870967741935484	0.07741935483870968	3153	1.0	0.1561916088289726
207567at2759	F398673	F4918	6	171	170	165	164	0.9590643274853801	False	0.635312468	0.138654546	0.14665164349999998	0.12910163	0.46480724603	0.6487635464	0.978947149365	0.08304107181	0.13855913025	0.2173813537525	200	1.1180454777269229	3385	0.23744037717214794	0.6705525406416437	0.39634146341463417	0.1402439024390244	3378	0.9979320531757755	0.2273505233602023
207567at2759	F398673	F549676	6	171	170	170	170	0.9941520467836257	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	5.9167267141433255e-15	3475	0.0	0.0	0.0	0.0	3474	0.9997122302158273	0.0
207567at2759	F398673	F63577	6	171	170	170	170	0.9941520467836257	True	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	200	5.9167267141433255e-15	3475	0.0	0.0	0.0	0.0	3474	0.9997122302158273	0.0
207567at2759	F4918	F549676	6	171	165	170	164	0.9590643274853801	False	0.635310468	0.13865254600000002	0.1466496435	0.12909963	0.46480524603	0.6487615464	0.9789451493650002	0.08303907181	0.13855713025	0.2173793537525	200	1.118045477726922	3385	0.23744037717214794	0.6705525406416437	0.39634146341463417	0.1402439024390244	3378	0.9979320531757755	0.2273505233602023
207567at2759	F4918	F63577	6	171	165	170	164	0.9590643274853801	False	0.6353124680000001	0.13865454600000002	0.1466516435	0.12910163	0.46480724603	0.6487635464	0.9789471493650002	0.08304107181	0.13855913025	0.2173813537525	200	1.118045477726922	3385	0.23744037717214794	0.6705525406416437	0.39634146341463417	0.1402439024390244	3378	0.9979320531757755	0.2273505233602023
207567at2759	F549676	F63577	6	171	170	170	170	0.9941520467836257	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	5.9167267141433255e-15	3475	0.0	0.0	0.0	0.0	3474	0.9997122302158273	0.0
319730at2759	F101028	F470096	4	390	386	377	374	0.958974358974359	False	0.35790871030000004	0.12932390430000001	0.1341945199	0.11924090400000001	0.25105479981	0.35841755644999995	0.5140968017975001	0.0757886934025	0.12489757770000001	0.1801272202825	200	1.8042938446338819	8576	0.3174863797133753	1.2007883172232936	0.24331550802139038	0.10427807486631016	8576	1.0	0.3174863797133753
319730at2759	F101028	F4918	4	390	386	388	386	0.9897435897435898	False	0.6315143397	0.1645710504	0.1719682456	0.14986463760000002	0.41633364164	0.6358454465500001	0.9376658417400001	0.1212338812725	0.16359382635	0.2136421723	200	1.936625925453011	8854	0.43381773838039545	1.4237769534686187	0.3626943005181347	0.14766839378238342	8853	0.9998870566975379	0.4338432249658389
319730at2759	F101028	F578093	4	390	386	389	385	0.9871794871794872	False	0.3720011033	0.1538128006	0.1604013325	0.1402250951	0.2581487357575	0.3700843128	0.4839079531675	0.10053961126	0.15240076130000002	0.2112147865225	200	1.6155150944002823	8742	0.3364487701244869	1.200930906819941	0.24675324675324675	0.14025974025974025	8742	1.0	0.3364487701244869
319730at2759	F470096	F4918	4	390	377	388	376	0.9641025641025641	False	0.6511188042	0.1481240679	0.1540243063	0.1357777284	0.4017367508725	0.6668562718	1.0674659374725004	0.10194538160250001	0.14933261409999998	0.19568190543750003	200	0.9862910213583507	8657	0.1952264200965033	0.5662139723100797	0.3324468085106383	0.13031914893617022	8656	0.9998844865426822	0.19523913435495113
319730at2759	F470096	F578093	4	390	377	389	376	0.9641025641025641	False	0.1668806698	0.06391287870000001	0.0663561558	0.058820375700000004	0.10892491814250001	0.1656585166	0.264699599995	0.0400882551525	0.062752344	0.0998691274825	200	1.4630654950237854	8632	0.17738676435220227	0.8813193380813494	0.13829787234042554	0.061170212765957445	8632	1.0	0.17738676435220227
319730at2759	F4918	F578093	4	390	388	389	387	0.9923076923076923	False	0.6652111972	0.1726129642	0.1802311189	0.1567619195	0.43114421219500004	0.6750998021	1.0254838143275002	0.1287042945925	0.17396235195	0.22046442268500002	200	1.7185855682435813	8867	0.3422039958882692	1.1903258237525025	0.35142118863049093	0.14728682170542637	8866	0.9998872222848765	0.3422410853301005
340246at2759	F1052096	F114524	4	394	357	366	338	0.8578680203045685	False	0.8438693139	0.2992133046	0.3215594271	0.27356179560000005	0.61835921343	0.84317333205	1.1734907735750002	0.22618737929000002	0.30137484975000006	0.38728779498	200	1.7319971443348605	7042	0.456640530266884	0.9846124347049259	0.46449704142011833	0.25443786982248523	6973	0.9902016472593014	0.45311020442633204
340246at2759	F1052096	F470096	4	394	357	372	348	0.883248730964467	False	0.3800336809	0.153405222	0.1669862977	0.1422785015	0.2673795372725	0.38111887190000004	0.5366151895025002	0.1126004257275	0.1504553002	0.20218048319	200	0.7152223966652699	7213	0.21964628137332398	0.40174718866371706	0.28735632183908044	0.14655172413793102	7142	0.9901566615832524	0.21620582490819404
340246at2759	F1052096	F4918	4	394	357	345	327	0.8299492385786802	False	0.8866111095	0.2815643322	0.30672976910000005	0.258598531	0.6383478337875	0.88090337855	1.2607242726425	0.20476166276500002	0.28483735595000004	0.38097566377500003	200	1.6454645322005688	6667	0.4281831941796399	0.9606759506144215	0.4709480122324159	0.22935779816513763	6590	0.9884505774711264	0.4253554213715608
340246at2759	F114524	F470096	4	394	366	372	347	0.8807106598984772	False	0.8363977990000001	0.25425325360000006	0.27480793919999996	0.23317073310000003	0.5851065584375	0.8366595192999999	1.17015147479	0.17524041693999998	0.26013896560000005	0.33979141092	200	1.8221518494219728	7269	0.44798676552175976	0.9857865242427581	0.42939481268011526	0.21902017291066284	7225	0.9939468977851149	0.4424069068813672
340246at2759	F114524	F4918	4	394	366	345	343	0.8705583756345178	False	0.318038119	0.1145929378	0.122966155	0.1053083946	0.24414893918750002	0.320760472	0.4139405241575	0.08575664854000001	0.11322532625000001	0.14982263948	200	0.6324817029438601	6949	0.1495253817663397	0.2545382445487768	0.24198250728862974	0.11078717201166181	6899	0.992804720103612	0.14760766453437146
340246at2759	F470096	F4918	4	394	372	345	334	0.8477157360406091	False	0.8791395946	0.23660428120000002	0.2599782812	0.2182074685	0.59605547964	0.87022269725	1.2441541702625	0.14128825607249998	0.23942246595	0.3279225336975001	200	1.70318002676575	6842	0.4161300706805853	0.9500213943585034	0.46107784431137727	0.19461077844311378	6788	0.9921075708857059	0.4114236975617115
4747214at2759	F1328300	F195108	4	113	108	108	108	0.9557522123893806	True	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	200	4.168436517902829e-15	2023	0.0	0.0	0.0	0.0	2023	1.0	0.0
4747214at2759	F1328300	F398673	4	113	108	109	108	0.9557522123893806	False	0.1475866448	0.0729317911	0.0710099939	0.0688729302	0.09581959581	0.14307356045000003	0.20942958851000001	0.03236810775749999	0.07289648574999999	0.10449019365250001	200	0.12414631737508787	2033	0.06610135383248174	0.08765216520661605	0.12962962962962962	0.06481481481481481	2033	1.0	0.06610135383248174
4747214at2759	F1328300	F4918	4	113	108	113	108	0.9557522123893806	False	0.7278759547	0.2269528579	0.264290658	0.2074198961	0.5637753562550001	0.7371300675500001	0.8945247351625001	0.1747933864975	0.23093530285000002	0.29773568392250005	200	1.721579334449662	2064	0.40856819210282846	1.2108781739643026	0.49074074074074076	0.17592592592592593	2062	0.999031007751938	0.4021460618259235
4747214at2759	F195108	F398673	4	113	108	109	108	0.9557522123893806	False	0.1475866448	0.0729317911	0.0710099939	0.0688729302	0.09581959581	0.14307356045000003	0.20942958851000001	0.03236810775749999	0.07289648574999999	0.10449019365250001	200	0.12414631737508787	2033	0.06610135383248174	0.08765216520661605	0.12962962962962962	0.06481481481481481	2033	1.0	0.06610135383248174
4747214at2759	F195108	F4918	4	113	108	113	108	0.9557522123893806	False	0.7278759547	0.2269528579	0.264290658	0.2074198961	0.5637753562550001	0.7371300675500001	0.8945247351625001	0.1747933864975	0.23093530285000002	0.29773568392250005	200	1.721579334449662	2064	0.40856819210282846	1.2108781739643026	0.49074074074074076	0.17592592592592593	2062	0.999031007751938	0.4021460618259235
4747214at2759	F398673	F4918	4	113	109	113	109	0.9646017699115044	False	0.8095002295	0.2617978324	0.3127231599	0.2395818955	0.6311234193625	0.8171548116	1.0362461976325001	0.21294585579499997	0.2612375358	0.3428187399125	200	2.2136200570521036	2075	0.4714684976824095	1.3896413636110247	0.4954128440366973	0.2018348623853211	2066	0.9956626506024097	0.4326670198034021
4823929at2759	F470096	F4918	5	418	369	403	358	0.8564593301435407	False	2.125407016	0.6083254688999999	0.6384896927	0.5354315626	1.6425354055425	2.1060595836	2.7986809929225	0.455115601085	0.5951245737499999	0.7974290677100001	200	1.7324757137298885	9088	0.6772354615923941	1.3449897683908523	0.6620111731843575	0.3407821229050279	9087	0.9998899647887324	0.6768188414825812
4823929at2759	F470096	F4932	5	418	369	395	360	0.861244019138756	False	2.2712894416000005	0.6815082275	0.7176642635999999	0.5937196441	1.8084176129299998	2.2640142906	2.8806911884275004	0.5397948939924999	0.6834157152	0.84269773224	200	1.6143963579709015	9244	0.7203140767462511	1.2084286949164247	0.6638888888888889	0.35	9243	0.9998918217221981	0.7198732961576348
4823929at2759	F470096	F703511	5	418	369	379	358	0.8564593301435407	False	0.7871051347	0.315534777	0.33056780249999995	0.27818913749999996	0.61908311531	0.7888537354	0.9991476566475002	0.23898403138500002	0.3077632296	0.4090552397775	200	0.9701601341734393	8890	0.342924459047616	0.685168725159652	0.40502793296089384	0.2206703910614525	8889	0.9998875140607424	0.3424205872085293
4823929at2759	F470096	F80884	5	418	369	377	355	0.8492822966507177	False	1.1624163817	0.5170733174	0.5260131892	0.4625814827	0.9422556752124999	1.16696306045	1.4528642117775006	0.40694493235	0.517178387	0.6357493714025001	200	1.9959994538736974	8907	0.6728038401520965	1.5391979517939969	0.5098591549295775	0.29014084507042254	8906	0.9998877287526664	0.672365829125822
4823929at2759	F4918	F4932	5	418	403	395	383	0.916267942583732	False	1.9013038834000002	0.5694358844	0.6165687413000001	0.4899141469	1.5178909499325	1.91370192645	2.6380370779074998	0.43188596378	0.5626115521	0.745334566515	200	2.6618395154227126	9915	0.807940474464872	1.7914988604282194	0.6370757180156658	0.360313315926893	9902	0.9986888552697932	0.7915667740016339
4823929at2759	F4918	F703511	5	418	403	379	369	0.8827751196172249	False	2.1701293501	0.6119279887	0.6598144852000001	0.5325730983	1.7158838299075	2.14630465625	2.9748751042499997	0.46915339614749996	0.60506536745	0.8080247523824999	200	1.6476143590279528	9389	0.596689378576808	1.0623864478700904	0.6666666666666666	0.34688346883468835	9389	1.0	0.596689378576808
4823929at2759	F4918	F80884	5	418	403	377	366	0.8755980861244019	False	2.0494019149000002	0.6837547854999999	0.7272505945000001	0.5957431189	1.5836450556650001	2.00728674215	2.5589014366475005	0.49952583371	0.6698620552500001	0.9555592757325001	200	2.234500215316076	9268	0.7556725064041516	1.5580167311426858	0.6584699453551912	0.36065573770491804	9268	1.0	0.7556725064041516
4823929at2759	F4932	F703511	5	418	395	379	370	0.8851674641148325	False	2.3160117757000003	0.6851107473	0.7389890561	0.5908611798	1.8945102483975	2.31600605725	2.9438297956425	0.537475874315	0.68644935625	0.8746586210050001	200	1.6449883229251347	9615	0.7166473575563432	1.194237815434046	0.6810810810810811	0.36486486486486486	9615	1.0	0.7166473575563432
4823929at2759	F4932	F80884	5	418	395	377	368	0.8803827751196173	False	2.1952843405	0.7569375441	0.8064251654000001	0.6540312004	1.6933319370575	2.174273602	2.8992451455175	0.5942284872524999	0.7610455761999999	0.9748572746625003	200	2.208455190223458	9473	0.8219336887662423	1.6158715583266803	0.6603260869565217	0.4076086956521739	9473	1.0	0.8219336887662423
4823929at2759	F703511	F80884	5	418	379	377	371	0.8875598086124402	False	1.2071387158	0.5206758372	0.5473379817	0.45972301839999996	0.9988122499900001	1.1993047185	1.5342715486725005	0.3952501552625	0.5264737123500001	0.64946376453	200	1.9571313707462155	9431	0.6234447059612739	1.4805862329589532	0.5256064690026954	0.29649595687331537	9431	1.0	0.6234447059612739
4843824at2759	F1005962	F1209916	8	187	174	174	172	0.9197860962566845	False	1.7771799708999998	0.2529367002	0.2531409633	0.24248687359999999	1.4249768054024998	1.7993146353	2.24015801804	0.1475393726425	0.24833309559999997	0.3562615497025	200	0.6968546532228741	3262	0.22845920320765145	0.313422270666382	0.6162790697674418	0.18023255813953487	3262	1.0	0.22845920320765145
4843824at2759	F1005962	F1209934	8	187	174	174	172	0.9197860962566845	False	1.7771799708999998	0.2529367002	0.2531409633	0.24248687359999999	1.4249768054024998	1.7993146353	2.2401580180400003	0.1475393726425	0.2483330956	0.3562615497025	200	0.6968546532228741	3262	0.22845920320765145	0.313422270666382	0.6162790697674418	0.18023255813953487	3262	1.0	0.22845920320765145
4843824at2759	F1005962	F230603	8	187	174	180	168	0.8983957219251337	False	0.7338314543	0.2090750024	0.2031980563	0.2008270305	0.5185846673575	0.74554882245	0.9495801700350002	0.12190232552750001	0.20688557319999998	0.28785420397	200	0.47918164023437304	3177	0.1656953020575909	0.2514657051403997	0.39880952380952384	0.125	3177	1.0	0.1656953020575909
4843824at2759	F1005962	F4918	8	187	174	173	171	0.9144385026737968	False	0.4439936795	0.11559156300000001	0.11550969890000001	0.1111482148	0.28220234564999996	0.44596666265	0.6392280319000001	0.07049391728249998	0.1156916271	0.168701725105	200	0.2700513154281748	3233	0.11001473399391455	0.16220956952823992	0.2982456140350877	0.09941520467836257	3233	1.0	0.11001473399391455
