taxon_id	input_sha256	complete_percent	single_copy_percent	duplicated_percent	fragmented_percent	missing_percent	markers	summary_sha256	summary_path
F1069201	ea4fa8dca38278a91ef7fcbd3b4be103c5428f6fb681db47117bb2c1e3f343e9	99.2	99.2	0.0	0.0	0.8	125	7298d9020a3baacbbaa7a7fffd670232f964a67d794cb05f195f1e1505ac5c26	results/busco/F1069201/short_summary.specific.eukaryota_odb12.2.F1069201.json
F1080349	681620c48a4c5de67704e985aafa723062511550229f8fc17105d86a336f30c3	96.8	96.0	0.8	0.8	2.4	125	e456989904f1eb697f51ae64bdb5a8cd823584f40af0bd2299f9aaa20785bea4	results/busco/F1080349/short_summary.specific.eukaryota_odb12.2.F1080349.json
F1093897	c26e884a8fcb08d79d410a0a667276a97c31c3cd87916d6f9a653cbc617643bd	99.2	99.2	0.0	0.0	0.8	125	62ec7f29d6eba707fcdd8efdc322a2d9e272af1fa1e06d41ffd931a7a78058a4	results/busco/F1093897/short_summary.specific.eukaryota_odb12.2.F1093897.json
F1093900	3c0ac9e6414c3dfd330440576a4f4d8a0d6ccbcbd7331bbcf500d7f48efd94f2	100.0	99.2	0.8	0.0	0.0	125	382e3f682fcf50c59bba65ac488042cbf836be41df62109cc912385779d2217a	results/busco/F1093900/short_summary.specific.eukaryota_odb12.2.F1093900.json
F1095194	f9eba054c8ff16369832ca5e2c4f0e76b20d885d24f06ea3a7f1639412f5419a	99.2	99.2	0.0	0.0	0.8	125	9d35a439e82cdf1f65e21f6a44ecf73663ef7645cb17fa6dd7eb246bc82d13eb	results/busco/F1095194/short_summary.specific.eukaryota_odb12.2.F1095194.json
F1099800	6ff21714e9e9746f00b60e814a6ede9ac801c31b3557bed1b6aebd5306b4b60b	100.0	99.2	0.8	0.0	0.0	125	86f82f73afee18622645eb113f9f4888cad1d7fffff94903e61b2850b05cd8d8	results/busco/F1099800/short_summary.specific.eukaryota_odb12.2.F1099800.json
F1116844	90fe0e53e000c59300a74f2533889009747e2d1cfbe15fdf0daec93583398aae	100.0	99.2	0.8	0.0	0.0	125	e661a7b7b0edb4312572b4a448eb5b5f59254ecba4477c96ba32a7b122764c74	results/busco/F1116844/short_summary.specific.eukaryota_odb12.2.F1116844.json
F1125753	bb835f65588ac2a90b580df51b58e344eaae124671c6fa218394f498403b4264	99.2	98.4	0.8	0.8	0.0	125	fe45387771564c2c64ca66ec017fb1ccc0f22738d20a3a086ab10dd4d2d8740d	results/busco/F1125753/short_summary.specific.eukaryota_odb12.2.F1125753.json
F1130053	edf0bebfa268c2f915b9034c79af721b7599a85272203d742f352ce3ecf4b255	99.2	96.0	3.2	0.0	0.8	125	79a3477a8eef2f78555780bc3026866c88bec8758a913ce455385ef566fb0cfc	results/busco/F1130053/short_summary.specific.eukaryota_odb12.2.F1130053.json
F1141098	2d22c55ac697ff6d62b2a615b41c21c25f22a2e36e242928ac6456fddf2e205e	99.2	99.2	0.0	0.0	0.8	125	bf06871411261c52bb5a5a214174898e61725533c3c5d2e80e8ed95599b10c45	results/busco/F1141098/short_summary.specific.eukaryota_odb12.2.F1141098.json
F114524	855f1743a40819ab531a3cb145d98713b9ed8ff485e7b1b6cfd94d6042038fbe	97.6	97.6	0.0	0.0	2.4	125	c18c9a9bc78aa30963f6026ce09d65f5fa18cbceadb5fab17f406a04aea4dd2b	results/busco/F114524/short_summary.specific.eukaryota_odb12.2.F114524.json
F114525	3ccb2a2fc6e626cbb39734607d81b00f9755a3f9f9d4a24aca3f041923decef0	97.6	97.6	0.0	0.0	2.4	125	4ea878404b5ea9d39ce1d82768072b4b6f7581499d4a4ec865de3b8265f6480b	results/busco/F114525/short_summary.specific.eukaryota_odb12.2.F114525.json
F1145299	f5e2f953db0831b78698892019916cbad47cc598939e94dfcf6aadf0eaff8d3b	84.8	84.0	0.8	2.4	12.8	125	e2a982a9a7497fe4e8749d83a92167ec847b6310147a2c5b5eb665b1cacc62e2	results/busco/F1145299/short_summary.specific.eukaryota_odb12.2.F1145299.json
F1145321	38de5d721a24e5f9cfd8b13d1fdea57f510f295c101875453d81f386c536be3e	89.6	88.8	0.8	0.8	9.6	125	a1acd5576da1d77a2966cb6a9b3fd1c740b8dbe5d44cb59121ab8b4fdf530048	results/busco/F1145321/short_summary.specific.eukaryota_odb12.2.F1145321.json
F116794	098f96f3b42ba3ea4f8d0ab9ac6aabe66521dc0bf9949bc13890bd67cedb217e	97.6	96.8	0.8	0.0	2.4	125	1b8071c226553328459320b681c647eb9400234b716af10a4493ddaea394beab	results/busco/F116794/short_summary.specific.eukaryota_odb12.2.F116794.json
F116821	2de11b6e6a8bd6735a272ddcbb329b572d04d505dc7af670a1a01f39617c8f36	97.6	97.6	0.0	0.0	2.4	125	38750a43ccca94c7ba282f19299dc42bdc0634255860a0415d65b93de32e780b	results/busco/F116821/short_summary.specific.eukaryota_odb12.2.F116821.json
F116982	590929e14ca092aaf924539f50980cb40043912851e5e85afe068498ff714b6b	97.6	90.4	7.2	2.4	0.0	125	7baacf2f809b895eb8468ebd82612795b5b0bd73297a9a2ea96fa9d56aedbeba	results/busco/F116982/short_summary.specific.eukaryota_odb12.2.F116982.json
F117187	27357ff0112d580f83bf7b4543e84ed23cae033ea253e167a27ce83ea6334c2f	100.0	81.6	18.4	0.0	0.0	125	c32fc4df24bc5eac9c7d21af5ce01ae46c78aac9a7b7b3c36c708df45b8bdb71	results/busco/F117187/short_summary.specific.eukaryota_odb12.2.F117187.json
F1174673	65ae7a01e076ad5d72bb87710c045dd2ec8c78b8ff02ac25106327740537e945	99.2	99.2	0.0	0.0	0.8	125	7f6b7b6a7b6b4821bb2ac771e6e48681a3f47419b419ab0ca63b8f8717fd7d67	results/busco/F1174673/short_summary.specific.eukaryota_odb12.2.F1174673.json
F1176130	fd4b0fa2321d358489b86b55782926ffaf042b2f63111754587e7f0b7dc8b883	100.0	100.0	0.0	0.0	0.0	125	00aa04320d6a7b355edb4bc2f1295a7a0b89bec88d567530ae958e8e2849bd31	results/busco/F1176130/short_summary.specific.eukaryota_odb12.2.F1176130.json
F1209916	48d911851f3e086f77a2d3e36c1733febf98f04be00a96593d5b02535524bf32	99.2	99.2	0.0	0.0	0.8	125	6a7328f512c90ba4b2d183f439f10545f32d8c1bd2beb5ebbc4bc2971a4417ce	results/busco/F1209916/short_summary.specific.eukaryota_odb12.2.F1209916.json
F1209934	930cc17af5979c9e61c9c4ea81d72bd64443301f5b31149b6b144aa45e586dfb	99.2	99.2	0.0	0.0	0.8	125	ff9b7a583d98811b79113ad5f2eef0e0059ba78c3bf5e0701a48899f33df6609	results/busco/F1209934/short_summary.specific.eukaryota_odb12.2.F1209934.json
F1214568	607050ec86521201d040406a044e729e7bf7f1d6f85d71aba6589ff0f87fb528	100.0	99.2	0.8	0.0	0.0	125	a031a91e6ff0b83d45df2b0f382f4c0963da711d5bf8e50ce8b4959b300a99f9	results/busco/F1214568/short_summary.specific.eukaryota_odb12.2.F1214568.json
F121624	5fe043c36885e8035ad001fcffeefe34d8a7fc46a502ab8ef0d82675b61fb62f	100.0	100.0	0.0	0.0	0.0	125	4b57a1ecb0468f314ef8f0b360778d9e5f7856119e77068843afa2fe4584f046	results/busco/F121624/short_summary.specific.eukaryota_odb12.2.F121624.json
F1217826	677ffd98ecc5622b1f2aa09cab7241cb75dca36b36fb443583b7e5a6cd9d2ff9	99.2	99.2	0.0	0.0	0.8	125	09c12613458b5c31aaba0b306ff5e91de8d31e401fd40efcdf21585fc982d5d7	results/busco/F1217826/short_summary.specific.eukaryota_odb12.2.F1217826.json
F1220207	0a894bd7d314d44d0d39b91f9b4a6822fc1ab10c00c978334c6a07c4ff52e4d0	100.0	100.0	0.0	0.0	0.0	125	af100fa63a77da0f04ed4e43a48f1f7b42092670b9e1f30bc82eb8ff1b9c2b2b	results/busco/F1220207/short_summary.specific.eukaryota_odb12.2.F1220207.json
F122368	38f8b0d75e70d4b7940eb01c861975782c5ce9eed2b36e1ca6b4e4fded05da79	100.0	100.0	0.0	0.0	0.0	125	3b66179e190bc970baefe3b010010d9e39e63cad9a70ba194bfbfc8e5f1f0f3c	results/busco/F122368/short_summary.specific.eukaryota_odb12.2.F122368.json
F1243177	d98a4942eb5466fe41eb24aa93c3173d111504374a8785d20da55c4a788df49e	96.0	0.8	95.2	0.0	4.0	125	d446fb9f9c6e1f46c4d767466ab53fb3e558dd5f1d0d060ef946e44bf6d58749	results/busco/F1243177/short_summary.specific.eukaryota_odb12.2.F1243177.json
F1276059	559b855e06d96b12ab55f8c0ccfdb4903f9760a2d44ff0d0f102deb2473e91a6	94.4	92.8	1.6	0.0	5.6	125	707ebf9544417df47bf08083f0b1150729c0dbe47bb8a3afaba9e64132358b18	results/busco/F1276059/short_summary.specific.eukaryota_odb12.2.F1276059.json
F129515	4bb89f506299db3b083b4f63dd0656dc7e725b41235485725c72df2e35893319	95.2	95.2	0.0	0.0	4.8	125	a5a2e99913bd0c038ca59721a6afa2552b7b789a3285b1bf3e6005efdb4062f5	results/busco/F129515/short_summary.specific.eukaryota_odb12.2.F129515.json
F1328300	5bf6e4269a64eef3902120626ff6e83e50a7b752e38ac8e2a1f38f5eaaa6d9a4	99.2	98.4	0.8	0.0	0.8	125	cad5bec2f1623099cf671efe9732653170884588ad0ec2860067b6e90b8168e1	results/busco/F1328300/short_summary.specific.eukaryota_odb12.2.F1328300.json
F1341166	a08743571a0c90d46f35d9a406d7d123dd4688ed67829035e014c631f485d177	99.2	99.2	0.0	0.0	0.8	125	662aadcecf0022501895de41c38956e4339da394673964e3e74eebdea7ac5f76	results/busco/F1341166/short_summary.specific.eukaryota_odb12.2.F1341166.json
F13502	e470c470dbc910adc102ca48002ba751c709dc923363a70ec51342bcd01748f3	96.8	96.8	0.0	0.8	2.4	125	f4162d83f195232850b183bf5493e675067657278a7e0b2df6c2e727a066e6fd	results/busco/F13502/short_summary.specific.eukaryota_odb12.2.F13502.json
F136370	00801c95b83d191756675145cc05202c1bf192ef00c423c8d291e039589afbfc	97.6	96.0	1.6	0.8	1.6	125	1622cbb89bd56141b1dace9d267a0ca5bab7b99c9d41fb22199dd603ff9cb8e5	results/busco/F136370/short_summary.specific.eukaryota_odb12.2.F136370.json
F1397036	4c42307772b52aa30afd4a88ca1f592c9d6ca6809ae2aa97bbfad4599e2ed488	91.2	91.2	0.0	0.8	8.0	125	02bea9ab7ed13e220f0dd0f17e29c9786e3ed1a07f2d0f08c6b959b2deaf8557	results/busco/F1397036/short_summary.specific.eukaryota_odb12.2.F1397036.json
F1453789	3e8eec9942a9c87d8978d273f75391ca9961e7e5355ab8e4f817f23b80a92245	96.0	95.2	0.8	0.0	4.0	125	1b9f33a6279715948e22e95cfb94734af75406aa649c02ef00e104fe9a30b07a	results/busco/F1453789/short_summary.specific.eukaryota_odb12.2.F1453789.json
F1453791	74030275cf92f28d0d1cc3f6228e460ac7efc392915e3a68cd2021d55e92a773	96.0	96.0	0.0	2.4	1.6	125	6897f71cf378460a50d25f279fe6fde6837ce2d57a997755ce208b02e258b40f	results/busco/F1453791/short_summary.specific.eukaryota_odb12.2.F1453791.json
F145971	f365a92ed4effae996f17235aacbf233eac6dad83755b6341edc2b0e36cedd2b	99.2	98.4	0.8	0.0	0.8	125	340e989bcb55d84261e4e761b372855e13886c1fdaa50a2af5e7a796a3759d1e	results/busco/F145971/short_summary.specific.eukaryota_odb12.2.F145971.json
F147570	22dedfc93670e6b7637c9fff90ce31dc735814c2c631404c2fca68981698afb3	100.0	100.0	0.0	0.0	0.0	125	587539d45a7b7349936b02854df7ab5713b21b4fc75aa45abf7c81c290d5c0a4	results/busco/F147570/short_summary.specific.eukaryota_odb12.2.F147570.json
F147573	72e9df85c5f7c56f6f35bdae213b35f8beb861156460860b6be3a00242aac06f	97.6	97.6	0.0	0.8	1.6	125	e9f69e8afc7fbf1a8f17ace1c6c3f3d7d87596efc605ac1af895a2e009fac4a8	results/busco/F147573/short_summary.specific.eukaryota_odb12.2.F147573.json
F148304	15d810dad7d58d95b1c9d8af4cfcb66c52ff56ad9ad322df787bb169086e8d38	84.0	82.4	1.6	6.4	9.6	125	a6e21899ee1c80e32da9d8251d5f39306d5ce0d514128e1f2cf617b327ffbaea	results/busco/F148304/short_summary.specific.eukaryota_odb12.2.F148304.json
F148305	090de7ee368edbf29cbd32e68ca1af0d70bf79e509c3efc15af8919a11b4d109	98.4	97.6	0.8	0.0	1.6	125	4df71812cdf5031472e6296f0ab4d32e64d99d1740522a787ab3a8cb8d61c00c	results/busco/F148305/short_summary.specific.eukaryota_odb12.2.F148305.json
F148313	347d3d4db48e2318dd87272d4b7b3f9b1511be944bdccf961c32e6205cb637bb	99.2	96.8	2.4	0.0	0.8	125	a92bad88a1e2214243dfae2987bb23b6ee808ee871041ffe0179b1310352cdce	results/busco/F148313/short_summary.specific.eukaryota_odb12.2.F148313.json
F1498855	1b98d0d8f2659e937ebcb6a49c8f923b0658b8bebfe77b84e4550709c1dcb7d4	97.6	97.6	0.0	0.0	2.4	125	15c3b5c5b11e675b442e9afc63f6bb25e30c4c1ea75f875d0baa492666fde46f	results/busco/F1498855/short_summary.specific.eukaryota_odb12.2.F1498855.json
F1504668	8270328b43a53d3005f3c5b9d1d29d74930c9947fb73e1e2858f3be8f6dfebf9	100.0	100.0	0.0	0.0	0.0	125	185f2f614814fdff53aa8cdd14d0d3fe0891e77e0234bfe428a329f9d463bacd	results/busco/F1504668/short_summary.specific.eukaryota_odb12.2.F1504668.json
F1506992	10e7b259559d88263b298e16e9a66e11a2b9d896f62542366017d7c92f124fdf	100.0	97.6	2.4	0.0	0.0	125	5d219520622621bc584ea92b6892949d2e1110ae31b1df6b709562440f13dce7	results/busco/F1506992/short_summary.specific.eukaryota_odb12.2.F1506992.json
F1507870	cbe543c5b4ff0e8cdd085543d2e438cc3422fd9d642ef0051a4f1606bbafcae3	100.0	12.0	88.0	0.0	0.0	125	beea6459ee09551448ed0384e97ff13997fc1659540afab37692b5e83a3db58e	results/busco/F1507870/short_summary.specific.eukaryota_odb12.2.F1507870.json
F1507873	e12b6a7f791b9faff3a7a6c565f9f4485ceb40cc98a5c9bbfe11cc77b5e9b11a	74.4	72.8	1.6	4.8	20.8	125	1d39289169a5dd00084dfc2af73e4a7f83d92d1b6128776a44d863d57b4e1ef1	results/busco/F1507873/short_summary.specific.eukaryota_odb12.2.F1507873.json
F1542792	822cc7622b77e35dc0184d88a546c34f427c0e4364ba1c0508350ae874fcaabe	95.2	95.2	0.0	0.0	4.8	125	ee9666016ea75ee72bc7ddf85bbf2ad0e47db2d64467ea30a4ef45c118fb4473	results/busco/F1542792/short_summary.specific.eukaryota_odb12.2.F1542792.json
F158046	76f606daa98f0379894c12cd26eccc5a3afbae8f65f9c91ec10fa215575cd47d	92.8	92.8	0.0	0.8	6.4	125	7c26fe5e094d8b2081e1c76dc6791d55d5ddc6c27f5f11f2f190512ae6c8d9f9	results/busco/F158046/short_summary.specific.eukaryota_odb12.2.F158046.json
F1590129	719d906f597d37fbb0b987cbda36088c399f4ce173e5da8f50197b44670b6fc6	96.0	96.0	0.0	0.0	4.0	125	e36bd7c8405bc46640ddc4b2febfabddbc65f4013bf9b9c33555580cb752337b	results/busco/F1590129/short_summary.specific.eukaryota_odb12.2.F1590129.json
F162425	b585084a27b5245039379434fb59d747ee52e61390958f97e12f3b6a9c1d9e91	98.4	98.4	0.0	0.0	1.6	125	e8d3c96c88348c4477e117b9a00ca58f4fd302acc99d300379379df4858db62e	results/busco/F162425/short_summary.specific.eukaryota_odb12.2.F162425.json
F164576	fd6ae9603df3c8f9f523cd30c54e8899d86ef2acbd7d3882e828ea4b176a9acc	99.2	98.4	0.8	0.0	0.8	125	8daba65bb66d40f19075912a049228791cb5f1fd2dd6134b9d70224280aaf910	results/busco/F164576/short_summary.specific.eukaryota_odb12.2.F164576.json
F1658444	65967a3515e7b960270fc8f4ac70dd1ec63055bae6ebf19548881d5f06839bbc	96.8	96.8	0.0	0.8	2.4	125	d1c5dde708a8436f6861ebca44ac4f5532472f13b612382babb8483c358e1900	results/busco/F1658444/short_summary.specific.eukaryota_odb12.2.F1658444.json
F1670608	245bf5d25dbf1eb59fd3b137f625f64506399e02ac49806aacdfed6c07524bd9	97.6	96.8	0.8	0.0	2.4	125	f9f89de0b3865396c5180aab4d3fbda3b6d7282ece4d96040faa16f294122992	results/busco/F1670608/short_summary.specific.eukaryota_odb12.2.F1670608.json
F1671311	024c6326dcf2c29f542ddcfc95e7a8c4be79fdb877f903d8b0be0f569ca8f298	99.2	99.2	0.0	0.0	0.8	125	ad6c7f23e7a064bb8823f6d0f49d7719be76cf0e9c27a11cebaf465030d4efdc	results/busco/F1671311/short_summary.specific.eukaryota_odb12.2.F1671311.json
F1682393	0fb821e54a230d8e4c544c53da74c295267f70d591fc372383db68550618a168	99.2	99.2	0.0	0.0	0.8	125	b1ebb562a9904f1799eb5ac70bc969861d25ac80d72b3aeedeced95348d8918b	results/busco/F1682393/short_summary.specific.eukaryota_odb12.2.F1682393.json
F1690604	db5a64ef2e1b4ec045770724fd747b5d144947236735c04f6da8ea83fb63f758	96.0	95.2	0.8	0.0	4.0	125	801b427ed73d784bb1023b19402f383115049249b7fd87091cff619fd84efcfc	results/busco/F1690604/short_summary.specific.eukaryota_odb12.2.F1690604.json
F1690608	ecb38df4a905282fe896de5297cce37a9e06ffbf13ca539345091453a7028455	100.0	100.0	0.0	0.0	0.0	125	99f3f88ca3b84f62fbec53b721a381842e627ba8e9e1930360377cbcfb367b7d	results/busco/F1690608/short_summary.specific.eukaryota_odb12.2.F1690608.json
F169141	a29cc5f709c19f18ccf67c52b4d80f6ec50ef094a560d5899011b8358305f741	96.8	92.8	4.0	0.8	2.4	125	45d9cfeb8c162f4548403e27897bbb1128d5e8642d8da1b30af1fa638fd239ea	results/busco/F169141/short_summary.specific.eukaryota_odb12.2.F169141.json
F173216	a5e53599500a0ed5229f9a8e7f11424c59d11a2648635189d4984930b30424c6	98.4	97.6	0.8	0.8	0.8	125	ae9c0209cfb317a3d4fa746fbc0823b85fcaf3a82fcf0819e49a024d26acb7e4	results/busco/F173216/short_summary.specific.eukaryota_odb12.2.F173216.json
F1738374	995b39d40678bf50558a47856f9a6473401057dbadfb168809dfa8c8791aca45	100.0	99.2	0.8	0.0	0.0	125	88c1ec43765847a49655a3bd7e0ed1e74f0548f7ab6316a1fe44a217b5512213	results/busco/F1738374/short_summary.specific.eukaryota_odb12.2.F1738374.json
F174425	68eeaf5f60d98ab4098a840b3c6884ae269daa07751999fcb1bc2f521290ba32	95.2	95.2	0.0	0.8	4.0	125	116c491d550cf318a1f27b97a4bd0ccd83b72a656fc662ef7fbdd5f8f03c1b34	results/busco/F174425/short_summary.specific.eukaryota_odb12.2.F174425.json
F177197	d5d1fbd642a64b204c8b3f2ba5cc0addac84c52c5d0f2c5325da0d3f978ad272	99.2	99.2	0.0	0.0	0.8	125	33082885bdfc9d427d372db71fcb4afa7250ea7853f29d825259de6234a8aaba	results/busco/F177197/short_summary.specific.eukaryota_odb12.2.F177197.json
F177199	fb0466fa87f57d57d5c761e23fb0230a8bfb51484034a54c96b93d5bf837d0aa	98.4	96.0	2.4	0.0	1.6	125	77a44f9f74cebbfa17562b570fd3373462c7f3112b6a82c453ec3b03f6b94dcf	results/busco/F177199/short_summary.specific.eukaryota_odb12.2.F177199.json
F1810926	66d2c5f2faf23709c0165efa6247dd3c63afd6c19d8c35fb4ff5ca1858b919e3	100.0	99.2	0.8	0.0	0.0	125	c5fee7b46b060a789d1dba9c4174f1a83607e669c4e483f54cd6b8365742daa1	results/busco/F1810926/short_summary.specific.eukaryota_odb12.2.F1810926.json
F1810928	0ef517ded7e2bc0e8b63cfa164e20dbff836ffe5a5c599ba16727cb253ba05a4	100.0	100.0	0.0	0.0	0.0	125	44c7a32c32e7ef404af733856b2d9faec1bae616c74c3e96e12b17caa892ef30	results/busco/F1810928/short_summary.specific.eukaryota_odb12.2.F1810928.json
F1814901	ef5c2055e928facf487258770b52204bdafb544c15b3faa4af132c852ea15d2c	93.6	93.6	0.0	0.8	5.6	125	aeac3025f3040b607924fed6d44f497d4290cf09bdf81d4ddd1adce3c35cfd90	results/busco/F1814901/short_summary.specific.eukaryota_odb12.2.F1814901.json
F182096	3e44a3d97f7d58b4a087091c26c06e42c830b63461a3ea50eb32e9e282ff5611	100.0	99.2	0.8	0.0	0.0	125	01805a9cbbe5be9780d73ac3ca681dd4ab17a98328dfa1dd1745010c7366ac42	results/busco/F182096/short_summary.specific.eukaryota_odb12.2.F182096.json
F1825666	011dc3e292d33a67c339173ea09030dcdf47733c998fb377124cd33a4a446288	89.6	87.2	2.4	0.0	10.4	125	be06570ea29bbcb1050a5aaff6cae6365d02660f6e0aae2cd0d2b1d86d4c4b40	results/busco/F1825666/short_summary.specific.eukaryota_odb12.2.F1825666.json
F1940652	822c537a3a28b9e0f6b995185aea3b67c484a6e45f6111f8d9b124a0ad39c23d	97.6	97.6	0.0	0.0	2.4	125	2de0ccc350a53124761cbad96b78529fac763249afc016c325aa9b35aee57c99	results/busco/F1940652/short_summary.specific.eukaryota_odb12.2.F1940652.json
F195108	3906215b83266268345f10e20f4079aa842eb4dd4136535cdf05a6ba8e5f07af	98.4	96.8	1.6	0.0	1.6	125	657a12b476b1ca310e8d6564f6a9a8fb469b131b8bc8e5e49027ed050d8e814a	results/busco/F195108/short_summary.specific.eukaryota_odb12.2.F195108.json
F199306	b3ed90d1eaeb1497a8ab2293f03d722ec4365d1834a93d411675f506b42e7e18	96.8	94.4	2.4	1.6	1.6	125	14c2f6080ecce59b8d7540fe9faff36a16611cc6fc3fd6c1cf4c78852332407e	results/busco/F199306/short_summary.specific.eukaryota_odb12.2.F199306.json
F2019550	92e8e9590e03c94d9b125e4779e1181a8979a7949ee2051945d2a0c5a3ab5c1a	98.4	98.4	0.0	0.0	1.6	125	57ae0b277b4de8ca751e60a4a5ffbe16261bb0328f6577b9e4a4ed4af24abe93	results/busco/F2019550/short_summary.specific.eukaryota_odb12.2.F2019550.json
F2024903	c921d44e70af9c2a5aed2cca5e295ac316fa2de2a006d7fc6808e3138c3515f2	85.6	84.8	0.8	0.0	14.4	125	129a068f24318387988671d6a8c9e101bbf4b90d989fdfe2cd0104414bf2cd2d	results/busco/F2024903/short_summary.specific.eukaryota_odb12.2.F2024903.json
F2034170	6083ed841e16ff19c21a1b80692d280a974ebe926cfac847e4a4b6ba6ef0d3e2	100.0	99.2	0.8	0.0	0.0	125	3c553884e70660e521e2aad76100f897c9c5622f12210a2dd1e51bdf69f2eb95	results/busco/F2034170/short_summary.specific.eukaryota_odb12.2.F2034170.json
F2035830	0ceb6502b33e8cdb22af5bc6b08c504fbfc045cde629121ff8d850007560f5b0	100.0	99.2	0.8	0.0	0.0	125	f2cb6c0a876cf6d798b84c1cb36ff7a425bd553c286ca0e1877ed82328069879	results/busco/F2035830/short_summary.specific.eukaryota_odb12.2.F2035830.json
F2082308	06559421928135ad63240aec3be3a941ab69e203cfa771a3d75cc8d2e3a6ef46	100.0	100.0	0.0	0.0	0.0	125	3f50ee2c6b116441688a2e5dcb7c12d3cbb2c46c031564708d9e6a15aeffa27b	results/busco/F2082308/short_summary.specific.eukaryota_odb12.2.F2082308.json
F209136	e42a03d199223afb9dd7ec2a81aac48b6aeb9ac91a13526c91ad6af66ef9d009	99.2	99.2	0.0	0.0	0.8	125	a24a677d6b57640d85401cf02a67d658ad9c789d471bbfc31f50c3d70312320c	results/busco/F209136/short_summary.specific.eukaryota_odb12.2.F209136.json
F209281	9209ca841345dc601208a056cc6ee5a1a13336ddc8fe16d86e093ee1ec60b951	94.4	91.2	3.2	0.8	4.8	125	311058248c981fb5392f908fc6c66d514346b96ab40967a870f635be7344a815	results/busco/F209281/short_summary.specific.eukaryota_odb12.2.F209281.json
F223192	c808cb16d8ef5440e6b5273258ddec0e4c43a7c3d58a2f88adbdc2245959c5e7	95.2	94.4	0.8	0.8	4.0	125	48b85abc9bc4395251e1fd0858960b30a9925af47e37525e5514921c16889b0f	results/busco/F223192/short_summary.specific.eukaryota_odb12.2.F223192.json
F223376	011cca652c1c9ded84d74bbfa96eac43bf2c3c61d2d4a730c9ac385e709503c6	86.4	85.6	0.8	2.4	11.2	125	ddad5cfc85ee7024e5bf2a78785b7078ad755baabc4399731d4c729f2221e17c	results/busco/F223376/short_summary.specific.eukaryota_odb12.2.F223376.json
F223409	788fd361564e0ccd428b0557f79e51cba1b4f49a48800b3ed3d430e01192563c	96.8	96.8	0.0	0.0	3.2	125	d0d6181723a2976943d22c62e6088a16cc4b7ed9e1073803e75d879e64f6690d	results/busco/F223409/short_summary.specific.eukaryota_odb12.2.F223409.json
