marker	path_metric	geometry_metric	pairs	omitted_geometry_pairs	rank_correlation	status	marker_review_status
201273at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	2485	0	0.08387126232074513	descriptive_estimable	no_current_copy_review_flag
201273at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	2485	0	0.05994448239792537	descriptive_estimable	no_current_copy_review_flag
201273at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0	0.10460889042031567	descriptive_estimable	no_current_copy_review_flag
201273at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0	0.3555268288889333	descriptive_estimable	no_current_copy_review_flag
201273at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0	0.35499437070925466	descriptive_estimable	no_current_copy_review_flag
201273at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0	0.35857694064618034	descriptive_estimable	no_current_copy_review_flag
201273at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0	0.49412566155453497	descriptive_estimable	no_current_copy_review_flag
201273at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0	0.5257340645175635	descriptive_estimable	no_current_copy_review_flag
201273at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0	0.5508768601887198	descriptive_estimable	no_current_copy_review_flag
201273at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0	0.5192177367403172	descriptive_estimable	no_current_copy_review_flag
207567at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	8755	0	0.498903478160457	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	8755	0	0.45002855762720334	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	8755	0	0.4399859715279203	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	8755	0	0.4621379502886617	descriptive_estimable	no_current_copy_review_flag
207567at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	8755	0	0.6571225643028735	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	8755	0	0.6530569166946071	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	8755	0	0.6484582286922465	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	8755	0	0.6586883358255883	descriptive_estimable	no_current_copy_review_flag
207567at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	8755	0	0.6601864495433448	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	8755	0	0.6453338644644091	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	8755	0	0.6397170278151776	descriptive_estimable	no_current_copy_review_flag
207567at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	8755	0	0.6524715840599182	descriptive_estimable	no_current_copy_review_flag
260326at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	8679	0	0.34731221651469724	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	8679	0	0.3734063831794139	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	8679	0	0.38199728888722245	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	8679	0	0.35759290550457146	descriptive_estimable	no_current_copy_review_flag
260326at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	8679	0	0.5099833894530479	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	8679	0	0.5450361409302555	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	8679	0	0.5584236090606851	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	8679	0	0.5385373839606338	descriptive_estimable	no_current_copy_review_flag
260326at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	8679	0	0.535593693979087	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	8679	0	0.5770396971593187	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	8679	0	0.5981004920921877	descriptive_estimable	no_current_copy_review_flag
260326at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	8679	0	0.5720861295858228	descriptive_estimable	no_current_copy_review_flag
319730at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	45	0	0.7048814873167959	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	45	0	0.7398419204328264	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	45	0	0.7589712140246166	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	45	0	0.7321902029961103	descriptive_estimable	no_current_copy_review_flag
319730at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	45	0	0.56807405659482	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	45	0	0.5581795943921699	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	45	0	0.5905015042541604	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	45	0	0.5468339443997977	descriptive_estimable	no_current_copy_review_flag
319730at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	45	0	0.56807405659482	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	45	0	0.5581795943921699	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	45	0	0.5905015042541604	descriptive_estimable	no_current_copy_review_flag
319730at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	45	0	0.5468339443997977	descriptive_estimable	no_current_copy_review_flag
345792at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	831	0	0.3941296008806121	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	831	0	0.13934150236045542	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	831	0	0.10744582746425858	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	831	0	0.09451871635389097	descriptive_estimable	no_current_copy_review_flag
345792at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	831	0	0.5383518801671556	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	831	0	0.34639831890739853	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	831	0	0.327721236236253	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	831	0	0.3164573595687944	descriptive_estimable	no_current_copy_review_flag
345792at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	831	0	0.5380685753288075	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	831	0	0.34542973337392885	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	831	0	0.3267692541897665	descriptive_estimable	no_current_copy_review_flag
345792at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	831	0	0.31553843811792576	descriptive_estimable	no_current_copy_review_flag
352891at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	4465	0	0.4181243172335831	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	4465	0	0.4972069429689857	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	4465	0	0.5079761861828446	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	4465	0	0.5025556409066158	descriptive_estimable	no_current_copy_review_flag
352891at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	4465	0	0.6005403902710073	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	4465	0	0.6083335798599427	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	4465	0	0.6209751411882314	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	4465	0	0.6113322479947852	descriptive_estimable	no_current_copy_review_flag
352891at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	4465	0	0.5987777073621379	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	4465	0	0.6059848603945942	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	4465	0	0.6188336395909233	descriptive_estimable	no_current_copy_review_flag
352891at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	4465	0	0.6091585404062361	descriptive_estimable	no_current_copy_review_flag
4613677at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	9723	0	0.31193328802874604	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	9723	0	0.33474787239891646	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	9723	0	0.3388867614852863	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	9723	0	0.34590552766406873	descriptive_estimable	no_current_copy_review_flag
4613677at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	9723	0	0.4067567097847069	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	9723	0	0.37588034572467593	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	9723	0	0.40268784699910803	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	9723	0	0.3953528606890544	descriptive_estimable	no_current_copy_review_flag
4613677at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	9723	0	0.40676136101208527	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	9723	0	0.37587426322036566	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	9723	0	0.40267906007742543	descriptive_estimable	no_current_copy_review_flag
4613677at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	9723	0	0.39534195239102154	descriptive_estimable	no_current_copy_review_flag
4747214at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	6430	0	0.4020868886690029	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	6430	0	0.4711448342846203	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	6430	0	0.45046697782690553	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	6430	0	0.46537857627782453	descriptive_estimable	no_current_copy_review_flag
4747214at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	6430	0	0.5596584398924448	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	6430	0	0.6295447910181637	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	6430	0	0.6058733212762504	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	6430	0	0.6237860216900201	descriptive_estimable	no_current_copy_review_flag
4747214at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	6430	0	0.5601336599365871	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	6430	0	0.6301202163299945	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	6430	0	0.6063032252541856	descriptive_estimable	no_current_copy_review_flag
4747214at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	6430	0	0.6243962334452927	descriptive_estimable	no_current_copy_review_flag
4803900at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	9305	0	0.35230435475637123	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	9305	0	0.4190499186065813	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	9305	0	0.41180420749753366	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	9305	0	0.39020859969060856	descriptive_estimable	no_current_copy_review_flag
4803900at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	9305	0	0.5287827754135929	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	9305	0	0.5111672228720366	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	9305	0	0.48210245203605495	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	9305	0	0.47674317924258747	descriptive_estimable	no_current_copy_review_flag
4803900at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	9305	0	0.5287571257656757	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	9305	0	0.5110229993683059	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	9305	0	0.4819071834743349	descriptive_estimable	no_current_copy_review_flag
4803900at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	9305	0	0.4767183930411449	descriptive_estimable	no_current_copy_review_flag
4823929at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	66	0	0.6912222106251958	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	66	0	0.49353929652437123	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	66	0	0.48443795010959195	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	66	0	0.5057300908047178	descriptive_estimable	no_current_copy_review_flag
4823929at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	66	0	0.7758897818599313	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	66	0	0.6755662248199562	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	66	0	0.6786974219810042	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	66	0	0.6792819121177331	descriptive_estimable	no_current_copy_review_flag
4823929at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	66	0	0.6865045402358837	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	66	0	0.6827471036426261	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	66	0	0.6912222106251958	descriptive_estimable	no_current_copy_review_flag
4823929at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	66	0	0.686003548690116	descriptive_estimable	no_current_copy_review_flag
4837017at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	10585	0	0.30271188410798344	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	10585	0	0.4259341843483669	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	10585	0	0.4257205369495804	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	10585	0	0.41691795455141895	descriptive_estimable	no_current_copy_review_flag
4837017at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	10585	0	0.5538030158682543	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	10585	0	0.6080059324821263	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	10585	0	0.6073977534452238	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	10585	0	0.5928873894978871	descriptive_estimable	no_current_copy_review_flag
4837017at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	10585	0	0.55428226950369	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	10585	0	0.6083219409129106	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	10585	0	0.6076561567289877	descriptive_estimable	no_current_copy_review_flag
4837017at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	10585	0	0.5934388140860182	descriptive_estimable	no_current_copy_review_flag
4843824at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	7625	0	0.401435204816628	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	7625	0	0.47588319957533004	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	7625	0	0.4646212786455671	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	7625	0	0.4667822505496667	descriptive_estimable	no_current_copy_review_flag
4843824at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	7625	0	0.5213400489447115	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	7625	0	0.6234283189273118	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	7625	0	0.6146120794142486	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	7625	0	0.6229804146580884	descriptive_estimable	no_current_copy_review_flag
4843824at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	7625	0	0.5315753052940554	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	7625	0	0.6252044445735905	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	7625	0	0.6181138523299681	descriptive_estimable	no_current_copy_review_flag
4843824at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	7625	0	0.6245492243342313	descriptive_estimable	no_current_copy_review_flag
4867008at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	8644	0	0.6314553635717003	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	8644	0	0.595272010955736	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	8644	0	0.5954520697383278	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	8644	0	0.5960732216718972	descriptive_estimable	no_current_copy_review_flag
4867008at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	8644	0	0.7696414294462911	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	8644	0	0.7471584669636956	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	8644	0	0.7468509065910452	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	8644	0	0.7487461682410816	descriptive_estimable	no_current_copy_review_flag
4867008at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	8644	0	0.7810985880560839	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	8644	0	0.7528336838594606	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	8644	0	0.7525010025127469	descriptive_estimable	no_current_copy_review_flag
4867008at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	8644	0	0.7560825666257188	descriptive_estimable	no_current_copy_review_flag
4896098at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	6670	0	0.2871939601583176	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	6670	0	0.0028049550362186583	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	6670	0	-0.005965785821940908	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	6670	0	-0.03238615310441859	descriptive_estimable	no_current_copy_review_flag
4896098at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	6670	0	0.611330950374141	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	6670	0	0.595976524174087	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	6670	0	0.5746228172204731	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	6670	0	0.57813848234236	descriptive_estimable	no_current_copy_review_flag
4896098at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	6670	0	0.6118110597937857	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	6670	0	0.5980021892282803	descriptive_estimable	no_current_copy_review_flag
4896098at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	6670	0	0.5762628179373966	descriptive_estimable	no_current_copy_review_flag
