marker	path_model	common_pairs	baseline_path_median	sensitivity_path_median	median_signed_path_change	median_absolute_path_change	maximum_absolute_path_change	baseline_sensitivity_rank_correlation
4613677at2759	3di_af_empirical_tree_path_point	9584	0.46633763534999995	0.54163954795	0.026937171049999986	0.09400348149999996	0.7763487615000001	0.8117672568791772
4613677at2759	3di_llm_tree_path_point	9584	0.28883446065000007	0.3022829816	0.005102626599999938	0.05792482129999997	0.43307673310000006	0.6960189314005755
4803900at2759	aa_tree_path_point	9169	1.5023386033	1.5130506575000002	0.012849655899999868	0.025978464100000265	0.9904884541000005	0.9689674119937314
4803900at2759	3di_af_tree_path_point	9169	0.5657453848	0.5197977678	-0.024049398200000183	0.03056989549999989	0.5593895593999998	0.8560687361617136
4803900at2759	3di_af_empirical_tree_path_point	9169	0.4571218449999999	0.42046985349999993	-0.024847434700000004	0.025563288499999948	0.4217948254999999	0.8746626313597762
4803900at2759	3di_llm_tree_path_point	9169	0.5035746655000001	0.4785435916	-0.01634742230000008	0.021084611200000047	0.4309966214999998	0.8644079460197965
4867008at2759	aa_tree_path_point	8513	1.4251503161999999	1.4550511254999998	0.03225818090000021	0.034628450399999844	0.1752975315000005	0.9986214149161138
4867008at2759	3di_af_tree_path_point	8513	0.6491129355	0.6676771294999999	0.01812719199999996	0.02142685870000005	0.13392753509999977	0.9966120788920005
4867008at2759	3di_af_empirical_tree_path_point	8513	1.0062657598000002	0.722982469	-0.2793198574	0.2793198574	0.5992539478000001	0.9962943784491695
4867008at2759	3di_llm_tree_path_point	8513	1.1865096234999999	1.1267995064	-0.057248680899999904	0.05742237969999997	0.32253501159999987	0.9966913613324428
4896098at2759	aa_tree_path_point	6555	1.1927635038000002	1.1739334044	-0.0027000034999999922	0.00943228499999993	0.5788352428000001	0.9939793550834909
4896098at2759	3di_af_tree_path_point	6555	0.3663728674999999	0.35872377340000006	-0.00026754290000002845	0.01147196039999987	0.23827821510000002	0.9723113029859229
4896098at2759	3di_af_empirical_tree_path_point	6555	0.37269224710000004	0.37116212480000005	0.0016469734000000846	0.0100714851	0.14143092540000002	0.9903548104513935
4896098at2759	3di_llm_tree_path_point	6555	0.4350787799	0.4391291313	0.004919037599999787	0.015877460899999862	0.20109179450000003	0.9869768598800814
5000452at2759	aa_tree_path_point	1028	2.636008255700001	2.6412751172999998	0.00624890960000013	0.00813314874999993	0.6255575528999993	0.9991111003548238
5000452at2759	3di_af_tree_path_point	1028	0.5866397284	0.6027464627999999	0.007669350899999955	0.008742219099999948	0.08227608219999993	0.9977024673070795
5000452at2759	3di_af_empirical_tree_path_point	1028	0.78132002765	0.7782579409	-0.002616750850000016	0.003406926049999981	0.2000941156	0.998869492586517
5000452at2759	3di_llm_tree_path_point	1028	0.5277515139	0.53946783085	0.005164640150000038	0.006140529949999973	0.06975678819999986	0.9987859853068389
5000743at2759	aa_tree_path_point	12246	1.8481850121499996	1.7880573557000004	0.022716211400000075	0.05349368239999963	0.675208336699999	0.9876660983543359
5000743at2759	3di_af_tree_path_point	12246	0.7494724640499999	0.7082206583499999	-0.032550859550000366	0.03375853389999986	0.29468706499999975	0.993800418692065
5000743at2759	3di_af_empirical_tree_path_point	12246	0.851635473	0.8244479054000001	-0.01931101145000036	0.023414665900000187	0.2784999665000001	0.9940091031113938
5000743at2759	3di_llm_tree_path_point	12246	0.7206834093500001	0.6921452566	-0.013133098499999996	0.015357686549999805	0.22083541119999994	0.9950346730769196
5001413at2759	aa_tree_path_point	2485	1.1985282401	1.2138574848	0.016517537899999768	0.01747252460000004	0.16608088240000002	0.9994896995937481
5001413at2759	3di_af_tree_path_point	2485	0.43494772179999996	0.42889419250000005	-0.0055147647999999605	0.005541657000000033	0.22817356189999996	0.9972446538493066
5001413at2759	3di_af_empirical_tree_path_point	2485	0.47195842919999986	0.4692181114999999	-0.0010953722	0.0024185662999999247	0.2323365999	0.9975050195459995
5001413at2759	3di_llm_tree_path_point	2485	0.4001052679	0.3948604701	-0.00485907139999997	0.005097814699999981	0.2013919474	0.9962721814972679
5001473at2759	aa_tree_path_point	6508	0.47258874835	0.5398737752	0.0572407895	0.07297546805	0.5008150955	0.8390419857479978
5001473at2759	3di_af_tree_path_point	6508	0.24037028319999998	0.34748560230000003	0.10974271990000004	0.11717117120000001	0.7086748746999999	0.7510803103444031
5001473at2759	3di_af_empirical_tree_path_point	6508	0.32707102364999996	0.39844413840000004	0.08938192150000013	0.10383344824999999	0.7710315078999999	0.7555072791552436
5001473at2759	3di_llm_tree_path_point	6508	0.1957428621	0.30718285460000005	0.1075009535	0.11223912439999999	0.5367704284000001	0.7202826247014357
5003972at2759	aa_tree_path_point	2865	1.2241913382999998	1.2225382245999998	-0.002457725600000016	0.0025820900999995455	0.018931847200000185	0.9999698772291958
5003972at2759	3di_af_tree_path_point	2865	0.6296278532999999	0.6294481564000001	0.010551580300000085	0.01379386229999996	0.1006412344	0.9917288296654467
5003972at2759	3di_af_empirical_tree_path_point	2865	0.7697529429000001	0.7590337083	0.001056941400000011	0.004824678299999996	0.14137710190000008	0.9915054919150733
5003972at2759	3di_llm_tree_path_point	2865	0.5154607216	0.5206812222	0.01114195809999996	0.014044511399999848	0.1180666698999997	0.9869275599410585
5004118at2759	aa_tree_path_point	37	1.0988173505999999	1.0829042531999997	-0.029920355300000034	0.0324641563000001	0.09186744349999998	0.9876718824087244
5004118at2759	3di_af_tree_path_point	37	0.26134157010000003	0.35286631150000003	0.058736187900000014	0.058736187900000014	2.0666142159	0.968705547652916
5004118at2759	3di_af_empirical_tree_path_point	37	0.19790306829999998	0.5520788097999999	0.1840031330999996	0.1840031330999996	0.4947089456000002	0.9862494073020387
5004118at2759	3di_llm_tree_path_point	37	0.18156912500000003	0.19031049269999997	0.00655596289999999	0.00655596289999999	0.03643132819999989	0.9966808914177334
5005010at2759	aa_tree_path_point	10262	1.33781693265	1.3862966401499999	0.0453476560999998	0.0534387907999998	1.9977478690000008	0.9942219494747426
5005010at2759	3di_af_tree_path_point	10262	0.10776882739999999	0.12004972905000001	0.0001628245000000056	0.028357214600000014	0.13916490039999999	0.8906848793354409
5005010at2759	3di_af_empirical_tree_path_point	10262	0.18730645975000007	0.18320903055	-0.00012593170000001208	0.007142774199999938	0.16811819800000005	0.9483083712093688
5005010at2759	3di_llm_tree_path_point	10262	0.09853383974999998	0.10956792709999999	2.320299999998901e-06	0.026830221850000016	0.12150893430000001	0.8970346016800661
5013259at2759	aa_tree_path_point	6865	0.9078996623	1.0740866394	0.050483426	0.12214461970000023	2.4366457412999996	0.9722769605426302
5013259at2759	3di_af_tree_path_point	6865	0.1737897894	0.24579356969999996	0.0334089864	0.054305192099999955	0.47565046720000004	0.8334749053859956
5013259at2759	3di_af_empirical_tree_path_point	6865	0.16977382309999997	0.20013549079999995	0.015461649600000016	0.039719482399999784	0.9212656493	0.8615272253547173
5013259at2759	3di_llm_tree_path_point	6865	0.16930398489999998	0.20695623259999998	0.014655620400000041	0.03179847660000003	0.38836468189999995	0.8934634042761327
5013726at2759	aa_tree_path_point	8917	0.9219058942000001	0.8984332503	-0.004976221599999775	0.03560824259999995	0.5685250562999999	0.9440605082692404
5013726at2759	3di_af_tree_path_point	8917	0.407428568	0.42500521530000007	0.021805712499999963	0.03491541610000004	0.2838245595000001	0.9663379068615764
5013726at2759	3di_af_empirical_tree_path_point	8917	0.6713386642	0.46290438380000004	-0.18152317769999993	0.18152317769999993	0.7792932812000001	0.9666241311881482
5013726at2759	3di_llm_tree_path_point	8917	0.5294879486	0.3399437203	-0.1747160009	0.1747160009	0.6200508852	0.9774574942055049
