marker	path_model	geometry_metric	common_pairs	baseline_rank_correlation	sensitivity_rank_correlation	rank_correlation_change
260326at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	8549	0.5726058445491077	0.49289673551704305	-0.07970910903206463
345792at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	791	0.398445859804659	0.41050049051057236	0.012054630705913338
345792at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	791	0.5366365571249632	0.5440654767360268	0.007428919611063622
345792at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	791	0.536360460047029	0.5437484512425703	0.0073879911955413435
345792at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	791	0.15013941847704593	0.14324685993219657	-0.006892558544849353
345792at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	791	0.35080334138808433	0.33590551937140944	-0.014897822016674889
345792at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	791	0.3498991580093855	0.3350093131542667	-0.014889844855118795
345792at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	791	0.1186341402147384	0.10871343659514378	-0.009920703619594629
345792at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	791	0.33270975691721744	0.3175812761227794	-0.015128480794438015
345792at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	791	0.3318221097822308	0.31669663557755867	-0.01512547420467214
345792at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	791	0.10463296085565606	0.0874085475407308	-0.01722441331492526
345792at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	791	0.32082027042820144	0.2999509489427715	-0.020869321485429915
345792at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	791	0.3199682174365719	0.2991220515416774	-0.020846165894894464
4613677at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	9584	0.3073595302524659	0.28928351092351473	-0.018076019328951143
4613677at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	9584	0.4050261228703744	0.40210478096447555	-0.0029213419058988777
4613677at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	9584	0.4050310365921787	0.402113780674685	-0.0029172559174936996
4613677at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	9584	0.31537023446019724	0.2921602661581995	-0.02320996830199773
4613677at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	9584	0.3534519951105009	0.3634846705640688	0.010032675453567896
4613677at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	9584	0.35344554369048303	0.36349023039433964	0.010044686703856609
4613677at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	9584	0.3258764531479874	0.3191252127781923	-0.006751240369795131
4613677at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	9584	0.3895238123346066	0.3929835771589538	0.0034597648243472334
4613677at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	9584	0.3895148275030873	0.39298986701947985	0.003475039516392553
4613677at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	9584	0.3288510398238386	0.29062476130460896	-0.03822627851922966
4613677at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	9584	0.37626275161213163	0.36915498926123785	-0.007107762350893776
4613677at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	9584	0.37625142292752245	0.3691605825429931	-0.00709084038452934
4803900at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	9169	0.3527562958461388	0.3682881535426576	0.01553185769651877
4803900at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	9169	0.5294098220071468	0.5484917952631189	0.01908197325597205
4803900at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	9169	0.5293951345175253	0.5484761613861835	0.019081026868658202
4803900at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	9169	0.4184386426320166	0.4308176209631506	0.01237897833113405
4803900at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	9169	0.5114746805417032	0.5427854583975481	0.03131077785584491
4803900at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	9169	0.5113388974611038	0.5426523041948145	0.031313406733710636
4803900at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	9169	0.41141780900874153	0.4379600768372006	0.026542267828459087
4803900at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	9169	0.48258346815980435	0.5153876986242568	0.032804230464452466
4803900at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	9169	0.48239556401953987	0.51514776816736	0.032752204147820096
4803900at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	9169	0.38938246170815416	0.3992810800893167	0.009898618381162516
4803900at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	9169	0.4768913685053714	0.48528532429061255	0.008393955785241158
4803900at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	9169	0.4768766117565069	0.48522335485925944	0.008346743102752519
4867008at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	8513	0.6317124207873275	0.6322012479996997	0.0004888272123722004
4867008at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	8513	0.7697330279722656	0.7705542747643573	0.0008212467920917232
4867008at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	8513	0.7811839953510246	0.7818882345138997	0.0007042391628750977
4867008at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	8513	0.5959757427779471	0.605721501732414	0.009745758954466943
4867008at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	8513	0.7478335554386684	0.755512392894088	0.00767883745541964
4867008at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	8513	0.75364035722743	0.7613595302219716	0.007719172994541612
4867008at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	8513	0.5959170271850722	0.6019483191489392	0.00603129196386698
4867008at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	8513	0.7473744752395843	0.751524974577874	0.004150499338289704
4867008at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	8513	0.7530549595759846	0.7569962910977917	0.00394133152180709
4867008at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	8513	0.5965946993934771	0.6032971749570757	0.006702475563598598
4867008at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	8513	0.7492067838212785	0.7530169893873289	0.003810205566050384
4867008at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	8513	0.756670797318441	0.7600128177938758	0.0033420204754347482
4896098at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	6555	0.28742558675002444	0.28443306657807	-0.002992520171954449
4896098at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	6555	0.6171190254697253	0.6132465842489866	-0.0038724412207387093
4896098at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	6555	0.6175914638947881	0.6140044873410099	-0.003586976553778265
4896098at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	6555	0.00371009617584954	0.007801860344858437	0.004091764169008897
4896098at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	6555	0.5980168650135613	0.607052320489796	0.009035455476234633
4896098at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	6555	0.600005421450532	0.6080410277942541	0.008035606343722024
4896098at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	6555	-0.004162824387411978	-0.018808598724195765	-0.014645774336783787
4896098at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	6555	0.5763922354676143	0.5533595824691501	-0.023032652998464243
4896098at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	6555	0.5779771858904441	0.5545649420967219	-0.0234122437937222
4896098at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	6555	-0.030834248082759644	-0.02070232336201008	0.010131924720749565
4896098at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	6555	0.5795687459647209	0.5930994014161554	0.013530655451434503
4896098at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	6555	0.58142883179388	0.594968709280578	0.013539877486697938
5000452at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	1028	0.5377877709749386	0.5380627043282468	0.00027493335330819324
5000452at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	1028	0.7142882043553918	0.7156060618972637	0.0013178575418719696
5000452at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	1028	0.7293191280896679	0.7304766870015547	0.0011575589118867358
5000452at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	1028	0.6539587330725343	0.6488053398817327	-0.005153393190801547
5000452at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	1028	0.8381534587541613	0.8342183107505698	-0.003935148003591404
5000452at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	1028	0.8539965460129889	0.8503859718064953	-0.0036105742064935775
5000452at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	1028	0.6510850885728755	0.6542084595993157	0.003123371026440225
5000452at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	1028	0.8299148580874143	0.8352288924318485	0.005314034344434226
5000452at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	1028	0.8461507057091403	0.8516846315107905	0.005533925801650241
5000452at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	1028	0.6493624858603387	0.6481862262007538	-0.0011762596595848995
5000452at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	1028	0.8295669552725015	0.8281008391713917	-0.0014661161011098045
5000452at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	1028	0.845545576171759	0.8441218654207395	-0.0014237107510194358
5000743at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	12246	0.6350183592445232	0.6091882041897508	-0.025830155054772375
5000743at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	12246	0.7403789984442777	0.7154107383722882	-0.02496826007198949
5000743at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	12246	0.7413147766118059	0.7165614999866065	-0.02475327662519944
5000743at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	12246	0.66713192783494	0.6638120801169076	-0.003319847718032398
5000743at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	12246	0.7578440559897682	0.7529948668215601	-0.00484918916820809
5000743at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	12246	0.7585594426109374	0.7536557497960157	-0.004903692814921756
5000743at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	12246	0.6593869820834896	0.6386602766799722	-0.020726705403517398
5000743at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	12246	0.7493207092129825	0.7278126254343492	-0.021508083778633336
5000743at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	12246	0.7502036820810232	0.7287460858626552	-0.021457596218367958
5000743at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	12246	0.6651250181142692	0.6518939138244318	-0.013231104289837314
5000743at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	12246	0.7560089611171692	0.7434132011454287	-0.01259575997174045
5000743at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	12246	0.7567313475977757	0.7442062444326285	-0.012525103165147211
5001413at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	2485	0.5529180672822052	0.5520818671477916	-0.000836200134413545
5001413at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0.7282277846698614	0.7281458804243839	-8.19042454774932e-05
5001413at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0.7360085433217569	0.7357816265375511	-0.00022691678420583283
5001413at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	2485	0.5707647222623188	0.5676141450003552	-0.0031505772619635497
5001413at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0.6365355775681523	0.6451417229733916	0.008606145405239296
5001413at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0.6509054834250331	0.6591863617333867	0.008280878308353667
5001413at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	2485	0.5590797707922928	0.5602130237634683	0.0011332529711755024
5001413at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0.6385657476364084	0.6464954397333588	0.00792969209695038
5001413at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0.6547193984306849	0.6625648543829424	0.007845455952257496
5001413at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	2485	0.5746332492215253	0.5684492628582717	-0.0061839863632535685
5001413at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	2485	0.6381595999211659	0.6465019427762411	0.00834234285507518
5001413at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	2485	0.6513792124259854	0.6591855695758062	0.007806357149820808
5001473at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	6508	0.5512676077839417	0.6359425850580962	0.08467497727415452
5001473at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	6508	0.652754571594526	0.6871915299867789	0.034436958392252914
5001473at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	6508	0.6533219972292768	0.6877339306003478	0.03441193337107107
5001473at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	6508	0.5200798146320155	0.4802583787025206	-0.039821435929494886
5001473at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	6508	0.5512694581695059	0.4930250007056616	-0.058244457463844324
5001473at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	6508	0.5497075308282205	0.49068123841560995	-0.05902629241261059
5001473at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	6508	0.5465262805079333	0.46823715367323976	-0.07828912683469352
5001473at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	6508	0.6080181431827508	0.48206296081659233	-0.1259551823661585
5001473at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	6508	0.606797335465638	0.4795926418242567	-0.12720469364138126
5001473at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	6508	0.5134238136989508	0.4731447539419903	-0.040279059756960556
5001473at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	6508	0.5444721822578514	0.4808599175961432	-0.06361226466170822
5001473at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	6508	0.5423434488045011	0.4786333865050143	-0.06371006229948684
5003972at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	2865	0.30581220373092505	0.3060596490870696	0.0002474453561445711
5003972at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	2865	0.4609174837129763	0.4612777236190671	0.0003602399060907979
5003972at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	2865	0.4722563907658583	0.4726491563450388	0.0003927655791804985
5003972at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	2865	0.27810577901418526	0.2802739168789103	0.0021681378647250282
5003972at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	2865	0.42425233253995887	0.41708741116584047	-0.007164921374118394
5003972at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	2865	0.44153372818561215	0.433596876620964	-0.007936851564648129
5003972at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	2865	0.2874427735221784	0.2914008868275989	0.0039581133054205075
5003972at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	2865	0.43421505627445095	0.43343357162599094	-0.0007814846484600069
5003972at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	2865	0.45022269530952047	0.4487991912981075	-0.001423504011412946
5003972at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	2865	0.28448684549539355	0.2833703634063894	-0.0011164820890041671
5003972at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	2865	0.42444453563691364	0.41506049241443194	-0.009384043222481708
5003972at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	2865	0.44222852516174965	0.4312315660552583	-0.010996959106491344
5004118at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	37	0.22285443338074917	0.24063537221431955	0.017780938833570376
5004118at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	37	0.3155523944997629	0.30606922712185863	-0.009483167377904278
5004118at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	37	0.34020862968231386	0.3345187292555713	-0.005689900426742556
5004118at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	37	0.03413940256045519	0.09317211948790896	0.05903271692745377
5004118at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	37	0.6559981033665243	0.6659554291133237	0.009957325746799417
5004118at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	37	0.6588430535798957	0.6702228544333807	0.011379800853485
5004118at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	37	-0.16785206258890467	-0.1567093409198672	0.011142721669037459
5004118at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	37	0.2323376007586534	0.2605500237079184	0.028212422949265015
5004118at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	37	0.2603129445234708	0.286628733997155	0.02631578947368418
5004118at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	37	0.04267425320056899	0.0476529160739687	0.004978662873399715
5004118at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	37	0.6559981033665243	0.6531531531531531	-0.002844950213371167
5004118at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	37	0.6633475580844	0.6593172119487909	-0.004030346135609153
5005010at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	10262	0.6516965975783073	0.6544534441489078	0.0027568465706004908
5005010at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	10262	0.7442432703561829	0.7450469494274377	0.0008036790712547814
5005010at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	10262	0.7442112129101802	0.7450161017116728	0.0008048888014925426
5005010at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	10262	0.5324392671600661	0.5410597463241104	0.008620479164044292
5005010at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	10262	0.5935431225016641	0.5920963954019034	-0.0014467270997606807
5005010at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	10262	0.5935726190592056	0.5921317885726454	-0.001440830486560185
5005010at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	10262	0.47919481702619654	0.5541776315323907	0.0749828145061942
5005010at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	10262	0.5466798453556174	0.6124519891102638	0.06577214375464635
5005010at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	10262	0.5467259033270904	0.6124945377491918	0.06576863442210146
5005010at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	10262	0.5293601183364164	0.5406642388343271	0.011304120497910741
5005010at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	10262	0.5918812940638902	0.5930443723356709	0.0011630782717806376
5005010at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	10262	0.5919129472800494	0.5930816897552248	0.0011687424751753994
5013259at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	6865	0.15816929085472478	0.16026712488244363	0.002097834027718848
5013259at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	6865	0.7271816295305941	0.7202890172795302	-0.0068926122510638566
5013259at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	6865	0.7382781172279526	0.7328080192277802	-0.0054700980001723964
5013259at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	6865	0.16401689862671234	0.17272550344709192	0.008708604820379579
5013259at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	6865	0.48141442368192305	0.4748932292380302	-0.006521194443892875
5013259at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	6865	0.4836985352863749	0.48407385320030333	0.00037531791392841907
5013259at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	6865	0.20211286497360242	0.2296089011478285	0.02749603617422608
5013259at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	6865	0.5345398238106671	0.5820632180870708	0.04752339427640373
5013259at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	6865	0.5390491940829548	0.5917553662568812	0.05270617217392637
5013259at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	6865	0.17231001589966205	0.18062454903143887	0.008314533131776825
5013259at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	6865	0.5068467638501963	0.48267190531350596	-0.02417485853669038
5013259at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	6865	0.5122609030626716	0.49079559510711396	-0.021465307955557622
5013726at2759	aa_tree_path_point	ca_superposition_rmsd_angstrom	8917	0.25226929528767433	0.25358865425113913	0.0013193589634648006
5013726at2759	aa_tree_path_point	local_distance_mean_absolute_change_angstrom	8917	0.3299531581094096	0.34130156177253507	0.01134840366312545
5013726at2759	aa_tree_path_point	pae10_local_mean_absolute_change_angstrom	8917	0.339507887256673	0.35096974226658034	0.011461855009907318
5013726at2759	3di_af_tree_path_point	ca_superposition_rmsd_angstrom	8917	0.6034230385673448	0.608626110992739	0.005203072425394195
5013726at2759	3di_af_tree_path_point	local_distance_mean_absolute_change_angstrom	8917	0.7207774486592216	0.7087974708013125	-0.011979977857909052
5013726at2759	3di_af_tree_path_point	pae10_local_mean_absolute_change_angstrom	8917	0.7247453773552729	0.7129257719406873	-0.011819605414585599
5013726at2759	3di_af_empirical_tree_path_point	ca_superposition_rmsd_angstrom	8917	0.5960901316155374	0.6091687986596256	0.013078667044088221
5013726at2759	3di_af_empirical_tree_path_point	local_distance_mean_absolute_change_angstrom	8917	0.7085641410972355	0.7068208923583735	-0.0017432487388620022
5013726at2759	3di_af_empirical_tree_path_point	pae10_local_mean_absolute_change_angstrom	8917	0.7131769680969388	0.7121693054849976	-0.0010076626119411847
5013726at2759	3di_llm_tree_path_point	ca_superposition_rmsd_angstrom	8917	0.6038913861959155	0.6133179306225688	0.00942654442665325
5013726at2759	3di_llm_tree_path_point	local_distance_mean_absolute_change_angstrom	8917	0.7179595352609253	0.72314073897988	0.005181203718954697
5013726at2759	3di_llm_tree_path_point	pae10_local_mean_absolute_change_angstrom	8917	0.7234359617609295	0.7276916851562055	0.004255723395276023
