marker	block_length	split_taxa	fit	point_estimate	planned_draws	valid_draws	interval_status	percentile_2_5	median	percentile_97_5	fraction_le_1e_minus5	sampling_sd	paired_sampling_covariance
115730at2759	10	F236234	3di	0.1040973858	200	200	conditional_percentile_sensitivity	0.054341736287500005	0.10055266955	0.1598156980075	0.0	0.02973301421874752	0.00016359080834304183
115730at2759	10	F4754	aa	0.204887486	200	200	conditional_percentile_sensitivity	0.1312964761575	0.20107947994999997	0.3284966583325	0.0	0.05243994306648062	-0.00028068734882371194
115730at2759	10	F4754	3di	0.06559361	200	200	conditional_percentile_sensitivity	0.023265885935	0.0605716956	0.1172253532975	0.0	0.02407253352719886	-0.00028068734882371194
115730at2759	10	F4754,F48691,F4918	aa	0.1037597373	200	200	conditional_percentile_sensitivity	0.0383658650875	0.09348309115	0.19548685091000004	0.0	0.04251126571470783	0.00012697614535908384
115730at2759	10	F4754,F48691,F4918	3di	0.0447881691	200	200	conditional_percentile_sensitivity	0.0112105697775	0.0379449477	0.11134148327000004	0.0	0.028079718512132104	0.00012697614535908384
115730at2759	10	F48691	aa	0.1719550527	200	200	conditional_percentile_sensitivity	0.1024790460275	0.17347701315	0.2789889097075001	0.0	0.0448323182318161	6.930421233389743e-05
115730at2759	10	F48691	3di	0.0295175868	200	200	conditional_percentile_sensitivity	2.75725e-06	0.030423222950000002	0.058572078400000026	0.035	0.01487554901307428	6.930421233389743e-05
115730at2759	10	F48691,F4918	aa	0.0592803102	200	200	conditional_percentile_sensitivity	0.01773671298	0.06335722564999999	0.12403068605750003	0.0	0.030792190807711645	1.4473172134085926e-05
115730at2759	10	F48691,F4918	3di	2.8091e-06	200	200	conditional_percentile_sensitivity	2.6917825e-06	2.8091e-06	0.017346881025000004	0.875	0.004592855950560722	1.4473172134085926e-05
115730at2759	10	F4918	aa	0.167510544	200	200	conditional_percentile_sensitivity	0.1042568676975	0.1689190734	0.23921136412250002	0.0	0.03700514806700168	-0.00033769771140766436
115730at2759	10	F4918	3di	0.0634819247	200	200	conditional_percentile_sensitivity	0.027138608905	0.059873631600000005	0.1325869818425	0.0	0.025327025686849764	-0.00033769771140766436
115730at2759	10	F703497	aa	0.1187150186	200	200	conditional_percentile_sensitivity	0.0617399413625	0.1211243964	0.18516625521500002	0.0	0.032846761547200974	-2.691405501215135e-06
115730at2759	10	F703497	3di	0.0273007675	200	200	conditional_percentile_sensitivity	0.0064657874	0.0282554426	0.05602563582	0.0	0.012220827406054392	-2.691405501215135e-06
115730at2759	30	F1220207	aa	0.0540592104	200	200	conditional_percentile_sensitivity	0.032120413720000004	0.05349985655	0.077983087735	0.0	0.01127439025705159	4.480433586276142e-05
115730at2759	30	F1220207	3di	0.0755875498	200	200	conditional_percentile_sensitivity	0.0310824221875	0.0721006321	0.11456416116	0.0	0.021372839387697094	4.480433586276142e-05
115730at2759	30	F1220207,F162425	aa	0.0829916187	200	200	conditional_percentile_sensitivity	0.038478483235	0.07955671425	0.122409863265	0.0	0.023170399391880852	5.382954071359645e-05
115730at2759	30	F1220207,F162425	3di	0.0142261676	200	200	conditional_percentile_sensitivity	2.6963900000000003e-06	0.01305361765	0.0314818300675	0.035	0.008044592180782302	5.382954071359645e-05
115730at2759	30	F1220207,F162425,F1690604,F703497	aa	0.0081815052	200	200	conditional_percentile_sensitivity	2.9972e-06	0.0079331844	0.03041698011250001	0.315	0.00877509712719671	-1.5417105164200148e-05
115730at2759	30	F1220207,F162425,F1690604,F703497	3di	2.8248e-06	200	200	conditional_percentile_sensitivity	2.04087e-06	2.9972e-06	0.03238879712	0.545	0.009105163138328513	-1.5417105164200148e-05
115730at2759	30	F162425	aa	2.0661e-06	200	200	conditional_percentile_sensitivity	2.0661e-06	2.0661e-06	0.017023244572500006	0.565	0.0046096275686034445	3.650431635242272e-06
115730at2759	30	F162425	3di	0.0178929028	200	200	conditional_percentile_sensitivity	2.0661e-06	0.01920181085	0.03774335576250002	0.03	0.009729300040792817	3.650431635242272e-06
115730at2759	30	F1690604	aa	0.1337235029	200	200	conditional_percentile_sensitivity	0.0831233259425	0.13311667700000002	0.20220339205500004	0.0	0.03198514708482015	-8.043382579171938e-05
115730at2759	30	F1690604	3di	0.0546886512	200	200	conditional_percentile_sensitivity	0.017749049779999998	0.05199075925	0.08636625776000001	0.0	0.017379397813956112	-8.043382579171938e-05
115730at2759	30	F1690604,F703497	aa	0.0512836649	200	200	conditional_percentile_sensitivity	0.0276987724275	0.052918616200000004	0.08568971300000001	0.0	0.01529679577606589	2.720903298622972e-06
115730at2759	30	F1690604,F703497	3di	2.565e-06	200	200	conditional_percentile_sensitivity	2.565e-06	2.565e-06	2.565e-06	0.99	0.0011918998055622581	2.720903298622972e-06
115730at2759	30	F236234	aa	0.0455291679	200	200	conditional_percentile_sensitivity	0.0182112717575	0.046107132849999996	0.08389561825500003	0.0	0.017146172072702057	0.00011598413819558656
115730at2759	30	F236234	3di	0.1040973858	200	200	conditional_percentile_sensitivity	0.035511632745	0.09835461905000001	0.1465762257375	0.0	0.03013357159282858	0.00011598413819558656
115730at2759	30	F4754	aa	0.204887486	200	200	conditional_percentile_sensitivity	0.14006747381999998	0.2071534672	0.30141195183	0.0	0.046088005012846	-0.0004916235565107686
115730at2759	30	F4754	3di	0.06559361	200	200	conditional_percentile_sensitivity	0.016749414767499998	0.05891088055	0.11525934204249999	0.0	0.028014475740933704	-0.0004916235565107686
115730at2759	30	F4754,F48691,F4918	aa	0.1037597373	200	200	conditional_percentile_sensitivity	0.028624738582500003	0.09151299915	0.19474031429000002	0.0	0.04395786768133461	0.00034361957133946015
115730at2759	30	F4754,F48691,F4918	3di	0.0447881691	200	200	conditional_percentile_sensitivity	0.0060648581	0.03751136345	0.09271217658750003	0.01	0.023101510441948674	0.00034361957133946015
115730at2759	30	F48691	aa	0.1719550527	200	200	conditional_percentile_sensitivity	0.095913095505	0.17427704475	0.2754566486875	0.0	0.04506997045560893	0.00027770308417044136
115730at2759	30	F48691	3di	0.0295175868	200	200	conditional_percentile_sensitivity	0.009296687812500001	0.0323223209	0.06935742571	0.0	0.014133113512321086	0.00027770308417044136
115730at2759	30	F48691,F4918	aa	0.0592803102	200	200	conditional_percentile_sensitivity	0.0249659160375	0.06502781269999999	0.106258815435	0.005	0.020755111854163576	3.599715242852785e-05
115730at2759	30	F48691,F4918	3di	2.8091e-06	200	200	conditional_percentile_sensitivity	2.17542e-06	2.8091e-06	0.014862437985000022	0.845	0.005039412221230041	3.599715242852785e-05
115730at2759	30	F4918	aa	0.167510544	200	200	conditional_percentile_sensitivity	0.1033376955325	0.16748983215000002	0.2537127968625	0.0	0.03865218810427661	-0.0004086112563484238
115730at2759	30	F4918	3di	0.0634819247	200	200	conditional_percentile_sensitivity	0.02391710091	0.059625579649999996	0.10222869096750001	0.0	0.020875491437146464	-0.0004086112563484238
115730at2759	30	F703497	aa	0.1187150186	200	200	conditional_percentile_sensitivity	0.0663378248475	0.1153969869	0.18907465397	0.0	0.031013957547321627	-7.636565865784587e-05
115730at2759	30	F703497	3di	0.0273007675	200	200	conditional_percentile_sensitivity	0.0055402499825	0.02770765395	0.05298397541500001	0.015	0.012418332037633073	-7.636565865784587e-05
207567at2759	1	F101201	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F101201	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F101201,F398673,F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F101201,F398673,F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F2486360	aa	0.1030966666	200	200	conditional_percentile_sensitivity	0.024226734632500004	0.09371730805	0.18351844029250003	0.005	0.04046804331507212	-5.5239449512945066e-05
207567at2759	1	F2486360	3di	0.0240682233	200	200	conditional_percentile_sensitivity	0.0041528202575	0.022592423049999998	0.042661644725	0.01	0.010659365184509396	-5.5239449512945066e-05
207567at2759	1	F2486360,F4918	aa	0.2208050562	200	200	conditional_percentile_sensitivity	0.1299194624375	0.21890469375	0.36924418027	0.0	0.06351322592371336	-2.4708349771967013e-05
207567at2759	1	F2486360,F4918	3di	0.0643576972	200	200	conditional_percentile_sensitivity	0.0246307781525	0.0639542917	0.11353816332750002	0.0	0.022595459978133364	-2.4708349771967013e-05
207567at2759	1	F398673	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F398673	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F398673,F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F398673,F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F4918	aa	0.4145044118	200	200	conditional_percentile_sensitivity	0.271257354555	0.42685022765	0.599654441505	0.0	0.08180248874415115	-9.919918492271891e-05
207567at2759	1	F4918	3di	0.0742938488	200	200	conditional_percentile_sensitivity	0.031917046045	0.07361251505	0.1281647900225	0.0	0.024729019574348705	-9.919918492271891e-05
207567at2759	1	F549676	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F549676	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	1	F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F101201	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F101201	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F101201,F398673,F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F101201,F398673,F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F2486360	aa	0.1030966666	200	200	conditional_percentile_sensitivity	0.0301378193825	0.0971219692	0.18720964554250002	0.0	0.042770032536823197	-6.415571988449599e-05
207567at2759	10	F2486360	3di	0.0240682233	200	200	conditional_percentile_sensitivity	0.00504399434	0.023722631049999998	0.05250744929500002	0.005	0.012440561616131683	-6.415571988449599e-05
207567at2759	10	F2486360,F4918	aa	0.2208050562	200	200	conditional_percentile_sensitivity	0.11815787679749999	0.22671945924999998	0.34565935082250004	0.0	0.05808295431513643	0.0003113325153697738
207567at2759	10	F2486360,F4918	3di	0.0643576972	200	200	conditional_percentile_sensitivity	0.0286252146725	0.06207479545	0.09997620169249999	0.0	0.01881146051422248	0.0003113325153697738
207567at2759	10	F398673	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F398673	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F398673,F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F398673,F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F4918	aa	0.4145044118	200	200	conditional_percentile_sensitivity	0.27072033308000004	0.41222480925000005	0.6079497987275001	0.0	0.089742675600347	0.000288476800646934
207567at2759	10	F4918	3di	0.0742938488	200	200	conditional_percentile_sensitivity	0.031300513475	0.0746571798	0.130929482965	0.0	0.02656614686268717	0.000288476800646934
207567at2759	10	F549676	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F549676	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	10	F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F101201	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F101201	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F101201,F398673,F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F101201,F398673,F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F2486360	aa	0.1030966666	200	200	conditional_percentile_sensitivity	0.0331688736	0.0978516891	0.1634770450775	0.0	0.03505631373309801	3.7381574747971336e-05
207567at2759	30	F2486360	3di	0.0240682233	200	200	conditional_percentile_sensitivity	0.0045684267350000005	0.0251429829	0.054282417380000024	0.005	0.01358327525212883	3.7381574747971336e-05
207567at2759	30	F2486360,F4918	aa	0.2208050562	200	200	conditional_percentile_sensitivity	0.1363508635525	0.21977559965	0.37043153409250007	0.0	0.059968925967889095	0.00037132200568526974
207567at2759	30	F2486360,F4918	3di	0.0643576972	200	200	conditional_percentile_sensitivity	0.037769400782500004	0.06374726205	0.1026279182675	0.0	0.01545980400438907	0.00037132200568526974
207567at2759	30	F398673	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F398673	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F398673,F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F398673,F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F4918	aa	0.4145044118	200	200	conditional_percentile_sensitivity	0.29814041858	0.42366973934999996	0.63966905376	0.0	0.0857169094252752	0.0015481028443462168
207567at2759	30	F4918	3di	0.0742938488	200	200	conditional_percentile_sensitivity	0.0282057059825	0.07347788675	0.1366249688025	0.0	0.028582572233831358	0.0015481028443462168
207567at2759	30	F549676	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F549676	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F63577	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
207567at2759	30	F63577	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
319730at2759	1	F101028	aa	0.1691521229	200	200	conditional_percentile_sensitivity	0.11302865000250001	0.16927392330000002	0.24958534840000002	0.0	0.03434704741188195	3.917908753227923e-05
319730at2759	1	F101028	3di	0.0728854434	200	200	conditional_percentile_sensitivity	0.0467496056175	0.07406249775	0.1027636493725	0.0	0.014652682592939361	3.917908753227923e-05
319730at2759	1	F101028,F4918	aa	0.112362449	200	200	conditional_percentile_sensitivity	0.0594301850425	0.108106456	0.18188941793250007	0.0	0.03297547191104563	1.3384714361689314e-05
319730at2759	1	F101028,F4918	3di	0.0367264697	200	200	conditional_percentile_sensitivity	0.01865697358	0.03751894455	0.06450624589000001	0.0	0.011278033432198114	1.3384714361689314e-05
319730at2759	1	F470096	aa	0.0763941384	200	200	conditional_percentile_sensitivity	0.0424639282375	0.0752369596	0.11371952446000001	0.0	0.019655654597141164	1.3392492260546343e-05
319730at2759	1	F470096	3di	0.0197119912	200	200	conditional_percentile_sensitivity	0.0045499923875	0.01849294545	0.03720349242	0.0	0.008765706889464217	1.3392492260546343e-05
319730at2759	1	F4918	aa	0.4623622168	200	200	conditional_percentile_sensitivity	0.36564997987750003	0.46011454765000004	0.6215335853249999	0.0	0.06819078683543149	2.028200587666142e-05
319730at2759	1	F4918	3di	0.091685607	200	200	conditional_percentile_sensitivity	0.0584393754225	0.0900935443	0.12468630344500001	0.0	0.01730748431969311	2.028200587666142e-05
319730at2759	1	F578093	aa	0.0904865314	200	200	conditional_percentile_sensitivity	0.0513847042025	0.09361168765	0.126319725695	0.0	0.020881218122953932	-4.026282062066246e-05
319730at2759	1	F578093	3di	0.0442008875	200	200	conditional_percentile_sensitivity	0.02430166363	0.0448349157	0.0672724392425	0.0	0.01123619882790875	-4.026282062066246e-05
319730at2759	10	F101028	aa	0.1691521229	200	200	conditional_percentile_sensitivity	0.10664478990250001	0.16854974275	0.23319196103250003	0.0	0.0313760008200674	0.0001251146946754574
319730at2759	10	F101028	3di	0.0728854434	200	200	conditional_percentile_sensitivity	0.03887300556	0.073210532	0.11244367952750003	0.0	0.019341435447138195	0.0001251146946754574
319730at2759	10	F101028,F4918	aa	0.112362449	200	200	conditional_percentile_sensitivity	0.04979482427	0.1082289218	0.18773629054750002	0.0	0.03793010729016911	-8.731994528681163e-06
319730at2759	10	F101028,F4918	3di	0.0367264697	200	200	conditional_percentile_sensitivity	0.017620744315	0.03604801515	0.055705601345	0.0	0.009694932095268631	-8.731994528681163e-06
319730at2759	10	F470096	aa	0.0763941384	200	200	conditional_percentile_sensitivity	0.0308183041125	0.07513948044999999	0.1249499934225	0.0	0.025977758711820856	6.036193236099458e-05
319730at2759	10	F470096	3di	0.0197119912	200	200	conditional_percentile_sensitivity	0.00346024907	0.01839917145	0.03848551371	0.005	0.00949783914487271	6.036193236099458e-05
319730at2759	10	F4918	aa	0.4623622168	200	200	conditional_percentile_sensitivity	0.29329735084499997	0.46406537735	0.6558596704775	0.0	0.09479220299594601	-0.00017901614329764485
319730at2759	10	F4918	3di	0.091685607	200	200	conditional_percentile_sensitivity	0.0553393160275	0.09291581585	0.1371168580425	0.0	0.02006543456656116	-0.00017901614329764485
319730at2759	10	F578093	aa	0.0904865314	200	200	conditional_percentile_sensitivity	0.0546392140775	0.0913739593	0.1329595360925	0.0	0.021444253299079865	6.259218196665996e-05
319730at2759	10	F578093	3di	0.0442008875	200	200	conditional_percentile_sensitivity	0.019306828435	0.0439486963	0.0767843518225	0.0	0.014192120937938604	6.259218196665996e-05
319730at2759	30	F101028	aa	0.1691521229	200	200	conditional_percentile_sensitivity	0.114556752735	0.16412790155	0.22536866211000003	0.0	0.03015832906465668	0.0002050111462974474
319730at2759	30	F101028	3di	0.0728854434	200	200	conditional_percentile_sensitivity	0.035292760197499995	0.0705142332	0.10692880086500002	0.0	0.01855277232386566	0.0002050111462974474
319730at2759	30	F101028,F4918	aa	0.112362449	200	200	conditional_percentile_sensitivity	0.043113874942500005	0.1067638571	0.21612928165250003	0.0	0.045882684911693485	-2.7608078071600038e-05
319730at2759	30	F101028,F4918	3di	0.0367264697	200	200	conditional_percentile_sensitivity	0.0162330737075	0.03566874915	0.052105744365000005	0.0	0.009542287842757366	-2.7608078071600038e-05
