case_id	taxa	nucleotide_columns	log_likelihood	gamma_alpha	total_tree_length	internal_edges	bootstrap_trees	maximum_ufb_rounding_difference	near_zero_edges_le1e_5	long_edges_ge10	warning_lines	translation_table	marker_copy_caveat	memory_adjustment_warning_lines	saturated_pairwise_distance_warning_lines	parameter_boundary_warning_lines	nni_convergence_warning_lines	other_warning_lines	review_required_before_codon_interpretation	selection_eligibility
Amanita__4764044at2759__code1	7	1464	-7581.7632	0.4571	1.6919930671999999	4	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4803900at2759__code1	7	369	-1664.0226	0.3092	1.4093424138	4	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4810093at2759__code1	7	2313	-11882.8094	0.4542	1.8138628743	4	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4813267at2759__code1	6	2469	-10404.8027	0.2617	1.7489804102	3	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4823929at2759__code1	7	1305	-6332.3173	0.3522	1.5464508052	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4837017at2759__code1	7	678	-3275.7992	0.4066	1.6587942357999998	4	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4838864at2759__code1	6	1926	-8693.1093	0.3606	1.5601949791	3	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4843240at2759__code1	4	1935	-6777.8177	0.4743	1.0070476549	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Amanita__4843824at2759__code1	6	582	-2487.9744	0.2622	1.5560929422	3	1000	0.10000000000000142	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4867008at2759__code1	5	537	-2367.7644	0.4908	10.796772641799999	2	1000	0.29999999999999716	0	0	12	1	none_recorded	0	1	0	11	0	True	not_established
Amanita__4888252at2759__code1	5	2724	-12116.0471	0.4618	1.7088982966	2	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4896098at2759__code1	7	549	-2535.4189	0.2288	2.0786213329	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4900375at2759__code1	7	573	-3062.2886	0.5534	11.2513987003	4	1000	0.4000000000000057	1	0	2	1	none_recorded	0	1	0	1	0	True	not_established
Amanita__4908955at2759__code1	5	975	-3700.346	0.3412	1.3567907350000001	2	1000	0.10000000000000142	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4911644at2759__code1	5	2733	-10601.4333	0.2761	1.6651861123	2	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4940884at2759__code1	6	2730	-10988.0778	0.1954	2.0954465252	3	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4969018at2759__code1	7	1374	-6495.1896	0.2701	2.0939654575	4	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4969636at2759__code1	6	1143	-5520.3588	0.3855	2.1195937463	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4969990at2759__code1	6	1056	-4463.3525	0.275	1.6049432242000001	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4970387at2759__code1	7	444	-2248.8747	0.4773	1.7811083797000002	4	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4970538at2759__code1	6	2844	-13572.2183	0.4351	1.7574358409	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4971272at2759__code1	7	1311	-6106.1158	0.3007	1.6632812453999999	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4974767at2759__code1	7	438	-1852.2918	0.2581	1.3175839738	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4975094at2759__code1	6	2958	-12503.6254	0.3062	1.5797590972	3	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4976279at2759__code1	7	1128	-6325.0834	0.4029	2.6846475618	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4977163at2759__code1	6	546	-2617.0448	0.5125	1.6523343985999999	3	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4977863at2759__code1	6	1725	-8177.0511	0.581	1.5802778782	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4983000at2759__code1	7	1452	-7392.3079	0.3325	2.1940301595000005	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4985971at2759__code1	6	1002	-4354.5476	0.3762	1.4092735274	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4986044at2759__code1	6	1506	-6736.7908	0.2866	2.0291395224000004	3	1000	0.3999999999999986	0	0	0	1	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	0	0	0	0	0	False	not_established
Amanita__4987397at2759__code1	5	2604	-10068.169	0.2704	1.5061904388	2	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4988239at2759__code1	5	3042	-12331.8092	0.3399	1.5030082417	2	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__4999134at2759__code1	6	6999	-26601.9631	0.1703	1.8603372323999998	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000045at2759__code1	6	1134	-4763.5704	0.4051	1.0571221631	3	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000152at2759__code1	7	3573	-16099.2244	0.2527	1.6183417077	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000362at2759__code1	5	2691	-10638.0166	0.2547	1.9175730941	2	1000	0.4000000000000057	0	0	6	1	none_recorded	0	0	0	6	0	True	not_established
Amanita__5000371at2759__code1	6	1200	-5382.6049	0.4022	1.6440736428	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000452at2759__code1	7	837	-4569.2349	0.4275	2.2360794808	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000476at2759__code1	7	1146	-5561.9044	0.3067	1.8299157147	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000743at2759__code1	7	528	-2639.9913	0.4377	10.9703705912	4	1000	0.40000000000000036	1	0	2	1	none_recorded	0	1	0	1	0	True	not_established
Amanita__5000823at2759__code1	7	2790	-14032.1903	0.393	1.7922283702	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000870at2759__code1	7	2250	-10721.5439	0.3221	1.6881417392999998	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5000986at2759__code1	7	1509	-8082.9167	0.3768	2.3721668796	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001156at2759__code1	7	765	-3826.0578	0.3682	1.8304468827	4	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001273at2759__code1	7	714	-3368.4204	0.3441	1.6726629999	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001280at2759__code1	7	2124	-10549.4335	0.4164	1.8791683736	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001318at2759__code1	6	1146	-4931.6245	0.3101	1.5894111862	3	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001413at2759__code1	6	843	-4044.2465	0.4461	1.5731117623	3	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001473at2759__code1	7	345	-1516.703	0.2296	1.4837613107	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001660at2759__code1	6	1917	-8521.257	0.3103	1.8358081265	3	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001734at2759__code1	5	648	-2374.6699	0.4181	1.1050424163	2	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5001941at2759__code1	5	2205	-8522.768	0.38	1.0993349135	2	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5002334at2759__code1	6	810	-3935.5618	0.3643	2.0300865756000004	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5002573at2759__code1	7	1152	-5680.9062	0.3739	1.7588867049000003	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5003022at2759__code1	7	2559	-11558.3306	0.2513	1.6979238225	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5003192at2759__code1	6	1299	-6509.598	0.4571	2.3490305025	3	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5003205at2759__code1	6	3921	-17555.709	0.4216	1.6189031789000004	3	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5003856at2759__code1	6	897	-3998.5226	0.2786	2.291039098	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5003972at2759__code1	7	726	-3514.8304	0.3171	2.0387191103	4	1000	0.4000000000000057	0	0	5	1	none_recorded	0	0	5	0	0	True	not_established
Amanita__5004118at2759__code1	7	654	-3363.6678	0.4402	2.0008922702	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5004265at2759__code1	6	807	-3654.9168	0.4644	1.8416395666999998	3	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5004327at2759__code1	7	2355	-14043.8292	0.5881	2.4729708653999998	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5004391at2759__code1	6	2958	-12514.9119	0.3461	1.4049076195999999	3	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5004478at2759__code1	7	1230	-6216.7221	0.391	1.8018574687999998	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5004599at2759__code1	7	2064	-10958.5125	0.4976	1.9227870886	4	1000	0	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5005010at2759__code1	6	336	-1752.5076	0.5274	11.1075255981	3	1000	0.3999999999999986	0	0	4	1	none_recorded	0	1	0	3	0	True	not_established
Amanita__5005174at2759__code1	6	669	-2983.5187	0.5037	1.4090239616999998	3	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5005196at2759__code1	6	1272	-5483.2808	0.3247	1.4555236178	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5005215at2759__code1	7	1656	-8735.4681	0.3952	2.311997564	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5005217at2759__code1	7	1380	-7600.3774	0.5786	1.9357622494999998	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5005274at2759__code1	7	879	-4484.7534	0.4393	2.1265607627	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5005697at2759__code1	7	1722	-8926.4866	0.44	11.409486646600001	4	1000	0.3000000000000007	0	0	2	1	none_recorded	0	1	0	0	1	True	not_established
Amanita__5005750at2759__code1	4	348	-1198.5367	0.3932	1.1869839915	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Amanita__5005892at2759__code1	7	903	-4627.6687	0.3139	2.5698338626	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5006326at2759__code1	7	1764	-8471.5668	0.3118	1.7611964902000001	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5006412at2759__code1	6	1521	-7352.7387	0.5722	1.9975269712	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5011777at2759__code1	7	2001	-11137.1666	0.5112	2.1642821795000002	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5013042at2759__code1	7	1200	-5654.4077	0.3573	1.5229272998	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5013067at2759__code1	7	978	-4420.674	0.236	1.7303037513000001	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5013259at2759__code1	6	429	-2105.8404	0.7123	5.2446741706	3	1000	0.3999999999999986	0	0	1	1	none_recorded	0	0	0	1	0	True	not_established
Amanita__5013539at2759__code1	7	837	-3626.1558	0.3346	1.277925671	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5013726at2759__code1	7	549	-2840.0867	0.4392	1.6321143446	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5013738at2759__code1	6	681	-2996.8654	0.4249	1.874096403	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5013992at2759__code1	6	2400	-10587.5062	0.2967	1.7695661396	3	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5014007at2759__code1	7	1776	-9024.7585	0.4102	1.7329648189000002	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5015403at2759__code1	7	1230	-5985.6394	0.4078	1.5194660167	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5015647at2759__code1	7	2601	-11628.4101	0.2716	1.5313453253999998	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5015712at2759__code1	6	1452	-6134.9328	0.3833	1.2832256862	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5015742at2759__code1	7	1407	-7591.7546	0.4916	11.113760379800002	4	1000	0.5	1	0	1	1	none_recorded	0	1	0	0	0	True	not_established
Amanita__5015876at2759__code1	7	1515	-7694.0379	0.3918	2.1233397762	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5017019at2759__code1	7	1188	-6186.9613	0.4582	1.8586590402999998	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__5018803at2759__code1	6	2070	-10016.9583	0.5635	1.6020844516000001	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__529759at2759__code1	7	735	-3222.7715	0.2381	1.5221230168000002	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__530014at2759__code1	6	2556	-10787.0437	0.2948	1.4680287408000001	3	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__530740at2759__code1	7	849	-4293.4003	0.3168	1.9437250941	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__538728at2759__code1	5	1551	-5787.2247	0.3251	1.1511647539999998	2	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__538952at2759__code1	7	1455	-7772.8009	0.3948	2.3607886557	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__539632at2759__code1	6	891	-3849.0163	0.2113	2.2432179789	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__540946at2759__code1	6	1185	-5812.048	0.4708	1.8113131377999998	3	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__541070at2759__code1	6	723	-3649.3713	0.4299	2.1524046875	3	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__554735at2759__code1	7	771	-3744.4035	0.2753	1.93416805	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__649304at2759__code1	7	915	-4708.3296	0.3687	1.8971437996999998	4	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__707076at2759__code1	7	807	-3682.7709	0.2594	1.6924889036999997	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__707202at2759__code1	7	1077	-5202.7197	0.3607	1.5647432210000003	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__727964at2759__code1	6	906	-3815.0082	0.2544	1.9139630705	3	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__730114at2759__code1	7	1596	-7806.3887	0.3824	1.5588575208999997	4	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__760428at2759__code1	6	1149	-5794.1743	0.3756	2.3197505329	3	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__776280at2759__code1	7	1275	-7184.2508	0.505	2.3691979365000004	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Amanita__801816at2759__code1	7	555	-2495.963	0.2569	1.5718807910000003	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__115730at2759__code1	10	990	-4786.2905	0.2335	1.2594961551000001	7	1000	0.3999999999999986	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__129234at2759__code1	10	567	-2921.006	0.2207	2.1247947860000003	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__160487at2759__code1	10	2649	-13752.0299	0.2415	1.7101114264	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__201273at2759__code1	10	777	-3575.6077	0.2786	1.1052454641999998	7	1000	0.5	3	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__207567at2759__code1	9	528	-3204.4982	0.473	2.4734539655999996	6	1000	0.4000000000000057	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__260326at2759__code1	10	498	-2472.3433	0.148	3.6193208823	7	1000	0.5	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__2852757at2759__code1	10	1482	-8050.9764	0.2876	1.7100796412999997	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__288615at2759__code1	10	1974	-10712.0368	0.266	1.8716769271000002	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__319730at2759__code1	10	1341	-7535.4843	0.2445	2.7090984057000007	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__340246at2759__code1	10	2052	-12043.6765	0.2913	2.5883609393	7	1000	0.4000000000000057	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__345792at2759__code1	10	870	-3479.5011	0.2706	0.8477038494000001	7	1000	0.5	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__352891at2759__code1	10	756	-4005.4439	0.2368	1.7802359571	7	1000	0.4000000000000057	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__3643464at2759__code1	10	2325	-13818.6489	0.2663	2.6248592136	7	1000	0.3999999999999986	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4613677at2759__code1	9	357	-1994.9352	0.3226	2.7151923063	6	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4695236at2759__code1	9	3234	-15345.0827	0.3125	1.2677267325	6	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4747214at2759__code1	9	417	-2214.8142	0.2633	1.9577225975	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4764044at2759__code1	10	1542	-9017.2861	0.3176	2.0831391609	7	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4803900at2759__code1	10	366	-2083.1219	0.2646	2.5684210691	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4810093at2759__code1	8	2376	-11381.3506	0.2663	1.8621362303000002	5	1000	0.3999999999999986	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4813267at2759__code1	10	2637	-14883.3765	0.2734	2.0905717226	7	1000	0.29999999999999716	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4823929at2759__code1	10	1278	-7247.62	0.343	1.7531500371999997	7	1000	0.5	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4837017at2759__code1	10	687	-3644.4604	0.3789	1.3035976389000001	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4838864at2759__code1	10	1932	-11175.6918	0.2754	2.0207142091	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4843240at2759__code1	10	2016	-13227.1186	0.4024	2.5223140556	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4843824at2759__code1	10	564	-2878.3667	0.2901	1.5593372313999998	7	1000	0.3999999999999986	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4867008at2759__code1	10	522	-3381.968	0.6664	1.9513455612	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4888252at2759__code1	10	2775	-17312.0102	0.3618	2.5027790425	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4896098at2759__code1	10	594	-3280.1584	0.2507	1.9569351270999995	7	1000	0.4000000000000057	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4900375at2759__code1	10	597	-3503.4245	0.5274	1.3953122134999998	7	1000	0.3999999999999986	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4908955at2759__code1	10	954	-5406.286	0.275	1.9734660506	7	1000	0.29999999999999716	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4911644at2759__code1	10	2892	-15356.4946	0.2406	1.9804729169	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4940884at2759__code1	10	2823	-15523.6847	0.2731	1.8858284913000003	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4969018at2759__code1	10	1371	-6750.6819	0.2482	1.6332798387000003	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4969636at2759__code1	9	1248	-6344.1852	0.2887	1.5176891131999999	6	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4969990at2759__code1	10	1056	-5685.4853	0.2739	1.6246032156999999	7	1000	0.5	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4970387at2759__code1	9	456	-2829.5045	0.5787	1.7540203365999996	6	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4970538at2759__code1	10	2871	-16786.7028	0.3577	2.0952836071999994	7	1000	0.5	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4971272at2759__code1	10	1329	-6969.5744	0.2816	1.6966085250999998	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Aspergillus__4974767at2759__code1	10	435	-2130.0775	0.2147	1.7331617183999999	7	1000	0.5	1	0	5	1	none_recorded	0	0	5	0	0	True	not_established
Aspergillus__4975094at2759__code1	10	3030	-16821.5729	0.2251	2.9404451069000004	7	1000	0.29999999999999716	2	0	0	1	none_recorded	0	0	0	0	0	False	not_established
