taxon_id	marker	protein_id	annotation_status	translation_table	code_provenance	annotation_issues	initial_phase	genomic_cds_span_bases	cds_parts	five_prime_partial	three_prime_partial	internal_partial_boundary	annotation_flags	translation_status	terminal_stop	indexed_cds_length
F54195	5004265at2759	XP_020046505.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	924	2	False	True	False	partial;start_range	exact_translation	False	924
F54195	5005217at2759	XP_020048072.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1554	2	True	True	False	end_range;partial;start_range	exact_translation	False	1554
F54195	5005274at2759	XP_020047825.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1121	1	False	True	False	partial;start_range	non_triplet_length	False	1121
F54195	727964at2759	XP_020050828.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1293	2	True	True	False	end_range;partial;start_range	exact_translation	False	1293
F1176130	4896098at2759	KAF1991490.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	744	4	False	True	False	partial;start_range	exact_translation	False	744
F1176130	4986044at2759	KAF1987306.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1455	2	False	True	False	partial;start_range	exact_translation	False	1455
F1176130	530740at2759	KAF1988096.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	993	2	True	True	False	end_range;partial;start_range	exact_translation	False	993
F1504668	340246at2759	KAF2092741.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2340	2	True	True	False	end_range;partial;start_range	exact_translation	False	2340
F1504668	4970387at2759	KAF2094532.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	447	1	True	True	False	end_range;partial;start_range	exact_translation	False	447
F1504668	5000823at2759	KAF2095526.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3021	4	False	True	False	end_range;partial	exact_translation	False	3021
F1504668	5000986at2759	KAF2101937.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1746	1	True	True	False	end_range;partial;start_range	exact_translation	False	1746
F1504668	5001156at2759	KAF2095939.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1449	1	True	True	False	end_range;partial;start_range	exact_translation	False	1449
F1504668	5005750at2759	KAF2096350.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	321	2	True	True	False	end_range;partial;start_range	exact_translation	False	321
F1504668	5017019at2759	KAF2094024.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1845	4	True	False	False	partial;start_range	exact_translation	True	1845
F1504668	5018803at2759	KAF2094763.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2556	2	True	False	False	end_range;partial	exact_translation	True	2556
F1397036	201273at2759	MCJ1474444.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	772	3	True	False	False	partial;start_range	exact_translation	True	771
F1590129	5000452at2759	MCJ1391903.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	746	4	False	True	False	partial;start_range	non_triplet_length	False	746
F1590129	5013042at2759	MCJ1396406.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1156	1	False	True	False	end_range;partial	non_triplet_length	False	1156
F462254	5013539at2759	XP_033403214.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	871	2	True	False	False	partial;start_range	exact_translation	True	870
F462254	5013738at2759	XP_033397517.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	763	2	True	False	False	partial;start_range	exact_translation	True	762
F462254	5017019at2759	XP_033398510.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1743	2	False	True	False	end_range;partial	exact_translation	False	1743
F462254	776280at2759	XP_033399344.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1692	3	False	True	False	partial;start_range	exact_translation	False	1692
F121624	5002334at2759	XP_066746812.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1503	1	False	True	False	partial;start_range	exact_translation	False	1503
F121624	5003192at2759	XP_066743033.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1641	1	True	True	False	end_range;partial;start_range	exact_translation	False	1641
F3058885	288615at2759	KAL8831584.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1469	4	False	True	False	end_range;partial	non_triplet_length	False	1469
F3058885	340246at2759	KAL8826579.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2204	1	False	True	False	end_range;partial	non_triplet_length	False	2204
F3058885	345792at2759	KAL8824432.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	898	3	False	True	False	end_range;partial	non_triplet_length	False	898
F3058885	4747214at2759	KAL8826490.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	390	1	True	False	False	partial;start_range	exact_translation	True	390
F3058885	4940884at2759	KAL8822414.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3212	4	False	True	False	partial;start_range	non_triplet_length	False	3212
F3058885	4976279at2759	KAL8822716.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1468	3	False	True	False	end_range;partial	non_triplet_length	False	1468
F3058885	5000362at2759	KAL8825525.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2792	1	False	True	False	partial;start_range	non_triplet_length	False	2792
F3058885	5000743at2759	KAL8815864.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	564	2	False	True	False	end_range;partial	exact_translation	False	564
F3058885	5001156at2759	KAL8821923.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1559	1	False	True	False	end_range;partial	non_triplet_length	False	1559
F3058885	5013539at2759	KAL8822250.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	686	2	False	True	False	end_range;partial	non_triplet_length	False	686
F460854	201273at2759	KAI9763495.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	760	3	True	False	False	end_range;partial	exact_translation	True	759
F460854	4975094at2759	KAI9764194.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2574	6	False	True	False	end_range;partial	exact_translation	False	2574
F460854	4987397at2759	KAI9760922.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3054	5	False	True	False	partial;start_range	exact_translation	False	3054
F460854	5000986at2759	KAI9750267.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1684	4	False	True	False	end_range;partial	non_triplet_length	False	1684
F460854	5001660at2759	KAI9758900.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1940	4	True	False	False	partial;start_range	exact_translation	True	1938
F460854	5002573at2759	KAI9765941.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1094	2	False	True	False	end_range;partial	non_triplet_length	False	1094
F460854	5005697at2759	KAI9751538.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1613	4	False	True	False	partial;start_range	non_triplet_length	False	1613
F460854	5013042at2759	KAI9764023.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2280	6	False	True	False	partial;start_range	exact_translation	False	2280
F460854	5013539at2759	KAI9748242.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	829	2	True	False	False	end_range;partial	exact_translation	True	828
F147573	4810093at2759	KAF2863670.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2364	1	True	False	False	end_range;partial	exact_translation	True	2364
F147573	5000823at2759	KAF2863388.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2961	1	False	True	False	end_range;partial	exact_translation	False	2961
F147573	5001273at2759	KAF2860354.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	935	1	True	False	False	partial;start_range	exact_translation	True	933
F147573	5004599at2759	KAF2859893.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2254	1	False	True	False	partial;start_range	non_triplet_length	False	2254
F147573	5013259at2759	KAF2859264.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	576	2	True	True	False	end_range;partial;start_range	exact_translation	False	576
F147573	5017019at2759	KAF2860909.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1114	1	False	True	False	partial;start_range	non_triplet_length	False	1114
F147573	5018803at2759	KAF2862734.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2298	1	True	True	False	end_range;partial;start_range	exact_translation	False	2298
F147573	538728at2759	KAF2861239.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1239	2	False	True	False	end_range;partial	exact_translation	False	1239
F705562	4970387at2759	KAF2722803.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	447	2	True	True	False	end_range;partial;start_range	exact_translation	False	447
F705562	5000986at2759	KAF2724286.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1433	1	False	True	False	partial;start_range	non_triplet_length	False	1433
F705562	5011777at2759	KAF2719311.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2211	1	False	True	False	end_range;partial	exact_translation	False	2211
F705562	530740at2759	KAF2716653.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	894	1	True	True	False	end_range;partial;start_range	exact_translation	False	894
F1093897	5014007at2759	XP_060284525.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2001	3	False	True	False	end_range;partial	exact_translation	False	2001
F1506992	4986044at2759	KAH8895829.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2481	1	True	True	False	end_range;partial;start_range	exact_translation	False	2481
F1506992	5004391at2759	KAH8889788.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3201	4	False	True	False	end_range;partial	exact_translation	False	3201
F1506992	5005750at2759	KAH8891672.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	387	3	True	True	False	end_range;partial;start_range	exact_translation	False	387
F2486360	129234at2759	XP_062675533.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	546	2	True	False	False	partial;start_range	exact_translation	True	546
F1507873	4986044at2759	KAK5139523.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2030	1	False	True	False	end_range;partial	non_triplet_length	False	2030
F1507873	4988239at2759	KAK5140916.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2456	1	False	True	False	end_range;partial	non_triplet_length	False	2456
F1507873	5001941at2759	KAK5141294.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2352	2	False	True	False	partial;start_range	exact_translation	False	2352
F1507873	538728at2759	KAK5142450.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1416	1	True	False	False	end_range;partial	exact_translation	True	1416
F91930	4888252at2759	KAN0732580.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	5721	6	True	True	False	end_range;partial;start_range	exact_translation	False	5721
F177197	4613677at2759	OIW31047.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	360	2	True	False	False	end_range;partial	exact_translation	True	360
F177197	4985971at2759	OIW32270.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1173	1	True	True	False	end_range;partial;start_range	exact_translation	False	1173
F177197	5002334at2759	OIW28154.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1299	2	True	True	False	end_range;partial;start_range	exact_translation	False	1299
F177197	5005750at2759	OIW26806.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	282	2	True	True	False	end_range;partial;start_range	exact_translation	False	282
F177197	530740at2759	OIW30576.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	981	2	False	True	False	partial;start_range	exact_translation	False	981
F177197	801816at2759	OIW29249.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	555	2	True	False	False	partial;start_range	exact_translation	True	555
F2939403	260326at2759	KAI9847216.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	500	4	False	True	False	end_range;partial	non_triplet_length	False	500
F2939403	4988239at2759	KAI9836538.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3157	3	False	True	False	end_range;partial	non_triplet_length	False	3157
F5116	115730at2759	XP_040778348.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	924	2	True	True	False	end_range;partial;start_range	exact_translation	False	924
F5116	4896098at2759	XP_040776978.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	699	3	False	True	False	end_range;partial	exact_translation	False	699
F5116	4985971at2759	XP_040777885.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1161	1	True	True	False	end_range;partial;start_range	exact_translation	False	1161
F5116	5001273at2759	XP_040781237.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	759	2	False	True	False	partial;start_range	exact_translation	False	759
F5116	5002334at2759	XP_040773169.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1140	1	True	True	False	end_range;partial;start_range	exact_translation	False	1140
F5116	5004327at2759	XP_040777833.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2874	2	True	True	False	end_range;partial;start_range	exact_translation	False	2874
F1214568	5003022at2759	XP_052989197.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2820	4	False	False	False		translation_mismatch	True	2820
F5580	340246at2759	XP_029757078.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2235	1	False	True	False	end_range;partial	exact_translation	False	2235
F5580	5003022at2759	XP_029764793.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	2887	5	True	False	False	partial;start_range	exact_translation	True	2886
F5580	760428at2759	XP_029763995.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1473	2	True	True	False	end_range;partial;start_range	exact_translation	False	1473
F2024903	2852757at2759	KAK8206797.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2824	5	False	True	False	end_range;partial	non_triplet_length	False	2824
F1341166	4613677at2759	XP_033536105.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	294	1	True	False	False	partial;start_range	exact_translation	True	294
F1341166	4896098at2759	XP_033530180.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	578	3	False	True	False	end_range;partial	non_triplet_length	False	578
F1341166	5001156at2759	XP_033535483.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1416	1	True	True	False	end_range;partial;start_range	exact_translation	False	1416
F1341166	5003972at2759	XP_033535970.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	873	3	True	True	False	end_range;partial;start_range	exact_translation	False	873
F182096	4977863at2759	XP_043135485.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	922	1	True	False	False	partial;start_range	exact_translation	True	921
F5059	5013259at2759	XP_041144947.2	consistent_ordered_cds_features	1	ncbi_documented_default		0	564	3	True	False	False	end_range;partial	exact_translation	True	564
F1810926	4695236at2759	XP_073630970.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3374	4	False	True	False	partial;start_range	non_triplet_length	False	3374
F1671311	4975094at2759	XP_060404626.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3261	5	True	False	False	end_range;partial	exact_translation	True	3261
F1671311	5001318at2759	XP_060396878.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1881	2	True	False	False	end_range;partial	exact_translation	True	1881
F1671311	5013738at2759	XP_060396492.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1017	5	True	False	False	partial;start_range	exact_translation	True	1017
F1209916	4975094at2759	XP_060315730.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3261	5	True	False	False	partial;start_range	exact_translation	True	3261
F1209916	5000452at2759	XP_060313187.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	984	4	True	False	False	end_range;partial	exact_translation	True	984
F1209916	5005697at2759	XP_060321073.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2244	4	True	False	False	end_range;partial	exact_translation	True	2244
F474922	2852757at2759	XP_045264819.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1743	3	False	False	False		translation_mismatch	True	1743
F474922	288615at2759	XP_045268215.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2154	4	True	False	False	partial;start_range	exact_translation	True	2154
F474922	319730at2759	XP_045268492.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1458	5	True	False	False	partial;start_range	exact_translation	True	1458
F474922	4838864at2759	XP_045269377.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1968	2	True	False	False	partial;start_range	exact_translation	True	1968
F474922	4974767at2759	XP_045265469.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	468	2	True	False	False	partial;start_range	exact_translation	True	468
F474922	4987397at2759	XP_045262515.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3339	4	True	False	False	partial;start_range	exact_translation	True	3339
F474922	5001413at2759	XP_045257939.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	900	2	True	False	False	partial;start_range	exact_translation	True	900
F474922	776280at2759	XP_045264141.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1668	4	True	False	False	partial;start_range	exact_translation	True	1668
F1095194	201273at2759	XP_038745948.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	816	8	False	False	False		translation_mismatch	True	816
F1095194	352891at2759	XP_038749154.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	855	2	False	False	False		translation_mismatch	True	855
F1095194	4747214at2759	XP_038738677.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	579	2	False	False	False		translation_mismatch	True	579
F1095194	4764044at2759	XP_038741673.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1827	2	False	False	False		translation_mismatch	True	1827
F1095194	4843824at2759	XP_038745942.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	654	4	False	False	False		translation_mismatch	True	654
F1095194	4988239at2759	XP_038746173.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3264	4	False	False	False		translation_mismatch	True	3264
F1095194	5001660at2759	XP_038751387.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2019	7	False	False	False		translation_mismatch	True	2019
F1095194	5001734at2759	XP_038749057.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	783	2	False	False	False		translation_mismatch	True	783
F1095194	5004265at2759	XP_038750582.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	987	2	False	False	False		translation_mismatch	True	987
F1095194	5015876at2759	XP_038747234.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1710	2	False	False	False		translation_mismatch	True	1710
F1095194	530014at2759	XP_038750710.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2538	1	False	False	False		translation_mismatch	True	2538
F1095194	707076at2759	XP_038743315.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	843	1	False	False	False		translation_mismatch	True	843
F1209934	5000452at2759	XP_060385457.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	984	4	True	False	False	end_range;partial	exact_translation	True	984
F1209934	5005697at2759	XP_060382403.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2277	4	True	False	False	partial;start_range	exact_translation	True	2277
F1209934	5013738at2759	XP_060381626.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1044	5	True	False	False	partial;start_range	exact_translation	True	1044
F5570	345792at2759	XP_067501752.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	726	3	True	False	False	end_range;partial	exact_translation	True	726
F5570	5001473at2759	XP_067497441.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	505	4	True	False	False	end_range;partial	exact_translation	True	504
F574774	4813267at2759	OCL13280.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2514	3	False	True	False	partial;start_range	exact_translation	False	2514
F574774	4843240at2759	OCL01943.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1947	4	False	True	False	end_range;partial	exact_translation	False	1947
F574774	4843824at2759	OCL06858.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	603	6	True	False	False	partial;start_range	exact_translation	True	603
F574774	5001156at2759	OCL02238.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1551	1	True	True	False	end_range;partial;start_range	exact_translation	False	1551
F574774	5001941at2759	OCL07409.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2448	3	False	True	False	end_range;partial	exact_translation	False	2448
F574774	5004599at2759	OCL07054.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2463	2	False	True	False	end_range;partial	exact_translation	False	2463
F574774	707202at2759	OCL14395.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2180	3	False	True	False	end_range;partial	non_triplet_length	False	2180
F5101	4970538at2759	XP_024717785.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	2891	8	True	False	False	partial;start_range	exact_translation	True	2889
F5101	5004265at2759	XP_024717671.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	933	2	False	True	False	partial;start_range	exact_translation	False	933
F5101	5005750at2759	XP_024717512.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	549	3	True	False	False	partial;start_range	exact_translation	True	549
F101028	5005750at2759	XP_009263665.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	508	3	False	True	False	partial;start_range	non_triplet_length	False	508
F117187	4843240at2759	XP_018743817.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	2225	2	True	False	False	end_range;partial	exact_translation	True	2223
F1738374	530014at2759	XP_083071641.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2699	3	False	True	False	partial;start_range	non_triplet_length	False	2699
F58853	340246at2759	XP_024749608.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2321	3	False	True	False	end_range;partial	non_triplet_length	False	2321
F58853	4985971at2759	XP_024751031.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1187	2	True	False	False	partial;start_range	exact_translation	True	1185
F58853	5001318at2759	XP_024751763.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1203	2	False	True	False	end_range;partial	exact_translation	False	1203
F58853	5015403at2759	XP_024747182.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1356	1	True	False	False	partial;start_range	exact_translation	True	1356
F58853	5015712at2759	XP_024752685.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1413	1	True	False	False	partial;start_range	exact_translation	True	1413
