marker	fit	taxa	columns	log_likelihood	gamma_alpha	total_branch_length	branches	branches_le_1e_minus5	branches_ge_10	warning_count	elapsed_seconds
5000045at2759	aa	16	301	-5745.9927	0.9693	8.3960523879	29	2	0	0	72.92574245389551
5000045at2759	3di_af	16	301	-2848.8202	0.5267	1.7710212099000002	29	3	0	2	0.1715683250222355
5000045at2759	3di_af_empirical	16	301	-2695.3614	0.4339	2.4533393472000005	29	2	0	2	0.17408909113146365
5000045at2759	3di_llm	16	301	-2868.6928	0.5392	1.5933347030999998	29	2	0	1	0.16217334708198905
5000371at2759	aa	15	411	-7309.1683	1.1022	6.5836751702	27	0	0	0	78.12603019713424
5000371at2759	3di_af	15	411	-4550.3126	0.9976	2.2161726412	27	0	0	0	0.1933892408851534
5000371at2759	3di_af_empirical	15	411	-4559.1733	0.9662	2.4248088741999996	27	0	0	0	0.25978535087779164
5000371at2759	3di_llm	15	411	-4651.8466	1.0125	2.0393020138	27	0	0	0	0.15832777717150748
5000452at2759	aa	47	292	-15105.2038	1.6132	24.16672863019999	91	4	0	0	328.5098246750422
5000452at2759	3di_af	47	292	-8188.4904	0.8298	7.750560473800001	91	9	0	2	1.29490344109945
5000452at2759	3di_af_empirical	47	292	-8080.4846	0.6644	10.9270899662	91	10	0	2	0.9308500660117716
5000452at2759	3di_llm	47	292	-8175.6726	0.8124	7.016200264799999	91	7	0	2	1.331503156805411
5000476at2759	aa	10	306	-4123.4455	1.2117	4.0388018104	17	0	0	0	32.32198646408506
5000476at2759	3di_af	10	306	-2080.7512	0.6164	0.8934047312999999	17	0	0	1	0.07831667689606547
5000476at2759	3di_af_empirical	10	306	-1942.7676	0.4718	1.1450293511	17	0	0	1	0.10327438707463443
5000476at2759	3di_llm	10	306	-2104.0332	0.6362	0.8025613918	17	0	0	1	0.11387552809901536
5000743at2759	aa	158	166	-17908.257	0.8638	40.07693713349999	313	14	0	1	1748.1942271150183
5000743at2759	3di_af	158	166	-10916.7018	0.797	21.991570860299994	313	38	0	1	2.6813058180268854
5000743at2759	3di_af_empirical	158	166	-10962.5502	0.7673	24.33326770180001	313	36	0	1	2.4648270627949387
5000743at2759	3di_llm	158	166	-11009.8106	0.7971	20.75404780819999	313	38	0	1	2.7712276400998235
5001156at2759	aa	15	229	-3543.6824	0.7991	5.5988239698	27	0	0	1	57.577703160000965
5001156at2759	3di_af	15	229	-2626.0109	0.5572	3.270996073	27	3	0	2	0.16700187814421952
5001156at2759	3di_af_empirical	15	229	-2618.8506	0.4904	4.1271662868000005	27	3	0	2	0.23114029387943447
5001156at2759	3di_llm	15	229	-2657.6549	0.6357	2.6894996319999995	27	3	0	2	0.21425618208013475
5001273at2759	aa	141	229	-24482.0153	1.0105	32.276524703900016	279	7	0	1	1593.590722547844
5001273at2759	3di_af	141	229	-11411.9118	0.5702	14.597793243299998	279	33	0	2	2.8992725359275937
5001273at2759	3di_af_empirical	141	229	-11400.1465	0.4816	32.71320009239999	279	35	0	2	4.13213412812911
5001273at2759	3di_llm	141	229	-11356.958	0.567	13.098721558700008	279	35	0	2	3.5750592809636146
5001318at2759	aa	13	261	-1916.8664	0.6216	2.0481555616	23	4	0	1	46.09133869688958
5001318at2759	3di_af	13	261	-1490.0286	0.4673	0.8828040475000001	23	8	0	3	0.09664652892388403
5001318at2759	3di_af_empirical	13	261	-1438.3975	0.4876	0.9473356559000001	23	8	0	3	0.098700090078637
5001318at2759	3di_llm	13	261	-1518.6382	0.4847	0.8213572576	23	8	0	3	0.09819078608416021
5001413at2759	aa	72	251	-11886.3943	0.5748	16.63228875900001	141	5	0	1	692.6439708739053
5001413at2759	3di_af	72	251	-9257.2838	0.6738	9.168991027100002	141	11	0	1	1.3377968319691718
5001413at2759	3di_af_empirical	72	251	-9380.2519	0.6966	9.858396937400002	141	7	0	1	1.4204145520925522
5001413at2759	3di_llm	72	251	-9330.0407	0.7048	8.333447715899997	141	10	0	1	1.705047909868881
5001473at2759	aa	121	81	-2072.6014	0.4675	7.8431725993000105	239	97	0	1	829.2719015739858
5001473at2759	3di_af	121	81	-1649.5951	0.3049	5.8844000815000035	239	112	0	2	0.7372905609663576
5001473at2759	3di_af_empirical	121	81	-1699.369	0.3073	7.073672651000003	239	112	0	2	1.0836709951981902
5001473at2759	3di_llm	121	81	-1649.6804	0.3023	5.228930904300006	239	115	0	2	0.8903455559629947
5001734at2759	aa	120	172	-5666.9752	0.4198	33.12531296230001	237	37	0	2	2410.5846020979807
5001734at2759	3di_af	120	172	-1777.9026	0.1992	3.9133315107	237	134	0	3	1.7665165741927922
5001734at2759	3di_af_empirical	120	172	-1771.1887	0.1871	3.3606710955000008	237	132	0	3	2.4460032349452376
5001734at2759	3di_llm	120	172	-1783.8402	0.1973	3.5189194780000013	237	133	0	3	1.8981026269029826
5002334at2759	aa	19	227	-4921.0456	0.817	6.673601765200001	35	0	0	0	66.66900801099837
5002334at2759	3di_af	19	227	-2654.3497	0.7339	1.7198455791000007	35	0	0	2	0.19322439888492227
5002334at2759	3di_af_empirical	19	227	-2552.2906	0.6332	2.3122503037	35	0	0	1	0.13834770605899394
5002334at2759	3di_llm	19	227	-2691.1414	0.7124	1.5105804481	35	0	0	2	0.21787177701480687
5002573at2759	aa	11	357	-5352.9945	1.3742	5.597827647399999	19	0	0	0	45.699733237037435
5002573at2759	3di_af	11	357	-3334.9763	1.3132	1.8070085919	19	0	0	0	0.13397202105261385
5002573at2759	3di_af_empirical	11	357	-3316.9959	1.3927	1.7888246082	19	0	0	0	0.13883409393019974
5002573at2759	3di_llm	11	357	-3381.9882	1.4258	1.6564005365	19	0	0	0	0.15465284697711468
5003856at2759	aa	35	219	-5965.096	0.8498	12.620708072	67	2	0	1	212.7022906129714
5003856at2759	3di_af	35	219	-3732.0092	0.6419	5.0091446869	67	12	0	2	0.6261933478526771
5003856at2759	3di_af_empirical	35	219	-3769.1481	0.5683	5.965641878099998	67	14	0	2	0.4170812680386007
5003856at2759	3di_llm	35	219	-3789.7139	0.663	4.5957869728	67	12	0	2	0.4891687980853021
5003972at2759	aa	78	201	-9566.7464	0.5033	20.765046048599995	153	5	0	2	915.3398340349086
5003972at2759	3di_af	78	201	-7926.3625	0.7157	14.186588819700003	153	13	0	3	1.8959539679344743
5003972at2759	3di_af_empirical	78	201	-7907.8217	0.6397	17.6181167626	153	10	0	3	0.8466940049547702
5003972at2759	3di_llm	78	201	-8020.4686	0.7186	12.335408300200001	153	16	0	3	2.0856840980704874
5004118at2759	aa	17	81	-1391.7183	1.2935	7.389232901700002	31	0	0	1	32.56703079305589
5004118at2759	3di_af	17	81	-377.5451	0.1829	2.4294648418	31	16	0	2	0.11537978006526828
5004118at2759	3di_af_empirical	17	81	-293.5823	0.0822	14.961541586500001	31	20	0	3	0.19544520997442305
5004118at2759	3di_llm	17	81	-363.7611	0.2711	1.4381014356999997	31	14	0	2	0.07395361713133752
5004478at2759	aa	6	261	-2236.4024	1.4565	1.9534586589999998	9	0	0	0	11.656566512072459
5004478at2759	3di_af	6	261	-1507.3597	0.6866	0.7632195356	9	0	0	1	0.034682278987020254
5004478at2759	3di_af_empirical	6	261	-1380.633	0.577	0.9969245986	9	0	0	1	0.04058682802133262
5004478at2759	3di_llm	6	261	-1546.5465	0.6677	0.6701835852	9	0	0	1	0.03711709682829678
5005010at2759	aa	145	92	-9890.8141	1.1617	35.528419429299994	287	18	0	1	1180.0679590431973
5005010at2759	3di_af	145	92	-1506.1764	0.1907	4.311715549000004	287	161	0	2	1.3520682130474597
5005010at2759	3di_af_empirical	145	92	-1508.2396	0.3054	6.354143069900003	287	155	0	2	0.920269601047039
5005010at2759	3di_llm	145	92	-1498.3998	0.2081	3.9083032223000025	287	160	0	2	0.99537547188811
5005174at2759	aa	102	136	-9072.98	0.9973	27.278871266599996	201	6	0	2	819.090214140946
5005174at2759	3di_af	102	136	-2640.5805	0.3928	9.594236021699992	201	62	0	3	1.0532760750502348
5005174at2759	3di_af_empirical	102	136	-2695.9468	0.4054	10.532694722400002	201	60	0	3	0.940911553800106
5005174at2759	3di_llm	102	136	-2609.0146	0.4	9.260225266700003	201	58	0	3	1.1487407919485122
5005196at2759	aa	9	291	-2840.5602	1.608	2.3807822572	15	0	0	0	26.793148246128112
5005196at2759	3di_af	9	291	-2247.2472	0.7729	1.1297121754999997	15	0	0	0	0.1073674289509654
5005196at2759	3di_af_empirical	9	291	-2158.7498	0.7684	1.1742579454000002	15	1	0	0	0.10081248008646071
5005196at2759	3di_llm	9	291	-2310.8058	0.8226	1.0531689069999999	15	0	0	0	0.09952187002636492
5005274at2759	aa	18	157	-2358.2846	1.0757	8.364534530199998	33	2	0	2	66.18117657396942
5005274at2759	3di_af	18	157	-700.0793	0.2949	1.2245857798	33	11	0	3	0.12185816885903478
5005274at2759	3di_af_empirical	18	157	-597.5803	0.6892	1.2482266994000006	33	11	0	3	0.14882135298103094
5005274at2759	3di_llm	18	157	-660.576	0.3364	1.2039816426999994	33	12	0	3	0.12616442306898534
5005750at2759	aa	134	107	-6246.7285	0.6948	16.69328377769998	265	39	0	3	1428.4206712529995
5005750at2759	3di_af	134	107	-4027.433	0.4927	14.040320552400011	265	83	0	3	1.2502073219511658
5005750at2759	3di_af_empirical	134	107	-3955.6238	0.4445	13.106897701499992	265	84	0	3	1.2882992280647159
5005750at2759	3di_llm	134	107	-4020.1667	0.5121	12.63294367079999	265	79	0	3	1.451688420958817
5005892at2759	aa	13	288	-3770.847	0.7252	4.0681592686	23	0	0	0	47.78673451882787
5005892at2759	3di_af	13	288	-2468.7464	0.6478	2.0361232763999997	23	0	0	1	0.11911086202599108
5005892at2759	3di_af_empirical	13	288	-2469.8501	0.618	2.2923110198000005	23	0	0	1	0.12209019204601645
5005892at2759	3di_llm	13	288	-2489.3523	0.6839	1.8161046243000003	23	0	0	0	0.11945486487820745
5013042at2759	aa	7	333	-3508.799	1.0979	3.1218944465000003	11	0	0	0	18.245843190001324
5013042at2759	3di_af	7	333	-1862.3686	0.4184	0.7292478448999999	11	0	0	1	0.043570115929469466
5013042at2759	3di_af_empirical	7	333	-1732.3037	0.379	0.896581876	11	0	0	1	0.058356329100206494
5013042at2759	3di_llm	7	333	-1882.6872	0.4259	0.6413953683999999	11	0	0	1	0.04152803518809378
5013067at2759	aa	17	306	-5298.9257	1.1345	5.414340664	31	4	0	1	80.68536287709139
5013067at2759	3di_af	17	306	-4127.1167	0.7642	3.1248940087999997	31	2	0	0	0.18707955186255276
5013067at2759	3di_af_empirical	17	306	-4040.1624	0.6183	3.6745852870000006	31	2	0	0	0.15999858896248043
5013067at2759	3di_llm	17	306	-4217.9184	0.8014	2.8605350048999996	31	2	0	0	0.16920581413432956
5013259at2759	aa	123	120	-7829.0566	0.7272	23.151507645900004	243	32	0	3	1223.94752152008
5013259at2759	3di_af	123	120	-2055.1442	0.3727	9.210291126500001	243	121	0	3	1.2432794170454144
5013259at2759	3di_af_empirical	123	120	-2095.21	0.4153	8.918255960999998	243	113	0	3	1.9776937358547002
5013259at2759	3di_llm	123	120	-2020.6889	0.4043	8.245338709299999	243	120	0	3	2.0607880549505353
5013539at2759	aa	51	223	-5868.7044	0.7138	8.1127323741	99	8	0	2	356.3525567338802
5013539at2759	3di_af	51	223	-4128.9935	0.4798	8.0205787862	99	16	0	2	0.8456624830141664
5013539at2759	3di_af_empirical	51	223	-4129.6948	0.5298	7.019705068200002	99	17	0	2	0.7822568870615214
5013539at2759	3di_llm	51	223	-4162.5279	0.5134	7.194049904599998	99	15	0	2	0.9355477881617844
5013726at2759	aa	136	165	-11877.9136	0.9241	21.7689346633	269	8	0	2	2063.3315833210945
5013726at2759	3di_af	136	165	-5883.8496	0.4689	12.836036642799996	269	67	0	3	1.926168801030144
5013726at2759	3di_af_empirical	136	165	-5880.896	0.4576	20.554656448100005	269	65	0	3	1.8577601909637451
5013726at2759	3di_llm	136	165	-5917.4014	0.4713	16.455102579800002	269	65	0	3	1.993051246041432
5013738at2759	aa	136	170	-8879.3939	0.6255	19.814190080699994	269	38	0	2	2054.4086865978315
5013738at2759	3di_af	136	170	-5681.2728	0.3649	7.6911333180999994	269	63	0	3	3.4500737860798836
5013738at2759	3di_af_empirical	136	170	-5655.295	0.4477	18.844915313799998	269	62	0	3	2.1814582841470838
5013738at2759	3di_llm	136	170	-5710.4394	0.344	6.859385819100003	269	61	0	3	3.897741791093722
5015403at2759	aa	13	314	-4259.9147	0.6319	3.9092214316000002	23	0	0	0	47.23626478808001
5015403at2759	3di_af	13	314	-3150.5773	1.0612	2.1783352961	23	1	0	1	0.12881109793670475
5015403at2759	3di_af_empirical	13	314	-3124.6137	1.0271	2.2814107214	23	1	0	1	0.12051181099377573
5015403at2759	3di_llm	13	314	-3201.8683	1.1001	1.9635805963	23	1	0	1	0.17772064916789532
5015712at2759	aa	6	422	-2966.7224	1.197	3.2796349714999997	9	1	0	0	19.015937738819048
5015712at2759	3di_af	6	422	-1669.751	0.7615	0.5301766538	9	0	0	1	0.04249424999579787
5015712at2759	3di_af_empirical	6	422	-1537.4798	0.5791	0.6059385108	9	0	0	1	0.049362319987267256
5015712at2759	3di_llm	6	422	-1649.3945	0.8373	0.48715879990000005	9	0	0	1	0.045948008773848414
5015742at2759	aa	4	394	-2986.0807	2.4781	2.3561789333	5	0	0	13	10.725879303878173
5015742at2759	3di_af	4	394	-2233.0226	1.2791	0.9135107084999999	5	0	0	1	0.028467325028032064
5015742at2759	3di_af_empirical	4	394	-2172.9153	1.1363	0.94682239	5	0	0	1	0.03004180989228189
5015742at2759	3di_llm	4	394	-2296.8976	1.4905	0.8236392763	5	0	0	1	0.03195183305069804
5017019at2759	aa	8	139	-1483.3111	1.6077	3.6899313603999992	13	0	0	0	12.972713686991483
5017019at2759	3di_af	8	139	-1042.9716	1.0035	1.4730073302000002	13	0	0	2	0.03271221788600087
5017019at2759	3di_af_empirical	8	139	-1042.0073	0.6682	2.0920662154	13	1	0	2	0.05430909898132086
5017019at2759	3di_llm	8	139	-1052.7741	1.0658	1.2966720715999998	13	0	0	2	0.04081159085035324
529759at2759	aa	143	226	-7981.6809	0.6104	7.8243982144	283	34	0	1	4846.891585848993
529759at2759	3di_af	143	226	-7959.9897	0.3764	8.803613582399997	283	57	0	2	2.473703596042469
529759at2759	3di_af_empirical	143	226	-7880.4376	0.3823	10.570764300599992	283	56	0	2	1.6438266700133681
529759at2759	3di_llm	143	226	-8129.3925	0.3887	8.841116940800001	283	57	0	2	1.9411724559031427
539632at2759	aa	31	257	-5507.5407	0.4512	7.807979074299998	59	4	0	0	141.32835114793852
539632at2759	3di_af	31	257	-3254.7622	0.4005	2.396774643	59	6	0	1	0.41877463506534696
539632at2759	3di_af_empirical	31	257	-3254.1848	0.4111	2.5362755775000005	59	6	0	1	0.4083649520762265
539632at2759	3di_llm	31	257	-3290.453	0.4193	2.3359488583999997	59	4	0	1	0.37233861698769033
540946at2759	aa	9	401	-4774.775	0.9568	4.0779756341999995	15	1	0	0	34.589792704209685
540946at2759	3di_af	9	401	-3050.8907	0.8067	1.2855726479	15	0	0	1	0.11138413497246802
540946at2759	3di_af_empirical	9	401	-3029.312	0.6972	1.5075867661000002	15	0	0	1	0.12111940397880971
540946at2759	3di_llm	9	401	-3099.5582	0.8037	1.1790886162	15	0	0	1	0.12737898901104927
541070at2759	aa	122	222	-24254.1151	0.5843	35.91490260890001	241	4	0	1	1293.7296620029956
541070at2759	3di_af	122	222	-17001.4335	0.7786	19.47409732880001	241	17	0	2	2.3227418228052557
541070at2759	3di_af_empirical	122	222	-16930.3003	0.7486	21.558378938100002	241	14	0	2	2.287884241901338
541070at2759	3di_llm	122	222	-17276.3945	0.7658	17.04994078690001	241	22	0	2	2.4618962719105184
554735at2759	aa	131	231	-18071.4692	0.6675	23.310347028299997	259	4	0	1	2109.0300370159093
554735at2759	3di_af	131	231	-12954.9926	0.5719	16.102736257899995	259	22	0	1	3.0809949568938464
554735at2759	3di_af_empirical	131	231	-13053.7407	0.5544	14.717576908399984	259	23	0	1	4.247473678085953
554735at2759	3di_llm	131	231	-13057.5359	0.5742	15.213279005899999	259	23	0	1	4.240322821075097
649304at2759	aa	26	276	-6599.7145	0.5728	9.0698924405	49	5	0	1	161.95770644186996
