sequence_sha256	reference_model_id	local_model_id	plddt_cutoff	pae_cutoff	protein_length	retained_residues	retained_fraction	status	state_mismatches	state_mismatch_fraction	partner_changes	partner_change_fraction	same_partner_residues	same_partner_state_mismatches	same_partner_state_mismatch_fraction	changed_partner_residues	changed_partner_state_mismatches	changed_partner_state_mismatch_fraction
239bc2d470b385df1d2123cc7e8091a922585a68bd82d2e00f6a2f5738cba4de	AF-A0A2H9TFB7-F1	ESM-S239bc2d470b385df1d2123cc7e8091a922585a68bd82d2e00f6a2f5738cba4de-d4caea4d704d	90	10	325	130	0.4	insufficient_coverage	11	0.08461538461538462	20	0.15384615384615385	110	2	0.01818181818181818	20	9	0.45
239bc2d470b385df1d2123cc7e8091a922585a68bd82d2e00f6a2f5738cba4de	AF-A0A2H9TFB7-F1	ESM-S239bc2d470b385df1d2123cc7e8091a922585a68bd82d2e00f6a2f5738cba4de-d4caea4d704d	90	15	325	130	0.4	insufficient_coverage	11	0.08461538461538462	20	0.15384615384615385	110	2	0.01818181818181818	20	9	0.45
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	0	unfiltered	389	387	0.9948586118251928	compared	110	0.2842377260981912	146	0.3772609819121447	241	38	0.15767634854771784	146	72	0.4931506849315068
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	0	5	389	281	0.7223650385604113	compared	58	0.20640569395017794	89	0.3167259786476868	192	19	0.09895833333333333	89	39	0.43820224719101125
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	0	10	389	377	0.9691516709511568	compared	103	0.27320954907161804	141	0.3740053050397878	236	36	0.15254237288135594	141	67	0.475177304964539
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	0	15	389	380	0.9768637532133676	compared	104	0.2736842105263158	141	0.37105263157894736	239	37	0.15481171548117154	141	67	0.475177304964539
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	70	unfiltered	389	205	0.5269922879177378	compared	31	0.15121951219512195	61	0.2975609756097561	144	5	0.034722222222222224	61	26	0.4262295081967213
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	70	5	389	201	0.5167095115681234	compared	29	0.14427860696517414	58	0.2885572139303483	143	5	0.03496503496503497	58	24	0.41379310344827586
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	70	10	389	205	0.5269922879177378	compared	31	0.15121951219512195	61	0.2975609756097561	144	5	0.034722222222222224	61	26	0.4262295081967213
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	70	15	389	205	0.5269922879177378	compared	31	0.15121951219512195	61	0.2975609756097561	144	5	0.034722222222222224	61	26	0.4262295081967213
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	90	unfiltered	389	65	0.16709511568123395	insufficient_coverage	6	0.09230769230769231	14	0.2153846153846154	51	0	0.0	14	6	0.42857142857142855
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	90	5	389	65	0.16709511568123395	insufficient_coverage	6	0.09230769230769231	14	0.2153846153846154	51	0	0.0	14	6	0.42857142857142855
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	90	10	389	65	0.16709511568123395	insufficient_coverage	6	0.09230769230769231	14	0.2153846153846154	51	0	0.0	14	6	0.42857142857142855
6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a	AF-A0A1Y1UYI0-F1	ESM-S6fd6edf598a40b50ca980eff5c34c91be702c2d1725dc732bb95ffd64e2cd69a-d4caea4d704d	90	15	389	65	0.16709511568123395	insufficient_coverage	6	0.09230769230769231	14	0.2153846153846154	51	0	0.0	14	6	0.42857142857142855
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	0	unfiltered	361	359	0.9944598337950139	compared	103	0.28690807799442897	118	0.3286908077994429	241	39	0.16182572614107885	118	64	0.5423728813559322
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	0	5	361	252	0.6980609418282548	compared	47	0.1865079365079365	68	0.2698412698412698	184	18	0.09782608695652174	68	29	0.4264705882352941
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	0	10	361	356	0.9861495844875346	compared	101	0.28370786516853935	115	0.32303370786516855	241	39	0.16182572614107885	115	62	0.5391304347826087
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	0	15	361	359	0.9944598337950139	compared	103	0.28690807799442897	118	0.3286908077994429	241	39	0.16182572614107885	118	64	0.5423728813559322
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	70	unfiltered	361	171	0.47368421052631576	insufficient_coverage	24	0.14035087719298245	36	0.21052631578947367	135	4	0.02962962962962963	36	20	0.5555555555555556
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	70	5	361	166	0.4598337950138504	insufficient_coverage	20	0.12048192771084337	31	0.18674698795180722	135	4	0.02962962962962963	31	16	0.5161290322580645
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	70	10	361	171	0.47368421052631576	insufficient_coverage	24	0.14035087719298245	36	0.21052631578947367	135	4	0.02962962962962963	36	20	0.5555555555555556
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	70	15	361	171	0.47368421052631576	insufficient_coverage	24	0.14035087719298245	36	0.21052631578947367	135	4	0.02962962962962963	36	20	0.5555555555555556
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	90	unfiltered	361	105	0.29085872576177285	insufficient_coverage	10	0.09523809523809523	19	0.18095238095238095	86	0	0.0	19	10	0.5263157894736842
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	90	5	361	105	0.29085872576177285	insufficient_coverage	10	0.09523809523809523	19	0.18095238095238095	86	0	0.0	19	10	0.5263157894736842
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	90	10	361	105	0.29085872576177285	insufficient_coverage	10	0.09523809523809523	19	0.18095238095238095	86	0	0.0	19	10	0.5263157894736842
5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918	AF-A0A507BS93-F1	ESM-S5b458eecda6e85764d8c89175215d247651b9dba58bb3f5270a0752e96aaf918-d4caea4d704d	90	15	361	105	0.29085872576177285	insufficient_coverage	10	0.09523809523809523	19	0.18095238095238095	86	0	0.0	19	10	0.5263157894736842
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	0	unfiltered	390	388	0.9948717948717949	compared	127	0.327319587628866	167	0.43041237113402064	221	39	0.17647058823529413	167	88	0.5269461077844312
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	0	5	390	288	0.7384615384615385	compared	64	0.2222222222222222	98	0.3402777777777778	190	25	0.13157894736842105	98	39	0.3979591836734694
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	0	10	390	371	0.9512820512820512	compared	112	0.3018867924528302	152	0.40970350404312667	219	39	0.1780821917808219	152	73	0.48026315789473684
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	0	15	390	374	0.958974358974359	compared	113	0.30213903743315507	153	0.4090909090909091	221	39	0.17647058823529413	153	74	0.48366013071895425
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	70	unfiltered	390	200	0.5128205128205128	compared	33	0.165	52	0.26	148	10	0.06756756756756757	52	23	0.4423076923076923
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	70	5	390	191	0.4897435897435897	insufficient_coverage	27	0.14136125654450263	47	0.24607329842931938	144	8	0.05555555555555555	47	19	0.40425531914893614
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	70	10	390	200	0.5128205128205128	compared	33	0.165	52	0.26	148	10	0.06756756756756757	52	23	0.4423076923076923
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	70	15	390	200	0.5128205128205128	compared	33	0.165	52	0.26	148	10	0.06756756756756757	52	23	0.4423076923076923
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	90	unfiltered	390	57	0.14615384615384616	insufficient_coverage	8	0.14035087719298245	11	0.19298245614035087	46	2	0.043478260869565216	11	6	0.5454545454545454
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	90	5	390	57	0.14615384615384616	insufficient_coverage	8	0.14035087719298245	11	0.19298245614035087	46	2	0.043478260869565216	11	6	0.5454545454545454
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	90	10	390	57	0.14615384615384616	insufficient_coverage	8	0.14035087719298245	11	0.19298245614035087	46	2	0.043478260869565216	11	6	0.5454545454545454
6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1	AF-A0A4P9ZPS8-F1	ESM-S6d5bbb0afc3df15f9e894bcbdfb84451e2470c9c4aed3311529caf1b3c3932f1-d4caea4d704d	90	15	390	57	0.14615384615384616	insufficient_coverage	8	0.14035087719298245	11	0.19298245614035087	46	2	0.043478260869565216	11	6	0.5454545454545454
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	0	unfiltered	343	341	0.9941690962099126	compared	128	0.375366568914956	125	0.36656891495601174	216	52	0.24074074074074073	125	76	0.608
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	0	5	343	279	0.8134110787172012	compared	79	0.2831541218637993	92	0.32974910394265233	187	30	0.16042780748663102	92	49	0.532608695652174
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	0	10	343	337	0.9825072886297376	compared	125	0.37091988130563797	125	0.37091988130563797	212	49	0.23113207547169812	125	76	0.608
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	0	15	343	339	0.9883381924198251	compared	127	0.3746312684365782	125	0.3687315634218289	214	51	0.2383177570093458	125	76	0.608
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	70	unfiltered	343	201	0.5860058309037901	compared	32	0.15920398009950248	56	0.27860696517412936	145	7	0.04827586206896552	56	25	0.44642857142857145
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	70	5	343	199	0.5801749271137027	compared	30	0.1507537688442211	54	0.271356783919598	145	7	0.04827586206896552	54	23	0.42592592592592593
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	70	10	343	201	0.5860058309037901	compared	32	0.15920398009950248	56	0.27860696517412936	145	7	0.04827586206896552	56	25	0.44642857142857145
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	70	15	343	201	0.5860058309037901	compared	32	0.15920398009950248	56	0.27860696517412936	145	7	0.04827586206896552	56	25	0.44642857142857145
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	90	unfiltered	343	81	0.23615160349854228	insufficient_coverage	7	0.08641975308641975	17	0.20987654320987653	64	0	0.0	17	7	0.4117647058823529
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	90	5	343	81	0.23615160349854228	insufficient_coverage	7	0.08641975308641975	17	0.20987654320987653	64	0	0.0	17	7	0.4117647058823529
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	90	10	343	81	0.23615160349854228	insufficient_coverage	7	0.08641975308641975	17	0.20987654320987653	64	0	0.0	17	7	0.4117647058823529
b9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06	AF-A0A2T3BBV8-F1	ESM-Sb9dc2fcb0f400a6f140071f613ed9dd905d17c5273f0d43483d33ef86ed16d06-d4caea4d704d	90	15	343	81	0.23615160349854228	insufficient_coverage	7	0.08641975308641975	17	0.20987654320987653	64	0	0.0	17	7	0.4117647058823529
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	0	unfiltered	348	346	0.9942528735632183	compared	114	0.32947976878612717	135	0.3901734104046243	211	39	0.1848341232227488	135	75	0.5555555555555556
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	0	5	348	252	0.7241379310344828	compared	61	0.24206349206349206	74	0.29365079365079366	178	23	0.12921348314606743	74	38	0.5135135135135135
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	0	10	348	333	0.9568965517241379	compared	103	0.30930930930930933	126	0.3783783783783784	207	37	0.178743961352657	126	66	0.5238095238095238
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	0	15	348	335	0.9626436781609196	compared	104	0.31044776119402984	126	0.3761194029850746	209	38	0.18181818181818182	126	66	0.5238095238095238
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	70	unfiltered	348	206	0.5919540229885057	compared	38	0.18446601941747573	57	0.2766990291262136	149	9	0.06040268456375839	57	29	0.5087719298245614
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	70	5	348	202	0.5804597701149425	compared	36	0.1782178217821782	55	0.2722772277227723	147	8	0.05442176870748299	55	28	0.509090909090909
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	70	10	348	206	0.5919540229885057	compared	38	0.18446601941747573	57	0.2766990291262136	149	9	0.06040268456375839	57	29	0.5087719298245614
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	70	15	348	206	0.5919540229885057	compared	38	0.18446601941747573	57	0.2766990291262136	149	9	0.06040268456375839	57	29	0.5087719298245614
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	90	unfiltered	348	41	0.11781609195402298	insufficient_coverage	6	0.14634146341463414	9	0.21951219512195122	32	0	0.0	9	6	0.6666666666666666
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	90	5	348	41	0.11781609195402298	insufficient_coverage	6	0.14634146341463414	9	0.21951219512195122	32	0	0.0	9	6	0.6666666666666666
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	90	10	348	41	0.11781609195402298	insufficient_coverage	6	0.14634146341463414	9	0.21951219512195122	32	0	0.0	9	6	0.6666666666666666
05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e	AF-A0A9P6FLH7-F1	ESM-S05f3cefa9382477abeaf7b604b76b861c4700f3e7fd22bb6657fabe369600a6e-d4caea4d704d	90	15	348	41	0.11781609195402298	insufficient_coverage	6	0.14634146341463414	9	0.21951219512195122	32	0	0.0	9	6	0.6666666666666666
