case_id	translation_table	sense_codons	frequency_sum	expected_synonymous_sites	expected_nonsynonymous_sites	synonymous_scale	nonsynonymous_scale	branches	maximum_branch_dS	maximum_branch_dN	independent_opportunity_max_difference	marker_copy_caveat
Amanita__3643464at2759__code1	1	61	1.0	0.6710192739003522	2.1860180237081637	4.257757427743859	1.3069596255030393	11	1.718410020953683	0.06852076446907164	2.220446049250313e-16	none_recorded
Amanita__4613677at2759__code1	1	61	0.9999999999999998	0.7002841985963663	2.1674079118984793	4.09504043678664	1.3230975557263571	11	1.6040171529360718	0.13290522619167916	8.881784197001252e-16	none_recorded
Amanita__4695236at2759__code1	1	61	1.0000000000000002	0.6778035264916046	2.1974003267804063	4.241942894800834	1.3084570063228809	11	1.0177598183843173	0.06547918724196489	1.1102230246251565e-16	none_recorded
Amanita__4747214at2759__code1	1	61	0.9999999999999999	0.6653139748497425	2.2041089416459894	4.312885381888717	1.301851674515189	11	1.4688677588318608	0.03530007305717019	1.1102230246251565e-16	none_recorded
Amanita__4764044at2759__code1	1	61	1.0	0.6825887872740871	2.189762892327927	4.208026462129165	1.311718126955942	11	0.9247984483679196	0.07848331276107676	2.220446049250313e-16	none_recorded
Amanita__4803900at2759__code1	1	61	1.0	0.7022128538981046	2.196156167996086	4.127479304608061	1.3197463204717579	11	0.95224863540228	0.04361430877992345	4.440892098500626e-16	none_recorded
Amanita__4810093at2759__code1	1	61	0.9999999999999999	0.7072650902815807	2.174695643655274	4.074795679211978	1.3252248618536775	11	1.2750897986276428	0.08715689021958042	1.1102230246251565e-16	none_recorded
Amanita__4813267at2759__code1	1	61	1.0	0.7063357584624399	2.178548652608576	4.0842961389224675	1.324223082012274	9	1.1687855474017894	0.04070988158425524	8.881784197001252e-16	none_recorded
Amanita__4823929at2759__code1	1	61	0.9999999999999998	0.7254759969905167	2.151118214187298	3.9651128681179744	1.3372552899258514	11	0.9259131908394355	0.056049537249922975	4.440892098500626e-16	none_recorded
Amanita__4837017at2759__code1	1	61	0.9999999999999999	0.6801620085113798	2.170269789430074	4.190813015534318	1.3133997495721463	11	0.9574195622262767	0.07055819471844373	4.440892098500626e-16	none_recorded
Amanita__4838864at2759__code1	1	61	1.0	0.6798039769068626	2.1973364409907945	4.232308894379774	1.3093763723321015	9	0.9829402631701907	0.06413581961932005	4.440892098500626e-16	none_recorded
Amanita__4843240at2759__code1	1	61	0.9999999999999998	0.697146529771225	2.169827740995945	4.1124414285014	1.3212911866686876	5	1.4333229861418537	0.06634975735300382	4.440892098500626e-16	none_recorded
Amanita__4843824at2759__code1	1	61	1.0	0.7000108736516909	2.166558059698294	4.09503486481029	1.3230981373973294	9	1.2371304063645792	0.03672589687222847	4.440892098500626e-16	none_recorded
Amanita__4867008at2759__code1	1	61	0.9999999999999999	0.7179302811982808	2.1568635591652234	4.004279963738614	1.3328584592880524	7	15.135982640507315	1.012879905002041	4.440892098500626e-16	none_recorded
Amanita__4888252at2759__code1	1	61	0.9999999999999998	0.6970268494180553	2.1798553144277615	4.127362046738535	1.3197583090972407	7	1.315101922202251	0.08699978064385165	4.440892098500626e-16	none_recorded
Amanita__4896098at2759__code1	1	61	1.0	0.7092350431886179	2.166498582010419	4.054697596822283	1.3273646468443465	11	1.0766922542609247	0.03083979522059525	1.1102230246251565e-16	none_recorded
Amanita__4900375at2759__code1	1	61	1.0	0.6950857468223011	2.183011605687664	4.1406364116480034	1.31840680324892	11	30.814622615823613	1.2731871652486921	4.440892098500626e-16	none_recorded
Amanita__4908955at2759__code1	1	61	1.0000000000000004	0.6518943497464965	2.2217688638823705	4.408173218170021	1.2934123168003	7	1.9136617971437488	0.06298084187957882	1.1102230246251565e-16	none_recorded
Amanita__4911644at2759__code1	1	61	1.0	0.7157465193192244	2.165630819203825	4.025695215763878	1.3305025551780623	7	1.2475813817464596	0.04375871771803513	4.440892098500626e-16	none_recorded
Amanita__4940884at2759__code1	1	61	1.0	0.7018367627245229	2.1889681780653794	4.118913534206769	1.3206244703588197	9	1.0471082748127953	0.025714006970735274	8.881784197001252e-16	none_recorded
Amanita__4969018at2759__code1	1	61	0.9999999999999999	0.6959305407892982	2.179446980066578	4.131701875872169	1.3193151965403804	11	1.4131977766144928	0.057836395998913506	4.440892098500626e-16	none_recorded
Amanita__4969636at2759__code1	1	61	0.9999999999999997	0.7191880312470081	2.154343136776454	3.995521397986858	1.3338316997742197	9	1.7990364516629611	0.1088374330760243	4.440892098500626e-16	none_recorded
Amanita__4969990at2759__code1	1	61	1.0000000000000004	0.6830389397560936	2.18915122528364	4.20501672432521	1.3120108523647538	9	1.0122721616949812	0.03205359067669438	4.440892098500626e-16	none_recorded
Amanita__4970387at2759__code1	1	61	1.0	0.6295230704624732	2.2344813997218282	4.549482941237225	1.2817311750909375	11	1.3396689687118049	0.08587192104613572	1.3322676295501878e-15	none_recorded
Amanita__4970538at2759__code1	1	61	1.0	0.7150020834833104	2.1666838914473217	4.030318290670962	1.3299983381543012	9	1.5920201682901438	0.10862955702548292	1.1102230246251565e-16	none_recorded
Amanita__4971272at2759__code1	1	61	1.0000000000000002	0.6766632386949755	2.187482395260574	4.232748980836303	1.3093342557458025	11	1.3291749522903797	0.04869335479490315	4.440892098500626e-16	none_recorded
Amanita__4974767at2759__code1	1	61	1.0	0.6438985947146197	2.195653803468809	4.409937250199991	1.2932605284573346	11	1.0261355737767213	0.020973551291587778	4.440892098500626e-16	none_recorded
Amanita__4975094at2759__code1	1	61	1.0	0.6654762755070357	2.20130194686677	4.307859390163184	1.3023103107023748	9	1.1178490158480623	0.05097919638905182	8.881784197001252e-16	none_recorded
Amanita__4976279at2759__code1	1	61	0.9999999999999998	0.6766512175472088	2.178656364602095	4.219762719853665	1.3105818928313602	11	1.1930455298241045	0.09694588709943468	8.881784197001252e-16	none_recorded
Amanita__4977163at2759__code1	1	61	0.9999999999999999	0.7078293854269728	2.161525153132828	4.05373752154831	1.3274675681664279	9	1.2938206791377518	0.10351186126723401	4.440892098500626e-16	none_recorded
Amanita__4977863at2759__code1	1	61	1.0	0.674537526866971	2.1758509473383714	4.225692953577484	1.310010907544979	9	1.2959161491988602	0.10621043395710453	4.440892098500626e-16	none_recorded
Amanita__4983000at2759__code1	1	61	0.9999999999999998	0.7327951377194042	2.159095597055412	3.946383628820085	1.3393991163331511	11	1.3978353157075198	0.0783701889176192	3.3306690738754696e-16	none_recorded
Amanita__4985971at2759__code1	1	61	1.0	0.6804351324475447	2.2032909920465196	4.238061773972809	1.308826720984106	9	1.0071407453361376	0.05828128375354572	4.440892098500626e-16	none_recorded
Amanita__4986044at2759__code1	1	61	1.0	0.6732021843996373	2.198714131181815	4.266053174118309	1.306179950750482	9	1.1826821781930372	0.045582610158342286	4.440892098500626e-16	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis
Amanita__4987397at2759__code1	1	61	0.9999999999999999	0.7131657513295502	2.1725853756183824	4.046396116986894	1.3282567209247471	7	1.2110804987517032	0.04870374808043185	4.440892098500626e-16	none_recorded
Amanita__4988239at2759__code1	1	61	1.0	0.7001960057936528	2.1790117909350366	4.1120026005649475	1.321336492398323	7	1.1619075437090018	0.05167670972739898	4.440892098500626e-16	none_recorded
Amanita__4999134at2759__code1	1	61	1.0	0.6715526254679685	2.2051276873370917	4.283626038689758	1.3045413784083109	9	0.9175161883802982	0.009459204959238177	4.440892098500626e-16	none_recorded
Amanita__5000045at2759__code1	1	61	0.9999999999999998	0.6959739332281357	2.1627190005383485	4.107471267647926	1.3218050671654027	9	0.6855355975121012	0.036952202851030715	4.440892098500626e-16	none_recorded
Amanita__5000152at2759__code1	1	61	0.9999999999999999	0.7178258881645768	2.1696215651036175	4.022489994964052	1.3308530389401318	11	1.0207616480148292	0.027070819112727018	1.1102230246251565e-16	none_recorded
Amanita__5000362at2759__code1	1	61	1.0000000000000002	0.704096263160281	2.175144183248174	4.089271023091658	1.3237009613352821	7	2.237664475482875	0.07624863864385971	4.440892098500626e-16	none_recorded
Amanita__5000371at2759__code1	1	61	1.0	0.6907749831683831	2.1756968672872827	4.14964629626278	1.3174959680985614	9	1.3733390249984374	0.06163536187680522	2.220446049250313e-16	none_recorded
Amanita__5000452at2759__code1	1	61	1.0	0.7116328785910419	2.1596619325256663	4.034797853637074	1.329511238714481	11	1.4712993131533048	0.10542179412668774	2.220446049250313e-16	none_recorded
Amanita__5000476at2759__code1	1	61	1.0	0.6838213332255699	2.1892366212326295	4.2014745882613065	1.3123560635672862	11	1.1474257712434195	0.048253325735711956	4.440892098500626e-16	none_recorded
Amanita__5000743at2759__code1	1	61	1.0000000000000004	0.671627484228532	2.204928950354954	4.2829641462449315	1.3046027782983265	11	19.268482921166733	0.9185584679455179	2.220446049250313e-16	none_recorded
Amanita__5000823at2759__code1	1	61	1.0000000000000002	0.6835954947566208	2.181584032019071	4.1913376386363925	1.3133482298749448	11	1.0304261256587146	0.06725163684225438	4.440892098500626e-16	none_recorded
Amanita__5000870at2759__code1	1	61	1.0000000000000002	0.6901714496443381	2.200653661435754	4.188560846105419	1.3136211125534654	11	1.2818729944604785	0.06313212976155075	4.440892098500626e-16	none_recorded
Amanita__5000986at2759__code1	1	61	0.9999999999999998	0.7286925493571114	2.1580926823984616	3.9615956473034313	1.3376558177043893	11	1.6415771270375161	0.1182640386493952	1.3322676295501878e-15	none_recorded
Amanita__5001156at2759__code1	1	61	1.0000000000000002	0.7027424004419947	2.1782322358591815	4.099616921490958	1.3226205125757884	11	0.9400495886711004	0.08966539589798028	1.1102230246251565e-16	none_recorded
Amanita__5001273at2759__code1	1	61	1.0000000000000002	0.7074752117959677	2.1621018395182507	4.056081405353591	1.327216414539291	11	1.4610285298848753	0.06450816020919616	2.220446049250313e-16	none_recorded
Amanita__5001280at2759__code1	1	61	0.9999999999999998	0.6906406912087789	2.1774967711630753	4.152864867188695	1.3171718554787497	11	1.1283612204198166	0.08042036313164443	0.0	none_recorded
Amanita__5001318at2759__code1	1	61	1.0	0.677450857652095	2.187760069385788	4.2294003980866055	1.3096550061096457	9	1.1237061115803844	0.05304714698013066	4.440892098500626e-16	none_recorded
Amanita__5001413at2759__code1	1	61	1.0000000000000002	0.7085447805737111	2.183705164320169	4.081957872234999	1.324469068512871	9	1.337814466527653	0.0884533560817626	0.0	none_recorded
Amanita__5001473at2759__code1	1	61	1.0	0.6973769663121644	2.1825763829220715	4.129693821784604	1.319520073509869	11	1.38076112084457	0.032324093292146756	4.440892098500626e-16	none_recorded
Amanita__5001660at2759__code1	1	61	0.9999999999999999	0.664998516022248	2.2123887846460777	4.326907852185433	1.3005794102001063	9	1.8090970536766655	0.0891821894149061	3.3306690738754696e-16	none_recorded
Amanita__5001734at2759__code1	1	61	1.0	0.6388857546531399	2.194322645597709	4.434608816390089	1.2911539722450955	7	1.3072600221589565	0.04316257777880705	0.0	none_recorded
Amanita__5001941at2759__code1	1	61	0.9999999999999999	0.6862564793131952	2.185580678367025	4.184786948101899	1.3139927462325196	7	0.8457668161544137	0.037801038049544676	4.440892098500626e-16	none_recorded
Amanita__5002334at2759__code1	1	61	1.0000000000000002	0.7890882527182217	2.1123695347054965	3.676975011893644	1.373555971033371	9	1.5290359696491485	0.08929861803591865	8.881784197001252e-16	none_recorded
Amanita__5002573at2759__code1	1	61	0.9999999999999999	0.7068266115863782	2.1691288198635936	4.068827325269027	1.3258573696101772	11	1.139915188172311	0.06511626177611687	1.1102230246251565e-16	none_recorded
Amanita__5003022at2759__code1	1	61	0.9999999999999999	0.7030484937051558	2.1733268863871396	4.09129015401687	1.3234895303181373	11	1.0859145623475872	0.02936625053009907	1.1102230246251565e-16	none_recorded
Amanita__5003192at2759__code1	1	61	0.9999999999999999	0.6952253331406733	2.1842610743315123	4.141803053211735	1.3182885696726732	9	1.5674740217334022	0.12094154317566959	1.3322676295501878e-15	none_recorded
Amanita__5003205at2759__code1	1	61	0.9999999999999999	0.6761637714527672	2.19123366712549	4.240684815776997	1.3085767536329316	9	1.2635341500679915	0.08326169695752471	1.7763568394002505e-15	none_recorded
Amanita__5003856at2759__code1	1	61	0.9999999999999999	0.7071515489855961	2.172314450115628	4.071922069932248	1.3255290913099418	9	1.4988265959488047	0.06942122495971144	1.1102230246251565e-16	none_recorded
Amanita__5003972at2759__code1	1	61	1.0	0.6970265125575402	2.171847321255433	4.1158747653463825	1.320937160607876	11	1.4026856762317215	0.07496290984858231	1.3322676295501878e-15	none_recorded
Amanita__5004118at2759__code1	1	61	1.0	0.6306135881701181	2.2276973524036383	4.532586982256211	1.2830786630372835	11	1.3643647770111165	0.12418661603638752	4.440892098500626e-16	none_recorded
Amanita__5004265at2759__code1	1	61	0.9999999999999997	0.6342110259412732	2.2062077229400043	4.478665038447779	1.2874665967972045	9	1.6481113870503246	0.1048730617537867	4.440892098500626e-16	none_recorded
Amanita__5004327at2759__code1	1	61	1.0	0.7183862769568512	2.156824635986508	4.002318815335687	1.3330758861757293	11	1.4446278224276015	0.134339315879431	4.440892098500626e-16	none_recorded
Amanita__5004391at2759__code1	1	61	1.0000000000000002	0.6805487215298248	2.196633509217825	4.227738793307774	1.3098144131344667	9	0.8796617196198151	0.05527974209942339	4.440892098500626e-16	none_recorded
Amanita__5004478at2759__code1	1	61	1.0	0.7056580744192654	2.164383421787731	4.067184377602355	1.3260319162103027	11	1.0884235461990321	0.06801353172772676	4.440892098500626e-16	none_recorded
Amanita__5004599at2759__code1	1	61	1.0000000000000002	0.6716976987378377	2.1971212412162653	4.270997124666043	1.3057171748819854	11	1.0326340417495383	0.08486101697079879	8.881784197001252e-16	none_recorded
Amanita__5005010at2759__code1	1	61	0.9999999999999998	0.6529526531307034	2.2109868696041977	4.386136588929087	1.2953218140312124	9	21.453561877275863	1.148797042417606	8.881784197001252e-16	none_recorded
Amanita__5005174at2759__code1	1	61	0.9999999999999999	0.6850253006617604	2.1916226895885287	4.1993310137177975	1.3125653443523948	9	1.270006893640138	0.08660894521000446	8.881784197001252e-16	none_recorded
Amanita__5005196at2759__code1	1	61	1.0	0.7167229916726872	2.163240496085025	4.018237898349622	1.3313191450371762	9	1.0439423371511087	0.046182847263856006	4.440892098500626e-16	none_recorded
Amanita__5005215at2759__code1	1	61	1.0	0.6894391000632059	2.1686066852148738	4.145465183242526	1.3179179999599113	11	1.3921431320179987	0.09946578076566612	8.881784197001252e-16	none_recorded
Amanita__5005217at2759__code1	1	61	0.9999999999999999	0.7178258850266594	2.1679258023579693	4.020127648750719	1.331111832446437	11	1.2873400040642988	0.12317061930946822	8.881784197001252e-16	none_recorded
Amanita__5005274at2759__code1	1	61	1.0	0.6415223217180023	2.219942136480205	4.460428517179544	1.2889815509944589	11	1.1493501408002562	0.09973081702576915	1.7763568394002505e-15	none_recorded
Amanita__5005697at2759__code1	1	61	1.0	0.7097037165317912	2.1765495506467234	4.066842542805291	1.3260682562089687	11	13.644608546865992	0.8021717288219787	8.881784197001252e-16	none_recorded
Amanita__5005750at2759__code1	1	61	0.9999999999999999	0.6974633572681	2.197849177539901	4.151203793914958	1.3173390441871837	5	1.8711157056548613	0.10464805967857523	8.881784197001252e-16	none_recorded
Amanita__5005892at2759__code1	1	61	0.9999999999999999	0.6622307039060291	2.1866449193092476	4.301938291915159	1.3028524192740105	11	1.1027909206868622	0.08992530627774771	4.440892098500626e-16	none_recorded
Amanita__5006326at2759__code1	1	61	1.0	0.6957534241786609	2.1857825963936013	4.141605230292505	1.318308611902487	11	1.1606460068934743	0.06334911475785432	2.220446049250313e-16	none_recorded
Amanita__5006412at2759__code1	1	61	0.9999999999999999	0.6660386213593052	2.1926572904337007	4.292087305626135	1.3037586513246513	9	1.0596686269692832	0.1157223750981437	4.440892098500626e-16	none_recorded
Amanita__5011777at2759__code1	1	61	0.9999999999999998	0.709536792932943	2.1642855600461135	4.05027953673807	1.327838805576943	11	1.1477781179755822	0.11483252238446148	8.881784197001252e-16	none_recorded
Amanita__5013042at2759__code1	1	61	0.9999999999999999	0.7163627984148072	2.1848839206473447	4.049968431473735	1.3278722460470855	11	1.21498580139176	0.055211248479011765	0.0	none_recorded
Amanita__5013067at2759__code1	1	61	0.9999999999999999	0.6730018615478376	2.184475004240492	4.24586769970653	1.3080840294539466	11	0.8727727920794737	0.03542712062628682	4.440892098500626e-16	none_recorded
Amanita__5013259at2759__code1	1	61	1.0	0.6520985814037318	2.203375628066944	4.378899588040623	1.295954340738455	9	11.297004405017187	0.7520308233147032	8.881784197001252e-16	none_recorded
Amanita__5013539at2759__code1	1	61	1.0000000000000002	0.6693911720251242	2.1942694326294174	4.278007724528313	1.3050633445788768	11	1.0225632705235055	0.041545810804790265	8.881784197001252e-16	none_recorded
Amanita__5013726at2759__code1	1	61	1.0	0.6727172459889342	2.2094703807104934	4.284396815875355	1.304469909106729	11	2.1768331824991343	0.09443363847516408	1.3322676295501878e-15	none_recorded
Amanita__5013738at2759__code1	1	61	1.0000000000000002	0.7074841325848839	2.176381452602878	4.076226522072219	1.3250735902655102	9	3.510576891390096	0.2251619107311364	8.881784197001252e-16	none_recorded
Amanita__5013992at2759__code1	1	61	1.0	0.68069046975146	2.187874966389764	4.214199498325018	1.3111194561884285	9	1.2978801735779726	0.06049421592782658	4.440892098500626e-16	none_recorded
Amanita__5014007at2759__code1	1	61	0.9999999999999999	0.712977145866056	2.1550860288362643	4.022657936978433	1.3308346564016567	11	0.9566462538377755	0.077044761996883	1.1102230246251565e-16	none_recorded
Amanita__5015403at2759__code1	1	61	1.0000000000000002	0.6771197582536206	2.1951435375199537	4.241883744733004	1.3084626343016377	11	0.991603711315765	0.06364227757071976	4.440892098500626e-16	none_recorded
Amanita__5015647at2759__code1	1	61	0.9999999999999997	0.6918617100469628	2.1934580720371994	4.170370668277494	1.3154205311088478	11	1.1672757258884003	0.038957416531661265	1.1102230246251565e-16	none_recorded
Amanita__5015712at2759__code1	1	61	1.0	0.649012425438615	2.2061421846127187	4.399229503382413	1.2941843141232292	9	0.9958943831256017	0.08529472738479385	4.440892098500626e-16	none_recorded
Amanita__5015742at2759__code1	1	61	1.0000000000000002	0.7039970175810641	2.167407734346861	4.078717210754785	1.3248106050489898	11	23.69047239146575	1.1101779641371896	1.1102230246251565e-16	none_recorded
Amanita__5015876at2759__code1	1	61	0.9999999999999999	0.6918944496136888	2.176758130512267	4.146084105353981	1.3178554566606175	11	2.4698261005016175	0.13003123169500894	8.881784197001252e-16	none_recorded
Amanita__5017019at2759__code1	1	61	1.0000000000000002	0.6889066301183202	2.1795018260123	4.16371149692371	1.316084447324722	11	1.1847408192362632	0.08454317135228624	4.440892098500626e-16	none_recorded
Amanita__5018803at2759__code1	1	61	0.9999999999999998	0.677982742612295	2.187225236169943	4.226078038125978	1.3099739027332697	9	1.398029339710897	0.1005124305184665	4.440892098500626e-16	none_recorded
Amanita__529759at2759__code1	1	61	1.0	0.7246332373432538	2.1853256803757453	4.015767933013776	1.3315905010637408	11	0.8414118786151025	0.022612767149143096	4.440892098500626e-16	none_recorded
Amanita__530014at2759__code1	1	61	0.9999999999999999	0.703422386557653	2.1705631948913284	4.08571810674585	1.324073672774531	9	1.2921829181808382	0.048787446136338244	1.1102230246251565e-16	none_recorded
Amanita__530740at2759__code1	1	61	1.0000000000000002	0.6621043894510906	2.198153546345319	4.319950118693021	1.3012093447939135	11	0.9454904705208537	0.06914892495181403	8.881784197001252e-16	none_recorded
Amanita__538728at2759__code1	1	61	1.0	0.6760072020143243	2.186447782269845	4.2343557520612265	1.3091805839115591	7	0.9340725270056499	0.03964253522934424	2.220446049250313e-16	none_recorded
Amanita__538952at2759__code1	1	61	1.0	0.6636302995872169	2.2105943384943156	4.331063002803401	1.3002044690113654	11	0.9720587320426463	0.08337173969281966	4.440892098500626e-16	none_recorded
Amanita__539632at2759__code1	1	61	1.0	0.6918236449523234	2.1820672772417877	4.154080224292079	1.3170496401132112	9	1.2307999834028243	0.03110979257446401	8.881784197001252e-16	none_recorded
Amanita__540946at2759__code1	1	61	1.0	0.6863016313767388	2.1743677471089136	4.168239222668137	1.3156327315327687	9	1.3994623637684558	0.11031109357553473	2.220446049250313e-16	none_recorded
Amanita__541070at2759__code1	1	61	1.0000000000000002	0.7217621930917065	2.1608655668142736	3.9938746965369463	1.3340153150553407	9	1.7086417207695308	0.13000434373544845	4.440892098500626e-16	none_recorded
Amanita__554735at2759__code1	1	61	1.0	0.7270964437654289	2.190141103274368	4.012174137356855	1.331986118464415	11	1.0074125208942784	0.03755799421159958	1.1102230246251565e-16	none_recorded
Amanita__649304at2759__code1	1	61	1.0	0.7218108859185498	2.1596107117388454	3.9919342501888218	1.3342319437457189	11	0.8861666105361224	0.06530113567517264	8.881784197001252e-16	none_recorded
Amanita__707076at2759__code1	1	61	1.0	0.702710480799912	2.159912725897416	4.0736879339535905	1.3253420716376143	11	1.2535847638551814	0.043994324185228535	4.440892098500626e-16	none_recorded
Amanita__707202at2759__code1	1	61	1.0	0.7260659768151393	2.15918669856428	3.973816109708748	1.3362682705010762	11	1.2676346806014875	0.06121703108207371	1.3322676295501878e-15	none_recorded
Amanita__727964at2759__code1	1	61	0.9999999999999998	0.734915441783139	2.1553179859818483	3.932742821068449	1.3409777334773878	9	1.04464668941219	0.03670740033999964	4.440892098500626e-16	none_recorded
Amanita__730114at2759__code1	1	61	1.0	0.7182193269778409	2.175731507931827	4.029341353270148	1.3301047598747855	11	0.9716709224599355	0.057628953690191075	4.440892098500626e-16	none_recorded
Amanita__760428at2759__code1	1	61	1.0	0.7089297849092826	2.1537462360490003	4.038024754912225	1.3291612414885972	9	1.0367601079772566	0.08109756293113557	4.440892098500626e-16	none_recorded
Amanita__776280at2759__code1	1	61	1.0	0.7141995748887253	2.1559014086389774	4.018626003767748	1.331276547260851	11	1.460978993100977	0.1203445690645784	3.3306690738754696e-16	none_recorded
Amanita__801816at2759__code1	1	61	1.0	0.6804221391150704	2.194045708365649	4.224536037612086	1.310122134885658	11	1.1592480255267446	0.03304446824193242	4.440892098500626e-16	none_recorded
Aspergillus__115730at2759__code1	1	61	1.0	0.6472723399800653	2.2308304504319283	4.446509780567224	1.290148603563638	17	0.6772597677165824	0.025604842011130398	4.440892098500626e-16	none_recorded
Aspergillus__129234at2759__code1	1	61	1.0000000000000002	0.7368615692871217	2.1773482465365426	3.9548945653971654	1.3384215503694599	17	1.128105787227519	0.0256524498840876	2.220446049250313e-16	none_recorded
Aspergillus__160487at2759__code1	1	61	1.0000000000000002	0.6811800919047369	2.2185044284458697	4.256854471836396	1.307044729399943	17	1.1091809640286658	0.032653873148276925	1.3322676295501878e-15	none_recorded
Aspergillus__201273at2759__code1	1	61	0.9999999999999999	0.6625212436838324	2.2378635270141807	4.377798898297865	1.2960507804369046	17	0.578304082039685	0.02341794291115355	0.0	none_recorded
Aspergillus__207567at2759__code1	1	61	1.0	0.7063635568646353	2.19346942189569	4.1052981153670105	1.3220302730521614	15	3.307480182158039	0.17783585655118822	4.440892098500626e-16	none_recorded
Aspergillus__260326at2759__code1	1	61	1.0	0.6923053432932929	2.1981236460237814	4.1750782618076	1.314952866525782	17	1.2525161970308551	0.012162492156577998	4.440892098500626e-16	none_recorded
Aspergillus__2852757at2759__code1	1	61	0.9999999999999998	0.7006082720865153	2.196955116542606	4.135782439450433	1.3188996747412287	17	0.726747523997981	0.027704388976039173	2.220446049250313e-16	none_recorded
Aspergillus__288615at2759__code1	1	61	0.9999999999999999	0.704930935907399	2.197800586336433	4.117753065422484	1.3207438110126568	17	1.176457889515127	0.03737963544354742	2.220446049250313e-16	none_recorded
Aspergillus__319730at2759__code1	1	61	1.0000000000000002	0.6445287487990964	2.220971457966066	4.4458842403915115	1.2902012749814202	17	1.2297187265516039	0.04042038764739924	4.440892098500626e-16	none_recorded
Aspergillus__340246at2759__code1	1	61	1.0	0.6703256658618211	2.2270006011001575	4.322266645179038	1.3009993196816714	17	0.7855150797093363	0.0480943409979966	4.440892098500626e-16	none_recorded
Aspergillus__345792at2759__code1	1	61	0.9999999999999999	0.7454888889239449	2.1977650339334396	3.9480855671849677	1.3392031802370201	17	0.4656389011063628	0.026724838257452053	4.440892098500626e-16	none_recorded
Aspergillus__352891at2759__code1	1	61	1.0	0.6989713583945756	2.1852311685987673	4.126352950452635	1.3198615178286954	17	1.361266558345882	0.027523634418217636	4.440892098500626e-16	none_recorded
Aspergillus__3643464at2759__code1	1	61	1.0	0.7038083911991188	2.165622489918814	4.077005783106847	1.3249912643941482	17	1.554404858506342	0.05746118163079202	2.220446049250313e-16	none_recorded
Aspergillus__4613677at2759__code1	1	61	1.0	0.680506405751256	2.2144381888111067	4.254103370807277	1.3073043127551047	15	2.859944012474831	0.12307222140767926	1.1102230246251565e-16	none_recorded
Aspergillus__4695236at2759__code1	1	61	1.0	0.6676251837849778	2.234122887206218	4.346372997106355	1.298831003257769	15	0.6997496312074675	0.04703574120584054	8.881784197001252e-16	none_recorded
Aspergillus__4747214at2759__code1	1	61	1.0	0.6778372510086185	2.203300487283517	4.250485989085163	1.3076463037705468	15	0.74243471402749	0.03268648742966764	8.881784197001252e-16	none_recorded
Aspergillus__4764044at2759__code1	1	61	1.0000000000000002	0.6715948169788296	2.2063733234945198	4.285274495446368	1.304388568256952	17	1.0037217142091763	0.048703196547435705	0.0	none_recorded
